1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,C,Cereals and tubers,Exchange rate (USD/LCU),FCS,Fatality,Lat,Lon,NDVI Anomaly,Population,Rainfall (mm),Ramadan,gamma,rCSI,h,r2,val_loss,train_loss
61,36,100,76,31,16,36,,0,,,51,36,0.001,6,25,0.834126480634657,0.008224756350502052,0.004654964588707638
61,36,100,76,31,16,36,,0,,,51,36,0.001,6,26,0.8340054102111347,0.008608177355296391,0.004648868541266266
61,36,100,76,31,16,36,,0,,,51,36,0.001,6,27,0.8317242139905582,0.008944852304675434,0.004704557068369063
61,36,100,76,31,16,36,,0,,,51,36,0.001,6,28,0.8324073732624389,0.009579602508459845,0.004679075248260069
61,36,100,76,31,16,36,,0,,,51,36,0.001,6,29,0.831363422480745,0.010488324489928608,0.0047037991757007905
61,36,100,76,31,16,36,,0,,,51,36,0.001,6,30,0.8297216848738164,0.011242033788529953,0.004747246143879512
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,1,0.888068925597114,0.004914264419663832,0.003201179303978335
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,2,0.8862403181065531,0.005179003246202871,0.0032461473633426277
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,3,0.8842818750360799,0.005436079838374769,0.003295379905157614
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,4,0.8825938818751703,0.00569598170494696,0.003337027016644531
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,5,0.8807400164158011,0.0060058842198443905,0.003383426763437532
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,6,0.8786937158514132,0.006353394571384595,0.0034346666234477217
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,7,0.876411316302091,0.006731529689787041,0.0034920885468517596
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,8,0.8743150512595574,0.00710861257435499,0.00354345703529674
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,9,0.8721000867621005,0.007468990859179382,0.003597652020207308
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,10,0.869557792899095,0.007839224352110258,0.003660643707632381
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,11,0.8670404125032635,0.00819783835399731,0.003723685478903363
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,12,0.8643289941931122,0.00854071725016555,0.003793011487141242
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,13,0.8611440405701207,0.008880461870160965,0.0038767665110898144
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,14,0.8598981631007405,0.009178911322482471,0.003907876420497548
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,15,0.8589487555823128,0.009472943966262281,0.0039324148565544935
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,16,0.8586286745316375,0.009777047989545725,0.0039406451030817935
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,17,0.8585146984163936,0.010096729449880864,0.003944067828099716
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,18,0.8588852960899859,0.01039315556367028,0.003934857817601313
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,19,0.8588258900210737,0.010676252777608712,0.0039384223087842035
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,20,0.8588494879551106,0.010941600787119223,0.003940639257363625
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,21,0.8597848140545081,0.011182018715603733,0.003918043334953673
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,22,0.8608820406223268,0.011431998229747045,0.003891647692023755
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,23,0.8610737403688584,0.011642674612247937,0.003891362703645396
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,24,0.860955707676864,0.01182059107007397,0.0038998915177715586
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,25,0.8607742596310374,0.011985595496516998,0.003909896699023114
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,26,0.8606702780681317,0.012113774243910282,0.003917094509017641
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,27,0.8604141083253589,0.01224614394417663,0.003927467525636042
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,28,0.8600780169511806,0.012349029637237463,0.003938570209167874
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,29,0.8596437239758324,0.012405225077297752,0.003950392118539506
11,46,100,41,,71,41,0,0,,0,46,66,0.1,91,30,0.8597124537539124,0.012453063155295806,0.003947162912231492
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,1,0.803599938507874,0.005679401856178316,0.005616955036862002
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,2,0.7952274405465043,0.00594287698776257,0.005843211697598619
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,3,0.7855881812199709,0.00628957656206638,0.006105944071045965
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,4,0.7774405869584078,0.006567685424610173,0.006325792778010893
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,5,0.7677448888972779,0.006929236609798563,0.0065891184556076295
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,6,0.7582256803934226,0.007299999180934911,0.006845599070055821
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,7,0.7506922359365877,0.007554137827878315,0.007044373007929305
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,8,0.742581853110409,0.007870316157171778,0.007257433389997167
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,9,0.7341916732776403,0.008168850997051839,0.0074768296507120155
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,10,0.7264166535124179,0.008426395838838063,0.0076776618403739776
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,11,0.7199220155232395,0.008644860521961477,0.007843904628406229
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,12,0.7143291479268892,0.00886301346449675,0.007986620405815001
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,13,0.7091786578630901,0.009099657234358002,0.0081195394460251
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,14,0.7032908824537372,0.009315096823159296,0.008276141054734485
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,15,0.699232588811691,0.00945883317678748,0.008385195331009994
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,16,0.6939456386744725,0.009601286661286675,0.008531090843483451
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,17,0.6886387568249377,0.009760242829071463,0.008679557864872836
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,18,0.6840671492778234,0.009908138766291829,0.008809506118469103
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,19,0.6800559690106336,0.010040346966164819,0.008925678436357498
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,20,0.6748817758884371,0.010151371819423025,0.00907664888109598
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,21,0.6693842413351492,0.010250357162971763,0.009238420652746122
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,22,0.6654197361969263,0.010340990358063342,0.009359456660021255
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,23,0.658979198667778,0.010473145055435795,0.009552086344186058
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,24,0.6530970999949164,0.010651401754273739,0.009729875672106758
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,25,0.6477324877371817,0.010739792555705365,0.009892779738282677
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,26,0.642919607346726,0.01083740236449709,0.01003890358744827
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,27,0.6368527469297183,0.01095066806070262,0.010217716320370617
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,28,0.6284160666650382,0.011136762546632028,0.010459467327073809
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,29,0.6202780308989844,0.011285089564940811,0.010687449941423814
81,11,0.1,46,66,51,6,0,0,91,0,1,1,0.001,86,30,0.6121242750678637,0.011475521051822818,0.010913361285266113
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,1,0.8174456604149619,0.005904826930963649,0.005168844314530727
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,2,0.8099517357723669,0.006140614349993114,0.005369952547440255
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,3,0.8036885383416928,0.006334306443827167,0.005534642269370469
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,4,0.7977478197526369,0.0065148380352592836,0.005689080988701133
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,5,0.7914643893814767,0.006715002142710201,0.005852205262346239
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,6,0.785989990748112,0.006896547568018973,0.005993595338213498
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,7,0.7804325686568954,0.0071132539962177966,0.00613853921354367
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,8,0.776085818428689,0.007268498553422628,0.006251535793190822
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,9,0.7717381230353395,0.007433648693415186,0.0063669344130735245
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,10,0.7682439660024513,0.007578827310394885,0.006461204046448158
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,11,0.765079810040506,0.007688483238394137,0.006548266369519862
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,12,0.7609667959468938,0.007842013776403478,0.006663329401721312
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,13,0.7582380000806589,0.007995983990691742,0.006741318013097847
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,14,0.754076572045922,0.008119878248334135,0.006860679447893135
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,15,0.749792324719828,0.008259785806068802,0.006985296570438016
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,16,0.7462103237549992,0.008416941653090995,0.007091663736610732
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,17,0.7433020129708534,0.008577295272441667,0.007180799181054161
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,18,0.738508117017266,0.008717220988663489,0.007324459489852426
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,19,0.735696073009062,0.008869192432516802,0.007413153217323125
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,20,0.7304820093193061,0.009048526264068211,0.007568912898556987
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,21,0.7250597175172145,0.009229594472297143,0.0077296290833603395
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,22,0.7215929470811359,0.009352507532881204,0.007833418163746423
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,23,0.7165154405498886,0.00949443877506832,0.007979617042875444
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,24,0.712639616198442,0.009572875667017712,0.00808789052763624
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,25,0.708368147773343,0.009716296679473189,0.008205421378710144
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,26,0.7036258349649815,0.009816488176221685,0.00833363628564972
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,27,0.6989264844476708,0.009930627031513279,0.008459616364913002
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,28,0.692884394060749,0.010045174213629866,0.00862291062693728
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,29,0.6897167054270505,0.0100929120836872,0.00870454286493033
,66,0.1,1,61,96,6,0,,81,,81,81,0.001,81,30,0.6844207270041381,0.010154481174757769,0.008847451867756373
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,1,0.8340953681448455,0.012912650611100834,0.005159955106802123
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,2,0.8338568234239411,0.013156621995660988,0.005151828553731307
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,3,0.8337363278715051,0.013406677469288551,0.005139441691345148
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,4,0.8343982786598881,0.013650955704584397,0.005102116453508053
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,5,0.8347075357417288,0.013914623506600192,0.00507465858444466
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,6,0.8346825323381939,0.014164638931208617,0.00505723530173364
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,7,0.8339456882593462,0.014398606222007738,0.005061268794260712
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,8,0.8335124980758793,0.014628455042265055,0.0050561771715364155
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,9,0.8326770002887424,0.014848174491122242,0.005063424786748861
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,10,0.8317075783543556,0.015061844218545601,0.005074520338424914
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,11,0.8305511423613419,0.01526395835564668,0.00509104451583792
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,12,0.8295591277658935,0.015440505771915917,0.005102200418239259
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,13,0.8281987510329021,0.015622868558790422,0.005123896046485422
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,14,0.8272046112533782,0.015806780382677167,0.0051346374372644435
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,15,0.8267065261934791,0.015964499259391227,0.005131067089071892
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,16,0.8259180787327784,0.016124886031551322,0.005136272579496945
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,17,0.8251558574339959,0.016274978007398577,0.005140909057371196
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,18,0.8241967429051685,0.01639424927635754,0.005151569265443804
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,19,0.8232387434341538,0.01649778901277055,0.005162275775000113
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,20,0.822702224854007,0.016618251996349715,0.005160776412258809
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,21,0.8221352762149996,0.016735979272639784,0.0051603627602620685
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,22,0.821802550224521,0.016856697216031932,0.005153611065934506
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,23,0.8214821780050726,0.01698250823890614,0.005147171531421841
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,24,0.8212346138622405,0.017100012559717995,0.005139063962551111
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,25,0.8215548662871375,0.01721830237131225,0.005115990544797197
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,26,0.8216494139371047,0.01734862948259342,0.005100748009457389
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,27,0.8216950256671012,0.017460758013931106,0.005087955703355006
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,28,0.8215256846062804,0.01756232505850011,0.005082528538365128
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,29,0.8210614702229028,0.017649826973693186,0.0050859590430368026
61,21,100,31,16,6,21,0,0,21,,26,66,1,31,30,0.820346692910199,0.01772582460325552,0.005096796000466915
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,1,0.9299342689871498,0.0023808463631137824,0.0021051056973296852
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,2,0.9282608070470799,0.0024983814270554392,0.0021475350101810304
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,3,0.9246589289715573,0.002751602767986886,0.0022470140252271753
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,4,0.9194592946498036,0.0030104990295159173,0.0023932775284947407
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,5,0.9140726753535698,0.0031658123768458168,0.0025442323814083706
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,6,0.9089502196135828,0.0033269778824008317,0.0026864161824713853
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,7,0.9041921005064351,0.0035566901632173944,0.0028170214400419077
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,8,0.9008733388140538,0.003808908360760911,0.002904712174223958
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,9,0.8970661752022929,0.004166253366317083,0.0030061609682174068
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,10,0.8933938838052337,0.004501672098370631,0.003103086484911854
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,11,0.8905140106221705,0.004956778982376502,0.003176500715446792
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,12,0.888555915727295,0.005318728372178302,0.0032230509845364934
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,13,0.8860377732157758,0.005625225997574882,0.003285851926749733
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,14,0.8834437126949753,0.005964096384194504,0.003350705797353937
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,15,0.8807955548572813,0.006236161934432604,0.0034175704406109344
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,16,0.8781032569761057,0.006531394624401976,0.0034861930261288975
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,17,0.8752062314005236,0.006859405358785591,0.003561006466950359
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,18,0.8720869319857867,0.007138036033512773,0.0036426631875734646
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,19,0.870520312514218,0.007520579294856628,0.0036801933506339698
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,20,0.8687279095738476,0.007856402194565043,0.0037242123526426744
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,21,0.8661575121360028,0.008390655855842246,0.0037896167465041692
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,22,0.8658679952215642,0.00883972728739635,0.0037899977865122774
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,23,0.8651094661187053,0.00935641297712595,0.0038029916554582974
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,24,0.8639561647706692,0.009645895965363667,0.0038267295595359394
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,25,0.8629414281827019,0.00992917493583044,0.00384632098498579
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,26,0.8622560143353648,0.010231159430301893,0.003857678027455258
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,27,0.8615989446517652,0.010425165564491036,0.0038693366327330193
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,28,0.8616816166656447,0.010509846667294367,0.0038617577421983223
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,29,0.8609280853945158,0.010677070467430395,0.0038791486811911497
36,66,10,,26,56,51,0,0,26,0,61,46,0.01,76,30,0.8597200135240293,0.010768356837898806,0.003910912698237759
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,1,0.6171786926116966,0.011965642818410144,0.010839204056573555
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,2,0.6041675774499153,0.012310734739107874,0.011184534278546765
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,3,0.590439439300223,0.012727026578143745,0.011546810216621576
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,4,0.5780359452811975,0.013078952199457521,0.01186927962249881
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,5,0.5657472602764739,0.013457998184576169,0.012186581280101786
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,6,0.5536630707170422,0.01379912627528699,0.012500176734604124
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,7,0.5426452573124656,0.014144697508496578,0.012786459290952451
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,8,0.5321720348435934,0.014499727664310243,0.01306144724156062
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,9,0.5219393892609508,0.01479873709345773,0.01333459881485438
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,10,0.510861205854209,0.015136868206987272,0.013636864169167588
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,11,0.502391456573172,0.015466937033910813,0.013870554466474344
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,12,0.4922410273212559,0.015715578700432446,0.014154373678086987
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,13,0.4843659108588525,0.016005890744301494,0.01437799726364868
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,14,0.47595396343287943,0.01625178877085777,0.014619639546896941
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,15,0.4674374495584257,0.016508912799799196,0.01486807849910133
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,16,0.45884821497447403,0.016740368985187132,0.015121444444268578
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,17,0.44861354617961247,0.01699876260216448,0.015424333637599695
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,18,0.4386228631569298,0.01732283395713854,0.01572432784694853
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,19,0.42895419240907284,0.017669371956041777,0.01601659920068727
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,20,0.421565259481962,0.017882322135751094,0.016244266875925683
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,21,0.41388078492426084,0.018091427320983088,0.01647806603766558
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,22,0.40542142980652907,0.018310341556555955,0.01672939863662602
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,23,0.3971158866862447,0.018555745841994556,0.016970181214839352
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,24,0.3881212970624397,0.018823496196908103,0.017221608281844908
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,25,0.3803963166375561,0.01908541575860224,0.017433312825645555
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,26,0.3717335650385094,0.01931667733603505,0.017665993116614032
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,27,0.36206312518767825,0.019532126929917078,0.017924862025951865
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,28,0.35246483215394875,0.019754065544754215,0.018180899218907823
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,29,0.3436604877367039,0.019944114046544042,0.01841264263455258
96,86,0.1,56,81,6,96,0,,96,0,81,56,0.001,86,30,0.33526621126032474,0.02008276628010778,0.018636205555941972
31,,100,81,36,51,26,,,26,0,76,11,0.0001,21,1,0.933461670719799,0.0019961925770140246,0.0019632078602971263
31,,100,81,36,51,26,,,26,0,76,11,0.0001,21,2,0.932508912224922,0.0019285473122324652,0.0019844276127451758
31,,100,81,36,51,26,,,26,0,76,11,0.0001,21,3,0.9327290305890126,0.0018811016057811154,0.0019712436743269035
31,,100,81,36,51,26,,,26,0,76,11,0.0001,21,4,0.9300719001345763,0.0020563431195647617,0.0020422356286689575
31,,100,81,36,51,26,,,26,0,76,11,0.0001,21,5,0.9214402008702625,0.0021777896218338946,0.0022867154309561713
31,,100,81,36,51,26,,,26,0,76,11,0.0001,21,6,0.911691566131523,0.002371721548459402,0.0025620794492268177
31,,100,81,36,51,26,,,26,0,76,11,0.0001,21,7,0.9035542414604452,0.0025740865186525833,0.002789287552084224
31,,100,81,36,51,26,,,26,0,76,11,0.0001,21,8,0.8948130701275832,0.0028832785614335693,0.003032835404704601
31,,100,81,36,51,26,,,26,0,76,11,0.0001,21,9,0.8855546746264252,0.0031712369430477966,0.0032900208480882457
31,,100,81,36,51,26,,,26,0,76,11,0.0001,21,10,0.8771857356997863,0.0034477307919336645,0.003521063319872579
31,,100,81,36,51,26,,,26,0,76,11,0.0001,21,11,0.8688472999666024,0.003740267583610762,0.0037509093095685125
31,,100,81,36,51,26,,,26,0,76,11,0.0001,21,12,0.8606218287454268,0.004042798966552852,0.0039771742993210055
31,,100,81,36,51,26,,,26,0,76,11,0.0001,21,13,0.8525811251011517,0.004480866652710326,0.004198142668955944
31,,100,81,36,51,26,,,26,0,76,11,0.0001,21,14,0.8463311839037344,0.004883336073296326,0.004367719494684224
31,,100,81,36,51,26,,,26,0,76,11,0.0001,21,15,0.8399156103187083,0.005131860397065661,0.004541622362993587
31,,100,81,36,51,26,,,26,0,76,11,0.0001,21,16,0.8327563548303758,0.005583066265282053,0.004735337250494239
31,,100,81,36,51,26,,,26,0,76,11,0.0001,21,17,0.8279134417401413,0.005994647307634965,0.004862431423214176
31,,100,81,36,51,26,,,26,0,76,11,0.0001,21,18,0.8228228960505595,0.006414003196099358,0.004995184083495027
