split,h,1 Month Anomaly Rainfalls (%),Day,FCG,Fatalities,Month,NDVI Anomaly,Rainfalls (mm),Ramadan,Year,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,rCSI,reg_alpha,reg_lambda,subsample,attempt,r2_train,r2_val,shape_train,shape_val,r2_difference,loss_to_minimize
4,21,1,1,1,1,1,1,0,1,1,0.6000000000000001,0.56,0.251,3,3.5,68,0,0.185,0.135,1.0,380,0.7575363331513818,0.7364341139130327,"(9440, 23)","(2380, 23)",0.021102219238349096,0.08751065352142982
4,22,0,1,1,0,1,0,0,1,1,0.8500000000000001,0.06,0.206,3,4.800000000000002,79,0,0.945,0.2,0.75,593,0.7499131075511377,0.7196152574273431,"(9440, 16)","(2360, 16)",0.0302978501237946,0.0962345628213149
4,23,1,1,1,0,1,0,0,1,1,0.7000000000000001,0.19,0.24100000000000002,3,3.6,69,0,0.06,0.36,0.8,588,0.7333218060199945,0.7062467382147524,"(9420, 17)","(2360, 17)",0.02707506780524216,0.09895600565767114
4,24,0,1,1,0,1,0,0,1,1,0.9,0.545,0.213,3,1.5,72,0,0.205,0.225,0.8,290,0.7230749530820113,0.6950312492942203,"(9400, 16)","(2360, 16)",0.02804370378779097,0.1027081067268503
4,25,0,1,1,0,1,0,0,1,1,0.95,0.64,0.188,3,3.9,75,0,0.8150000000000001,0.31,0.65,441,0.71675350495309,0.6791959909536361,"(9380, 16)","(2360, 16)",0.03755751399945384,0.11126420831369067
4,26,1,1,1,1,1,0,1,1,1,0.6000000000000001,0.35000000000000003,0.29100000000000004,3,8.200000000000001,63,0,0.005,0.085,0.9,122,0.7053354585683638,0.6605682836039946,"(9360, 23)","(2360, 23)",0.044767174964369216,0.11973638490454933
4,27,1,1,1,1,1,0,0,1,1,0.75,1.0,0.24,3,4.4,68,0,0.86,0.895,1.0,188,0.7135458085682731,0.6575213476085395,"(9360, 22)","(2340, 22)",0.05602446095973357,0.12515338010133156
4,28,1,1,1,1,1,0,1,1,1,1.0,0.51,0.252,3,2.8000000000000003,66,0,0.8,0.33,0.8,537,0.7005588772076059,0.6551754379447514,"(9340, 23)","(2340, 23)",0.045383439262854486,0.12160074432171634
4,29,0,1,1,0,1,0,0,1,1,0.8500000000000001,0.755,0.21899999999999997,3,8.700000000000001,74,0,0.675,0.87,0.75,574,0.6879676168035448,0.6401001890942088,"(9320, 16)","(2340, 16)",0.047867427709335934,0.12711691435547173
4,30,1,1,1,0,1,0,0,1,1,0.75,0.39,0.26,3,5.2,68,0,0.67,0.805,0.8,349,0.6740227181420422,0.6293517124305217,"(9300, 17)","(2340, 17)",0.044671005711520495,0.1290628885554517
5,1,1,1,1,0,1,0,1,1,1,1.0,0.015,0.039,5,3.4000000000000004,222,1,0.895,0.195,0.6000000000000001,505,0.9876153534455994,0.9876064001073932,"(10260, 25)","(2580, 25)",8.953338206163506e-06,0.0037216613030645047
5,2,0,1,1,1,1,1,0,1,1,0.9,0.87,0.040999999999999995,5,8.700000000000001,188,0,0.02,0.85,0.65,466,0.9753629304840631,0.9753674958852844,"(10240, 22)","(2580, 22)",4.565401221290344e-06,0.007394316635636011
5,3,0,1,1,1,1,0,1,1,1,0.95,0.395,0.079,4,7.6,123,1,0.335,0.22,0.8500000000000001,431,0.9637826467827266,0.9636773007322684,"(10240, 29)","(2560, 29)",0.00010534605045819934,0.010938948200502752
5,4,0,1,1,1,1,0,1,1,1,0.95,0.225,0.040999999999999995,4,3.6,175,1,0.485,0.63,0.75,165,0.9517020208358916,0.951659443962908,"(10220, 29)","(2560, 29)",4.2576872983590703e-05,0.01451919756032106
5,5,0,1,1,1,1,0,1,1,1,0.9,0.185,0.039,4,5.6000000000000005,186,0,0.78,0.025,0.95,516,0.9403982570636796,0.9404782106461376,"(10200, 22)","(2560, 22)",7.995358245782569e-05,0.017936490388616586
5,6,0,1,1,1,1,0,1,1,1,0.8,0.78,0.044000000000000004,4,1.9,165,0,0.23,0.15,0.8500000000000001,491,0.9290572479779268,0.928865972859804,"(10180, 22)","(2560, 22)",0.00019127511812266904,0.02141671818930787
5,7,0,1,1,1,1,0,1,1,1,0.95,0.195,0.054000000000000006,4,6.1000000000000005,134,0,0.4,0.115,0.6000000000000001,280,0.916431884244948,0.9164315076077392,"(10160, 22)","(2560, 22)",3.7663720886538243e-07,0.025070698372561758
5,8,0,1,1,1,1,0,1,1,1,0.8500000000000001,0.91,0.043,4,4.9,152,0,0.165,0.88,0.7000000000000001,589,0.9036339300388732,0.903157222510487,"(10160, 22)","(2540, 22)",0.00047670752838624436,0.029243516258208386
5,9,0,1,1,1,1,0,1,1,1,0.95,0.975,0.145,4,1.8,78,0,0.04,0.94,0.8500000000000001,593,0.8919448561406967,0.8916994992724225,"(10140, 22)","(2540, 22)",0.00024535686827420466,0.03258829296558292
5,10,0,1,1,1,1,0,0,1,1,0.8500000000000001,0.99,0.07200000000000001,4,7.0,108,0,0.5650000000000001,0.71,0.6000000000000001,268,0.8763974109927429,0.8761317573601949,"(10120, 21)","(2540, 21)",0.0002656536325479353,0.037266734244960666
5,11,0,1,1,1,1,0,1,1,1,0.8,0.025,0.085,3,10.0,107,1,0.9,0.845,0.8,597,0.8642626143028818,0.8640979962133564,"(10100, 29)","(2540, 29)",0.00016461808952539236,0.04083644837180325
5,12,0,1,1,1,1,0,1,1,1,0.95,0.295,0.131,3,5.2,85,1,0.61,0.08,0.75,582,0.852682393768267,0.8526810178110126,"(10080, 29)","(2540, 29)",1.3759572544680407e-06,0.044196245039598014
5,13,0,1,1,1,1,0,1,1,1,1.0,0.8,0.16399999999999998,3,5.1000000000000005,77,1,0.74,0.16,0.8,402,0.8428612705699137,0.8415773525792549,"(10080, 29)","(2520, 29)",0.001283917990658634,0.04804036142248695
5,14,0,1,1,1,1,0,1,1,1,0.8500000000000001,0.195,0.185,3,4.1000000000000005,73,0,0.98,0.16,0.9,473,0.8254553522368098,0.8256543808459138,"(10060, 22)","(2520, 22)",0.00019902860910403497,0.052502714355329896
5,15,0,1,1,1,1,0,1,1,1,0.8500000000000001,0.745,0.08900000000000001,3,5.800000000000002,94,1,0.97,0.86,0.8,582,0.8120575466189186,0.8119903523427738,"(10040, 29)","(2520, 29)",6.719427614476636e-05,0.056429772007625764
5,16,0,1,1,1,1,0,0,1,1,1.0,0.895,0.207,3,7.2,68,1,0.6950000000000001,0.24,0.8500000000000001,379,0.8020202508088016,0.8019185500635566,"(10020, 28)","(2520, 28)",0.0001017007452449592,0.059465115279030985
5,17,0,1,1,1,1,0,0,1,1,0.8500000000000001,0.63,0.28700000000000003,3,8.200000000000001,63,1,0.34500000000000003,0.615,0.8,489,0.7930532000248495,0.7933470212865649,"(10000, 28)","(2520, 28)",0.000293821261715399,0.06228971487574594
5,18,0,1,1,1,1,0,0,1,1,0.7000000000000001,0.805,0.18600000000000003,3,3.3000000000000003,72,0,0.24,0.27,0.7000000000000001,432,0.7800712821891076,0.7794168039737341,"(10000, 21)","(2500, 21)",0.0006544782153734553,0.06643675009402915
5,19,0,1,1,1,1,0,0,1,1,1.0,0.45,0.10099999999999999,3,4.1000000000000005,89,0,0.86,0.355,0.65,542,0.7696236575338723,0.7693930955130884,"(9980, 21)","(2500, 21)",0.00023056202078386437,0.06927429615438703
5,20,0,1,1,1,1,0,0,1,1,0.95,0.27,0.18899999999999997,3,6.4,70,0,0.56,0.93,0.7000000000000001,279,0.7586433354211102,0.7587267517547429,"(9960, 21)","(2500, 21)",8.341633363273537e-05,0.07246539080720986
5,21,0,1,1,1,1,0,0,1,1,0.8,0.525,0.221,3,5.5,68,0,0.935,0.59,0.75,409,0.7534999777056607,0.7531338575232158,"(9940, 21)","(2500, 21)",0.00036612018244486233,0.0742062908160132
5,22,0,1,1,1,1,0,0,1,1,1.0,0.12,0.136,3,7.4,78,0,0.55,0.89,0.8,184,0.7373466165188964,0.7368320935248276,"(9920, 21)","(2500, 21)",0.0005145229940688445,0.07915618114017925
5,23,0,1,1,1,1,0,0,1,1,0.75,0.86,0.18899999999999997,3,10.0,70,0,0.525,0.475,0.8,285,0.7276086472621146,0.726275815187972,"(9920, 21)","(2480, 21)",0.001332832074142587,0.08265038827326543
5,24,0,1,1,1,1,0,0,1,1,0.7000000000000001,0.84,0.207,3,6.7,68,0,0.0,0.61,0.9,362,0.7158093739579442,0.7160468689477602,"(9900, 21)","(2480, 21)",0.00023749498981595615,0.0854234343054879
5,25,0,1,1,1,1,0,0,1,1,0.95,0.79,0.264,3,8.1,63,0,0.89,0.02,0.9,168,0.7042821429223396,0.704990800291788,"(9880, 21)","(2480, 21)",0.0007086573694483622,0.08921141728191198
5,26,0,1,1,1,1,0,0,1,1,0.9,0.47,0.151,3,2.0,74,0,0.005,0.52,0.65,407,0.6989903002141582,0.6989326867468739,"(9860, 21)","(2480, 21)",5.7613467284278734e-05,0.09034323936285152
5,27,0,1,1,1,1,0,0,1,1,0.7000000000000001,0.06,0.204,3,8.200000000000001,67,0,0.845,0.98,0.95,498,0.6841067714895896,0.6800924012164833,"(9840, 21)","(2480, 21)",0.00401437027310636,0.09757802774429757
5,28,0,1,1,0,1,0,0,1,1,0.8,0.365,0.191,3,7.9,70,0,0.845,0.19,0.65,417,0.6748386647297009,0.6738012691294215,"(9840, 16)","(2460, 16)",0.0010373956002793783,0.09827457750128528
5,29,0,1,1,0,1,0,0,1,1,0.75,0.155,0.22399999999999998,3,7.0,65,0,0.365,0.4,0.6000000000000001,280,0.6600917468263117,0.6574334938312891,"(9820, 16)","(2460, 16)",0.0026582529950225364,0.10383325304862227
5,30,0,1,1,0,1,0,0,1,1,0.6000000000000001,0.325,0.24100000000000002,3,7.0,65,0,0.005,0.8300000000000001,0.65,584,0.6536989027301509,0.6481790794845269,"(9800, 16)","(2460, 16)",0.005519823245623835,0.10775420545289142
6,1,0,1,1,0,1,1,0,1,1,0.95,0.415,0.008,6,3.0,1000,0,0.485,0.5750000000000001,0.65,509,0.9887059822066288,0.9886254941915488,"(10740, 17)","(2700, 17)",8.048801508020453e-05,0.003444546948567484
6,2,1,1,1,1,1,1,0,1,1,0.9,0.6,0.069,5,5.5,164,0,0.755,0.92,0.75,543,0.9770905571030682,0.9770402377134868,"(10720, 23)","(2700, 23)",5.0319389581443545e-05,0.006908056441786536
6,3,1,1,1,1,1,1,0,1,1,1.0,0.485,0.042,4,5.9,270,0,0.205,0.65,0.8,261,0.96566051072083,0.9656254239966148,"(10720, 23)","(2680, 23)",3.508672421526082e-05,0.010326407490701638
6,4,1,1,1,1,1,1,0,1,1,0.9,0.6900000000000001,0.129,4,1.6,105,0,0.435,0.795,0.95,549,0.9531325686045082,0.9530750020638302,"(10700, 23)","(2680, 23)",5.756654067801126e-05,0.014100525997122138
6,5,1,1,1,1,1,1,1,1,1,1.0,0.225,0.05,3,1.8,252,0,0.79,0.715,0.65,592,0.941426407532302,0.941223843785758,"(10680, 24)","(2680, 24)",0.00020256374654403772,0.017713872362890258
6,6,0,1,1,1,1,1,1,1,1,0.8,0.085,0.065,3,2.8000000000000003,200,0,0.355,0.8250000000000001,0.75,587,0.9299063758759756,0.929560196633378,"(10660, 23)","(2680, 23)",0.0003461792425976107,0.021270412707025656
6,7,0,1,1,1,1,1,1,1,1,0.8,0.585,0.08,3,3.0,145,0,0.42,0.21,0.8,248,0.9163438363932888,0.9162644636189724,"(10640, 23)","(2680, 23)",7.937277431624423e-05,0.025152410024034743
6,8,0,1,1,1,1,1,0,1,1,0.9,0.145,0.057,3,2.0,182,0,0.335,0.27,0.95,533,0.9026738592383662,0.9027295765424044,"(10640, 22)","(2660, 22)",5.5717304038194186e-05,0.029236844341316882
6,9,0,1,1,1,1,1,1,1,1,1.0,0.105,0.27,3,10.0,77,0,1.0,0.93,1.0,417,0.8940293582153631,0.8947452403407057,"(10620, 23)","(2660, 23)",0.0007158821253425707,0.03229231002313087
6,10,0,1,1,1,1,1,1,1,1,0.8,0.735,0.158,3,1.3,88,0,0.67,0.26,0.7000000000000001,341,0.8792363372696714,0.879379312014854,"(10600, 23)","(2660, 23)",0.00014297474518254472,0.03632918114072635
6,11,0,1,1,1,1,1,0,1,1,1.0,0.735,0.16699999999999998,3,7.5,83,0,0.415,0.33,0.7000000000000001,444,0.8657861699718018,0.8647503422888667,"(10580, 22)","(2660, 22)",0.0010358276829350863,0.040989228386514025
6,12,0,1,1,1,1,1,1,1,1,1.0,0.075,0.1,3,1.5,118,0,0.44,0.31,0.9,580,0.8625436701184909,0.8556028008653818,"(10560, 23)","(2660, 23)",0.0069408692531092156,0.046095507441629165
6,13,0,1,1,0,1,0,0,1,1,1.0,0.6900000000000001,0.222,3,3.5,71,0,0.415,0.52,0.8,405,0.831651593960695,0.8215828278929223,"(10560, 16)","(2640, 16)",0.01006876606777274,0.057552658059232424
6,14,0,1,1,0,1,1,1,1,1,0.9,0.075,0.294,3,3.0,68,0,0.215,0.49,1.0,161,0.8334668267777411,0.8261115276745667,"(10540, 18)","(2640, 18)",0.007355299103174341,0.05510866133889971
6,15,0,1,1,0,1,0,1,1,1,0.8500000000000001,0.45,0.28800000000000003,3,8.700000000000001,69,0,0.35000000000000003,0.215,1.0,447,0.8172685554900618,0.797501834381361,"(10520, 17)","(2640, 17)",0.019766721108700813,0.06865613812907202
6,16,0,1,1,0,1,1,0,1,1,0.75,0.36,0.19399999999999998,3,9.2,74,0,0.24,0.49,0.7000000000000001,564,0.8025627110423175,0.7691855095358417,"(10500, 17)","(2640, 17)",0.03337720150647572,0.08259522774183778
6,17,0,1,1,1,1,1,1,1,1,0.75,0.595,0.183,3,4.5,78,0,0.61,0.59,1.0,402,0.8044542294306184,0.7641833268698318,"(10480, 23)","(2640, 23)",0.04027090256078658,0.08685336296336509
6,18,0,1,1,0,1,1,1,1,1,0.75,0.885,0.129,3,5.2,92,0,0.28,0.675,0.95,402,0.7958095709472254,0.7476905914995549,"(10480, 18)","(2620, 18)",0.04811897944767052,0.09494041432920176
6,19,0,1,1,0,1,0,1,1,1,0.8,0.51,0.29,3,2.2,66,0,0.885,0.0,1.0,585,0.7696295016986767,0.7323860066376282,"(10460, 17)","(2620, 17)",0.03724349506104852,0.09518159603313096
6,20,0,1,1,1,1,0,0,1,1,0.65,0.47,0.208,3,1.8,74,0,0.49,0.08,0.75,525,0.7700141010956457,0.7231554548294639,"(10440, 21)","(2620, 21)",0.046858646266181865,0.1017968220576336
6,21,0,1,1,0,1,0,0,1,1,0.9,0.29,0.298,3,1.5,68,0,0.06,0.585,0.8,437,0.7503671208910757,0.7064661281895251,"(10420, 16)","(2620, 16)",0.04390099270155057,0.10562055862376267
6,22,0,1,1,0,1,0,0,1,1,1.0,0.74,0.22899999999999998,3,2.6,75,0,0.2,0.47,0.8500000000000001,362,0.7466820160544853,0.7024875178380159,"(10400, 16)","(2620, 16)",0.04419449821646937,0.10693154393518298
6,23,0,1,1,1,1,1,1,1,1,0.8,0.58,0.182,3,3.3000000000000003,72,0,0.595,0.335,0.8500000000000001,295,0.7389548144048571,0.6860274757931923,"(10400, 23)","(2600, 23)",0.05292733861166477,0.1153626927067082
6,24,0,1,1,1,1,0,0,1,1,1.0,0.64,0.24600000000000002,3,2.2,72,0,0.475,0.715,0.8500000000000001,202,0.7431300076287066,0.6910362779840598,"(10380, 21)","(2600, 21)",0.05209372964464687,0.11352660846264083
6,25,0,1,1,0,1,0,0,1,1,0.8,0.855,0.26,3,6.1000000000000005,70,0,0.075,0.65,0.6000000000000001,440,0.7176034877435374,0.6761113395907541,"(10360, 16)","(2600, 16)",0.04149214815278335,0.11376345738388713
6,26,0,1,1,0,1,0,0,1,1,1.0,0.72,0.276,3,7.9,72,0,0.075,0.37,0.8500000000000001,355,0.7153375375576474,0.6700663276134042,"(10340, 16)","(2600, 16)",0.04527120994424316,0.117088585693676
6,27,0,1,1,0,1,0,0,1,1,0.65,0.03,0.21600000000000003,3,1.4,77,0,0.965,0.77,0.65,377,0.698804362819976,0.6571329189534646,"(10320, 16)","(2600, 16)",0.04167144386651145,0.1195287018605652
6,28,0,1,1,0,1,0,0,1,1,0.65,0.605,0.20199999999999999,3,6.300000000000002,87,0,0.6950000000000001,0.845,0.65,558,0.7015082788463892,0.6565497405976317,"(10320, 16)","(2580, 16)",0.044958538248757514,0.12101849312021347
6,29,0,1,1,0,1,0,0,1,1,0.65,0.795,0.253,3,9.6,76,0,0.025,0.135,1.0,502,0.6921979564371437,0.6445923171346295,"(10300, 16)","(2580, 16)",0.047605639302514165,0.1256645605806168
6,30,0,1,1,0,1,0,0,1,1,0.8,0.735,0.236,3,3.5,74,0,0.165,0.145,0.7000000000000001,325,0.6818210294456122,0.6343202526117262,"(10280, 16)","(2580, 16)",0.04750077683388576,0.12870423495003644
7,1,1,1,1,1,1,0,1,1,1,0.7000000000000001,0.525,0.04,6,3.6,288,1,0.37,0.355,0.8500000000000001,468,0.9896649676133183,0.9896651030983782,"(11240, 30)","(2820, 30)",1.3548505972682537e-07,0.003100604555546271
7,2,0,1,1,1,1,1,0,1,1,0.9,0.5650000000000001,0.015,6,9.0,618,1,0.835,0.875,0.6000000000000001,584,0.9798971677872704,0.979742400264149,"(11220, 29)","(2820, 29)",0.00015476752312137965,0.0061391869300038366
7,3,0,1,1,0,1,0,0,1,1,0.8500000000000001,0.24,0.013999999999999999,6,9.2,603,0,0.295,0.47,0.6000000000000001,74,0.9687914319214376,0.9686875663306509,"(11200, 16)","(2820, 16)",0.00010386559078667812,0.00943527633711937
7,4,0,1,1,0,1,1,0,1,1,1.0,0.71,0.025,5,9.3,384,0,0.165,0.54,0.7000000000000001,549,0.958301137630052,0.9582200570343198,"(11200, 17)","(2800, 17)",8.108059573230797e-05,0.012566415127996987
7,5,1,1,1,1,1,1,0,1,1,0.9,0.54,0.035,4,4.0,307,0,0.76,0.68,0.75,266,0.9463612983832038,0.9462135700636776,"(11180, 23)","(2800, 23)",0.00014772831952625245,0.016195020308707227
7,6,0,1,1,1,1,1,1,1,1,0.7000000000000001,0.31,0.013,4,3.4000000000000004,673,0,0.32,0.295,0.75,293,0.9360769015952553,0.9360610244707668,"(11160, 23)","(2800, 23)",1.5877124488250516e-05,0.019188043508565237
7,7,0,1,1,0,1,1,0,1,1,0.95,0.435,0.015,4,1.8,600,0,0.8,0.365,0.7000000000000001,601,0.9233724920410276,0.9233607462009368,"(11140, 17)","(2800, 17)",1.174584009089319e-05,0.022996474475755323
7,8,0,1,1,0,1,1,0,1,1,0.95,0.995,0.039,4,5.300000000000002,247,0,0.335,0.15,0.6000000000000001,307,0.9119959787939432,0.9117937908380908,"(11120, 17)","(2800, 17)",0.00020218795585247307,0.026542737930913763
7,9,0,1,1,1,1,1,1,1,1,0.9,0.49,0.10099999999999999,3,4.4,152,0,0.31,0.855,0.7000000000000001,494,0.8990943105265059,0.8993487191916352,"(11120, 23)","(2780, 23)",0.00025440866512926874,0.030449792907638717
7,10,0,1,1,1,1,1,1,1,1,0.95,0.965,0.044000000000000004,3,6.4,262,1,0.72,0.41,0.8,580,0.889394296156888,0.8893070451277786,"(11100, 30)","(2780, 30)",8.725102910944749e-05,0.033242786873310205
7,11,0,1,1,0,1,1,1,1,1,0.9,0.11,0.114,3,9.4,152,0,0.52,0.49,0.75,469,0.8806950124333243,0.8800876441870775,"(11080, 18)","(2780, 18)",0.0006073682462467422,0.03621665404237544
7,12,0,1,1,0,1,1,1,1,1,0.95,0.66,0.06,3,5.5,218,0,0.6900000000000001,0.4,0.8500000000000001,563,0.867327979716884,0.8673359471034013,"(11060, 18)","(2780, 18)",7.967386517315767e-06,0.03980718325549691
7,13,0,1,1,0,1,1,0,1,1,0.8500000000000001,0.15,0.114,3,4.7,139,0,0.68,0.88,0.75,415,0.8547108547493854,0.8542134360192482,"(11040, 17)","(2780, 17)",0.0004974187301372002,0.04393493668628043
7,14,0,1,1,0,1,1,1,1,1,0.9,0.64,0.262,3,8.200000000000001,77,1,0.455,0.135,0.9,568,0.8431456362539445,0.8407049576194849,"(11040, 25)","(2760, 25)",0.0024406786344595144,0.04876478416793832
7,15,0,1,1,0,1,1,0,1,1,0.75,0.23,0.14400000000000002,3,6.7,92,0,0.8250000000000001,0.8300000000000001,0.8500000000000001,361,0.8179220744373354,0.8218432805898329,"(11020, 17)","(2760, 17)",0.003921206152497581,0.057368221975547674
7,16,0,1,1,0,1,1,1,1,1,0.6000000000000001,0.955,0.196,3,9.0,79,0,0.81,0.765,1.0,362,0.8077140774664642,0.7976296571978726,"(11000, 18)","(2760, 18)",0.010084420268591576,0.06474487094807485
7,17,0,1,1,0,1,1,0,1,1,0.9,0.8250000000000001,0.118,3,6.6000000000000005,98,0,0.645,0.485,0.7000000000000001,154,0.7988672084183953,0.7830548325322468,"(10980, 17)","(2760, 17)",0.015812375886148478,0.07140850059478535
7,18,0,1,1,0,1,0,1,1,1,0.8,0.08,0.299,3,6.7,66,0,0.26,0.28500000000000003,0.8500000000000001,580,0.7803669230308838,0.7654842044640107,"(10960, 17)","(2760, 17)",0.014882718566873175,0.07630782608754606
7,19,0,1,1,0,1,1,1,1,1,0.75,0.215,0.12,3,6.5,92,0,0.315,0.965,0.8,171,0.7791887662476944,0.7624904973285169,"(10960, 18)","(2740, 18)",0.016698268919177472,0.0779321583691159
7,20,0,1,1,0,1,1,0,1,1,0.8500000000000001,0.93,0.244,3,9.2,72,0,0.335,0.15,0.65,345,0.7655500075321581,0.7495127981920989,"(10940, 17)","(2740, 17)",0.016037209340059144,0.08156104427839397
7,21,0,1,1,0,1,1,0,1,1,0.8,0.38,0.299,3,2.5,66,0,0.025,0.17500000000000002,0.8500000000000001,557,0.7520075317951818,0.7353720263086925,"(10920, 17)","(2740, 17)",0.016635505486489288,0.08604259430198796
7,22,0,1,1,0,1,1,1,1,1,0.65,0.38,0.293,3,1.8,69,0,0.51,0.43,0.8500000000000001,422,0.7534583934069701,0.7355481336747408,"(10900, 18)","(2740, 18)",0.017910259732229258,0.08649966379046946
7,23,0,1,1,0,1,0,0,1,1,0.65,0.625,0.276,3,6.2,78,0,0.22,0.5700000000000001,0.8,596,0.7391330765283703,0.7246305609867545,"(10880, 16)","(2740, 16)",0.014502515541615857,0.08841183792061999
7,24,0,1,1,0,1,0,0,1,1,0.9,0.18,0.238,3,1.4,82,0,0.49,0.235,0.8,567,0.7349396064431056,0.7183973488376529,"(10880, 16)","(2720, 16)",0.01654225760545269,0.0910976983908852
7,25,0,1,1,0,1,0,0,1,1,0.6000000000000001,0.51,0.13,3,4.1000000000000005,109,0,0.515,0.04,0.8500000000000001,354,0.7199864203375581,0.7051413981017389,"(10860, 16)","(2720, 16)",0.014845022235819185,0.09439558946380598
7,26,0,1,1,0,1,0,0,1,1,0.8,0.53,0.295,3,9.8,77,0,0.93,0.635,0.6000000000000001,523,0.7198239108830923,0.7013951617687988,"(10840, 16)","(2720, 16)",0.01842874911429349,0.09695295111507776
7,27,0,1,1,0,1,0,1,1,1,0.8,0.325,0.271,3,6.5,79,0,0.215,0.56,0.75,79,0.7232588533594735,0.6967650103336479,"(10820, 17)","(2720, 17)",0.02649384302582558,0.10156803411023584
7,28,0,1,1,0,1,0,0,1,1,0.8,0.455,0.19399999999999998,3,1.1,93,0,0.025,0.51,0.65,590,0.7054567575062278,0.6857390689983885,"(10800, 16)","(2720, 16)",0.01971768850783928,0.10216535470361916
7,29,0,1,1,0,1,1,1,1,1,0.7000000000000001,0.76,0.209,3,6.4,76,0,0.015,0.435,0.7000000000000001,274,0.7012607583801662,0.6741690481096649,"(10800, 18)","(2700, 18)",0.027091710270501283,0.10858596967530104
7,30,0,1,1,0,1,0,0,1,1,0.6000000000000001,0.375,0.06,3,6.6000000000000005,171,0,0.585,0.91,0.8500000000000001,272,0.6863424737580778,0.6513135417667556,"(10780, 16)","(2700, 16)",0.035028931991322176,0.1186175102665022
8,1,0,1,1,0,1,1,1,1,1,0.65,0.18,0.034,6,3.8,312,1,0.16,0.08,0.6000000000000001,463,0.9895372623668014,0.98955005456735,"(11740, 25)","(2940, 25)",1.2792200548727985e-05,0.003147775830343691
8,2,0,1,1,0,1,1,1,1,1,0.95,0.855,0.037000000000000005,6,7.5,263,0,0.675,0.535,0.8,166,0.979366521976526,0.9793175097042393,"(11720, 18)","(2940, 18)",4.901227228693017e-05,0.006224351997643029
8,3,0,1,1,0,1,1,0,1,1,1.0,0.2,0.016,5,3.7,565,1,0.505,0.33,0.6000000000000001,429,0.96901473394025,0.9689578580015028,"(11700, 24)","(2940, 24)",5.6875938747147366e-05,0.00933539297504802
8,4,0,1,1,0,1,1,1,1,1,0.75,0.13,0.063,5,1.7000000000000002,164,0,0.97,0.895,1.0,291,0.9582683275789056,0.9583029002122271,"(11680, 18)","(2940, 18)",3.457263332140581e-05,0.012543702569653314
8,5,0,1,1,0,1,1,1,1,1,0.65,0.89,0.046,5,5.4,189,0,0.03,0.315,0.75,579,0.9484126910847576,0.948436091155348,"(11680, 18)","(2920, 18)",2.3400070590318123e-05,0.015492572723985952
8,6,0,1,1,0,1,1,0,1,1,0.8500000000000001,0.105,0.061,5,4.800000000000002,150,0,0.9,0.24,0.8,265,0.937152474504547,0.9368740932160604,"(11660, 17)","(2920, 17)",0.0002783812884866732,0.019049124550576575
8,7,0,1,1,0,1,1,0,1,1,1.0,0.81,0.055,4,5.5,190,1,0.5,0.8200000000000001,0.8,506,0.9239428509852472,0.9238188102214064,"(11640, 24)","(2920, 24)",0.00012404076384064933,0.022903973239114327
8,8,0,1,1,1,1,1,1,1,1,0.75,0.665,0.054000000000000006,4,5.0,172,0,0.97,0.35000000000000003,0.75,439,0.9142495722060412,0.9139540975690698,"(11620, 23)","(2920, 23)",0.00029547463697154885,0.02593196058406769
8,9,0,1,1,0,1,1,1,1,1,0.8,0.26,0.045,4,2.3000000000000003,212,0,0.035,0.58,0.8500000000000001,596,0.9046923412512188,0.9048838186890054,"(11600, 18)","(2920, 18)",0.00019147743778669124,0.02872633183108508
8,10,0,1,1,1,1,1,1,1,1,0.8500000000000001,0.9,0.045,3,9.3,282,1,0.275,0.205,0.75,564,0.8920428342943599,0.8926926794354749,"(11600, 30)","(2900, 30)",0.0006498451411148798,0.0328420413104724
8,11,0,1,1,0,1,1,0,1,1,0.75,0.455,0.07100000000000001,4,3.3000000000000003,147,0,0.51,0.13,0.9,353,0.8812667774169777,0.8805241697883293,"(11580, 17)","(2900, 17)",0.0007426076286484172,0.03613979211496059
8,12,0,1,1,0,1,1,0,1,1,0.8500000000000001,0.035,0.083,4,6.4,154,0,0.75,0.17500000000000002,0.9,410,0.8792309854121848,0.8761582407985731,"(11560, 17)","(2900, 17)",0.0030727446136117327,0.03838162560587277
8,13,0,1,1,0,1,1,1,1,1,0.8,0.13,0.048,3,2.5,284,0,0.705,0.31,0.75,514,0.8613221670961752,0.8608914571662223,"(11540, 18)","(2900, 18)",0.00043070992995286606,0.041904846822114455
8,14,0,1,1,0,1,1,0,1,1,0.95,0.225,0.152,4,5.0,91,0,0.515,0.355,0.9,443,0.8547281400500977,0.8522635146039861,"(11520, 17)","(2900, 17)",0.0024646254461115897,0.045306795797248806
8,15,0,1,1,0,1,1,0,1,1,1.0,0.445,0.271,4,9.4,68,0,0.395,0.36,0.95,211,0.8384742903707663,0.8378727793140999,"(11520, 17)","(2880, 17)",0.0006015110566663928,0.0488787706284366
8,16,0,1,1,0,1,1,1,1,1,0.8500000000000001,0.6,0.154,3,1.3,91,0,0.65,0.805,0.7000000000000001,411,0.8161443605905371,0.8144712204981761,"(11500, 18)","(2880, 18)",0.0016731400923608586,0.05632788988749151
8,17,0,1,1,0,1,1,0,1,1,0.9,0.415,0.059,3,4.7,153,0,0.365,0.475,0.8,471,0.8016895686313297,0.8001810150992179,"(11480, 17)","(2880, 17)",0.0015085535321117671,0.060549116883079325
