split,h,1 Month Anomaly Rainfalls (%),Day,FCG,Fatalities,Month,NDVI Anomaly,Rainfalls (mm),Ramadan,Year,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,rCSI,reg_alpha,reg_lambda,subsample,attempt,r2_train,r2_val,shape_train,shape_val,r2_difference,loss_to_minimize
8,18,0,1,1,0,1,1,0,1,1,0.8,0.5700000000000001,0.08800000000000001,3,9.1,115,0,0.385,0.805,0.8500000000000001,260,0.7888596254240392,0.7870825070654855,"(11460, 17)","(2880, 17)",0.0017771183585536532,0.0645860952237758
8,19,0,1,1,0,1,1,0,1,1,0.7000000000000001,0.37,0.11599999999999999,3,1.3,102,0,0.315,0.27,0.65,235,0.7799307373382058,0.7799615331274982,"(11440, 17)","(2880, 17)",3.079578929232607e-05,0.06604233585104287
8,20,0,1,1,0,1,1,1,1,1,0.65,0.97,0.12,3,8.8,94,0,0.585,0.15,0.65,385,0.7690694653906396,0.7686108894618422,"(11440, 18)","(2860, 18)",0.00045857592879738895,0.0696001635329663
8,21,0,1,1,0,1,1,0,1,1,1.0,0.295,0.122,3,8.200000000000001,99,0,0.715,0.995,0.65,582,0.7664002918635138,0.7623955733885209,"(11420, 17)","(2860, 17)",0.00400471847499284,0.07288321537344086
8,22,0,1,1,0,1,1,1,1,1,0.8500000000000001,0.435,0.11199999999999999,3,2.1,103,0,0.375,0.39,0.8,602,0.7592646607788351,0.7553112742943189,"(11400, 18)","(2860, 18)",0.0039533864845162645,0.07498797230551084
8,23,0,1,1,0,1,1,0,1,1,0.6000000000000001,0.35000000000000003,0.11199999999999999,3,4.7,106,0,0.29,0.8250000000000001,0.7000000000000001,369,0.7453357246554659,0.7432438071759458,"(11380, 17)","(2860, 17)",0.002091917479520089,0.07786362483902429
8,24,0,1,1,0,1,1,0,1,1,0.8,0.035,0.225,3,8.6,78,0,0.325,0.665,0.8500000000000001,256,0.7465924480663624,0.7425762891550239,"(11360, 17)","(2860, 17)",0.004016158911338441,0.07883357681802819
8,25,0,1,1,0,1,1,0,1,1,0.6000000000000001,0.425,0.295,3,8.200000000000001,79,0,0.845,0.915,0.8,580,0.7378014921412448,0.73730389973176,"(11360, 17)","(2840, 17)",0.0004975924094847706,0.0790078670442659
8,26,0,1,1,0,1,1,0,1,1,0.95,0.685,0.222,3,2.1,82,0,0.385,0.755,0.8,75,0.73526186456419,0.7365911103192602,"(11340, 17)","(2840, 17)",0.0013292457550702075,0.08035191265929216
8,27,0,1,1,0,1,1,1,1,1,0.8,0.6950000000000001,0.18600000000000003,3,6.0,84,0,0.68,0.67,0.6000000000000001,584,0.7236158644237467,0.7234828072530053,"(11320, 18)","(2840, 18)",0.000133057170741413,0.08300838069239498
8,28,0,1,1,0,1,1,1,1,1,0.9,0.215,0.268,3,5.0,76,0,0.06,0.64,1.0,157,0.7261723026434659,0.7194689368272897,"(11300, 18)","(2840, 18)",0.006703365816176143,0.08684066527828352
8,29,0,1,1,0,1,1,1,1,1,0.8500000000000001,0.945,0.27,3,6.5,70,0,0.785,0.8300000000000001,0.65,462,0.7045213474868867,0.7027583711617091,"(11280, 18)","(2840, 18)",0.0017629763251775234,0.08987767918155827
8,30,0,1,1,0,1,1,0,1,1,0.65,0.58,0.265,3,1.4,72,0,0.85,0.07,0.8500000000000001,265,0.6926144142780262,0.692997806038,"(11280, 17)","(2820, 17)",0.0003833917599738168,0.09248404994857383
9,1,0,1,1,1,1,1,1,1,1,1.0,0.355,0.019,6,2.4000000000000004,541,1,0.15,0.465,0.8500000000000001,506,0.9897795744112906,0.9897254176904734,"(12220, 30)","(3060, 30)",5.4156720817211124e-05,0.003104037381184865
9,2,0,1,1,1,1,1,0,1,1,1.0,0.06,0.022000000000000002,6,7.5,378,1,0.11,0.93,0.8500000000000001,304,0.9794248151159229,0.97940126532043,"(12200, 29)","(3060, 29)",2.354979549290537e-05,0.006189040322068118
9,3,0,1,1,1,1,1,1,1,1,0.8,0.23,0.077,5,6.1000000000000005,158,0,0.775,0.625,0.75,517,0.9690576034409684,0.9690338465699172,"(12180, 23)","(3060, 23)",2.375687105116153e-05,0.009299348777445305
9,4,0,1,1,0,1,1,0,1,1,0.95,0.155,0.065,6,9.0,133,0,0.6,0.325,0.6000000000000001,408,0.9584198217723531,0.95820901266068,"(12160, 17)","(3060, 17)",0.00021080911167303815,0.012621619846465235
9,5,0,1,1,0,1,1,1,1,1,0.65,0.935,0.042,5,5.0,206,0,0.495,0.875,0.6000000000000001,259,0.947921940048478,0.947754355532718,"(12160, 18)","(3040, 18)",0.00016758451575993316,0.015740727146488533
9,6,0,1,1,1,1,1,1,1,1,0.8,0.27,0.042,4,9.7,236,0,0.95,0.075,0.75,542,0.9364451450028072,0.9366726881050812,"(12140, 23)","(3040, 23)",0.00022754310227401933,0.019225736670749626
9,7,0,1,1,1,1,1,1,1,1,0.8500000000000001,0.08,0.042,4,9.7,220,0,0.19,0.61,0.75,148,0.9254310225659691,0.9254247080253272,"(12120, 23)","(3040, 23)",6.314540641705335e-06,0.022375113408658498
9,8,0,1,1,0,1,1,1,1,1,0.9,0.09,0.07,4,5.7,156,0,0.45,0.325,0.65,406,0.9161582775883944,0.9160339362691448,"(12100, 18)","(3040, 18)",0.00012434131924976555,0.025239555646956482
9,9,0,1,1,0,1,1,1,1,1,0.8500000000000001,0.495,0.039,4,2.2,225,0,0.27,0.64,0.65,441,0.904896554701672,0.9046322144131812,"(12080, 18)","(3040, 18)",0.00026434028849087193,0.028716071791441988
9,10,0,1,1,0,1,1,1,1,1,0.9,0.88,0.083,4,7.800000000000002,134,0,0.75,0.725,0.8500000000000001,168,0.8972921898817212,0.89693508870105,"(12080, 18)","(3020, 18)",0.00035710118067122654,0.031062313861953492
9,11,0,1,1,1,1,1,1,1,1,1.0,0.885,0.118,3,2.2,147,0,0.56,0.17,0.6000000000000001,407,0.8861655477454891,0.8846836788337407,"(12060, 23)","(3020, 23)",0.0014818689117483965,0.03518764391457716
9,12,0,1,1,0,1,1,1,1,1,0.95,0.615,0.118,3,7.0,141,1,0.38,0.05,0.7000000000000001,418,0.8748160318111652,0.8742807523013867,"(12040, 25)","(3020, 25)",0.0005352795097784968,0.03792988611349539
9,13,0,1,1,0,1,1,1,1,1,0.95,0.62,0.09,3,6.6000000000000005,160,1,0.435,0.925,0.9,429,0.8624638370451833,0.8618540032785826,"(12020, 25)","(3020, 25)",0.0006098337666006204,0.041687732523065464
9,14,0,1,1,0,1,1,0,1,1,0.95,0.135,0.173,4,1.8,88,0,0.005,0.415,0.95,448,0.8590119912558077,0.8540698663457102,"(12000, 17)","(3020, 17)",0.0049421249100974896,0.04575589006032592
9,15,0,1,1,0,1,1,1,1,1,0.8500000000000001,0.415,0.066,3,4.5,178,0,0.75,0.205,0.9,153,0.8363813039533871,0.8369351334673183,"(12000, 18)","(3000, 18)",0.0005538295139312366,0.04947328947373575
9,16,0,1,1,1,1,1,1,1,1,0.8500000000000001,0.68,0.193,3,8.8,85,0,0.295,0.765,0.7000000000000001,387,0.8260612524505216,0.8250747170499548,"(11980, 23)","(3000, 23)",0.0009865354005668123,0.05287219904524027
9,17,0,1,1,0,1,1,1,1,1,0.95,0.925,0.068,3,3.5,153,0,0.895,0.425,0.6000000000000001,580,0.8153973692276788,0.8147097121905171,"(11960, 18)","(3000, 18)",0.0006876570371616707,0.055862149157709526
9,18,0,1,1,0,1,1,1,1,1,1.0,0.17500000000000002,0.018000000000000002,3,2.6,418,0,0.74,0.495,0.65,489,0.8040639129295141,0.803747307092828,"(11940, 18)","(3000, 18)",0.00031660583668591263,0.05900245020682595
9,19,0,1,1,0,1,1,1,1,1,0.9,0.96,0.05,3,2.2,190,0,0.745,0.61,0.75,550,0.7969346378267484,0.7964359988973692,"(11920, 18)","(3000, 18)",0.0004986389293792914,0.061268655902540964
9,20,0,1,1,0,1,1,0,1,1,0.8,0.935,0.048,3,4.6000000000000005,213,0,0.4,0.46,0.6000000000000001,135,0.7870722070412679,0.7870928309827885,"(11920, 17)","(2980, 17)",2.062394152047009e-05,0.06389277464668393
9,21,0,1,1,0,1,1,1,1,1,0.8500000000000001,0.185,0.091,3,3.9,130,0,0.165,0.375,0.8500000000000001,264,0.7809685969618109,0.7798680023338873,"(11900, 18)","(2980, 18)",0.0011005946279236678,0.06647983715100328
9,22,0,1,1,0,1,1,0,1,1,0.95,0.445,0.146,3,9.1,108,0,0.685,0.21,0.75,451,0.7770951685526178,0.7768199780592087,"(11880, 17)","(2980, 17)",0.00027519049340929413,0.06706408277960113
9,23,0,1,1,0,1,1,1,1,1,0.75,0.8300000000000001,0.03,3,1.1,309,0,0.505,0.23,0.6000000000000001,450,0.7676000522220047,0.7679269149182579,"(11860, 18)","(2980, 18)",0.0003268626962533716,0.06994878822077596
9,24,0,1,1,0,1,1,0,1,1,0.8500000000000001,0.305,0.048,3,3.3000000000000003,249,0,0.6,0.835,0.65,594,0.7668121265837915,0.7673683585731577,"(11840, 17)","(2980, 17)",0.0005562319893661627,0.07034572441741886
9,25,0,1,1,0,1,1,0,1,1,1.0,0.9,0.154,3,3.9,116,0,0.05,0.88,0.65,331,0.7680575700951812,0.7684396003132792,"(11840, 17)","(2960, 17)",0.00038203021809801735,0.06985015012411426
9,26,0,1,1,0,1,1,0,1,1,1.0,0.585,0.222,3,7.800000000000002,96,0,0.085,0.71,0.6000000000000001,546,0.7598641264276236,0.7605623071236758,"(11820, 17)","(2960, 17)",0.0006981806960522086,0.07252948855894947
9,27,0,1,1,0,1,1,0,1,1,0.9,0.005,0.044000000000000004,3,6.0,271,0,0.74,0.675,0.65,271,0.7476558531038332,0.7478029932693283,"(11800, 17)","(2960, 17)",0.0001471401654951077,0.07580624218469663
9,28,0,1,1,0,1,1,0,1,1,0.8,0.945,0.141,3,3.4000000000000004,123,0,0.425,0.845,0.8500000000000001,550,0.7426729252844261,0.74266876362218,"(11780, 17)","(2960, 17)",4.161662246038311e-06,0.07720103557824441
9,29,1,1,1,1,1,1,1,1,1,0.7000000000000001,0.33,0.22399999999999998,3,5.4,77,0,0.935,0.08,0.7000000000000001,143,0.7191102202682864,0.7199176795823472,"(11760, 24)","(2960, 24)",0.0008074593140607877,0.08483215543935663
9,30,1,1,1,0,1,1,1,1,1,0.75,0.76,0.14200000000000002,3,6.9,92,1,0.13,0.35000000000000003,0.75,330,0.7154294702459021,0.7156925755763897,"(11760, 26)","(2940, 26)",0.00026310533048756746,0.08555533265757068
10,1,1,1,1,1,1,1,1,1,1,0.95,0.22,0.022000000000000002,6,1.8,474,0,0.8250000000000001,0.61,0.8500000000000001,284,0.9895448120068484,0.9895473113946286,"(12720, 24)","(3180, 24)",2.4993877802970133e-06,0.0031383059693917193
10,2,0,1,1,1,1,0,0,1,1,1.0,0.49,0.127,5,4.2,125,1,0.525,0.225,0.8500000000000001,76,0.9786318196982272,0.9786403077519952,"(12700, 28)","(3180, 28)",8.488053768074266e-06,0.006416395728169521
10,3,0,1,1,1,1,1,0,1,1,0.95,0.215,0.05,5,9.6,189,0,0.34500000000000003,0.365,0.9,403,0.9675525603080084,0.9675793785028916,"(12680, 22)","(3180, 22)",2.6818194883149186e-05,0.009753004644015684
10,4,0,1,1,1,1,1,1,1,1,0.95,0.425,0.017,4,5.9,497,1,0.22,0.9,0.6000000000000001,583,0.955884847486284,0.955887222726022,"(12660, 30)","(3180, 30)",2.3752397380061296e-06,0.013236208421931371
10,5,0,1,1,0,1,0,0,1,1,1.0,0.0,0.023,5,9.0,399,0,0.43,0.52,1.0,594,0.9464455240123149,0.9463094539809292,"(12640, 16)","(3180, 16)",0.0001360700313857155,0.016161591818275544
10,6,0,1,1,0,1,1,1,1,1,0.9,0.235,0.03,4,6.0,275,0,1.0,0.07,0.65,510,0.934015863467292,0.9339716621033264,"(12640, 18)","(3160, 18)",4.420136396565688e-05,0.019826181914588382
10,7,1,1,1,0,1,0,0,1,1,0.95,0.02,0.171,3,9.7,171,0,0.615,0.375,0.75,397,0.9255726892404944,0.9253030406406176,"(12620, 17)","(3160, 17)",0.00026964859987654854,0.02251694724776529
10,8,0,1,1,1,1,1,0,1,1,1.0,0.39,0.127,4,4.6000000000000005,97,0,0.125,0.53,0.65,467,0.9119707209735072,0.9119793219463316,"(12600, 22)","(3160, 22)",8.600972824512887e-06,0.02641480438892501
10,9,0,1,1,0,1,1,0,1,1,0.9,0.5700000000000001,0.111,4,1.2000000000000002,113,0,0.615,0.29,0.8,269,0.9025616510034182,0.90264338451987,"(12580, 17)","(3160, 17)",8.173351645190952e-05,0.029288718160490862
10,10,1,1,1,0,1,0,0,1,1,1.0,0.87,0.075,3,6.7,227,0,0.925,0.93,0.8,351,0.89036680317375,0.8899591529905174,"(12560, 17)","(3160, 17)",0.00040765018323263286,0.03317531417613783
10,11,0,1,1,0,1,1,1,1,1,0.8,0.74,0.14200000000000002,3,6.9,118,0,0.445,0.15,0.9,171,0.8786324330057339,0.8774311848700527,"(12560, 18)","(3140, 18)",0.0012012481356812321,0.03725114379325669
10,12,0,1,1,0,1,1,0,1,1,1.0,0.61,0.22899999999999998,4,4.6000000000000005,72,0,0.8250000000000001,0.925,0.9,434,0.8666699266008298,0.8661707662245993,"(12540, 17)","(3140, 17)",0.0004991603762304342,0.040348434283112376
10,13,1,1,1,0,1,0,0,1,1,0.8,0.97,0.196,3,2.0,111,0,0.32,0.71,0.65,602,0.8588379524390859,0.8576242781417253,"(12520, 17)","(3140, 17)",0.001213674297360634,0.043198186276426666
10,14,1,1,1,0,1,1,0,1,1,0.7000000000000001,0.585,0.07200000000000001,3,6.0,174,0,0.15,0.5750000000000001,0.95,441,0.8454065694569355,0.8463904977519475,"(12500, 18)","(3140, 18)",0.0009839282950120376,0.047066778969427785
10,15,0,1,1,0,1,1,0,1,1,1.0,0.68,0.17500000000000002,3,3.9,96,0,0.915,0.335,0.6000000000000001,377,0.8334055328919706,0.8322460319631955,"(12480, 17)","(3140, 17)",0.001159500928775148,0.05078999078255142
10,16,0,1,1,1,1,1,0,1,1,0.8500000000000001,0.02,0.24600000000000002,3,6.5,74,0,0.1,0.14,0.7000000000000001,416,0.8182949280971241,0.8173746299996087,"(12480, 22)","(3120, 22)",0.0009202980975153707,0.05515573023912352
10,17,0,1,1,0,1,1,0,1,1,0.65,0.805,0.17500000000000002,3,3.7,88,0,0.875,0.165,0.8500000000000001,381,0.8068176488521416,0.8064539549920694,"(12460, 17)","(3120, 17)",0.00036369386007217836,0.05820929104640805
10,18,1,1,1,0,1,1,0,1,1,0.75,0.375,0.271,3,7.1000000000000005,71,0,0.0,0.665,0.75,213,0.7960678180677442,0.7957873327024468,"(12440, 18)","(3120, 18)",0.0002804853652973449,0.061375994335384876
10,19,0,1,1,0,1,1,0,1,1,0.7000000000000001,0.4,0.042,3,8.3,196,0,0.1,0.895,0.9,100,0.7850422627294914,0.7847846011720991,"(12420, 17)","(3120, 17)",0.0002576615573922636,0.06466768427132716
10,20,0,1,1,0,1,1,0,1,1,0.75,0.77,0.162,3,1.4,91,0,0.06,0.13,0.65,404,0.7807558602800767,0.7800784688775397,"(12400, 17)","(3120, 17)",0.0006773914025369754,0.06624741589775286
10,21,0,1,1,0,1,1,0,1,1,0.8,0.305,0.027999999999999997,3,5.7,287,0,0.8200000000000001,0.665,0.6000000000000001,465,0.7708697230708673,0.7710077130329538,"(12400, 17)","(3100, 17)",0.00013798996208647107,0.06883567605220033
10,22,0,1,1,0,1,1,0,1,1,0.8500000000000001,0.59,0.19699999999999998,3,5.6000000000000005,87,0,0.125,0.28,1.0,570,0.7687537301909523,0.7688816231881453,"(12380, 17)","(3100, 17)",0.00012789299719306868,0.06946340604074945
10,23,0,1,1,0,1,1,0,1,1,0.8,0.885,0.043,3,5.2,244,0,0.705,0.095,0.9,583,0.7647254082794457,0.7642437531500234,"(12360, 17)","(3100, 17)",0.00048165512942233146,0.07091953610676192
10,24,0,1,1,0,1,1,0,1,1,0.95,0.15,0.173,3,3.8,98,0,0.6,0.315,0.9,254,0.7614586747833053,0.7610410992269153,"(12340, 17)","(3100, 17)",0.000417575556389993,0.07185470045448139
10,25,1,1,1,1,1,1,0,1,1,0.95,0.0,0.195,3,7.800000000000002,83,0,0.24,0.54,0.95,262,0.7500800389073642,0.7496670575843031,"(12320, 23)","(3100, 23)",0.0004129813230612233,0.0752650752539336
10,26,0,1,1,0,1,1,0,1,1,0.95,0.965,0.04,3,7.300000000000002,266,0,0.065,0.165,0.75,602,0.7479018839174505,0.7472641017144788,"(12320, 17)","(3080, 17)",0.0006377822029717263,0.07607588236684505
10,27,0,1,1,0,1,1,0,1,1,0.75,0.955,0.127,3,5.6000000000000005,132,0,0.27,0.495,0.6000000000000001,582,0.7473063500722394,0.7466143724273181,"(12300, 17)","(3080, 17)",0.0006919776449213487,0.07629247932977311
10,28,0,1,1,0,1,1,0,1,1,0.65,0.91,0.18899999999999997,3,3.8,106,0,0.185,0.125,0.6000000000000001,470,0.7425002241962684,0.7427997957942147,"(12280, 17)","(3080, 17)",0.0002995715979463576,0.07745963285968192
10,29,0,1,1,0,1,1,0,1,1,0.9,0.49,0.212,3,4.4,95,0,0.28,0.145,0.75,595,0.7366177019482096,0.7371206140401232,"(12260, 17)","(3080, 17)",0.0005029120919135543,0.07936672787987659
10,30,0,1,1,0,1,1,0,1,1,0.8500000000000001,0.5750000000000001,0.154,3,8.4,102,0,0.805,0.415,0.75,400,0.7224221245063831,0.7224669372930006,"(12240, 17)","(3080, 17)",4.4812786617498546e-05,0.0833047315987173
