"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2017,1,1,0.283,0.098
2017,1,2,0.157,0.107
2017,1,3,0.631,0.26
2017,2,1,2.136,1.19
2017,2,2,4.071,1.3
2017,2,3,1.89,1.057
2017,3,1,3.329,1.855
2017,3,2,2.231,2.193
2017,3,3,3.679,2.445
2017,4,1,0.783,1.719
2017,4,2,1.307,1.933
2017,4,3,1.674,2.571
2017,5,1,10.11,3.326
2017,5,2,13.655,3.962
2017,5,3,6.386,2.948
2017,6,1,0.11,0.133
2017,6,2,0,0
2017,6,3,0.902,0.31
2017,7,1,5.293,4.405
2017,7,2,12.743,5.552
2017,7,3,4.479,6.779
2017,8,1,8.669,5.455
2017,8,2,9.476,4.879
2017,8,3,13.957,6.414
2017,9,1,3.819,6.202
2017,9,2,5.714,6.838
2017,9,3,9.55,4.986
2017,10,1,0.624,2.431
2017,10,2,0.69,0.479
2017,10,3,0.264,0.914
2017,11,1,0.431,0.081
2017,11,2,0.588,0.157
2017,11,3,0.59,0.371
2017,12,1,0.602,0.936
2017,12,2,1.033,1
2017,12,3,1.364,1.095
2018,1,1,0.531,0.098
2018,1,2,0.279,0.107
2018,1,3,0.886,0.26
2018,2,1,2.038,1.19
2018,2,2,2.236,1.3
2018,2,3,1.648,1.057
2018,3,1,1.94,1.855
2018,3,2,1.733,2.193
2018,3,3,1.193,2.445
2018,4,1,3.295,1.719
2018,4,2,0.9,1.933
2018,4,3,5.012,2.571
2018,5,1,4.024,3.326
2018,5,2,19.274,3.962
2018,5,3,10.133,2.948
2018,6,1,2.014,0.133
2018,6,2,0,0
2018,6,3,0.929,0.31
2018,7,1,7.805,4.405
2018,7,2,4.002,5.552
2018,7,3,4.75,6.779
2018,8,1,5.664,5.455
2018,8,2,6.217,4.879
2018,8,3,6.443,6.414
2018,9,1,4.281,6.202
2018,9,2,11.374,6.838
2018,9,3,3.026,4.986
2018,10,1,1.174,2.431
2018,10,2,4.131,0.479
2018,10,3,0.926,0.914
2018,11,1,0.367,0.081
2018,11,2,0.505,0.157
2018,11,3,0.552,0.371
2018,12,1,0.638,0.936
2018,12,2,1.031,1
2018,12,3,1.364,1.095
2019,1,1,0.093,0.098
2019,1,2,0.055,0.107
2019,1,3,0.324,0.26
2019,2,1,1.764,1.19
2019,2,2,2.276,1.3
2019,2,3,1.4,1.057
2019,3,1,2.021,1.855
2019,3,2,1.733,2.193
2019,3,3,1.321,2.445
2019,4,1,1.307,1.719
2019,4,2,1.34,1.933
2019,4,3,0.514,2.571
2019,5,1,1.469,3.326
2019,5,2,11.269,3.962
2019,5,3,16.333,2.948
2019,6,1,3.102,0.133
2019,6,2,0,0
2019,6,3,0.633,0.31
2019,7,1,5.748,4.405
2019,7,2,6.105,5.552
2019,7,3,8.921,6.779
2019,8,1,4.51,5.455
2019,8,2,4.086,4.879
2019,8,3,5.393,6.414
2019,9,1,3.507,6.202
2019,9,2,10.576,6.838
2019,9,3,19.398,4.986
2019,10,1,8.919,2.431
2019,10,2,3.51,0.479
2019,10,3,0.736,0.914
2019,11,1,0.752,0.081
2019,11,2,0.621,0.157
2019,11,3,0.66,0.371
2019,12,1,0.893,0.936
2019,12,2,1.393,1
2019,12,3,1.914,1.095