"Year","Month","Dekad","NDVI Anomaly"
2016,1,1,86.9620861012749
2016,1,2,110.988771336086
2016,1,3,108.382601448894
2016,2,1,107.141458110233
2016,2,2,106.384082802791
2016,2,3,105.421526714089
2016,3,1,103.063184953287
2016,3,2,100.831893481161
2016,3,3,98.8431031872031
2016,4,1,98.0078395036777
2016,4,2,101.96568913369
2016,4,3,105.593588033286
2016,5,1,109.042856592376
2016,5,2,111.882699088916
2016,5,3,112.888036561728
2016,6,1,111.212338541409
2016,6,2,109.023162526419
2016,6,3,105.663467201174
2016,7,1,101.742901427155
2016,7,2,105.273808502029
2016,7,3,112.60892116939
2016,8,1,128.542730683797
2016,8,2,130.542076465355
2016,8,3,129.920643185762
2016,9,1,127.959263008706
2016,9,2,120.518681407203
2016,9,3,117.11891812549
2016,10,1,114.489033558927
2016,10,2,112.637928549584
2016,10,3,110.297006629366
2016,11,1,109.819196837518
2016,11,2,109.104582429656
2016,11,3,106.993486872413
2016,12,1,106.09783715264
2016,12,2,105.682297381545
2016,12,3,105.584829962133
2017,1,1,100.478973283175
2017,1,1,109.033939103971
2017,1,2,105.653809641011
2017,1,3,105.104343077934
2017,2,1,105.443902264053
2017,2,2,107.075232390481
2017,2,3,109.648298971058
2017,3,1,113.126997673569
2017,3,2,112.857072545236
2017,3,3,111.011151646469
2017,4,1,108.70932169223
2017,4,2,103.494224397636
2017,4,3,101.578838479998
2017,5,1,102.498933187825
2017,5,2,106.397659979919
2017,5,3,117.936110189635
2017,6,1,120.317174193005
2017,6,2,119.419481401164
2017,6,3,116.176242677219
2017,7,1,106.170090591845
2017,7,2,100.589575388992
2017,7,3,96.9117795039344
2017,8,1,97.9351582085507
2017,8,2,100.924543548825
2017,8,3,103.690818326729
2017,9,1,105.001862725248
2017,9,2,103.811259578496
2017,9,3,102.554704171568
2017,10,1,101.503354499966
2017,10,2,100.779324866334
2017,10,3,99.9213478527884
2017,11,1,100.201771228553
2017,11,2,100.268146481796
2017,11,3,99.0776502470045
2017,12,1,98.3394935499444
2017,12,2,97.3584469051134
2017,12,3,96.4259191724252
2018,1,1,111.888106373079
2018,1,1,105.713022622856
2018,1,2,97.3338988685883
2018,1,3,100.082321408278
2018,2,1,100.935147117888
2018,2,2,101.992063220058
2018,2,3,103.042387217767
2018,3,1,102.984047332811
2018,3,2,102.608571761628
2018,3,3,101.969893520535
2018,4,1,101.536704402829
2018,4,2,104.522017041184
2018,4,3,108.143580274985
2018,5,1,111.50915508
2018,5,2,112.347555012453
2018,5,3,110.835597422548
2018,6,1,109.009806130618
2018,6,2,106.542530963352
2018,6,3,103.911588427071
2018,7,1,100.012001504579
2018,7,2,98.125777063894
2018,7,3,97.4532681090483
2018,8,1,98.9498391270191
2018,8,2,98.8495163531436
2018,8,3,97.5920846427893
2018,9,1,95.6798542215023
2018,9,2,92.3960704639582
2018,9,3,91.5414407913569
2018,10,1,91.7440459656635
2018,10,2,93.8159812177747
2018,10,3,103.789389422304
2018,11,1,109.616981712263
2018,11,2,113.910990865483
2018,11,3,114.42963004886
2018,12,1,112.35672086845
2018,12,2,109.766516170019
2018,12,3,107.20964147177