AdminStrata,Adamawa,Adamawa,Central,Central,East,East,Far-North,Far-North,Littoral,Littoral,North,North,North-West,North-West,South,South,South-West,South-West,West,West
Indicator,Lat,Lon,Lat,Lon,Lat,Lon,Lat,Lon,Lat,Lon,Lat,Lon,Lat,Lon,Lat,Lon,Lat,Lon,Lat,Lon
2018-01-01,6.84854237002071,13.139483661093433,4.663677774212565,11.822515850165402,3.797182888368887,14.220830365043012,11.080113976498955,14.53220432558157,4.257462441611278,10.115359854206147,8.487080600476824,13.940344601551203,6.365679567736154,10.36935500554621,2.7559155100838812,11.575763164459318,5.200998269973183,9.29272843176402,5.498025853187785,10.649170376993526
2018-01-02,6.84854237002071,13.139483661093433,4.663677774212565,11.822515850165402,3.797182888368887,14.220830365043012,11.080113976498955,14.53220432558157,4.257462441611278,10.115359854206147,8.487080600476824,13.940344601551203,6.365679567736154,10.36935500554621,2.7559155100838812,11.575763164459318,5.200998269973183,9.29272843176402,5.498025853187785,10.649170376993526
2018-01-03,6.84854237002071,13.139483661093433,4.663677774212565,11.822515850165402,3.797182888368887,14.220830365043012,11.080113976498955,14.53220432558157,4.257462441611278,10.115359854206147,8.487080600476824,13.940344601551203,6.365679567736154,10.36935500554621,2.7559155100838812,11.575763164459318,5.200998269973183,9.29272843176402,5.498025853187785,10.649170376993526
2018-01-04,6.84854237002071,13.139483661093433,4.663677774212565,11.822515850165402,3.797182888368887,14.220830365043012,11.080113976498955,14.53220432558157,4.257462441611278,10.115359854206147,8.487080600476824,13.940344601551203,6.365679567736154,10.36935500554621,2.7559155100838812,11.575763164459318,5.200998269973183,9.29272843176402,5.498025853187785,10.649170376993526
2018-01-05,6.84854237002071,13.139483661093433,4.663677774212565,11.822515850165402,3.797182888368887,14.220830365043012,11.080113976498955,14.53220432558157,4.257462441611278,10.115359854206147,8.487080600476824,13.940344601551203,6.365679567736154,10.36935500554621,2.7559155100838812,11.575763164459318,5.200998269973183,9.29272843176402,5.498025853187785,10.649170376993526
2018-01-06,6.84854237002071,13.139483661093433,4.663677774212565,11.822515850165402,3.797182888368887,14.220830365043012,11.080113976498955,14.53220432558157,4.257462441611278,10.115359854206147,8.487080600476824,13.940344601551203,6.365679567736154,10.36935500554621,2.7559155100838812,11.575763164459318,5.200998269973183,9.29272843176402,5.498025853187785,10.649170376993526
2018-01-07,6.84854237002071,13.139483661093433,4.663677774212565,11.822515850165402,3.797182888368887,14.220830365043012,11.080113976498955,14.53220432558157,4.257462441611278,10.115359854206147,8.487080600476824,13.940344601551203,6.365679567736154,10.36935500554621,2.7559155100838812,11.575763164459318,5.200998269973183,9.29272843176402,5.498025853187785,10.649170376993526
2018-01-08,6.84854237002071,13.139483661093433,4.663677774212565,11.822515850165402,3.797182888368887,14.220830365043012,11.080113976498955,14.53220432558157,4.257462441611278,10.115359854206147,8.487080600476824,13.940344601551203,6.365679567736154,10.36935500554621,2.7559155100838812,11.575763164459318,5.200998269973183,9.29272843176402,5.498025853187785,10.649170376993526
2018-01-09,6.84854237002071,13.139483661093433,4.663677774212565,11.822515850165402,3.797182888368887,14.220830365043012,11.080113976498955,14.53220432558157,4.257462441611278,10.115359854206147,8.487080600476824,13.940344601551203,6.365679567736154,10.36935500554621,2.7559155100838812,11.575763164459318,5.200998269973183,9.29272843176402,5.498025853187785,10.649170376993526
