1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Exchange rate (USD/LCU),FCS,Fatality,Lat,Lon,NDVI Anomaly,Population,Rainfall (mm),Ramadan,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,rCSI,subsample,h,r2_train,r2_val,val_loss,train_loss
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,11,0.9993645185368323,0.8028774409972477,19.08270012958238,0.06818021772978684
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,12,0.9993227551971289,0.7709480491522305,22.173665531923195,0.07249728003388617
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,13,0.9992896039080555,0.7366889680570223,25.490159466266718,0.07589284517228723
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,14,0.9993155149522917,0.7638029438878334,22.86535653798854,0.07298424657901435
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,15,0.9993629891030255,0.7308087665708621,26.059399852702413,0.06779615540489345
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,16,0.9993521537750185,0.6401540956597327,34.83534061308439,0.0688128258532691
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,17,0.9992944357570567,0.6954725498801948,29.480167268838347,0.0747892665650562
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,18,0.9994103234967392,0.7208284474498603,27.025557343489425,0.06236686188710645
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,19,0.999325370875973,0.6060182133710477,38.13990813021268,0.071188552254804
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,20,0.9991692019629183,0.659391879022547,32.9730025178016,0.08746432612988102
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,21,0.9992574094103326,0.6749645819547658,31.465467196801388,0.07801874214272445
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,22,0.9991929367315607,0.6030843614408795,38.42392339914602,0.08464491352604357
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,23,0.9993840861502693,0.6162634348097799,37.1481064335141,0.06450914155374031
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,24,0.9992688679195683,0.6231014587260125,36.48614282806721,0.07650485615079654
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,25,0.9991866801997589,0.5747191961693214,41.16984931316396,0.0850628485849286
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,26,0.9991458821720854,0.6070796584740572,38.03715358650537,0.0893140845695776
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,27,0.9993197013848865,0.5629996626024383,42.30437367124254,0.07114244833830499
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,28,0.999309592077959,0.5797967825470971,40.67830710348824,0.0722202043168008
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,29,0.9991084182966652,0.505203410893751,47.899413353917026,0.09330921657962916
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,30,0.9991521483372375,0.5574645306308993,42.84020916427237,0.08879740392960404
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,1,0.9978212654621024,0.9953358488123984,0.4515190900641461,0.24115422775595427
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,2,0.9957681121559996,0.9886960647053673,1.0942918385544402,0.4667874300455399
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,3,0.9926907803136716,0.9772533738363843,2.2020160870270074,0.8034887707532504
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,4,0.9883965564782018,0.9526265032974335,4.586051623103229,1.2712682006122464
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,5,0.9865672500434263,0.9452865931225914,5.296600966380713,1.4668066110923568
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,6,0.9843887963935289,0.925288647649795,7.232527521898812,1.6991157601813636
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,7,0.981481730867193,0.8999136003088377,9.688991265222501,2.0091238843756716
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,8,0.9819234439413328,0.8741294553416866,12.185058224757855,1.955234825033075
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,9,0.9795220406538404,0.8557621435352522,13.963129213496538,2.208428981124669
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,10,0.9812368975068511,0.8596875492703324,13.583125316893137,2.018021759496222
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,11,0.9782178526235594,0.8379938416946613,15.68321228035226,2.3369864218311265
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,12,0.9813864323189665,0.8332119215271777,16.146132146355097,1.9925336051022957
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,13,0.9798297831096133,0.8284165405949361,16.610355098816907,2.154819212706505
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,14,0.9796351011342126,0.815998021732553,17.81254561776766,2.171437937692712
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,15,0.9833956813719003,0.7847825584854228,20.83439825383591,1.7671737978890556
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,16,0.980324222216065,0.7433767506661784,24.84274016170819,2.0899185917335843
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,17,0.982206233678279,0.7446927211450284,24.715345965151883,1.8861255313616423
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,18,0.9824719470506685,0.7079774764704746,28.269611939849245,1.853846391022837
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,19,0.9829357753828993,0.7259783523960911,26.527014242781192,1.8006596551757934
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,20,0.9782138446769634,0.7202109942717707,27.085330683999764,2.2935915941543845
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,21,0.9837543813327787,0.6903964022309406,29.971570200569015,1.706812275004213
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,22,0.9798340014818997,0.7184458881525042,27.256204027676205,2.115012871335454
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,23,0.9841355924142885,0.6871075071778043,30.289955870753975,1.6615949049701169
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,24,0.9827260612367392,0.6389704391565338,34.94992598688049,1.8075259390350231
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,25,0.9820536965801397,0.6220152204637156,36.59129750510446,1.8769538009650024
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,26,0.9815913280659194,0.6014622453249716,38.58095441361658,1.924972911464181
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,27,0.984356515388486,0.5969769429092455,39.0151598207643,1.635922477396178
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,28,0.982728757984086,0.5725150545799642,41.38322404412135,1.8066603632049576
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,29,0.9801490367338597,0.6105686683367444,37.69939554756938,2.0775188900651984
81,1,1,,21,21,,,21,0,21,1,0.7000000000000001,0.4,0.31,6,4.0,20,,0.29,30,0.9833518277460049,0.5935805496757575,39.343951989071584,1.743600374045479
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,1,0.9991041150177921,0.8876415777277069,10.877000025274743,0.09916143857110689
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,2,0.9991646719319771,0.9194019543825825,7.802396353458975,0.09213869943886402
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,3,0.999040529542019,0.8136913571766984,18.03584521494008,0.10547278258706884
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,4,0.9991320290224048,0.8611620663636029,13.44038281360395,0.09509452093236188
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,5,0.9991581281577621,0.8473109934870992,14.781253546575831,0.09192929131259392
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,6,0.9990555799009738,0.8057251356715673,18.80702542342206,0.10279022136526911
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,7,0.9990536286571932,0.8102826654384541,18.365827955648058,0.10267575520615316
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,8,0.9989628876628667,0.8168465586166057,17.730401925086383,0.11217834594451978
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,9,0.9990659633310249,0.8155117890494739,17.859615991302505,0.10073042993829986
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,10,0.9989672438951436,0.81639883527701,17.773744352628643,0.11107567592372213
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,11,0.9988556241666788,0.7956242579084443,19.784853746950237,0.12277902346927883
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,12,0.9990817236534214,0.7953436634831463,19.81201704730044,0.09829907466867152
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,13,0.9990591872401068,0.7892767547787732,20.399331863548788,0.1005086569764879
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,14,0.9991621489829974,0.7380442559970528,25.358959092855983,0.08933712347132379
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,15,0.9991864081425851,0.7116199316405236,27.916999432700727,0.08658941356174416
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,16,0.9990843213214498,0.7332425240941958,25.82379685910876,0.0972614102156994
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,17,0.9991957033195765,0.7231881829988881,26.797120141298972,0.08525482892760743
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,18,0.9990303076547221,0.6924736526259135,29.770479333131703,0.10255906117423982
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,19,0.999039032066731,0.7185323600171067,27.247833008802434,0.10140373947147018
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,20,0.999104905448085,0.6568304567758796,33.2209642573695,0.0942333013698245
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,21,0.999158072874597,0.713162427148553,27.767676192479687,0.08845532950962104
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,22,0.9990913630721562,0.6573076647047915,33.1747675366443,0.09529797376683895
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,23,0.999293676042496,0.7128866134507303,27.794376688423977,0.07397845035853134
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,24,0.9993642287577124,0.6987432697566718,29.163541069754746,0.06652640300958161
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,25,0.9991308151413884,0.6588003278362239,33.030268383043065,0.090905619165389
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,26,0.9991859909774286,0.6334810533160844,35.48133296748594,0.08511995453819357
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,27,0.9992479078908506,0.6600399292801093,32.91026718808328,0.07865027626417016
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,28,0.9992817492937255,0.6695622851471628,31.98844341277599,0.07513270213424779
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,29,0.9993142283961287,0.660756653664601,32.84088377213125,0.07176999132041935
1,,61,81,41,41,,,81,,41,41,0.15,0.06,0.32,7,1.0,60,81,0.59,30,0.9994199133613463,0.5636109022182234,42.245201842536794,0.06075377312921662
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,1,0.9985411720846191,0.9925029191866503,0.7257644469114256,0.1614710343289285
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,2,0.9979722885016926,0.9796633940167848,1.9687110171177675,0.22366146600754877
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,3,0.9974553978067198,0.965476836041641,3.34205881191189,0.2797233324589961
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,4,0.9968343994013931,0.9480598375196568,5.028133514035465,0.34682181796189177
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,5,0.9961133832013302,0.9280652027671675,6.963739571061912,0.4244041788540561
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,6,0.9959770777494247,0.8999049059345756,9.689832935185082,0.4378528888767774
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,7,0.9952023127428357,0.8930698145946967,10.351512648846839,0.5205210049062757
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,8,0.9942607822213632,0.8641743779508106,13.148772157744165,0.620777455219927
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,9,0.9943501360761661,0.8406691653506421,15.424224169935403,0.6093050102253231
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,10,0.9944617737984326,0.8254980634682627,16.892881990336093,0.5956510117586362
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,11,0.9931798713619144,0.7791224530086237,21.38233196605023,0.731725286166549
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,12,0.992512754171646,0.8140903156249747,17.997223534747125,0.8014900301922611
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,13,0.9943512046331355,0.7943670651191124,19.906557894488014,0.6034705948535615
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,14,0.9935177080049441,0.7731546723304014,21.960050567603275,0.6911841229378
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,15,0.9946218363090368,0.7773035796539897,21.55841031535618,0.5723902418581875
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,16,0.9939581347803021,0.752579868299274,23.951820649816163,0.6417538655933149
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,17,0.9938097373171259,0.745889276060628,24.599511944132264,0.6561630787379652
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,18,0.9943183198932876,0.7273703060057954,26.39226440256677,0.6009202614359269
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,19,0.993979809546963,0.7070794907415997,28.356542590868873,0.6352655516732124
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,20,0.9934223812404235,0.6270657383989051,36.10237569045334,0.6924751463864065
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,21,0.993307734791012,0.6616415569568624,32.755219583033195,0.7031089821978402
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,22,0.992727562530238,0.6377168621022972,35.07128010858196,0.7627343045137673
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,23,0.9924597000216941,0.636267982864815,35.2115407066217,0.7897505127883805
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,24,0.9933320272185477,0.5716414846691693,41.46779109080671,0.6977293325184537
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,25,0.99245255192441,0.606575315297518,38.08597716940216,0.789366535360575
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,26,0.9922540694988716,0.5886094162414085,39.825188886115406,0.8099827321682921
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,27,0.9925441581609747,0.6616829649132868,32.75121103312687,0.7796970787055213
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,28,0.9923712874227681,0.5495972648241809,43.601809840465044,0.798002403235881
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,29,0.9917325677709125,0.47704495963944515,50.62532805448602,0.8652349207436116
21,1,81,61,61,21,0,0,1,,81,1,0.78,0.16,0.35000000000000003,15,3.0,20,21,0.25,30,0.9932348100906403,0.602163089924434,38.513108260458665,0.7085334940367224
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,1,0.9996612622202411,0.9965256068497806,0.3363430494882352,0.037493345916456144
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,2,0.9995597363835419,0.9903644543015966,0.9327812609461493,0.048562138138996055
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,3,0.9994875019490495,0.9778054119255672,2.148575337427975,0.05633794668149567
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,4,0.9993219374153425,0.9568966597388787,4.1726736957328505,0.07428824040732035
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,5,0.9991608166647071,0.9394566719269525,5.8609739053192715,0.0916357162982616
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,6,0.9991388364791308,0.9181260090177927,7.9259158679234565,0.09372861614561956
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,7,0.9989085878826075,0.8830329717802612,11.323141987693612,0.11841183088031783
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,8,0.998934932763855,0.8593213621024164,13.618574531594872,0.1152020630674235
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,9,0.9988071808915768,0.8376059267084736,15.720764884146762,0.12863861304496754
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,10,0.999054086506812,0.8387961666464342,15.60554219257226,0.10173552122052364
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,11,0.9987268733290232,0.849899440107642,14.53067567811097,0.13659258161855384
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,12,0.9987895501799187,0.834162298857275,16.054129659719628,0.12957547876540912
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,13,0.9988825238616009,0.760654967134586,23.17010043285793,0.11938191174885035
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,14,0.9985405707108471,0.7503421188388224,24.16844883349522,0.15561384059561903
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,15,0.9990116017437792,0.7626307253384266,22.978834646114937,0.10519380767101041
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,16,0.998929784999012,0.7540523591067811,23.80927430369842,0.1136759243918254
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,17,0.998903969974961,0.7487819132701576,24.31948651866914,0.11617833886249973
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,18,0.9987966912731442,0.7182970976626764,27.270607880354866,0.12726738942519525
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,19,0.9988567503793127,0.6860405071531233,30.393248165721392,0.12063855897111471
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,20,0.9988270539705834,0.7026598074546215,28.784395654768847,0.12348480553712171
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,21,0.9988498978665205,0.655753252046736,33.325244431736195,0.12083309839669465
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,22,0.9986568456034924,0.6843278418919501,30.559044905407912,0.14087022937416926
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,23,0.9989228210564575,0.6228576565312653,36.50974440972702,0.11282079300229626
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,24,0.9987456546496651,0.6205016951146489,36.73781625222745,0.13125331682084765
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,25,0.9985543949926095,0.6259932800099157,36.20619638932247,0.15119179420053216
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,26,0.9987021411104721,0.5975279681693688,38.961817119371055,0.135715559177244
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,27,0.9987626230667804,0.5708206497347534,41.547253061007325,0.12939909414911022
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,28,0.9986199392810532,0.6080384126293168,37.94434017065197,0.14436141867736302
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,29,0.9978092236666241,0.5459210955275313,43.957686086534686,0.2292774993070267
61,1,,1,61,81,0,0,21,0,41,1,0.99,0.32,0.4,10,10.0,40,61,0.56,30,0.9988755314488934,0.5870648427008391,39.97471329292041,0.11776811030059228
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,1,0.9999084764913205,0.9957374095418761,0.4126454927285289,0.010130321373805547
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,2,0.9999022228955113,0.9903466683697059,0.9345030507124301,0.01078505031418679
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,3,0.9998930430769156,0.9797154797051834,1.9636687957820627,0.0117575733581163
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,4,0.9998878003990156,0.9592095363848527,3.9487727292725894,0.012292539243623404
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,5,0.9998830853653735,0.9397330584549126,5.834217955824692,0.01276664566510238
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,6,0.9998753984584915,0.9240433494734235,7.35308019629507,0.013561570796017068
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,7,0.9998848818351804,0.9101762536627593,8.69550204979484,0.012489647537029134
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,8,0.9998869835783569,0.8892941255698041,10.717023028831177,0.012224322082147505
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,9,0.9998807086562104,0.8740178433045103,12.195862970024248,0.012864878593082031
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,10,0.9998817028748598,0.8643510306517089,13.131671068272844,0.012723171592006702
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,11,0.9998803709662216,0.8541036664892312,14.123680194069857,0.012834888258056993
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,12,0.9998828324344173,0.8429671113441043,15.201768584288276,0.012542480616948098
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,13,0.9998759337166244,0.8304891908280289,16.409709555903348,0.013254215981889458
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,14,0.999883577848232,0.8125641788764488,18.144963144440656,0.012413686844360457
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,15,0.9998673893490982,0.8116172720765223,18.236629661987266,0.014113561227251143
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,16,0.9998755740807033,0.8178979496402065,17.628620679328357,0.013216252230914043
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,17,0.9998733570410538,0.7822823880822143,21.076430430765086,0.013424056150713022
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,18,0.999882925484817,0.779522494742819,21.34360541698559,0.012382331801480372
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,19,0.999866508806042,0.7671285543838532,22.54341658264101,0.01408632461626154
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,20,0.9998540233743425,0.7540221947065194,23.812194406844878,0.015368051709289685
21,81,21,,81,41,,,1,,21,41,0.76,0.12,0.25,16,7.0,90,21,0.66,21,0.9998765926568203,0.7441365696228526,24.769184920865445,0.012965536892104067
