1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Exchange rate (USD/LCU),FCS,Fatality,Lat,Lon,NDVI Anomaly,Population,Rainfall (mm),Ramadan,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,rCSI,subsample,h,r2_train,r2_val,val_loss,train_loss
61,61,1,61,61,41,,,41,,21,41,0.37,0.24,0.37,8,3.0,35,41,0.18,16,0.9874937146867272,0.5568396244550278,42.90070400171569,1.4095898107250495
61,61,1,61,61,41,,,41,,21,41,0.37,0.24,0.37,8,3.0,35,41,0.18,17,0.9876339722991204,0.6156480089035034,37.207683521397215,1.3887054849260694
61,61,1,61,61,41,,,41,,21,41,0.37,0.24,0.37,8,3.0,35,41,0.18,18,0.98953581670212,0.5759388767692699,41.051776580847395,1.170780557365449
61,61,1,61,61,41,,,41,,21,41,0.37,0.24,0.37,8,3.0,35,41,0.18,19,0.9889029576068609,0.5377905175282378,44.744777034550076,1.2370323275276616
61,61,1,61,61,41,,,41,,21,41,0.37,0.24,0.37,8,3.0,35,41,0.18,20,0.9861678773675052,0.5575663732485104,42.83035016009691,1.5364218893760042
61,61,1,61,61,41,,,41,,21,41,0.37,0.24,0.37,8,3.0,35,41,0.18,21,0.9867040791138061,0.5027955423899606,48.13251012803437,1.4716650779806892
61,61,1,61,61,41,,,41,,21,41,0.37,0.24,0.37,8,3.0,35,41,0.18,22,0.9876205629215633,0.6164571109980848,37.12935736368485,1.3654817500530725
61,61,1,61,61,41,,,41,,21,41,0.37,0.24,0.37,8,3.0,35,41,0.18,23,0.9869696112263581,0.59447076942732,39.257773133366584,1.4324061264369716
61,61,1,61,61,41,,,41,,21,41,0.37,0.24,0.37,8,3.0,35,41,0.18,24,0.9860260149043164,0.5405153492420417,44.48099623360497,1.5309836993302453
61,61,1,61,61,41,,,41,,21,41,0.37,0.24,0.37,8,3.0,35,41,0.18,25,0.9872916098945422,0.47652992592350224,50.6751865486517,1.3877091945647042
61,61,1,61,61,41,,,41,,21,41,0.37,0.24,0.37,8,3.0,35,41,0.18,26,0.9837331694500353,0.5405975517530396,44.47303851493895,1.7704738758379952
61,61,1,61,61,41,,,41,,21,41,0.37,0.24,0.37,8,3.0,35,41,0.18,27,0.988151996637589,0.6151807986925151,37.252912400318394,1.2854390638168118
61,61,1,61,61,41,,,41,,21,41,0.37,0.24,0.37,8,3.0,35,41,0.18,28,0.9885477799088002,0.5103401951105625,47.402140422114144,1.2387193375544332
61,61,1,61,61,41,,,41,,21,41,0.37,0.24,0.37,8,3.0,35,41,0.18,29,0.9876650963585236,0.5379005146191207,44.73412862621435,1.3302477175942597
61,61,1,61,61,41,,,41,,21,41,0.37,0.24,0.37,8,3.0,35,41,0.18,30,0.9853174698217204,0.5102308138253325,47.41272921660013,1.5791453143235294
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,1,0.9999186401313901,0.9965215500025328,0.33673577774771785,0.0090053542291018
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,2,0.9998791988028122,0.9841782237768959,1.5316471778282705,0.0133246632378672
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,3,0.9997974994121428,0.9720359461233273,2.707095815089231,0.022260508699513702
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,4,0.999817577239282,0.9571820859912568,4.145042644214474,0.01998615793087377
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,5,0.999753819119918,0.9338036845783879,6.4082185380732355,0.026882041547424625
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,6,0.9997500007819415,0.8975989009893097,9.913068677915206,0.027209792540283377
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,7,0.9997474658132036,0.9057880151000488,9.12031106715397,0.027398482151597202
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,8,0.9997489057802671,0.877791856814477,11.830514790394131,0.027159385957867814
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,9,0.9997914765276819,0.8609978740909776,13.45627765546251,0.022488045401779913
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,10,0.9997327054004409,0.8507155472546686,14.451671387383891,0.02874824770067063
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,11,0.9997392680450338,0.836302198180945,15.846973983029581,0.027973690011510767
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,12,0.9997401198962427,0.823519705028532,17.084399496222773,0.027819483556700577
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,13,0.9997255200348674,0.8243937712104312,16.99978440738173,0.029323170176354225
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,14,0.9997977421543665,0.8015626819684184,19.209977050178058,0.021566046661899107
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,15,0.9997954582579208,0.8138866423833917,18.016940382038523,0.02176908401198547
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,16,0.9997698375189937,0.7383798427250898,25.326472192670668,0.024447361291460093
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,17,0.9998169125948629,0.7160495249216088,27.488187019212415,0.01940712399253474
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,18,0.9998305982189327,0.7209558501317719,27.013223964768486,0.017916700809392314
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,19,0.9997743777756626,0.7170650136279137,27.389881342959892,0.023808221339778023
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,20,0.9997946825081694,0.7071833390700024,28.34648942130831,0.021615308732205
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,21,0.9997678725452527,0.6790982265213164,31.065304475168602,0.02438799021717993
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,22,0.9997650654103494,0.6461556790536169,34.254349696633405,0.024639974092381795
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,23,0.9998298040709693,0.687680272068353,30.234508636777356,0.017825858734162727
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,24,0.9998019541520768,0.6838579707654968,30.604531377636256,0.02072329954074168
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,25,0.9998258716394777,0.6988791991752759,29.150382249439442,0.018211599374635335
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,26,0.9997517477089839,0.6144854373544892,37.320227739376406,0.025959446565519968
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,27,0.9998760964313818,0.6420485483812052,34.65194570700962,0.012957255877817604
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,28,0.9998763138942518,0.6707680807427312,31.87171483597478,0.012938200074351244
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,29,0.999843895646584,0.6189983315483651,36.88335127503898,0.016337229518542665
21,61,1,1,81,61,0,0,21,,21,61,0.45,0.02,0.41000000000000003,10,2.0,35,1,0.88,30,0.9998114635492112,0.6282786351308491,35.98495967911029,0.01974584483514854
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,1,0.9998314342080097,0.9788644890534917,2.0460500285616328,0.020801740785415954
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,2,0.9998168521593751,0.9675791050293553,3.1385459877723108,0.022591457461329574
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,3,0.9997927475815644,0.950622380421872,4.780063287981458,0.025546238476399464
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,4,0.9997965598999833,0.9202339591127493,7.721853076969033,0.025050747453319262
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,5,0.9997923662175632,0.9139309948470571,8.332019552171895,0.02553232009491133
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,6,0.9997680777476663,0.8938993619828395,10.27120725847807,0.028472188884672258
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,7,0.999744775839128,0.8329485863372984,16.171624644461133,0.031273873832981254
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,8,0.9997306795889311,0.8391198473649077,15.57420786879112,0.03293314118184479
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,9,0.9997524835379671,0.7998127375981247,19.379382641454388,0.030202257197460072
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,10,0.9997367670318242,0.767292603599206,22.52753558962373,0.03205144291075656
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,11,0.9997367817629498,0.7455348308243113,24.63382446620589,0.031980128171564086
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,12,0.9997323803980951,0.7581787660658054,23.409812227870848,0.03244096016892891
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,13,0.9997160951511268,0.6705055816150086,31.89712639801998,0.03433387926047776
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,14,0.9997365582162991,0.7164794864084352,27.446564050426485,0.03178090828994998
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,15,0.9997221606681148,0.6464744589837147,34.22348979990642,0.033430877895815544
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,16,0.9997401001521229,0.6475530798025941,34.11907253917111,0.03118697423423786
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,17,0.9997183402831966,0.6490092494739856,33.97810618140092,0.033701294309972964
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,18,0.9997184578125378,0.6173952545592452,37.03853918261673,0.03358846427173694
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,19,0.9997226567333558,0.6140982075475183,37.35771401352506,0.03298790398645276
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,20,0.9997199220552674,0.6095257291827272,37.800358599338765,0.03321400971764703
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,21,0.9997136467613059,0.566152369783737,41.99917184126699,0.03386263160680248
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,22,0.9997221946868,0.5936704983306537,39.335244395089816,0.03276305543933036
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,23,0.9997175201249794,0.5560041120033363,42.981586847650824,0.03322802888266373
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,24,0.9997064456408953,0.5282695054596546,45.6664707217367,0.034440757020197214
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,25,0.9997100259561751,0.5285462028796288,45.63968467594514,0.03392953517588318
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,26,0.9997054512603835,0.5191138138173054,46.552799100252905,0.03436693096099936
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,27,0.9997132765032567,0.5038948246809956,48.026092707198806,0.03335326440611941
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,28,0.999715624233504,0.5280291107426875,45.68974243817456,0.032976710339818416
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,29,0.9997136239494369,0.5107009653066154,47.367215604265816,0.033099267738247846
,1,,41,21,41,,0,1,0,1,,0.19,0.23,0.14,18,5.0,85,1,0.72,30,0.9997099871151633,0.4796052011668118,50.37748061595231,0.03340159745238419
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,1,0.9998394018519774,0.997314911792944,0.259933380207447,0.01777587938860193
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,2,0.9998204593419784,0.9914201948000164,0.8305789587442994,0.019803767357725828
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,3,0.9997978984952812,0.9763120884799588,2.293138413583167,0.022216638240832476
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,4,0.9997726857432326,0.9672494824477406,3.1704555211748513,0.024904450616858042
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,5,0.999768606154871,0.9453804099787255,5.287518906256485,0.025267352023866634
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,6,0.9997548779036673,0.9219261492236082,7.558038460259862,0.026678968998558917
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,7,0.9997291896790605,0.9135900214059216,8.365027919972393,0.02938133580588967
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,8,0.9997172097042872,0.8965519034645825,10.01442460542478,0.030587764204880668
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,9,0.9997367567647677,0.8856142856707889,11.073254612233036,0.028389254024034593
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,10,0.9997464640133457,0.8535112103167505,14.181033667647746,0.02726847215543011
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,11,0.9997470284249964,0.8407774220922696,15.413744238323645,0.027141086031397407
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,12,0.9997360220443302,0.8294682826099808,16.508539874885585,0.028258147857073358
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,13,0.9997459376825332,0.8033634114601259,19.035655140607716,0.027141917505252206
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,14,0.9997429890905057,0.806573050349204,18.724941964224538,0.02740417435681886
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,15,0.9997338313510968,0.7696525041005585,22.29908241901361,0.028327947246516383
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,16,0.9997367454144398,0.765154529551674,22.734514568134884,0.027962333116535006
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,17,0.9997350551175017,0.7597694151601542,23.255827418458836,0.02808395357387425
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,18,0.9997460153533505,0.7440779199972747,24.774862572491298,0.02686256835984748
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,19,0.9997423586917988,0.7337844748487199,25.77133262677581,0.027186955141211878
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,20,0.9997378770624482,0.7317774312109371,25.965627039757027,0.02759564307192415
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,21,0.9997195259844038,0.6979301551738563,29.242255661495825,0.029467421490411667
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,22,0.9997387119581521,0.7001599716446967,29.026395440969477,0.027403928009712763
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,23,0.9997416254159496,0.7025836188222645,28.7917711922614,0.027061451246288337
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,24,0.9997452107686431,0.6994588983772275,29.094263730624718,0.02666086472670111
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,25,0.9997290070877572,0.7116820190791215,27.910988979211428,0.02834239256791929
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,26,0.9997360590570329,0.6415093158280579,34.70414680039982,0.027599990225119164
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,27,0.9997439110521066,0.6505550542322589,33.82846258499956,0.02678058479139695
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,28,0.9997369331097673,0.653089904119373,33.5830732165071,0.027518143919065468
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,29,0.9997360177008012,0.6342881529493829,35.40320066058587,0.02762728467508852
61,81,21,,61,41,0,,1,0,61,1,0.67,0.21,0.17,9,3.0,80,41,0.84,30,0.9997353520054462,0.5959811167977904,39.11156203450504,0.0277171773125704
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,1,0.9993385325512422,0.9857952329944182,1.3751105431535968,0.07321482677958882
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,2,0.9988013564549352,0.9613492460320805,3.741635414451862,0.1322132723188102
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,3,0.9986152520012109,0.9359315735821749,6.2022255356805625,0.15222274265900398
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,4,0.9984757123535813,0.9089161828025565,8.817484812645128,0.16700028830560482
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,5,0.9977473325486074,0.8845596797653089,11.175347078721769,0.24598295367496206
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,6,0.9979055476453661,0.8296391133680733,16.492002385995022,0.2279591692233403
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,7,0.9976772683121983,0.825690326574346,16.8742697157292,0.2520028020702621
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,8,0.9974861479796084,0.7903166873174765,20.29865987100027,0.27190859803699535
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,9,0.9974691224279636,0.7412061931284872,25.052863745813976,0.27294044700854103
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,10,0.9968424483894728,0.7012417409954013,28.921673382604858,0.33960310450272907
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,11,0.9958443614632418,0.6669649129784144,32.23988533029115,0.4458546105029933
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,12,0.9967145286269149,0.7534533792984495,23.867259306145083,0.35170109415102124
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,13,0.9966146606014172,0.7108957614808098,27.98710364639663,0.3616616726156896
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,14,0.997099808698263,0.59552169948544,39.15603651195844,0.3092372547814595
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,15,0.9971506626316841,0.6877437959116804,30.228359130300635,0.303250886194922
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,16,0.9971075931336585,0.6440768125798948,34.45559701063022,0.3072252060988755
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,17,0.9970744810557302,0.6627763437913811,32.64536509969213,0.3101027558473558
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,18,0.9962361665051388,0.4823150840156202,50.11514695890301,0.39808010399268834
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,19,0.9964888899426713,0.63900708512666,34.946378427116585,0.3705011137029884
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,20,0.9966304504499949,0.5375975612669016,44.76345641093314,0.35473769508137404
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,21,0.9962087416596364,0.4870086312485641,49.66078214726799,0.39832070452948354
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,22,0.9965270682543442,0.6256578603068979,36.23866712043831,0.36424158896663344
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,23,0.9956317329662514,0.4703328671620532,51.27510070676936,0.4575204089790989
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,24,0.9960514900679529,0.5262655434504347,45.860466813744026,0.413167733226647
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,25,0.9966811811561869,0.6225677336158255,36.53781076643435,0.34710600271672964
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,26,0.9959386496411914,0.4966041367169078,48.73187703173723,0.42469057260987103
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,27,0.9960042158068171,0.5492049742958198,43.63978602418678,0.41786042808141477
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,28,0.9968916009827425,0.459461379411489,52.327528910603434,0.32515445573224144
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,29,0.9967892150405675,0.47439041583849084,50.88230454459817,0.33602734112837995
1,61,,21,81,1,0,0,1,0,81,,1.0,0.22,0.49,14,3.0,65,,0.21,30,0.9961424212616958,0.5031533424994915,48.09787283319074,0.4040128626974631
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,1,0.9996620144098501,0.9944885029789814,0.5335474815732004,0.037410089465920095
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,2,0.9995569784141398,0.9818664364773755,1.7554426887190822,0.04886634881204858
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,3,0.9994890061828882,0.9661813560130149,3.2738568596998054,0.05617258908521163
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,4,0.9994509517535325,0.9452667587564814,5.298521057427897,0.060153485904831834
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,5,0.9994620021780457,0.9256511562169008,7.197434418828936,0.058747372246699806
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,6,0.999402742688891,0.8990719773166252,9.77046564980741,0.06500519343481433
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,7,0.9993094994249048,0.8768212044579268,11.924480026761929,0.0749152735414889
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,8,0.9993060930021507,0.8582068257967521,13.726468636724789,0.0750558415621785
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,9,0.9993440772665401,0.8474867566192326,14.764238572940629,0.07073745725660968
41,81,61,,21,,0,,81,0,81,1,0.73,0.36,0.45,12,5.0,55,61,0.4,10,0.999236223709873,0.8211505365721838,17.313749863008173,0.08214617883298492
