complexity_measure,k,l,loss
squared difference,5,23,6.6355180289109805
squared difference,2,7,9.790638337061369
squared difference,3,28,10.452224298291291
squared difference,1,12,14.169504268588426
squared difference,9,20,10.373541856473658
squared difference,9,24,9.684856764001616
squared difference,6,9,15.181507603233063
squared difference,1,26,23.5803349183667
squared difference,7,25,9.2614080781116
squared difference,7,28,10.659884496002922
squared difference,9,28,14.70597217243356
squared difference,2,20,12.332717660625832
squared difference,1,4,20.314179747024177
squared difference,4,9,13.042306785169735
squared difference,4,27,11.263923662895929
squared difference,4,9,13.042306785169735
squared difference,7,28,10.659884496002922
squared difference,4,25,8.102506248239882
squared difference,2,19,8.51582498094479
squared difference,7,25,9.2614080781116
squared difference,5,23,6.6355180289109805
squared difference,5,23,6.6355180289109805
squared difference,5,23,6.6355180289109805
squared difference,8,6,9.276231037261477
squared difference,5,21,7.307079809772468
squared difference,5,23,6.6355180289109805
squared difference,5,17,11.385739672582389
squared difference,6,3,16.157681942392625
squared difference,3,5,15.343579659215257
squared difference,8,8,11.098964306780067
squared difference,5,15,11.32371289641173
squared difference,5,10,16.507535992016205
squared difference,3,22,6.661369885275675
squared difference,5,29,9.625015691289503
squared difference,6,11,10.87507399483423
squared difference,5,14,11.766695970757388
squared difference,9,16,11.36684138435505
squared difference,1,13,13.519480279323995
squared difference,2,18,12.552229194080196
squared difference,3,7,8.667658263010155
squared difference,8,12,12.822185430266787
squared difference,5,24,8.603131078202862
squared difference,9,23,9.793345814840777
squared difference,1,26,23.5803349183667
squared difference,6,23,8.293125688507748
squared difference,2,4,13.937064000363307
squared difference,5,27,9.04780906527698
squared difference,9,19,9.3786410140033
squared difference,7,20,6.742480457440329
squared difference,4,23,8.73683634981853
squared difference,1,8,16.397733253349177
squared difference,5,15,11.32371289641173
squared difference,8,6,9.276231037261477
squared difference,7,21,9.230891078832869
squared difference,5,17,11.385739672582389
squared difference,3,3,14.552629224799398
squared difference,2,5,15.248975141289781
squared difference,4,14,10.383805377498442
squared difference,6,13,15.161038983112036
squared difference,5,10,16.507535992016205
squared difference,5,22,7.0613090974506365
squared difference,8,29,17.37341437566311
squared difference,9,23,9.793345814840777
squared difference,7,11,12.517051088206225
squared difference,5,16,11.853188026915234
squared difference,5,23,6.6355180289109805
squared difference,5,23,6.6355180289109805
squared difference,5,23,6.6355180289109805
squared difference,5,9,15.81394507460081
squared difference,5,28,9.193821812762438
squared difference,5,18,12.977933057520188
squared difference,3,7,8.667658263010155
squared difference,1,25,25.97356903533407
squared difference,4,24,5.804062791712788
squared difference,4,24,5.804062791712788
squared difference,4,24,5.804062791712788
squared difference,4,24,5.804062791712788
squared difference,4,24,5.804062791712788
squared difference,4,24,5.804062791712788
squared difference,4,24,5.804062791712788
squared difference,4,24,5.804062791712788
squared difference,4,24,5.804062791712788
squared difference,4,24,5.804062791712788
squared difference,4,12,16.28961095741245
squared difference,4,26,11.215279858806172
squared difference,4,4,12.075038318544083
squared difference,4,20,6.964819176271566
squared difference,4,19,7.985548736912537
squared difference,6,27,9.1806456340059
squared difference,2,24,10.824757998722582
squared difference,4,6,11.729808086168527
squared difference,4,8,11.60777128032555
squared difference,8,21,9.931547310416844
squared difference,9,3,15.561465320049436
squared difference,1,17,15.508327676778071
squared difference,7,15,12.433938123552528
squared difference,3,5,15.343579659215257
squared difference,4,10,12.241909348128537
squared difference,6,29,11.464272162344974
squared difference,2,14,12.098042197662998
squared difference,4,22,7.338513005560226
squared difference,4,11,10.60149148609737
squared difference,8,13,13.612492302624299
squared difference,7,9,14.501664050613266
squared difference,1,16,17.256407444609064
squared difference,4,24,5.804062791712788
squared difference,9,18,11.484433527660727
squared difference,3,28,10.452224298291291
squared difference,4,7,9.125117095213454
squared difference,6,12,11.84158045341774
squared difference,2,24,10.824757998722582
squared difference,4,26,11.215279858806172
squared difference,9,25,10.268942958041189
squared difference,8,4,12.594954330998076
squared difference,4,24,5.804062791712788
squared difference,1,6,16.46130360926751
squared difference,7,20,6.742480457440329
squared difference,4,27,11.263923662895929
squared difference,3,24,7.856236830482428
squared difference,4,17,11.85738965644667
squared difference,6,21,7.563256635897782
squared difference,2,19,8.51582498094479
squared difference,4,8,11.60777128032555
squared difference,8,5,13.33690401347859
squared difference,4,15,18.570524813642084
squared difference,9,22,9.972883457739032
squared difference,7,3,15.653912613091208
squared difference,4,24,5.804062791712788
squared difference,1,10,32.50321863601271
squared difference,3,14,9.056972998481877
squared difference,4,11,10.60149148609737
squared difference,6,13,15.161038983112036
squared difference,2,29,16.47050618751297
squared difference,4,16,12.022207128542268
squared difference,4,9,13.042306785169735
squared difference,8,24,8.614086299483
squared difference,4,18,6.606790980262236
squared difference,9,7,9.921739909349794
squared difference,7,25,9.2614080781116
squared difference,1,28,22.38994799188896
squared difference,3,12,11.359493849184839
squared difference,4,24,5.804062791712788
squared difference,6,26,9.03604702579045
squared difference,2,4,13.937064000363307
squared difference,4,27,11.263923662895929
squared difference,4,24,5.804062791712788
squared difference,4,24,5.804062791712788
squared difference,4,24,5.804062791712788
squared difference,4,24,5.804062791712788
squared difference,4,19,7.985548736912537
