complexity_measure,k,l,loss
squared difference,6,28,10.204339658451085
squared difference,3,4,12.467033858487499
squared difference,9,3,11.462940126353644
squared difference,8,25,15.01674325894158
squared difference,7,26,13.02470276288986
squared difference,8,8,11.397726862414311
squared difference,3,24,14.534029793307356
squared difference,4,9,11.841336856005052
squared difference,9,12,11.55971868603129
squared difference,2,14,23.357989975067316
squared difference,1,16,26.086804479769512
squared difference,6,28,10.204339658451085
squared difference,2,23,17.736880363297654
squared difference,5,17,12.105496237143726
squared difference,3,15,17.28301383370508
squared difference,7,15,11.58808810225365
squared difference,9,26,14.959784483966418
squared difference,6,28,10.204339658451085
squared difference,2,3,15.092985552987132
squared difference,6,14,12.126264559899965
squared difference,6,28,10.204339658451085
squared difference,6,28,10.204339658451085
squared difference,6,29,9.513295515986448
squared difference,6,29,9.513295515986448
squared difference,1,29,17.988371055283665
squared difference,5,29,5.726864265699053
squared difference,5,29,5.726864265699053
squared difference,5,27,12.84108715596853
squared difference,5,7,11.395412325575277
squared difference,5,19,14.182780912641357
squared difference,5,10,12.182589198060798
squared difference,5,11,11.155113126077586
squared difference,4,6,14.182712710742635
squared difference,5,22,16.96521051886269
squared difference,8,13,12.942270420535513
squared difference,7,5,14.546319661896797
squared difference,5,21,18.544844945521795
squared difference,3,20,16.520680601363054
squared difference,4,4,12.965104737061113
squared difference,8,29,11.132374460228853
squared difference,1,25,31.671357584133336
squared difference,9,18,10.340682432520898
squared difference,5,9,10.943532383915647
squared difference,7,24,15.65946533426217
squared difference,5,8,10.789049998311201
squared difference,2,12,28.09016387246997
squared difference,3,16,16.71327469279254
squared difference,4,29,5.391675612947881
squared difference,4,23,16.14595274005036
squared difference,4,17,14.472090453842975
squared difference,4,29,5.391675612947881
squared difference,4,3,12.21966357665007
squared difference,4,5,11.71676611686162
squared difference,4,26,16.187765808504903
squared difference,4,27,12.513272460426577
squared difference,9,18,10.340682432520898
squared difference,4,22,15.640424195864005
squared difference,1,13,22.903753907638613
squared difference,8,7,12.310724329220813
squared difference,2,14,23.357989975067316
squared difference,4,29,5.391675612947881
squared difference,7,19,13.397955939388424
squared difference,3,6,12.991408750290844
squared difference,4,15,15.697494603390203
squared difference,9,11,10.082163041916127
squared difference,4,10,10.493440667323911
squared difference,4,29,5.391675612947881
squared difference,4,29,5.391675612947881
squared difference,4,29,5.391675612947881
squared difference,4,20,14.314808815498798
squared difference,4,4,12.965104737061113
squared difference,1,29,17.988371055283665
squared difference,8,24,15.67807730681242
squared difference,2,25,21.53867605749706
squared difference,6,9,10.068086038397658
squared difference,7,29,9.605722806099294
squared difference,4,23,16.14595274005036
squared difference,3,21,17.37439271561478
squared difference,4,17,14.472090453842975
squared difference,9,29,12.26028706573257
squared difference,1,8,18.709455191441013
squared difference,4,12,13.135846600389703
squared difference,8,16,11.657751415425375
squared difference,6,3,12.154886726667334
squared difference,2,29,10.805862026283656
squared difference,4,28,17.06250367139123
squared difference,3,26,22.87188141148799
squared difference,7,7,11.876147120850474
squared difference,4,5,11.71676611686162
squared difference,4,14,12.650626574182402
squared difference,9,27,12.564205642857681
squared difference,1,19,32.50120444727637
squared difference,4,15,15.697494603390203
squared difference,6,22,17.5398454435099
squared difference,2,13,10.411897434841888
squared difference,8,18,12.990055087327638
squared difference,4,29,5.391675612947881
squared difference,7,6,11.851455884313012
squared difference,3,11,7.005024947005769
squared difference,4,10,10.493440667323911
squared difference,4,21,17.475236069784472
squared difference,9,20,15.277180360377477
squared difference,4,4,12.965104737061113
squared difference,1,24,19.07037518115944
squared difference,6,25,15.074711979135925
squared difference,8,29,11.132374460228853
squared difference,4,9,11.841336856005052
squared difference,2,8,10.599086168267567
squared difference,5,29,5.726864265699053
squared difference,4,12,13.135846600389703
squared difference,7,23,15.54759201205812
squared difference,3,17,15.640145224701584
squared difference,4,16,11.593701710458575
squared difference,9,29,12.26028706573257
squared difference,4,28,17.06250367139123
squared difference,1,26,28.500954087998178
squared difference,5,7,11.395412325575277
squared difference,4,27,12.513272460426577
squared difference,6,5,14.320875755321387
squared difference,8,29,11.132374460228853
squared difference,4,3,12.21966357665007
squared difference,2,22,13.987220236775059
squared difference,7,14,12.684569850829844
squared difference,3,19,16.951909045125177
squared difference,4,15,15.697494603390203
squared difference,9,13,13.713106625637062
squared difference,4,6,14.182712710742635
squared difference,1,11,6.946071862286586
squared difference,5,10,12.182589198060798
squared difference,4,18,14.008001424298442
squared difference,6,29,9.513295515986448
squared difference,8,21,16.75747807818606
squared difference,2,20,18.351807532703045
squared difference,4,25,15.065913759898768
squared difference,7,24,15.65946533426217
squared difference,4,4,12.965104737061113
squared difference,3,9,11.828948860205173
squared difference,9,29,12.26028706573257
squared difference,4,8,10.140384790018636
squared difference,1,16,26.086804479769512
squared difference,5,23,15.125244869636916
squared difference,4,29,5.391675612947881
squared difference,6,12,13.054613161749804
squared difference,8,17,10.42010440015414
squared difference,2,26,18.698630616110087
squared difference,4,29,5.391675612947881
squared difference,4,29,5.391675612947881
squared difference,4,29,5.391675612947881
squared difference,4,29,5.391675612947881
squared difference,4,7,11.353659463336472
