complexity_measure,k,l,loss
squared difference,6,18,35.42427828841797
squared difference,8,3,31.63106806255541
squared difference,2,9,30.873864451850796
squared difference,7,15,33.13990595253151
squared difference,2,7,27.58156521513041
squared difference,7,9,30.57325166332883
squared difference,4,19,36.25011632627121
squared difference,8,11,32.35562011801604
squared difference,9,18,35.08956629843814
squared difference,9,9,32.773967308806654
squared difference,9,9,32.773967308806654
squared difference,4,24,28.737022791834647
squared difference,4,7,31.25214160095621
squared difference,7,27,35.93100918819432
squared difference,7,16,31.164851728115593
squared difference,7,21,32.825781905664634
squared difference,5,19,36.08840979736966
squared difference,3,12,40.917270203977566
squared difference,8,21,32.31620918720729
squared difference,3,27,48.75856652569373
squared difference,2,7,27.58156521513041
squared difference,2,7,27.58156521513041
squared difference,1,7,27.1349580473988
squared difference,1,28,25.757561853380867
squared difference,1,28,25.757561853380867
squared difference,1,28,25.757561853380867
squared difference,1,28,25.757561853380867
squared difference,1,28,25.757561853380867
squared difference,6,25,34.18338555152904
squared difference,1,6,35.1499957924162
squared difference,1,4,32.18373931753194
squared difference,5,23,38.14101959105485
squared difference,1,5,31.774936893215592
squared difference,6,10,33.3916515875296
squared difference,1,17,44.70743049701005
squared difference,1,29,27.07838308299887
squared difference,3,14,30.094100504138215
squared difference,8,20,34.83959009997666
squared difference,5,8,32.1071840279505
squared difference,6,13,30.201337846534233
squared difference,9,26,26.090069207325552
squared difference,4,28,29.72212295676995
squared difference,1,22,50.873709245961486
squared difference,2,15,30.820755808719905
squared difference,8,3,31.63106806255541
squared difference,9,11,32.214838014617456
squared difference,4,28,29.72212295676995
squared difference,1,24,24.97996281147014
squared difference,7,24,34.96895013444579
squared difference,3,24,49.331592583778125
squared difference,5,18,33.499959586553516
squared difference,1,16,55.17085787503495
squared difference,2,12,46.509724468071795
squared difference,7,24,34.96895013444579
squared difference,6,19,37.82723066550847
squared difference,8,10,32.14444236774351
squared difference,9,25,26.252428691761125
squared difference,4,6,31.44302948935621
squared difference,1,9,27.70710685226312
squared difference,3,4,30.50627558018796
squared difference,1,14,52.78103414881658
squared difference,5,27,35.97895902504573
squared difference,1,17,44.70743049701005
squared difference,2,23,37.03191361010087
squared difference,7,5,32.88432655249236
squared difference,1,28,25.757561853380867
squared difference,1,28,25.757561853380867
squared difference,1,20,65.4729999981471
squared difference,1,21,55.77617221054027
squared difference,1,29,27.07838308299887
squared difference,1,8,22.889495975184175
squared difference,1,8,22.889495975184175
squared difference,6,8,29.828985780425096
squared difference,8,8,30.828082991048024
squared difference,1,8,22.889495975184175
squared difference,9,8,29.8026213849419
squared difference,4,8,30.671421504328553
squared difference,3,8,28.86703638842518
squared difference,1,8,22.889495975184175
squared difference,1,26,26.035097323168017
squared difference,5,22,37.46047807894244
squared difference,2,13,22.346254840921606
squared difference,2,3,30.211663978970126
squared difference,2,13,22.346254840921606
squared difference,2,13,22.346254840921606
squared difference,2,13,22.346254840921606
squared difference,2,13,22.346254840921606
squared difference,2,13,22.346254840921606
squared difference,2,13,22.346254840921606
squared difference,2,13,22.346254840921606
squared difference,2,13,22.346254840921606
squared difference,2,15,30.820755808719905
squared difference,2,11,34.0320354201738
squared difference,2,13,22.346254840921606
squared difference,2,18,40.31976981351631
squared difference,2,12,46.509724468071795
squared difference,2,16,32.794379208823074
squared difference,7,13,30.916261350882237
squared difference,2,19,37.471552364221786
squared difference,6,7,30.611343943414195
squared difference,8,25,33.30866554922603
squared difference,9,9,32.773967308806654
squared difference,4,10,36.36514359752388
squared difference,2,23,37.03191361010087
squared difference,3,6,31.243129373665443
squared difference,5,4,35.649924261559654
squared difference,2,27,48.31922596749368
squared difference,7,17,30.546330037859107
squared difference,6,21,33.122625729822325
squared difference,2,5,31.924656325119127
squared difference,8,29,20.178745952838252
squared difference,8,29,20.178745952838252
squared difference,8,29,20.178745952838252
squared difference,8,29,20.178745952838252
squared difference,8,14,31.016401506414166
squared difference,8,20,34.83959009997666
squared difference,8,29,20.178745952838252
squared difference,8,29,20.178745952838252
squared difference,8,29,20.178745952838252
squared difference,8,29,20.178745952838252
squared difference,8,29,20.178745952838252
squared difference,8,29,20.178745952838252
squared difference,8,29,20.178745952838252
squared difference,8,3,31.63106806255541
squared difference,8,26,34.589975876648644
squared difference,8,22,32.07937921825459
squared difference,8,15,32.49953703294554
squared difference,9,11,32.214838014617456
squared difference,4,29,27.229102860256685
squared difference,8,16,31.61382005503207
squared difference,3,12,40.917270203977566
squared difference,5,18,33.499959586553516
squared difference,8,7,30.160407043206174
squared difference,7,29,22.157383098830206
squared difference,8,6,31.904888810800752
squared difference,6,19,37.82723066550847
squared difference,9,25,26.252428691761125
squared difference,8,9,31.390222627819643
squared difference,4,4,35.84153787104476
squared difference,3,10,38.02464433551609
squared difference,5,23,38.14101959105485
squared difference,8,5,32.89090667551557
squared difference,8,24,34.738559787953584
squared difference,6,27,31.933060795337223
squared difference,7,17,30.546330037859107
squared difference,8,14,31.016401506414166
squared difference,8,29,20.178745952838252
squared difference,8,29,20.178745952838252
squared difference,8,29,20.178745952838252
squared difference,8,29,20.178745952838252
