complexity_measure,k,l,loss
squared difference,4,7,31.067012394170927
squared difference,6,15,29.17093688360652
squared difference,6,10,22.455749129756043
squared difference,3,9,32.057733828518394
squared difference,5,15,27.88497969247919
squared difference,6,14,27.205388262299127
squared difference,2,8,30.8038408686668
squared difference,8,16,33.214368893029636
squared difference,8,22,40.05391077633429
squared difference,6,20,36.09767747495692
squared difference,9,18,38.11584918541835
squared difference,1,6,22.79361918756243
squared difference,2,19,48.09153418087331
squared difference,8,25,32.933205839605584
squared difference,7,12,26.39041540062749
squared difference,5,12,23.83107596305752
squared difference,6,12,27.585608214461114
squared difference,1,19,61.58601695340834
squared difference,5,16,33.791236703609975
squared difference,8,9,30.181991288373695
squared difference,1,6,22.79361918756243
squared difference,1,28,65.34643296189418
squared difference,4,10,22.899576304449095
squared difference,9,10,26.844515828111128
squared difference,7,27,37.605556550913505
squared difference,1,24,65.5207850360599
squared difference,1,23,41.24476624653238
squared difference,3,6,33.13793503555843
squared difference,4,4,30.87649278012718
squared difference,6,3,27.590447722028376
squared difference,6,17,34.06480722984231
squared difference,1,5,29.656187825726906
squared difference,3,13,29.469058601161496
squared difference,9,29,39.626682425259375
squared difference,2,11,21.940840915325996
squared difference,2,11,21.940840915325996
squared difference,2,11,21.940840915325996
squared difference,2,11,21.940840915325996
squared difference,2,11,21.940840915325996
squared difference,2,21,35.85537432043414
squared difference,2,26,55.19974640453105
squared difference,2,7,39.53039037909932
squared difference,2,11,21.940840915325996
squared difference,7,14,25.960583286148108
squared difference,2,15,28.285016348467906
squared difference,4,8,34.909776583058914
squared difference,5,22,42.83010751340518
squared difference,3,18,20.341625900480825
squared difference,3,18,20.341625900480825
squared difference,3,18,20.341625900480825
squared difference,3,18,20.341625900480825
squared difference,3,18,20.341625900480825
squared difference,3,20,29.085036288527345
squared difference,3,18,20.341625900480825
squared difference,3,25,34.807031749763276
squared difference,8,28,36.621227563892134
squared difference,3,18,20.341625900480825
squared difference,9,9,30.68898254985911
squared difference,5,16,33.791236703609975
squared difference,7,27,37.605556550913505
squared difference,3,4,30.368049297591725
squared difference,8,24,32.5216849359179
squared difference,4,23,25.436328775311463
squared difference,3,19,34.92965543856793
squared difference,6,3,27.590447722028376
squared difference,3,18,20.341625900480825
squared difference,3,18,20.341625900480825
squared difference,3,18,20.341625900480825
squared difference,3,13,29.469058601161496
squared difference,3,5,27.025737907867153
squared difference,3,17,41.778862959181915
squared difference,5,21,39.21126649983033
squared difference,9,29,39.626682425259375
squared difference,7,26,36.19138975498389
squared difference,8,7,31.63694405837531
squared difference,6,10,22.455749129756043
squared difference,4,18,35.838774212990835
squared difference,3,14,30.477078483869892
squared difference,1,12,18.391031699346925
squared difference,1,12,18.391031699346925
squared difference,1,12,18.391031699346925
squared difference,1,12,18.391031699346925
squared difference,1,12,18.391031699346925
squared difference,1,12,18.391031699346925
squared difference,1,12,18.391031699346925
squared difference,1,12,18.391031699346925
squared difference,1,12,18.391031699346925
squared difference,1,12,18.391031699346925
squared difference,1,15,33.96850283130261
squared difference,1,8,39.30491660386062
squared difference,1,22,34.36435943358002
squared difference,1,6,22.79361918756243
squared difference,1,20,35.70225146126506
squared difference,1,25,59.539296752721675
squared difference,1,12,18.391031699346925
squared difference,9,9,30.68898254985911
squared difference,7,27,37.605556550913505
squared difference,5,16,33.791236703609975
squared difference,1,24,65.5207850360599
squared difference,4,23,25.436328775311463
squared difference,6,19,37.864472288361945
squared difference,8,4,27.894432356092338
squared difference,1,28,65.34643296189418
squared difference,9,13,31.607326818022454
squared difference,1,3,28.45998705898366
squared difference,5,17,35.44063457879769
squared difference,7,12,26.39041540062749
squared difference,1,29,71.77568408890042
squared difference,4,21,31.545897417842976
squared difference,6,5,27.10897518162912
squared difference,1,26,63.6399970978124
squared difference,9,12,28.085327224089088
squared difference,8,7,31.63694405837531
squared difference,1,10,25.519453188258932
squared difference,5,14,30.85096482508814
squared difference,7,15,30.099198549302546
squared difference,1,22,34.36435943358002
squared difference,2,8,30.8038408686668
squared difference,4,6,27.877177136646512
squared difference,6,20,36.09767747495692
squared difference,8,12,32.32515063631518
squared difference,1,25,59.539296752721675
squared difference,1,28,65.34643296189418
squared difference,1,9,28.183976992298813
squared difference,9,12,28.085327224089088
squared difference,1,27,65.7551435145821
squared difference,7,16,33.50637597517484
squared difference,5,24,36.32282760010029
squared difference,2,23,38.4293768432453
squared difference,4,4,30.87649278012718
squared difference,1,12,18.391031699346925
squared difference,6,19,37.864472288361945
squared difference,8,3,27.63526221503541
squared difference,1,13,37.21455503974768
squared difference,1,17,33.69880492652837
squared difference,9,5,27.948612576252156
squared difference,1,29,71.77568408890042
squared difference,2,21,35.85537432043414
squared difference,5,26,46.52832983482725
squared difference,7,11,22.674603549327525
squared difference,1,12,18.391031699346925
squared difference,4,12,24.539668479955136
squared difference,6,7,31.345867639366045
squared difference,8,10,25.82302720587579
squared difference,1,15,33.96850283130261
squared difference,1,12,18.391031699346925
squared difference,1,12,18.391031699346925
squared difference,1,12,18.391031699346925
squared difference,1,14,20.4580797764983
squared difference,1,12,18.391031699346925
