complexity_measure,k,l,loss
squared difference,1,8,47.36655316541925
squared difference,9,4,39.69512065934186
squared difference,2,7,29.390760931050966
squared difference,2,28,30.986635799184796
squared difference,9,26,32.309762118949706
squared difference,5,15,26.624783827626626
squared difference,5,10,31.658941987223997
squared difference,4,5,25.895650959912548
squared difference,8,21,34.89317099414514
squared difference,9,24,33.28029383885759
squared difference,4,20,27.466580263697438
squared difference,5,26,34.6437522793847
squared difference,4,11,43.082412297710114
squared difference,1,5,34.72672858837128
squared difference,8,8,27.00100676558682
squared difference,3,15,27.153082460643546
squared difference,3,23,50.70614657826925
squared difference,2,11,40.64425549567781
squared difference,8,22,33.96475161307189
squared difference,7,10,34.05866970309317
squared difference,6,15,29.421010043340612
squared difference,4,5,25.895650959912548
squared difference,4,5,25.895650959912548
squared difference,4,16,24.532516540141472
squared difference,4,16,24.532516540141472
squared difference,4,16,24.532516540141472
squared difference,7,16,27.035776153548145
squared difference,6,16,28.541795519742312
squared difference,1,18,14.557558202327705
squared difference,1,18,14.557558202327705
squared difference,1,3,34.39906288313376
squared difference,1,18,14.557558202327705
squared difference,1,18,14.557558202327705
squared difference,1,14,54.98382270733444
squared difference,1,29,46.526146871143986
squared difference,1,18,14.557558202327705
squared difference,9,12,27.311362966796356
squared difference,2,6,38.05195524819639
squared difference,1,27,46.217829053445634
squared difference,3,17,25.465041668199678
squared difference,5,9,27.907187922072413
squared difference,7,13,26.87452715626756
squared difference,1,19,53.410951695200914
squared difference,9,7,31.011589437612127
squared difference,6,25,38.521697989219085
squared difference,1,28,48.1219889004723
squared difference,8,4,39.82096480056892
squared difference,2,8,32.48143604828346
squared difference,5,18,29.096212913154137
squared difference,3,21,29.342093895517497
squared difference,1,20,55.516925212180865
squared difference,8,24,34.49699648716037
squared difference,9,26,32.309762118949706
squared difference,7,23,33.51334679215166
squared difference,6,18,32.24819746149982
squared difference,1,12,47.92821573582608
squared difference,5,18,29.096212913154137
squared difference,2,22,28.348277799282666
squared difference,3,11,31.15829632969314
squared difference,1,3,34.39906288313376
squared difference,8,17,29.434306498198268
squared difference,1,14,54.98382270733444
squared difference,7,10,34.05866970309317
squared difference,6,29,36.57391648752861
squared difference,9,6,29.79660157138451
squared difference,1,18,14.557558202327705
squared difference,1,25,54.355701149521074
squared difference,1,18,14.557558202327705
squared difference,1,18,14.557558202327705
squared difference,1,27,46.217829053445634
squared difference,1,19,53.410951695200914
squared difference,2,15,39.775713782059746
squared difference,1,9,41.456649992815244
squared difference,4,18,26.816731780200886
squared difference,1,13,37.742297980168374
squared difference,5,7,31.41796445579976
squared difference,3,4,38.53639688839172
squared difference,1,21,54.811276763622224
squared difference,7,28,34.23595464086069
squared difference,9,20,35.45028037317437
squared difference,8,24,34.49699648716037
squared difference,6,18,32.24819746149982
squared difference,1,8,47.36655316541925
squared difference,4,5,25.895650959912548
squared difference,1,18,14.557558202327705
squared difference,2,26,29.59414563385248
squared difference,5,11,34.331172395973326
squared difference,1,23,51.65987174667281
squared difference,3,10,28.743875343558713
squared difference,8,3,37.844842864704844
squared difference,1,18,14.557558202327705
squared difference,1,22,45.84006443526828
squared difference,7,14,25.104787738970554
squared difference,6,29,36.57391648752861
squared difference,9,18,30.605061532888495
squared difference,4,12,30.116825740406384
squared difference,2,17,29.63999215895686
squared difference,1,6,21.984788413127447
squared difference,5,27,38.4737157850961
squared difference,1,25,54.355701149521074
squared difference,8,9,29.17213155574161
squared difference,3,15,27.153082460643546
squared difference,7,19,30.87513537320601
squared difference,1,7,26.222302440431648
squared difference,1,18,14.557558202327705
squared difference,6,16,28.541795519742312
squared difference,9,28,39.66356445485716
squared difference,1,13,37.742297980168374
squared difference,4,4,36.14049819974506
squared difference,5,20,34.94997857569852
squared difference,2,24,47.02339945108983
squared difference,1,21,54.811276763622224
squared difference,3,18,28.475689344635914
squared difference,1,26,44.55706887596467
squared difference,8,8,27.00100676558682
squared difference,7,22,31.312327570120843
squared difference,1,5,34.72672858837128
squared difference,9,23,35.02087432241038
squared difference,6,18,32.24819746149982
squared difference,1,10,41.08129823286469
squared difference,1,11,60.508015180591904
squared difference,4,18,26.816731780200886
squared difference,2,29,36.40739698217861
squared difference,5,12,28.24126925396139
squared difference,3,14,25.87456392824841
squared difference,1,6,21.984788413127447
squared difference,7,17,30.288064614969045
squared difference,8,27,38.68956528214902
squared difference,1,3,34.39906288313376
squared difference,6,18,32.24819746149982
squared difference,9,25,34.587558654040265
squared difference,1,9,41.456649992815244
squared difference,4,15,25.991368118257114
squared difference,2,13,31.90255564742284
squared difference,1,7,26.222302440431648
squared difference,5,19,32.00325734868675
squared difference,1,4,27.587034867741863
squared difference,3,28,36.11747483203832
squared difference,8,16,26.1781072444689
squared difference,7,21,36.030762643398425
squared difference,1,20,55.516925212180865
squared difference,6,24,35.67310082477823
squared difference,9,18,30.605061532888495
squared difference,1,8,47.36655316541925
squared difference,2,5,29.04665979698876
squared difference,1,18,14.557558202327705
squared difference,1,18,14.557558202327705
squared difference,1,18,14.557558202327705
squared difference,1,18,14.557558202327705
squared difference,1,18,14.557558202327705
