complexity_measure,k,l,loss
squared difference,9,23,22.31591595165882
squared difference,6,22,25.052150070906702
squared difference,6,24,22.551249411161375
squared difference,8,6,17.549108937499
squared difference,3,9,14.100462752644168
squared difference,7,21,27.132096889540474
squared difference,4,10,14.667258948449325
squared difference,4,24,26.694165174072946
squared difference,7,26,25.741362352012818
squared difference,7,22,24.83886534445057
squared difference,4,10,14.667258948449325
squared difference,6,9,12.737136497652083
squared difference,5,24,22.603055236251592
squared difference,1,21,12.404217670549615
squared difference,3,21,26.892846792472834
squared difference,4,14,20.785869098469135
squared difference,2,24,43.76938815453502
squared difference,2,16,14.782238001337781
squared difference,6,16,15.324062670056003
squared difference,8,9,13.823331659531632
squared difference,1,19,10.808285629561453
squared difference,1,28,51.81786294183484
squared difference,1,19,10.808285629561453
squared difference,1,19,10.808285629561453
squared difference,1,19,10.808285629561453
squared difference,1,19,10.808285629561453
squared difference,1,29,48.39550695415113
squared difference,5,20,23.42035843623618
squared difference,9,4,14.166008024162045
squared difference,9,11,14.421380994691674
squared difference,1,8,22.72403763930386
squared difference,1,25,48.735087885050824
squared difference,8,17,20.986591346664877
squared difference,3,5,17.382558642277928
squared difference,1,7,33.38356459669652
squared difference,2,27,41.04452760223783
squared difference,5,18,22.92107967979885
squared difference,9,3,14.097179003085785
squared difference,7,23,23.15293186253697
squared difference,8,12,15.361366584423253
squared difference,6,15,15.584750183239551
squared difference,3,6,17.94599925626895
squared difference,1,13,36.98279637627368
squared difference,7,19,21.12828353151559
squared difference,4,19,25.954981409476
squared difference,1,26,49.377245445483716
squared difference,5,22,23.584818060129447
squared difference,2,14,12.365730435381735
squared difference,6,20,25.36370561582787
squared difference,1,19,10.808285629561453
squared difference,4,10,14.667258948449325
squared difference,8,7,16.702584631698404
squared difference,3,25,36.15409419618276
squared difference,7,4,14.055766221348284
squared difference,1,3,14.827297528788185
squared difference,9,28,25.625056156492303
squared difference,1,29,48.39550695415113
squared difference,2,11,15.20363433791399
squared difference,6,5,15.65520829976009
squared difference,5,8,15.310329157104027
squared difference,1,17,11.294719925124575
squared difference,4,19,25.954981409476
squared difference,1,27,49.9999385952552
squared difference,3,18,19.321187698377866
squared difference,8,13,17.249597214070622
squared difference,1,19,10.808285629561453
squared difference,1,19,10.808285629561453
squared difference,1,21,12.404217670549615
squared difference,1,19,10.808285629561453
squared difference,1,16,10.286053275202292
squared difference,1,16,10.286053275202292
squared difference,9,16,18.7912857958688
squared difference,1,16,10.286053275202292
squared difference,7,16,17.75183154722403
squared difference,1,16,10.286053275202292
squared difference,2,16,14.782238001337781
squared difference,6,16,15.324062670056003
squared difference,1,16,10.286053275202292
squared difference,5,9,15.00086225599622
squared difference,4,12,22.036025953690057
squared difference,1,24,36.79683831474167
squared difference,3,23,28.694373751629968
squared difference,8,6,17.549108937499
squared difference,1,16,10.286053275202292
squared difference,9,26,23.269643473652053
squared difference,7,15,19.302298388777626
squared difference,1,22,25.426007802359326
squared difference,5,14,16.710688693071845
squared difference,6,16,15.324062670056003
squared difference,2,20,17.807981674377483
squared difference,1,28,51.81786294183484
squared difference,4,10,14.667258948449325
squared difference,1,25,48.735087885050824
squared difference,3,29,37.6703341269303
squared difference,8,11,15.291748765468403
squared difference,9,4,14.166008024162045
squared difference,7,7,15.515416213181405
squared difference,1,8,22.72403763930386
squared difference,2,3,12.423095461483518
squared difference,1,5,16.51889977088376
squared difference,5,16,13.765470583660617
squared difference,6,17,23.66542163544968
squared difference,1,21,12.404217670549615
squared difference,4,9,13.543479158770715
squared difference,1,27,49.9999385952552
squared difference,8,23,21.555618653748326
squared difference,3,16,23.535762149558085
squared difference,1,24,36.79683831474167
squared difference,9,13,17.907238411759188
squared difference,1,18,11.524748701789099
squared difference,7,15,19.302298388777626
squared difference,2,12,13.922872791665384
squared difference,6,6,16.712294522048705
squared difference,5,26,23.406656650564216
squared difference,1,16,10.286053275202292
squared difference,4,22,20.361832293470155
squared difference,1,14,10.166097349505165
squared difference,3,14,22.237061654361714
squared difference,1,14,10.166097349505165
squared difference,8,14,19.23823485662493
squared difference,9,14,19.118614265954193
squared difference,1,14,10.166097349505165
squared difference,1,14,10.166097349505165
squared difference,7,14,18.90262646812378
squared difference,2,14,12.365730435381735
squared difference,6,14,19.14642961935937
squared difference,5,14,16.710688693071845
squared difference,1,10,23.03348143050935
squared difference,1,14,10.166097349505165
squared difference,4,20,21.492778597129742
squared difference,3,25,36.15409419618276
squared difference,8,4,14.43170822361296
squared difference,1,8,22.72403763930386
squared difference,9,28,25.625056156492303
squared difference,7,29,23.02674619621337
squared difference,1,11,9.813265942699559
squared difference,2,7,13.894028552055088
squared difference,1,11,9.813265942699559
squared difference,6,3,16.04779626185195
squared difference,5,11,14.81380429441685
squared difference,4,11,13.526071676208893
squared difference,1,11,9.813265942699559
squared difference,3,11,13.81391920060958
squared difference,8,11,15.291748765468403
squared difference,1,11,9.813265942699559
squared difference,1,11,9.813265942699559
squared difference,1,11,9.813265942699559
squared difference,1,11,9.813265942699559
squared difference,1,11,9.813265942699559
squared difference,1,11,9.813265942699559
