complexity_measure,k,l,loss
squared difference,4,27,24.951055007611796
squared difference,9,26,32.55679445862324
squared difference,7,14,25.388325047963097
squared difference,3,25,23.419615585127357
squared difference,3,25,23.419615585127357
squared difference,4,23,26.921520692825073
squared difference,2,11,23.940381582397077
squared difference,3,9,9.97033377564311
squared difference,4,12,24.833960754281037
squared difference,7,8,10.352297404828903
squared difference,6,13,24.95712554485894
squared difference,2,7,8.517174925896539
squared difference,6,14,24.514159039279367
squared difference,7,9,10.86859031523995
squared difference,5,29,31.160923569212475
squared difference,1,25,31.99693903729956
squared difference,8,5,10.096752105795526
squared difference,5,21,23.324008710663293
squared difference,3,28,23.72526666663146
squared difference,9,21,28.00762119522122
squared difference,2,7,8.517174925896539
squared difference,2,7,8.517174925896539
squared difference,2,7,8.517174925896539
squared difference,2,17,31.656874242944756
squared difference,2,7,8.517174925896539
squared difference,2,24,30.481925799803445
squared difference,1,19,38.894663422936446
squared difference,8,18,31.28738632524181
squared difference,2,22,33.98457883007234
squared difference,2,3,10.765126911149153
squared difference,9,16,23.986441652232816
squared difference,2,15,9.95225928107129
squared difference,5,10,12.304965215394981
squared difference,8,6,11.261359785792743
squared difference,6,27,29.881486791365834
squared difference,1,20,49.849183053888424
squared difference,4,7,10.281973147428134
squared difference,9,4,10.726871613072836
squared difference,7,23,32.25673844032546
squared difference,2,11,23.940381582397077
squared difference,4,7,10.281973147428134
squared difference,3,12,20.939728517094807
squared difference,2,8,8.5406065297337
squared difference,6,26,30.744892488161756
squared difference,7,29,34.24763018227076
squared difference,2,13,25.764608028230736
squared difference,5,7,11.517924053683148
squared difference,4,14,28.02356303327828
squared difference,3,5,10.772832022194178
squared difference,1,3,14.962026805451522
squared difference,2,28,34.89381126477341
squared difference,8,22,33.290355909773915
squared difference,9,9,11.130785160423867
squared difference,6,17,23.446431899849575
squared difference,7,24,31.40062364046747
squared difference,2,25,30.601677255873
squared difference,3,18,29.595609276410244
squared difference,5,19,21.188939472750956
squared difference,2,7,8.517174925896539
squared difference,2,16,32.84396411711472
squared difference,8,15,28.58256900491523
squared difference,1,6,10.406008400240642
squared difference,4,10,12.345173520563469
squared difference,2,27,25.742697231598626
squared difference,9,4,10.726871613072836
squared difference,2,7,8.517174925896539
squared difference,2,7,8.517174925896539
squared difference,2,7,8.517174925896539
squared difference,2,20,30.84888014519778
squared difference,2,21,33.23801432503655
squared difference,6,7,10.75842466898016
squared difference,2,23,36.386154219922034
squared difference,7,11,14.322000694776285
squared difference,2,7,8.517174925896539
squared difference,5,26,35.618015229451146
squared difference,2,8,8.5406065297337
squared difference,3,12,20.939728517094807
squared difference,1,28,54.54322655325232
squared difference,8,29,29.072272514528834
squared difference,2,13,25.764608028230736
squared difference,4,7,10.281973147428134
squared difference,9,7,11.291665978563827
squared difference,6,14,24.514159039279367
squared difference,5,17,26.9252478211481
squared difference,7,5,9.943448955751274
squared difference,2,25,30.601677255873
squared difference,2,9,14.882040228575924
squared difference,3,3,10.296529223673929
squared difference,1,19,38.894663422936446
squared difference,2,22,33.98457883007234
squared difference,8,10,13.29376008545951
squared difference,4,18,13.210399927247307
squared difference,9,24,33.88484831857894
squared difference,2,6,11.58013862518561
squared difference,6,15,29.00947705032577
squared difference,2,7,8.517174925896539
squared difference,7,27,31.625751808859125
squared difference,3,4,11.403842767480207
squared difference,5,20,26.66099466555096
squared difference,2,21,33.23801432503655
squared difference,1,16,40.74372170625333
squared difference,2,7,8.517174925896539
squared difference,8,23,39.43796393040113
squared difference,2,11,23.940381582397077
squared difference,4,12,24.833960754281037
squared difference,9,8,10.554044789362981
squared difference,2,7,8.517174925896539
squared difference,6,26,30.744892488161756
squared difference,7,13,25.61765598186717
squared difference,5,29,31.160923569212475
squared difference,2,14,29.527140387110567
squared difference,3,28,23.72526666663146
squared difference,2,7,8.517174925896539
squared difference,1,17,36.4924860181358
squared difference,8,3,10.076392770575298
squared difference,9,5,10.226577561142802
squared difference,4,22,20.037860579629683
squared difference,2,25,30.601677255873
squared difference,2,9,14.882040228575924
squared difference,6,24,26.459201730218428
squared difference,7,18,32.458761516607034
squared difference,5,16,27.797123057063903
squared difference,2,19,32.66582199572903
squared difference,3,7,9.34285812999414
squared difference,2,10,13.268090868922286
squared difference,1,15,63.50668276268067
squared difference,8,6,11.261359785792743
squared difference,4,20,16.026175367822358
squared difference,2,27,25.742697231598626
squared difference,9,7,11.291665978563827
squared difference,6,23,28.0499657531951
squared difference,2,4,10.860001532175147
squared difference,7,11,14.322000694776285
squared difference,5,12,15.696974464116634
squared difference,2,21,33.23801432503655
squared difference,2,7,8.517174925896539
squared difference,2,7,8.517174925896539
squared difference,3,26,29.575243636495202
squared difference,1,8,15.207440541360894
squared difference,8,14,25.42451568070067
squared difference,2,7,8.517174925896539
squared difference,4,13,27.902593873418933
squared difference,9,29,34.82236443547917
squared difference,6,17,23.446431899849575
squared difference,7,28,29.432944885842463
squared difference,2,7,8.517174925896539
squared difference,2,7,8.517174925896539
squared difference,2,5,8.022318456175265
squared difference,2,9,14.882040228575924
squared difference,2,5,8.022318456175265
