complexity_measure,k,l,loss
squared difference,9,25,36.61999047690911
squared difference,3,5,30.91495701898616
squared difference,4,6,33.56377911062629
squared difference,8,7,21.729197261828972
squared difference,7,15,32.38992299679349
squared difference,1,17,57.415990663999814
squared difference,8,5,28.28384643389231
squared difference,5,7,25.45058612000545
squared difference,8,9,30.07851643939034
squared difference,7,14,32.941004868058805
squared difference,4,29,37.57204640926471
squared difference,9,21,42.57712339415585
squared difference,9,17,28.96487351384636
squared difference,3,11,28.499885483711044
squared difference,6,8,24.53062259361373
squared difference,8,15,37.82440846810223
squared difference,8,28,35.12842565944066
squared difference,2,17,17.292173458517002
squared difference,2,22,21.316896554971056
squared difference,1,5,61.71215147353107
squared difference,2,22,21.316896554971056
squared difference,2,23,25.835077216698767
squared difference,2,22,21.316896554971056
squared difference,2,20,14.393356711524126
squared difference,2,20,14.393356711524126
squared difference,2,20,14.393356711524126
squared difference,6,20,24.581753435128473
squared difference,5,20,29.876996231778083
squared difference,2,10,21.422053764415107
squared difference,2,19,15.180195867943736
squared difference,3,27,27.388594313618302
squared difference,2,13,38.20813971736547
squared difference,4,18,21.59380109289698
squared difference,7,12,36.384637004671866
squared difference,1,24,33.06924211767619
squared difference,5,3,21.922265244445086
squared difference,6,4,30.1077803206916
squared difference,9,26,38.5097540487222
squared difference,4,25,40.227238467846654
squared difference,3,6,31.742643763974417
squared difference,2,16,27.88718709953652
squared difference,7,20,38.69212746266517
squared difference,1,9,43.93556735607055
squared difference,5,20,29.876996231778083
squared difference,9,14,36.33153791592668
squared difference,2,29,67.3250428477439
squared difference,4,28,38.297348102919564
squared difference,8,7,21.729197261828972
squared difference,7,8,28.91815826013311
squared difference,6,21,39.01069337805597
squared difference,3,11,28.499885483711044
squared difference,2,23,25.835077216698767
squared difference,9,15,38.30529412582962
squared difference,2,20,14.393356711524126
squared difference,8,19,27.291453154152354
squared difference,1,10,39.46934856052676
squared difference,2,5,36.26030930081209
squared difference,6,27,34.50074190401494
squared difference,5,13,33.91044238211279
squared difference,2,18,7.286224362554232
squared difference,2,18,7.286224362554232
squared difference,4,18,21.59380109289698
squared difference,7,18,21.77824732637394
squared difference,3,18,9.932168064133187
squared difference,8,18,26.984575929701972
squared difference,3,18,9.932168064133187
squared difference,3,18,9.932168064133187
squared difference,3,18,9.932168064133187
squared difference,3,24,28.271342042936237
squared difference,3,4,32.654331984570625
squared difference,2,12,20.185122883727917
squared difference,2,3,22.445486245660845
squared difference,1,16,23.755989298372395
squared difference,9,25,36.61999047690911
squared difference,3,17,30.08390174417201
squared difference,5,6,33.07323448483011
squared difference,2,26,47.92146800361289
squared difference,6,18,23.53670485424668
squared difference,4,14,32.52255922257731
squared difference,2,9,40.30072765044042
squared difference,7,29,36.08561292511963
squared difference,3,7,20.605647380110174
squared difference,2,21,24.991047752246356
squared difference,1,18,50.13837062176085
squared difference,8,22,38.44247907902124
squared difference,9,8,22.810977086382394
squared difference,2,28,87.10239557216234
squared difference,5,11,35.14602421418911
squared difference,6,15,38.37888641988301
squared difference,3,23,29.791504112469994
squared difference,4,18,21.59380109289698
squared difference,2,10,21.422053764415107
squared difference,7,19,23.380387348366714
squared difference,2,5,36.26030930081209
squared difference,8,27,34.94406345807158
squared difference,1,13,20.66294300484684
squared difference,9,12,34.376854104549956
squared difference,3,18,9.932168064133187
squared difference,2,3,22.445486245660845
squared difference,6,24,33.37045858647753
squared difference,5,17,25.448332125356405
squared difference,4,4,30.81501314053608
squared difference,3,25,46.69186746246356
squared difference,2,18,7.286224362554232
squared difference,2,16,27.88718709953652
squared difference,2,26,47.92146800361289
squared difference,2,18,7.286224362554232
squared difference,2,9,40.30072765044042
squared difference,2,14,28.848341632811852
squared difference,2,29,67.3250428477439
squared difference,7,7,21.8473027040006
squared difference,2,6,27.14196725924379
squared difference,8,21,41.19668372313103
squared difference,2,22,21.316896554971056
squared difference,1,28,83.06333203414157
squared difference,9,8,22.810977086382394
squared difference,2,11,21.85779381668827
squared difference,5,18,16.880735212311574
squared difference,2,23,25.835077216698767
squared difference,6,10,24.28931297814422
squared difference,4,15,30.046665831019528
squared difference,2,19,15.180195867943736
squared difference,7,18,21.77824732637394
squared difference,8,27,34.94406345807158
squared difference,1,5,61.71215147353107
squared difference,2,13,38.20813971736547
squared difference,9,12,34.376854104549956
squared difference,2,18,7.286224362554232
squared difference,5,24,38.39516753144483
squared difference,2,17,17.292173458517002
squared difference,6,3,21.549700124932503
squared difference,4,4,30.81501314053608
squared difference,7,25,35.595223235864594
squared difference,2,26,47.92146800361289
squared difference,1,18,50.13837062176085
squared difference,8,6,26.556716810209043
squared difference,9,14,36.33153791592668
squared difference,2,18,7.286224362554232
squared difference,2,16,27.88718709953652
squared difference,5,7,25.45058612000545
squared difference,2,9,40.30072765044042
squared difference,6,21,39.01069337805597
squared difference,4,22,30.80678667932636
squared difference,2,20,14.393356711524126
squared difference,7,8,28.91815826013311
squared difference,2,18,7.286224362554232
squared difference,2,18,7.286224362554232
squared difference,2,18,7.286224362554232
squared difference,2,18,7.286224362554232
squared difference,2,28,87.10239557216234
