complexity_measure,k,l,loss
squared difference,6,17,7.048719818737104
squared difference,9,26,4.905133740671006
squared difference,8,15,5.370086161421622
squared difference,5,3,5.712177155519714
squared difference,1,11,6.76651891473922
squared difference,2,18,5.297449166751067
squared difference,5,23,6.125224255589484
squared difference,8,22,4.918600154315083
squared difference,5,11,5.697100375957241
squared difference,8,22,4.918600154315083
squared difference,9,13,6.330230695525458
squared difference,8,5,5.078563502179066
squared difference,9,6,5.297128337569945
squared difference,9,20,5.387585130577784
squared difference,3,18,8.416475881102288
squared difference,1,4,4.803277561252139
squared difference,8,25,4.689270096724015
squared difference,9,27,5.802818592385783
squared difference,6,14,5.846488972163468
squared difference,1,14,13.276116808018633
squared difference,4,4,5.511584949613357
squared difference,1,25,23.965591602499956
squared difference,7,4,5.263973064825908
squared difference,1,10,9.577109669541919
squared difference,4,7,5.876641622061559
squared difference,7,19,5.42299537740016
squared difference,3,16,8.730838302636819
squared difference,2,25,13.711330095994164
squared difference,1,28,36.26043956158713
squared difference,6,8,5.762772691111228
squared difference,8,24,4.4110154239842645
squared difference,8,24,4.4110154239842645
squared difference,8,24,4.4110154239842645
squared difference,8,24,4.4110154239842645
squared difference,8,9,4.538255166591997
squared difference,2,24,20.258246497340675
squared difference,8,29,9.1153455054248
squared difference,7,21,5.170916268736534
squared difference,5,12,5.664407277622907
squared difference,8,15,5.370086161421622
squared difference,3,17,5.896941649924162
squared difference,4,24,9.098154682806657
squared difference,6,26,8.71960286582345
squared difference,8,3,5.351261887871098
squared difference,5,24,6.4693578537178
squared difference,8,23,4.342732932446758
squared difference,2,13,6.12056839997387
squared difference,8,23,4.342732932446758
squared difference,9,23,4.4021039439961624
squared difference,3,23,6.724649881344497
squared difference,8,23,4.342732932446758
squared difference,5,5,5.251174077227536
squared difference,6,23,4.750923548733929
squared difference,4,6,4.761903284918154
squared difference,7,20,5.903098130772598
squared difference,8,11,5.588956938722845
squared difference,9,22,4.669568933859952
squared difference,2,27,14.119368915694414
squared difference,8,23,4.342732932446758
squared difference,3,7,6.129829263732194
squared difference,4,18,6.772521541420757
squared difference,1,10,9.577109669541919
squared difference,8,19,5.813516209139876
squared difference,7,28,12.694941881060108
squared difference,6,8,5.762772691111228
squared difference,8,23,4.342732932446758
squared difference,8,23,4.342732932446758
squared difference,8,23,4.342732932446758
squared difference,8,16,5.106926907772805
squared difference,8,9,4.538255166591997
squared difference,8,29,9.1153455054248
squared difference,5,23,6.125224255589484
squared difference,9,17,6.455505586291708
squared difference,8,14,5.9076105358032756
squared difference,2,21,7.730118710295469
squared difference,1,15,15.444306482261743
squared difference,8,12,6.714611955568394
squared difference,8,13,6.5351948068962145
squared difference,3,5,5.538691445282393
squared difference,7,3,5.489221978575469
squared difference,4,26,9.344127333505385
squared difference,6,23,4.750923548733929
squared difference,8,6,5.312524912970765
squared difference,5,20,5.835497661361089
squared difference,9,4,5.148848792504658
squared difference,8,25,4.689270096724015
squared difference,1,22,15.67459805865959
squared difference,2,27,14.119368915694414
squared difference,8,23,4.342732932446758
squared difference,3,10,7.451425814582476
squared difference,8,7,5.518467932031989
squared difference,4,11,6.159153070351832
squared difference,7,19,5.42299537740016
squared difference,8,28,9.145097861287004
squared difference,6,18,6.950969273037276
squared difference,5,23,6.125224255589484
squared difference,9,16,5.6227558769767
squared difference,2,8,5.151269291544168
squared difference,8,29,9.1153455054248
squared difference,1,23,16.7170061707622
squared difference,8,9,4.538255166591997
squared difference,3,21,8.08788356589168
squared difference,8,14,5.9076105358032756
squared difference,4,17,8.43781598301126
squared difference,7,12,6.355444980502276
squared difference,6,15,6.566047928225022
squared difference,8,26,5.305699196515992
squared difference,5,3,5.712177155519714
squared difference,9,23,4.4021039439961624
squared difference,8,13,6.5351948068962145
squared difference,2,5,6.627542947376887
squared difference,1,4,4.803277561252139
squared difference,8,6,5.312524912970765
squared difference,3,20,6.4260052707362805
squared difference,8,23,4.342732932446758
squared difference,4,25,7.832229289582092
squared difference,7,27,10.0929417879543
squared difference,8,11,5.588956938722845
squared difference,6,22,4.99463360386181
squared difference,5,7,6.002423171927926
squared difference,8,10,5.183307853540083
squared difference,9,23,4.4021039439961624
squared difference,8,18,6.141187928998723
squared difference,2,19,4.299493177476447
squared difference,2,19,4.299493177476447
squared difference,2,19,4.299493177476447
squared difference,2,19,4.299493177476447
squared difference,2,19,4.299493177476447
squared difference,2,19,4.299493177476447
squared difference,2,19,4.299493177476447
squared difference,2,19,4.299493177476447
squared difference,2,19,4.299493177476447
squared difference,2,19,4.299493177476447
squared difference,2,19,4.299493177476447
squared difference,2,19,4.299493177476447
squared difference,2,16,3.4254704568211145
squared difference,2,16,3.4254704568211145
squared difference,2,16,3.4254704568211145
squared difference,2,16,3.4254704568211145
squared difference,2,16,3.4254704568211145
squared difference,2,16,3.4254704568211145
squared difference,2,16,3.4254704568211145
squared difference,2,16,3.4254704568211145
squared difference,2,16,3.4254704568211145
squared difference,2,9,7.365132637988722
squared difference,2,16,3.4254704568211145
squared difference,2,16,3.4254704568211145
squared difference,2,16,3.4254704568211145
squared difference,2,16,3.4254704568211145
squared difference,2,16,3.4254704568211145
