complexity_measure,k,l,loss
squared difference,4,5,14.06743554780484
squared difference,8,4,14.438136005827552
squared difference,9,6,13.175196348452488
squared difference,9,12,14.373689083147681
squared difference,5,7,13.0867907155421
squared difference,5,10,12.671981433979616
squared difference,4,7,12.14058397496865
squared difference,5,19,16.157030120191067
squared difference,4,10,12.801770155086876
squared difference,8,16,16.420397478139545
squared difference,5,12,19.376828423657965
squared difference,6,28,23.035139465349534
squared difference,8,14,18.53102329253395
squared difference,3,11,18.397892617328857
squared difference,6,4,13.421592147096854
squared difference,4,23,15.142597729475732
squared difference,8,4,14.438136005827552
squared difference,7,9,13.543505573509046
squared difference,7,17,20.696687220026615
squared difference,5,29,28.375091744975354
squared difference,2,26,21.99233585619129
squared difference,1,18,91.17298707570937
squared difference,2,7,16.83978512733152
squared difference,1,13,29.748823819938583
squared difference,4,8,15.011684503699934
squared difference,3,27,19.284744765744826
squared difference,5,15,14.798168202411096
squared difference,4,10,12.801770155086876
squared difference,4,20,20.40503235288095
squared difference,5,22,10.169562070166174
squared difference,3,24,17.51780788743981
squared difference,9,22,27.433718449282633
squared difference,1,25,20.822898523268822
squared difference,2,21,26.579561571910983
squared difference,9,3,14.618936957540262
squared difference,6,7,12.636040242361206
squared difference,4,22,11.058735128358123
squared difference,5,22,10.169562070166174
squared difference,5,22,10.169562070166174
squared difference,5,5,15.270043916888618
squared difference,5,22,10.169562070166174
squared difference,5,19,16.157030120191067
squared difference,5,22,10.169562070166174
squared difference,7,6,13.910508918440046
squared difference,5,28,23.341198700699284
squared difference,8,16,16.420397478139545
squared difference,9,12,14.373689083147681
squared difference,6,11,15.307791030720542
squared difference,5,9,14.029798368858605
squared difference,3,14,20.38290184545278
squared difference,7,23,15.635868329181141
squared difference,5,17,27.543199763588245
squared difference,8,26,24.553670542499763
squared difference,2,29,18.722898106796986
squared difference,1,18,91.17298707570937
squared difference,5,13,16.252171660767555
squared difference,6,8,13.850589675306695
squared difference,5,20,17.346580481065303
squared difference,7,27,21.92799360598042
squared difference,9,22,27.433718449282633
squared difference,3,15,14.311325562372103
squared difference,8,24,14.388256557484125
squared difference,2,21,26.579561571910983
squared difference,1,25,20.822898523268822
squared difference,5,4,12.921025800660368
squared difference,5,22,10.169562070166174
squared difference,5,22,10.169562070166174
squared difference,5,22,10.169562070166174
squared difference,5,5,15.270043916888618
squared difference,5,3,16.183225455090867
squared difference,5,10,12.671981433979616
squared difference,6,22,11.469371434045962
squared difference,4,6,14.803419172997318
squared difference,5,22,10.169562070166174
squared difference,3,16,23.982445260878446
squared difference,9,12,14.373689083147681
squared difference,5,28,23.341198700699284
squared difference,2,11,24.67714182212158
squared difference,7,14,16.721826916351336
squared difference,1,19,43.919681188126674
squared difference,8,22,22.91938509292574
squared difference,5,17,27.543199763588245
squared difference,4,23,15.142597729475732
squared difference,5,9,14.029798368858605
squared difference,6,7,12.636040242361206
squared difference,5,18,15.468781359189292
squared difference,9,29,27.212073805063586
squared difference,3,26,21.29922495554553
squared difference,5,27,13.645640209600716
squared difference,2,22,22.356642277230232
squared difference,7,13,22.23340186430292
squared difference,1,8,15.03407694070061
squared difference,8,20,18.025569945262504
squared difference,5,24,14.707019768783288
squared difference,4,15,20.053100492596837
squared difference,5,21,15.460665042262448
squared difference,6,25,12.090078964211173
squared difference,5,3,16.183225455090867
squared difference,9,5,13.038261181327409
squared difference,3,4,12.014666419847087
squared difference,7,22,16.08650544173265
squared difference,5,22,10.169562070166174
squared difference,1,6,12.38787821081367
squared difference,2,10,17.617921836201127
squared difference,5,16,17.891132178676482
squared difference,8,28,28.916147574422354
squared difference,4,19,21.31313759088344
squared difference,5,12,19.376828423657965
squared difference,6,14,17.906168952777055
squared difference,5,23,13.51105546274554
squared difference,9,22,27.433718449282633
squared difference,3,11,18.397892617328857
squared difference,7,17,20.696687220026615
squared difference,5,9,14.029798368858605
squared difference,2,7,16.83978512733152
squared difference,1,13,29.748823819938583
squared difference,5,29,28.375091744975354
squared difference,8,18,21.445599581497632
squared difference,5,26,11.726842030289555
squared difference,4,22,11.058735128358123
squared difference,6,27,20.995507840055065
squared difference,5,8,11.570914600951328
squared difference,9,24,26.28603436467175
squared difference,7,20,16.49000352393067
squared difference,5,21,15.460665042262448
squared difference,3,22,17.781204083392694
squared difference,2,4,12.932773779911606
squared difference,5,15,14.798168202411096
squared difference,1,25,20.822898523268822
squared difference,8,3,14.873957865646764
squared difference,5,5,15.270043916888618
squared difference,6,10,13.951242804245467
squared difference,4,22,11.058735128358123
squared difference,5,22,10.169562070166174
squared difference,5,16,17.891132178676482
squared difference,9,19,23.45329273940949
squared difference,3,6,13.51078526121526
squared difference,7,28,22.372557887833903
squared difference,2,11,24.67714182212158
squared difference,1,14,37.282781312249114
squared difference,8,23,19.906456175278798
squared difference,5,12,19.376828423657965
squared difference,5,9,14.029798368858605
squared difference,4,26,21.013875085183876
squared difference,6,17,17.72727939666498
squared difference,5,22,10.169562070166174
squared difference,5,22,10.169562070166174
squared difference,5,22,10.169562070166174
squared difference,5,22,10.169562070166174
squared difference,5,22,10.169562070166174
