complexity_measure,k,l,loss
squared difference,4,15,8.005966975483183
squared difference,1,18,28.47748525656354
squared difference,8,26,6.959720184642233
squared difference,6,3,3.690827350360454
squared difference,4,21,5.6049254829876505
squared difference,3,16,11.95541157964962
squared difference,9,25,5.386853288455698
squared difference,4,22,5.426841741573771
squared difference,4,16,8.138618304502476
squared difference,9,10,4.483681917636127
squared difference,3,9,4.5107789261837405
squared difference,4,3,4.010642703025847
squared difference,6,29,7.5411739414240415
squared difference,8,9,4.189303316600211
squared difference,6,5,3.788253122618425
squared difference,3,16,11.95541157964962
squared difference,2,27,23.161999354508776
squared difference,3,29,8.79969626986846
squared difference,3,7,4.296578094736124
squared difference,5,29,10.007022155353377
squared difference,6,5,3.788253122618425
squared difference,6,5,3.788253122618425
squared difference,7,3,3.9112948156770617
squared difference,6,14,8.763470885232136
squared difference,6,4,3.2265477079905236
squared difference,6,4,3.2265477079905236
squared difference,7,4,3.356781938001891
squared difference,1,4,4.6452507851274705
squared difference,5,4,3.3325556897480926
squared difference,2,20,17.852459173491912
squared difference,6,17,7.368874192407556
squared difference,1,13,12.32523185912143
squared difference,8,24,5.960513722789666
squared difference,6,8,4.008325346647127
squared difference,6,19,8.3268479385491
squared difference,9,6,3.4587072169280515
squared difference,7,23,6.650042536781284
squared difference,2,11,4.430309601230701
squared difference,5,12,5.009885594994332
squared difference,6,15,6.463816786159808
squared difference,1,28,24.199914731086512
squared difference,8,18,4.6190984306007605
squared difference,9,26,4.979352736318394
squared difference,4,21,5.6049254829876505
squared difference,6,4,3.2265477079905236
squared difference,6,22,8.949751189383457
squared difference,4,4,3.323684941071719
squared difference,8,25,6.407032563253779
squared difference,9,7,3.8159915000609934
squared difference,6,27,8.11819430238592
squared difference,2,4,3.6775610243975656
squared difference,7,10,3.9763902254823904
squared difference,5,28,12.808119866286127
squared difference,3,14,7.210985512539487
squared difference,6,9,4.48819686770162
squared difference,1,6,4.682729605741774
squared difference,6,20,8.288314124784064
squared difference,4,8,2.8907223590165985
squared difference,4,8,2.8907223590165985
squared difference,4,8,2.8907223590165985
squared difference,4,8,2.8907223590165985
squared difference,4,8,2.8907223590165985
squared difference,4,8,2.8907223590165985
squared difference,4,16,8.138618304502476
squared difference,4,13,8.421388319941784
squared difference,4,8,2.8907223590165985
squared difference,4,8,2.8907223590165985
squared difference,4,8,2.8907223590165985
squared difference,4,23,12.469273147655274
squared difference,4,17,13.46204454356308
squared difference,4,24,14.96123993960584
squared difference,3,19,11.277737096599438
squared difference,4,15,8.005966975483183
squared difference,7,3,3.9112948156770617
squared difference,2,11,4.430309601230701
squared difference,5,12,5.009885594994332
squared difference,4,8,2.8907223590165985
squared difference,9,29,5.825819572403447
squared difference,8,22,5.1985231913340435
squared difference,1,26,23.7206735717494
squared difference,4,18,12.019659858586413
squared difference,3,25,16.909942032131518
squared difference,4,21,5.6049254829876505
squared difference,7,5,3.741484402101014
squared difference,2,10,5.8920658214726975
squared difference,8,8,3.518566614175029
squared difference,5,7,3.509442675138238
squared difference,9,27,5.381857817718202
squared difference,4,14,7.427804394305485
squared difference,1,9,5.819918449833701
squared difference,4,8,2.8907223590165985
squared difference,4,20,8.33069581459767
squared difference,3,16,11.95541157964962
squared difference,2,6,3.8243590084376264
squared difference,4,8,2.8907223590165985
squared difference,7,28,6.33188100274819
squared difference,8,13,4.377745902057773
squared difference,5,17,6.474589258919713
squared difference,9,24,5.552522812237425
squared difference,4,19,12.910828390295862
squared difference,4,3,4.010642703025847
squared difference,4,23,12.469273147655274
squared difference,1,8,5.071233940670159
squared difference,3,11,7.316483639035863
squared difference,4,18,12.019659858586413
squared difference,2,12,10.132141788095014
squared difference,7,15,5.337229681656463
squared difference,5,26,9.416278799068516
squared difference,8,29,7.40117461786344
squared difference,4,22,5.426841741573771
squared difference,9,21,5.70207894074282
squared difference,1,8,5.071233940670159
squared difference,4,5,3.763628473266914
squared difference,4,10,8.536481773320991
squared difference,3,25,16.909942032131518
squared difference,4,8,2.8907223590165985
squared difference,2,8,3.9796180109513277
squared difference,7,7,3.3278821208694427
squared difference,5,27,11.299844348877409
squared difference,4,28,10.098973164141766
squared difference,9,14,6.20269304995615
squared difference,8,20,6.463101682440782
squared difference,4,9,3.0840369052873045
squared difference,1,16,47.88104168359706
squared difference,4,13,8.421388319941784
squared difference,6,6,3.7404552134191387
squared difference,4,23,12.469273147655274
squared difference,3,24,6.103261650391115
squared difference,2,17,14.68478473572167
squared difference,4,8,2.8907223590165985
squared difference,7,3,3.9112948156770617
squared difference,8,26,6.959720184642233
squared difference,5,11,6.827299894853783
squared difference,9,19,5.542971357548038
squared difference,4,15,8.005966975483183
squared difference,1,8,5.071233940670159
squared difference,6,12,4.4174023370431215
squared difference,4,18,12.019659858586413
squared difference,3,29,8.79969626986846
squared difference,4,21,5.6049254829876505
squared difference,4,22,5.426841741573771
squared difference,2,5,3.18744580021921
squared difference,7,25,7.290759399940176
squared difference,5,8,3.453943484211875
squared difference,4,27,10.67416602554448
squared difference,4,8,2.8907223590165985
squared difference,4,8,2.8907223590165985
squared difference,4,8,2.8907223590165985
squared difference,4,8,2.8907223590165985
squared difference,4,10,8.536481773320991
