complexity_measure,k,l,loss
squared difference,6,22,38.29954486869216
squared difference,9,10,44.497988922588235
squared difference,9,17,41.64831331048797
squared difference,5,20,41.53388459795847
squared difference,4,20,50.280303609600615
squared difference,7,20,40.71129597001867
squared difference,5,11,44.390593375948605
squared difference,8,28,39.70671549352337
squared difference,9,19,43.73327525629315
squared difference,5,6,50.04014243612638
squared difference,2,6,41.6587063148115
squared difference,1,23,60.34362151196178
squared difference,1,23,60.34362151196178
squared difference,1,20,43.516904575822004
squared difference,5,11,44.390593375948605
squared difference,5,12,35.16035626220378
squared difference,7,17,43.969575042082944
squared difference,1,18,47.772674875089706
squared difference,6,13,47.08883486823165
squared difference,8,5,45.23330549162525
squared difference,6,22,38.29954486869216
squared difference,3,12,29.503106470170675
squared difference,3,12,29.503106470170675
squared difference,3,12,29.503106470170675
squared difference,3,9,32.88014120003392
squared difference,3,12,29.503106470170675
squared difference,3,8,45.281909488570676
squared difference,3,25,53.98371247500273
squared difference,3,27,34.92713413540481
squared difference,2,3,44.64345310249059
squared difference,4,14,43.94442347125844
squared difference,3,4,44.16201720603245
squared difference,3,16,48.36267392947854
squared difference,9,7,42.02673973241124
squared difference,7,21,42.11132480180685
squared difference,4,26,30.02996185846565
squared difference,2,29,43.34108264712506
squared difference,8,15,45.369738023019046
squared difference,3,10,35.97992550733149
squared difference,6,24,38.90771916791635
squared difference,9,28,38.34038114897391
squared difference,4,12,34.312004584285766
squared difference,3,19,45.36720876270869
squared difference,7,12,46.03429273690156
squared difference,8,12,45.45648077972576
squared difference,3,4,44.16201720603245
squared difference,2,18,44.48226346679511
squared difference,5,27,31.40102575753365
squared difference,1,13,33.38954139112142
squared difference,9,17,41.64831331048797
squared difference,6,11,38.4574826394649
squared difference,7,6,48.105426981444225
squared difference,3,5,44.65106755681867
squared difference,5,9,34.13595719004673
squared difference,1,22,54.08460306040572
squared difference,8,23,35.74882875895992
squared difference,3,8,45.281909488570676
squared difference,4,25,53.725477560267734
squared difference,3,20,31.594941096994138
squared difference,2,12,32.53837172494931
squared difference,6,14,46.50402313073937
squared difference,9,16,43.79239322986924
squared difference,3,7,33.74888558087901
squared difference,7,3,44.898958311142025
squared difference,5,21,44.852893567244486
squared difference,3,12,29.503106470170675
squared difference,3,12,29.503106470170675
squared difference,3,12,29.503106470170675
squared difference,3,15,38.0298359513652
squared difference,3,10,35.97992550733149
squared difference,3,26,38.31946522921185
squared difference,1,24,70.82484063761696
squared difference,4,28,30.82822826491504
squared difference,8,12,45.45648077972576
squared difference,3,19,45.36720876270869
squared difference,3,29,35.667067731020076
squared difference,2,12,32.53837172494931
squared difference,6,18,45.76602225344906
squared difference,9,17,41.64831331048797
squared difference,3,5,44.65106755681867
squared difference,7,13,45.347607041611155
squared difference,5,6,50.04014243612638
squared difference,1,11,77.07952198682388
squared difference,3,27,34.92713413540481
squared difference,3,12,29.503106470170675
squared difference,8,22,38.08665406774791
squared difference,4,4,43.918773295169196
squared difference,3,9,32.88014120003392
squared difference,2,8,36.13857633603684
squared difference,6,23,35.6168214364856
squared difference,9,20,41.892413456518504
squared difference,3,25,53.98371247500273
squared difference,7,14,46.91850448564812
squared difference,5,3,45.37114063042952
squared difference,1,7,51.98948000238271
squared difference,8,16,44.341611636724366
squared difference,4,21,51.67624891130322
squared difference,3,12,29.503106470170675
squared difference,3,29,35.667067731020076
squared difference,3,12,29.503106470170675
squared difference,2,15,42.685763155721865
squared difference,6,10,44.93370287439418
squared difference,3,26,38.31946522921185
squared difference,9,24,40.20361576916223
squared difference,3,12,29.503106470170675
squared difference,7,19,44.80829474139256
squared difference,5,28,29.396250533080305
squared difference,5,28,29.396250533080305
squared difference,5,28,29.396250533080305
squared difference,5,28,29.396250533080305
squared difference,5,28,29.396250533080305
squared difference,5,28,29.396250533080305
squared difference,5,28,29.396250533080305
squared difference,5,28,29.396250533080305
squared difference,5,28,29.396250533080305
squared difference,5,28,29.396250533080305
squared difference,5,28,29.396250533080305
squared difference,5,28,29.396250533080305
squared difference,5,18,45.69116067319964
squared difference,5,17,46.30808588290489
squared difference,5,13,45.070835054153044
squared difference,5,5,44.69894562830418
squared difference,5,11,44.390593375948605
squared difference,5,6,50.04014243612638
squared difference,5,27,31.40102575753365
squared difference,1,23,60.34362151196178
squared difference,5,8,42.94533558018614
squared difference,8,9,37.539313968034186
squared difference,4,22,44.09905274032541
squared difference,2,25,52.8232122069575
squared difference,5,4,45.21312071250885
squared difference,6,14,46.50402313073937
squared difference,9,28,38.34038114897391
squared difference,5,20,41.53388459795847
squared difference,7,21,42.11132480180685
squared difference,1,16,34.52135621103897
squared difference,5,7,35.326492880804985
squared difference,8,3,45.08435824416066
squared difference,4,15,47.34091639265088
squared difference,2,26,57.71607578919273
squared difference,5,10,46.27477961128616
squared difference,6,24,38.90771916791635
squared difference,9,29,36.45222647917672
squared difference,5,28,29.396250533080305
squared difference,7,28,34.36668830924837
squared difference,5,28,29.396250533080305
squared difference,5,28,29.396250533080305
squared difference,5,28,29.396250533080305
squared difference,5,19,41.910873718932834
squared difference,5,28,29.396250533080305
