complexity_measure,k,l,loss
squared difference,1,20,15.533212804762739
squared difference,8,9,19.368237900211053
squared difference,7,24,15.793470033520238
squared difference,1,19,31.111876851441014
squared difference,9,7,23.51162862159815
squared difference,2,3,24.94481346630984
squared difference,9,9,20.211390169903222
squared difference,4,13,23.09595944323034
squared difference,3,25,5.498733417996511
squared difference,1,29,7.896042329744367
squared difference,9,8,21.948801430581568
squared difference,1,5,28.586980767442597
squared difference,2,22,11.49115632350074
squared difference,3,18,8.589107805170247
squared difference,6,3,24.729231118713276
squared difference,3,3,24.870063852779964
squared difference,1,15,26.15184976134387
squared difference,7,11,20.318914356791705
squared difference,6,17,11.999802876613465
squared difference,2,24,4.864405783791812
squared difference,5,12,23.140654405573184
squared difference,3,25,5.498733417996511
squared difference,2,25,5.048340240856557
squared difference,2,10,21.414487222441426
squared difference,2,16,16.82704888982586
squared difference,2,24,4.864405783791812
squared difference,2,24,4.864405783791812
squared difference,5,24,9.40898098969401
squared difference,8,28,17.820905808525897
squared difference,4,4,26.294652839024177
squared difference,2,27,9.624822951281086
squared difference,8,23,15.140768753979364
squared difference,7,26,14.866248357832218
squared difference,2,21,11.467089081666744
squared difference,2,6,19.705313910022785
squared difference,6,20,14.712234201586528
squared difference,4,14,15.41997920600935
squared difference,5,24,9.40898098969401
squared difference,9,19,15.93790140908371
squared difference,8,24,14.372748557527459
squared difference,2,13,13.618428444490013
squared difference,7,29,20.418807804818115
squared difference,2,7,19.839687898418635
squared difference,9,8,21.948801430581568
squared difference,1,9,17.069309846014995
squared difference,4,5,27.027451706145087
squared difference,2,22,11.49115632350074
squared difference,6,24,13.371709659234378
squared difference,3,11,21.445618234493384
squared difference,1,15,26.15184976134387
squared difference,5,18,8.917562017243064
squared difference,7,12,23.09423677024439
squared difference,2,17,14.219449184073417
squared difference,9,10,18.266839816782923
squared difference,2,16,16.82704888982586
squared difference,8,24,14.372748557527459
squared difference,3,4,27.4162956017165
squared difference,6,28,16.495743063568028
squared difference,4,27,13.250096013789168
squared difference,2,6,19.705313910022785
squared difference,1,26,11.30055304893113
squared difference,2,20,15.632994608763903
squared difference,5,21,11.67386054667231
squared difference,7,14,23.061896484793802
squared difference,2,23,8.369335709177053
squared difference,2,24,4.864405783791812
squared difference,2,24,4.864405783791812
squared difference,2,24,4.864405783791812
squared difference,2,3,24.94481346630984
squared difference,2,19,9.364691654457632
squared difference,8,24,14.372748557527459
squared difference,2,24,4.864405783791812
squared difference,9,29,20.279543087668745
squared difference,3,9,19.4423064493882
squared difference,2,7,19.839687898418635
squared difference,6,25,14.016095785152514
squared difference,4,13,23.09595944323034
squared difference,2,8,26.150336377285583
squared difference,5,22,8.306868426182872
squared difference,1,5,28.586980767442597
squared difference,2,24,4.864405783791812
squared difference,7,18,14.642855539244009
squared difference,8,15,17.72256965862484
squared difference,3,11,21.445618234493384
squared difference,9,17,15.632175476398693
squared difference,2,28,6.656560802360201
squared difference,6,12,21.641676408600798
squared difference,4,10,21.21713131937081
squared difference,2,24,4.864405783791812
squared difference,5,4,23.394905072592376
squared difference,2,24,4.864405783791812
squared difference,7,16,15.740188020206284
squared difference,1,27,11.15395031438633
squared difference,8,26,18.181597286238745
squared difference,2,6,19.705313910022785
squared difference,9,20,16.151324318128406
squared difference,2,23,8.369335709177053
squared difference,3,21,6.253340229017609
squared difference,6,14,19.82939358902527
squared difference,2,3,24.94481346630984
squared difference,4,29,17.714909027183296
squared difference,2,19,9.364691654457632
squared difference,5,7,20.174094112807236
squared difference,1,24,18.76101569674434
squared difference,7,13,25.36188964058022
squared difference,2,9,20.39850265052999
squared difference,8,22,13.88664239431685
squared difference,9,8,21.948801430581568
squared difference,2,25,5.048340240856557
squared difference,3,5,27.19305922371724
squared difference,2,24,4.864405783791812
squared difference,6,24,13.371709659234378
squared difference,2,18,12.973217197329097
squared difference,4,11,23.294961875598357
squared difference,5,15,17.412147101776174
squared difference,1,17,27.635561982102057
squared difference,2,12,24.818692136550656
squared difference,7,26,14.866248357832218
squared difference,2,24,4.864405783791812
squared difference,8,10,17.919787478077456
squared difference,9,16,15.951317719213113
squared difference,2,28,6.656560802360201
squared difference,6,4,24.134575580441155
squared difference,3,27,7.910219435347787
squared difference,4,24,6.359561533475652
squared difference,2,6,19.705313910022785
squared difference,5,20,11.658919370867132
squared difference,2,23,8.369335709177053
squared difference,1,14,19.59530193998402
squared difference,7,21,15.538862797486736
squared difference,2,19,9.364691654457632
squared difference,8,29,19.825294096822088
squared difference,9,3,25.97199461775482
squared difference,2,24,4.864405783791812
squared difference,2,7,19.839687898418635
squared difference,3,9,19.4423064493882
squared difference,6,8,22.05179550751342
squared difference,4,25,7.021269326876863
squared difference,2,13,13.618428444490013
squared difference,5,5,25.919683087964092
squared difference,1,22,11.19178811896577
squared difference,7,11,20.318914356791705
squared difference,2,18,12.973217197329097
squared difference,8,24,14.372748557527459
squared difference,9,17,15.632175476398693
squared difference,2,24,4.864405783791812
squared difference,2,24,4.864405783791812
squared difference,2,24,4.864405783791812
squared difference,2,24,4.864405783791812
squared difference,2,24,4.864405783791812
