complexity_measure,k,l,loss
squared difference,7,27,17.008161707029913
squared difference,7,10,5.547668251987679
squared difference,6,29,19.384359042431857
squared difference,3,16,6.171635440640082
squared difference,7,3,6.638219623801625
squared difference,3,11,5.122660241919081
squared difference,1,27,18.852309669386887
squared difference,1,29,16.345810555836977
squared difference,6,21,9.732683963501257
squared difference,4,22,6.939022129559909
squared difference,6,12,5.0860304837080355
squared difference,4,21,9.682635672084624
squared difference,7,4,6.479250117550464
squared difference,6,19,8.064775539090087
squared difference,5,9,5.1591312725522185
squared difference,9,19,10.91870698360423
squared difference,3,28,15.611969355255217
squared difference,6,14,7.808594025853442
squared difference,6,18,7.34123264320822
squared difference,6,4,6.138134159178063
squared difference,2,12,4.553656459505031
squared difference,2,12,4.553656459505031
squared difference,2,12,4.553656459505031
squared difference,2,5,4.094960606023199
squared difference,2,23,13.699532621509425
squared difference,8,5,5.85522937242878
squared difference,2,13,8.32256345355988
squared difference,2,5,4.094960606023199
squared difference,5,5,5.186763795612429
squared difference,2,5,4.094960606023199
squared difference,9,7,5.588352731483272
squared difference,8,26,16.60843553777846
squared difference,2,25,21.338805166026532
squared difference,2,15,8.937678556972601
squared difference,7,17,7.503009341466266
squared difference,2,24,20.334322279643647
squared difference,1,20,16.798836888172573
squared difference,3,5,4.5346441897054754
squared difference,4,6,4.866286358163478
squared difference,8,3,6.775548783742199
squared difference,9,11,6.761514233829895
squared difference,5,8,4.992797530184169
squared difference,1,10,6.7096633074853225
squared difference,7,16,8.135361713065828
squared difference,4,27,13.12947451919417
squared difference,2,22,7.678365614405415
squared difference,3,29,20.446784427550536
squared difference,2,5,4.094960606023199
squared difference,1,28,17.753042000725067
squared difference,5,14,5.561201657847718
squared difference,9,9,5.839714543240273
squared difference,7,18,7.91711795216021
squared difference,4,21,9.682635672084624
squared difference,2,5,4.094960606023199
squared difference,8,23,14.588344495332079
squared difference,2,13,8.32256345355988
squared difference,3,25,9.668852902222062
squared difference,6,24,12.53288610377858
squared difference,2,19,6.568987206142904
squared difference,5,26,10.573545145753569
squared difference,2,7,3.3194151314412514
squared difference,9,7,5.588352731483272
squared difference,1,7,6.120058060770049
squared difference,2,4,5.477297569696886
squared difference,7,15,7.063031583351143
squared difference,2,7,3.3194151314412514
squared difference,2,7,3.3194151314412514
squared difference,2,7,3.3194151314412514
squared difference,2,7,3.3194151314412514
squared difference,2,7,3.3194151314412514
squared difference,6,7,5.936469781654732
squared difference,2,17,8.774498639324804
squared difference,8,7,5.734253690607009
squared difference,4,20,11.95819115506921
squared difference,2,6,4.538767118802405
squared difference,2,8,4.548309110188843
squared difference,5,10,5.579582102251206
squared difference,3,3,5.391595249629674
squared difference,2,16,14.091152568287333
squared difference,9,11,6.761514233829895
squared difference,1,27,18.852309669386887
squared difference,6,22,8.120941714043857
squared difference,8,7,5.734253690607009
squared difference,7,29,20.217361367571797
squared difference,2,9,6.174937384443445
squared difference,4,12,5.503343658227293
squared difference,3,28,15.611969355255217
squared difference,2,14,5.73404657487093
squared difference,2,21,7.215169414454947
squared difference,5,18,9.377893633653771
squared difference,9,13,5.94892093395256
squared difference,2,7,3.3194151314412514
squared difference,7,24,14.087550709597297
squared difference,1,23,30.328132447309073
squared difference,6,19,8.064775539090087
squared difference,2,25,21.338805166026532
squared difference,8,7,5.734253690607009
squared difference,4,26,16.404565089399416
squared difference,3,4,5.70940254032983
squared difference,2,17,8.774498639324804
squared difference,2,15,8.937678556972601
squared difference,5,20,8.116361612887458
squared difference,2,6,4.538767118802405
squared difference,9,8,6.5594942426089995
squared difference,1,10,6.7096633074853225
squared difference,7,3,6.638219623801625
squared difference,2,7,3.3194151314412514
squared difference,6,11,5.043923884758497
squared difference,8,27,18.526612064419457
squared difference,4,7,5.323071475479497
squared difference,2,22,7.678365614405415
squared difference,2,28,29.427056061448763
squared difference,3,29,20.446784427550536
squared difference,5,9,5.1591312725522185
squared difference,2,14,5.73404657487093
squared difference,9,16,8.751218608890573
squared difference,1,18,12.900450690361666
squared difference,2,23,13.699532621509425
squared difference,7,7,5.657636475109484
squared difference,6,12,5.0860304837080355
squared difference,2,13,8.32256345355988
squared difference,8,21,14.569491711014374
squared difference,4,7,5.323071475479497
squared difference,2,25,21.338805166026532
squared difference,3,24,11.936198571628116
squared difference,2,19,6.568987206142904
squared difference,9,4,6.071153675066882
squared difference,5,17,9.19078714906092
squared difference,1,26,13.333513289912714
squared difference,2,15,8.937678556972601
squared difference,7,6,5.072711909016918
squared difference,6,7,5.936469781654732
squared difference,8,20,12.374059447473172
squared difference,4,3,5.752194941173552
squared difference,2,8,4.548309110188843
squared difference,3,11,5.122660241919081
squared difference,2,10,6.518542773196412
squared difference,5,27,13.547057010646354
squared difference,2,16,14.091152568287333
squared difference,9,7,5.588352731483272
squared difference,2,22,7.678365614405415
squared difference,1,29,16.345810555836977
squared difference,7,28,21.458495161605715
squared difference,6,9,5.195243818670934
squared difference,2,7,3.3194151314412514
squared difference,2,7,3.3194151314412514
squared difference,2,7,3.3194151314412514
squared difference,2,7,3.3194151314412514
squared difference,2,7,3.3194151314412514
squared difference,2,18,14.730054864610322
