complexity_measure,k,l,loss
squared difference,6,3,5.473773081160322
squared difference,7,27,9.495834687861743
squared difference,3,20,12.699056790812458
squared difference,2,11,7.42090581512404
squared difference,1,28,35.54067577570892
squared difference,3,5,5.630363195975472
squared difference,8,16,11.787908306167497
squared difference,3,7,5.260114517402416
squared difference,2,26,11.69628680013109
squared difference,5,18,10.872195303124135
squared difference,3,5,5.630363195975472
squared difference,1,10,6.355778629960763
squared difference,6,27,10.571694381617702
squared difference,7,22,12.10298445674245
squared difference,4,15,8.437524424660271
squared difference,2,19,22.182998669110347
squared difference,2,15,6.120574032677761
squared difference,3,19,11.835665394951109
squared difference,3,10,6.065156291271475
squared difference,9,8,5.730751807750889
squared difference,6,7,6.859438604823448
squared difference,6,7,6.859438604823448
squared difference,5,3,5.410363606643709
squared difference,5,13,6.89054421684331
squared difference,5,21,13.079142174391563
squared difference,9,4,5.3820271931193915
squared difference,9,6,5.598136089780972
squared difference,9,4,5.3820271931193915
squared difference,4,14,13.473624574377645
squared difference,8,12,7.76134720015354
squared difference,9,29,13.786705032839924
squared difference,7,25,11.830148803064503
squared difference,9,9,4.959734203522834
squared difference,3,9,6.512857850475359
squared difference,1,9,8.908940614375735
squared difference,8,24,13.144642401822585
squared difference,3,23,11.593373083638399
squared difference,9,20,12.168043252254352
squared difference,4,17,11.489721995490891
squared difference,7,7,6.50309214739094
squared difference,1,11,6.062232487254558
squared difference,3,28,14.621385620752067
squared difference,8,16,11.787908306167497
squared difference,9,9,4.959734203522834
squared difference,9,9,4.959734203522834
squared difference,9,9,4.959734203522834
squared difference,9,26,11.769072115836584
squared difference,2,18,14.435100051505666
squared difference,9,9,4.959734203522834
squared difference,6,22,11.538230447512367
squared difference,9,8,5.730751807750889
squared difference,7,27,9.495834687861743
squared difference,4,3,5.685229444155966
squared difference,2,13,13.011745649792914
squared difference,1,5,6.443299155184593
squared difference,9,21,11.989776954669551
squared difference,5,6,5.053114477162224
squared difference,6,14,7.708751057752601
squared difference,9,12,8.09652128549878
squared difference,8,23,11.589439710583322
squared difference,9,15,9.451346660709389
squared difference,4,10,7.645796242877552
squared difference,2,29,25.89854135975882
squared difference,5,9,5.120272039987165
squared difference,1,25,17.169491280322777
squared difference,9,9,4.959734203522834
squared difference,9,9,4.959734203522834
squared difference,9,19,11.081503252537422
squared difference,9,24,12.309078975308408
squared difference,9,9,4.959734203522834
squared difference,7,20,11.738773607307897
squared difference,9,11,7.195919857626511
squared difference,6,9,5.284731862386886
squared difference,9,17,11.684529971703922
squared difference,8,16,11.787908306167497
squared difference,9,26,11.769072115836584
squared difference,3,28,14.621385620752067
squared difference,5,4,5.770083076144556
squared difference,4,9,4.81757908616913
squared difference,4,18,16.00032774692228
squared difference,4,22,10.06561113148888
squared difference,4,27,11.67298269324747
squared difference,4,8,6.682581141261135
squared difference,4,5,5.31964888512571
squared difference,7,9,5.079114009142269
squared difference,1,3,6.4022706743126205
squared difference,2,13,13.011745649792914
squared difference,4,6,5.335712628367815
squared difference,6,21,11.650272421171268
squared difference,3,14,6.711397072163392
squared difference,8,12,7.76134720015354
squared difference,4,7,5.366535755971886
squared difference,5,9,5.120272039987165
squared difference,7,10,5.7426000406399105
squared difference,2,25,10.938655124950396
squared difference,1,15,14.830543750987884
squared difference,6,29,13.766492251733007
squared difference,4,23,11.335674076390823
squared difference,8,19,11.610440515841733
squared difference,9,9,4.959734203522834
squared difference,3,17,10.372287699907796
squared difference,9,24,12.309078975308408
squared difference,5,20,9.407003098856185
squared difference,9,9,4.959734203522834
squared difference,2,11,7.42090581512404
squared difference,7,28,11.44422122034665
squared difference,4,16,11.145257291973616
squared difference,1,4,6.6861166622296615
squared difference,9,18,11.750527743514544
squared difference,6,27,10.571694381617702
squared difference,8,22,11.698569268980862
squared difference,3,26,7.173430111523937
squared difference,9,9,4.959734203522834
squared difference,4,8,6.682581141261135
squared difference,9,5,6.202220644176276
squared difference,5,9,5.120272039987165
squared difference,7,14,9.948862593707831
squared difference,2,3,6.310453150428946
squared difference,4,13,7.4256256378854815
squared difference,1,6,4.428856203035906
squared difference,1,6,4.428856203035906
squared difference,1,6,4.428856203035906
squared difference,1,6,4.428856203035906
squared difference,1,6,4.428856203035906
squared difference,1,6,4.428856203035906
squared difference,1,6,4.428856203035906
squared difference,1,6,4.428856203035906
squared difference,1,6,4.428856203035906
squared difference,1,6,4.428856203035906
squared difference,1,6,4.428856203035906
squared difference,1,21,6.335149383885008
squared difference,1,6,4.428856203035906
squared difference,1,10,6.355778629960763
squared difference,1,12,17.674211992928942
squared difference,1,7,9.177047572167277
squared difference,1,23,7.505457412012473
squared difference,1,29,28.970658963624203
squared difference,1,25,17.169491280322777
squared difference,1,15,14.830543750987884
squared difference,1,24,22.005058543902333
squared difference,1,6,4.428856203035906
squared difference,6,19,11.225584277884401
squared difference,8,20,12.378260594588562
squared difference,1,17,15.058736129480915
squared difference,3,26,7.173430111523937
squared difference,1,6,4.428856203035906
squared difference,1,6,4.428856203035906
squared difference,1,6,4.428856203035906
squared difference,1,6,4.428856203035906
squared difference,1,28,35.54067577570892
