date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
2016-07-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3200.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2016-08-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3500.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2016-09-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3500.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2016-10-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3300.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2016-11-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3300.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2016-12-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3500.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2017-01-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3700.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2017-02-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3700.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2017-03-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3500.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2017-04-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3500.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2017-05-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3500.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2017-06-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3600.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2017-07-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3600.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2017-08-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3700.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2017-09-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3700.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2017-10-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3700.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2017-11-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3500.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2017-12-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3800.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2018-01-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3500.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2018-02-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3500.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2018-03-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3500.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2018-04-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3700.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2018-05-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3700.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2018-06-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3700.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2018-07-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3900.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2018-08-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3900.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2018-09-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,4000.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2018-10-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3600.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2018-11-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3600.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2018-12-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3600.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2019-01-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3700.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2019-02-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3700.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2019-03-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3700.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2019-04-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3900.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2019-05-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3900.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2019-06-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,3900.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2019-07-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,4200.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2019-08-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,4200.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2019-09-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,4200.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2019-10-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,4000.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2019-11-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,4000.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2019-12-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,4000.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2020-01-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,4300.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2020-02-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,4300.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2020-03-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,4400.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2020-04-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,4900.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2020-05-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,4900.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2020-06-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,5000.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2020-07-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,5000.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2020-08-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,5200.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2020-09-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,5056.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2020-10-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,4805.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2020-11-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,4647.5,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2020-12-15,Cocoyam (macabo) - Retail,20 KG,cereals and tubers,4568.0,XAF,Cameroon,Centre,816,Yaoundé-Mokolo,5271,866,15,139,1,5271_866_15_139,
2015-01-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2015-02-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2015-03-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2015-04-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2015-05-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2015-06-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2015-07-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2015-08-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2015-09-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2015-10-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2015-11-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2015-12-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2016-01-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2016-02-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2016-03-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2016-04-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2016-05-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2016-06-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2016-07-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2016-08-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2016-09-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2016-10-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2016-11-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2016-12-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2017-01-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2017-02-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2017-03-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2017-04-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2017-05-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2017-06-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2017-07-15,Wheat flour - Retail,KG,cereals and tubers,350.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2017-08-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2017-09-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2017-10-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2017-11-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2017-12-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2018-01-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2018-02-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2018-03-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2018-04-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2018-05-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2018-06-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2018-07-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2018-08-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2018-09-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2018-10-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2018-11-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2018-12-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2019-01-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2019-02-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2019-03-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2019-04-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2019-05-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2019-06-15,Wheat flour - Retail,KG,cereals and tubers,400.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2019-07-15,Wheat flour - Retail,KG,cereals and tubers,400.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2019-08-15,Wheat flour - Retail,KG,cereals and tubers,400.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2019-09-15,Wheat flour - Retail,KG,cereals and tubers,400.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2019-10-15,Wheat flour - Retail,KG,cereals and tubers,400.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2019-11-15,Wheat flour - Retail,KG,cereals and tubers,400.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2019-12-15,Wheat flour - Retail,KG,cereals and tubers,400.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2020-01-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2020-02-15,Wheat flour - Retail,KG,cereals and tubers,375.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2020-03-15,Wheat flour - Retail,KG,cereals and tubers,400.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2020-04-15,Wheat flour - Retail,KG,cereals and tubers,400.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2020-05-15,Wheat flour - Retail,KG,cereals and tubers,400.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2020-06-15,Wheat flour - Retail,KG,cereals and tubers,400.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2020-07-15,Wheat flour - Retail,KG,cereals and tubers,400.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2020-08-15,Wheat flour - Retail,KG,cereals and tubers,400.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2020-09-15,Wheat flour - Retail,KG,cereals and tubers,410.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2020-10-15,Wheat flour - Retail,KG,cereals and tubers,400.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2020-11-15,Wheat flour - Retail,KG,cereals and tubers,400.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2020-12-15,Wheat flour - Retail,KG,cereals and tubers,400.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,58,15,5,1,5272_58_15_5,
2015-01-15,Oil (palm) - Retail,L,oil and fats,550.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2015-02-15,Oil (palm) - Retail,L,oil and fats,500.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2015-03-15,Oil (palm) - Retail,L,oil and fats,500.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2015-04-15,Oil (palm) - Retail,L,oil and fats,500.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2015-05-15,Oil (palm) - Retail,L,oil and fats,550.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2015-06-15,Oil (palm) - Retail,L,oil and fats,550.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2015-07-15,Oil (palm) - Retail,L,oil and fats,500.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2015-08-15,Oil (palm) - Retail,L,oil and fats,500.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2015-09-15,Oil (palm) - Retail,L,oil and fats,500.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2015-10-15,Oil (palm) - Retail,L,oil and fats,550.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2015-11-15,Oil (palm) - Retail,L,oil and fats,550.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2015-12-15,Oil (palm) - Retail,L,oil and fats,550.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2016-01-15,Oil (palm) - Retail,L,oil and fats,550.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2016-02-15,Oil (palm) - Retail,L,oil and fats,550.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2016-03-15,Oil (palm) - Retail,L,oil and fats,550.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2016-04-15,Oil (palm) - Retail,L,oil and fats,600.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2016-05-15,Oil (palm) - Retail,L,oil and fats,600.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2016-06-15,Oil (palm) - Retail,L,oil and fats,600.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2016-07-15,Oil (palm) - Retail,L,oil and fats,550.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2016-08-15,Oil (palm) - Retail,L,oil and fats,550.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2016-09-15,Oil (palm) - Retail,L,oil and fats,575.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2016-10-15,Oil (palm) - Retail,L,oil and fats,575.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2016-11-15,Oil (palm) - Retail,L,oil and fats,600.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2016-12-15,Oil (palm) - Retail,L,oil and fats,600.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2017-01-15,Oil (palm) - Retail,L,oil and fats,550.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2017-02-15,Oil (palm) - Retail,L,oil and fats,550.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2017-03-15,Oil (palm) - Retail,L,oil and fats,550.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2017-04-15,Oil (palm) - Retail,L,oil and fats,575.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2017-05-15,Oil (palm) - Retail,L,oil and fats,575.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2017-06-15,Oil (palm) - Retail,L,oil and fats,600.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2017-07-15,Oil (palm) - Retail,L,oil and fats,550.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2017-08-15,Oil (palm) - Retail,L,oil and fats,550.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2017-09-15,Oil (palm) - Retail,L,oil and fats,525.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2017-10-15,Oil (palm) - Retail,L,oil and fats,575.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2017-11-15,Oil (palm) - Retail,L,oil and fats,600.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
2017-12-15,Oil (palm) - Retail,L,oil and fats,600.0,XAF,Cameroon,Centre,816,Yaoundé-Marché 8e,5272,62,15,15,6,5272_62_15_15,
