id,year,month,day,admin1_code,admin2_code,event,interaction,fatalities,latitude,longitude,iso3,active_adm_id
1424446,2022,2,8,900712,0,Strategic developments,27,0,13.2903,-2.8444,BFA,1
1424447,2022,2,8,900712,0,Violence against civilians,27,1,12.6371,-3.4036,BFA,1
1424448,2022,2,8,900712,0,Explosions/Remote violence,12,0,12.7624,-3.3841,BFA,1
1424456,2022,2,7,900712,0,Violence against civilians,17,14,12.9844,-3.9421,BFA,1
1424458,2022,2,7,900712,0,Strategic developments,27,0,13.315,-2.9112,BFA,1
1424484,2022,2,5,900712,0,Protests,60,0,12.7384,-3.8677,BFA,1
1424489,2022,2,4,900712,0,Strategic developments,27,0,13.0747,-3.2974,BFA,1
1424490,2022,2,4,900712,0,Strategic developments,27,0,13.169,-3.4151,BFA,1
1424491,2022,2,4,900712,0,Strategic developments,27,0,12.9833,-3.4088,BFA,1
1424499,2022,2,3,900712,0,Strategic developments,27,0,12.7384,-3.8677,BFA,1
1424651,2022,2,3,900712,0,Protests,60,0,12.7384,-3.8677,BFA,1
1424654,2022,2,3,900712,0,Strategic developments,27,0,12.6004,-3.472,BFA,1
1424668,2022,2,2,900712,0,Violence against civilians,27,0,12.7124,-3.0203,BFA,1
1424675,2022,2,1,900712,0,Strategic developments,27,0,12.7624,-3.3841,BFA,1
1424694,2022,1,31,900712,0,Violence against civilians,27,0,12.714,-3.7651,BFA,1
1424695,2022,1,31,900712,0,Strategic developments,27,0,12.6004,-3.472,BFA,1
1424729,2022,1,27,900712,0,Strategic developments,27,0,12.8997,-3.8906,BFA,1
1425245,2022,1,24,900712,0,Strategic developments,27,0,13.007,-3.956,BFA,1
1425288,2022,1,19,900712,0,Strategic developments,27,0,12.7772,-3.8072,BFA,1
1425292,2022,1,19,900712,0,Strategic developments,27,0,12.8258,-3.4932,BFA,1
1425628,2022,1,18,900712,0,Strategic developments,27,0,12.6338,-3.713,BFA,1
1425640,2022,1,17,900712,0,Violence against civilians,27,1,13.4022,-3.0943,BFA,1
1425645,2022,1,16,900712,0,Strategic developments,27,0,12.8166,-3.2,BFA,1
1425650,2022,1,16,900712,0,Violence against civilians,27,0,12.4087,-3.811,BFA,1
1425692,2022,1,13,900712,0,Strategic developments,27,0,12.4666,-3.7666,BFA,1
1426299,2022,1,11,900712,0,Battles,24,1,12.6371,-3.4036,BFA,1
1426308,2022,1,10,900712,0,Battles,24,1,12.6371,-3.4036,BFA,1
1426332,2022,1,6,900712,0,Strategic developments,27,0,13.169,-3.4151,BFA,1
1426717,2022,1,1,900712,0,Battles,12,30,13.4846,-2.7764,BFA,1
1426722,2022,1,1,900712,0,Explosions/Remote violence,12,0,13.7006,-3.2416,BFA,1
1426726,2022,1,1,900712,0,Explosions/Remote violence,12,0,13.5187,-3.1923,BFA,1
1426727,2022,1,1,900712,0,Explosions/Remote violence,12,0,13.0699,-3.5599,BFA,1
1426745,2021,12,30,900712,0,Strategic developments,27,0,13.3049,-3.1985,BFA,1
1426753,2021,12,29,900712,0,Battles,12,7,13.4022,-3.0943,BFA,1
1426759,2021,12,28,900712,0,Violence against civilians,27,0,12.8997,-3.8906,BFA,1
1426760,2021,12,28,900712,0,Explosions/Remote violence,12,0,13.0725,-3.0694,BFA,1
1426762,2021,12,28,900712,0,Strategic developments,27,0,12.7384,-3.8677,BFA,1
1426765,2021,12,27,900712,0,Strategic developments,27,0,12.6338,-3.713,BFA,1
1426768,2021,12,27,900712,0,Explosions/Remote violence,12,0,13.425,-2.9646,BFA,1
1426777,2021,12,26,900712,0,Explosions/Remote violence,12,0,13.425,-2.9646,BFA,1
1426780,2021,12,25,900712,0,Explosions/Remote violence,12,0,12.9114,-4.1691,BFA,1
1426785,2021,12,24,900712,0,Explosions/Remote violence,12,0,13.4779,-3.0568,BFA,1
1426786,2021,12,24,900712,0,Explosions/Remote violence,12,0,13.3799,-3.2008,BFA,1
1426790,2021,12,23,900712,0,Battles,12,3,13.5003,-3.1695,BFA,1
1426916,2021,12,20,900712,0,Battles,12,3,13.0725,-3.0694,BFA,1
1426933,2021,12,19,900712,0,Strategic developments,27,0,13.3049,-3.1985,BFA,1
1426934,2021,12,19,900712,0,Strategic developments,12,0,12.7384,-3.8677,BFA,1
1426937,2021,12,19,900712,0,Explosions/Remote violence,12,0,13.3799,-3.2008,BFA,1
1426938,2021,12,19,900712,0,Strategic developments,27,0,13.007,-3.956,BFA,1
1426951,2021,12,17,900712,0,Strategic developments,27,0,12.9948,-3.0226,BFA,1
1426955,2021,12,17,900712,0,Strategic developments,27,0,12.8166,-3.2,BFA,1
1426964,2021,12,16,900712,0,Strategic developments,27,0,12.6004,-3.472,BFA,1
1426977,2021,12,15,900712,0,Strategic developments,27,0,13.4022,-3.0943,BFA,1
1426986,2021,12,14,900712,0,Explosions/Remote violence,12,0,13.3049,-3.1985,BFA,1
1426995,2021,12,13,900712,0,Strategic developments,27,0,13.169,-3.4151,BFA,1
1427291,2021,12,12,900712,0,Strategic developments,27,0,12.8166,-3.2,BFA,1
1427292,2021,12,12,900712,0,Violence against civilians,27,0,12.9948,-3.0226,BFA,1
1427308,2021,12,10,900712,0,Strategic developments,27,0,13.4846,-2.7764,BFA,1
1427318,2021,12,9,900712,0,Strategic developments,27,0,13.4846,-2.7764,BFA,1
1427319,2021,12,8,900712,0,Strategic developments,12,0,13.4846,-2.7764,BFA,1
1427329,2021,12,7,900712,0,Strategic developments,12,0,12.1,-4.5526,BFA,1
1427331,2021,12,7,900712,0,Strategic developments,27,0,12.8166,-3.2,BFA,1
1427332,2021,12,7,900712,0,Strategic developments,12,0,13.169,-3.4151,BFA,1
1427336,2021,12,6,900712,0,Violence against civilians,27,0,12.597,-3.8286,BFA,1
1427338,2021,12,6,900712,0,Strategic developments,27,0,12.9878,-3.1163,BFA,1
1427339,2021,12,6,900712,0,Violence against civilians,27,0,12.9948,-3.0226,BFA,1
1427340,2021,12,6,900712,0,Battles,12,0,13.2395,-2.7283,BFA,1
1427348,2021,12,6,900712,0,Explosions/Remote violence,20,0,13.3799,-3.2008,BFA,1
1427668,2021,12,3,900712,0,Strategic developments,27,0,12.9972,-3.4253,BFA,1
1427669,2021,12,3,900712,0,Strategic developments,27,0,12.8166,-3.2,BFA,1
1427676,2021,12,2,900712,0,Battles,12,0,12.8166,-3.2,BFA,1
1427677,2021,12,2,900712,0,Strategic developments,27,0,12.8234,-3.2204,BFA,1
1427696,2021,11,30,900712,0,Strategic developments,27,0,12.6004,-3.472,BFA,1
1427697,2021,11,30,900712,0,Strategic developments,27,0,12.6061,-3.4957,BFA,1
1427698,2021,11,30,900712,0,Explosions/Remote violence,12,0,13.2304,-3.8875,BFA,1
1427699,2021,11,30,900712,0,Explosions/Remote violence,12,0,13.1048,-3.9187,BFA,1
1427705,2021,11,29,900712,0,Explosions/Remote violence,12,0,13.1691,-3.8899,BFA,1
1427724,2021,11,27,900712,0,Strategic developments,27,0,12.4087,-3.811,BFA,1
1427730,2021,11,27,900712,0,Violence against civilians,27,0,12.9972,-3.4253,BFA,1
1427733,2021,11,26,900712,0,Strategic developments,27,0,12.9833,-3.4088,BFA,1
1427738,2021,11,26,900712,0,Explosions/Remote violence,12,0,12.7384,-3.8677,BFA,1
1427739,2021,11,26,900712,0,Explosions/Remote violence,12,0,13.1691,-3.8899,BFA,1
1428126,2021,11,25,900712,0,Strategic developments,27,0,13.0964,-3.4251,BFA,1
1428140,2021,11,23,900712,0,Protests,60,0,12.4634,-3.4608,BFA,1
1428144,2021,11,23,900712,0,Violence against civilians,27,0,12.7384,-3.8677,BFA,1
1428147,2021,11,22,900712,0,Battles,12,0,12.4087,-3.811,BFA,1
1428148,2021,11,22,900712,0,Protests,60,0,13.0725,-3.0694,BFA,1
1428159,2021,11,21,900712,0,Strategic developments,27,0,12.6529,-3.4606,BFA,1
1428167,2021,11,20,900712,0,Strategic developments,27,0,12.7772,-3.8072,BFA,1
1428174,2021,11,19,900712,0,Strategic developments,27,0,13.3049,-3.1985,BFA,1
1428184,2021,11,18,900712,0,Strategic developments,27,0,12.8997,-3.8906,BFA,1
1428185,2021,11,18,900712,0,Strategic developments,27,0,13.248,-2.5843,BFA,1
1428199,2021,11,17,900712,0,Violence against civilians,27,7,13.5003,-3.1695,BFA,1
1428203,2021,11,16,900712,0,Battles,12,0,13.3799,-3.2008,BFA,1
1428427,2021,11,14,900712,0,Strategic developments,13,0,13.1691,-3.8899,BFA,1
1428435,2021,11,12,900712,0,Strategic developments,27,0,12.7448,-3.2726,BFA,1
1428436,2021,11,12,900712,0,Strategic developments,27,0,12.7341,-3.3068,BFA,1
1428459,2021,11,9,900712,0,Explosions/Remote violence,12,0,12.6338,-3.713,BFA,1
1428467,2021,11,8,900712,0,Strategic developments,27,0,13.0661,-3.4294,BFA,1
1428468,2021,11,8,900712,0,Violence against civilians,27,0,13.3681,-3.9717,BFA,1
1428470,2021,11,7,900712,0,Strategic developments,23,0,13.169,-3.4151,BFA,1
1428473,2021,11,7,900712,0,Strategic developments,27,0,13.1273,-3.9344,BFA,1
1428484,2021,11,5,900712,0,Strategic developments,27,0,13.1048,-3.9187,BFA,1
1428488,2021,11,5,900712,0,Violence against civilians,27,0,12.8258,-3.4932,BFA,1
1428489,2021,11,5,900712,0,Strategic developments,27,0,13.0747,-3.2974,BFA,1
1428863,2021,10,31,900712,0,Battles,12,20,13.169,-3.4151,BFA,1
1428884,2021,10,29,900712,0,Violence against civilians,27,1,13.169,-3.4151,BFA,1
1428895,2021,10,27,900712,0,Explosions/Remote violence,12,0,12.6338,-3.713,BFA,1
1428896,2021,10,27,900712,0,Explosions/Remote violence,12,0,12.8258,-3.4932,BFA,1
1428899,2021,10,26,900712,0,Battles,12,0,13.4846,-2.7764,BFA,1
1428900,2021,10,26,900712,0,Battles,12,0,12.9833,-3.4088,BFA,1
1428903,2021,10,26,900712,0,Violence against civilians,37,0,13.16,-3.8857,BFA,1
1429257,2021,10,22,900712,0,Battles,12,0,13.1221,-4.1563,BFA,1
1429265,2021,10,22,900712,0,Explosions/Remote violence,12,0,12.6833,-3.5833,BFA,1
1429266,2021,10,22,900712,0,Explosions/Remote violence,12,0,12.6333,-3.5833,BFA,1
1429277,2021,10,21,900712,0,Violence against civilians,27,0,13.0181,-3.4182,BFA,1
1429278,2021,10,21,900712,0,Violence against civilians,27,0,12.9329,-3.3327,BFA,1
1429305,2021,10,19,900712,0,Violence against civilians,27,0,13.0964,-3.4251,BFA,1
1429320,2021,10,18,900712,0,Violence against civilians,27,0,12.6,-3.6833,BFA,1
1429719,2021,10,16,900712,0,Strategic developments,27,0,13.1271,-2.8146,BFA,1
1429720,2021,10,15,900712,0,Strategic developments,27,0,13.1594,-3.0357,BFA,1
1429722,2021,10,15,900712,0,Strategic developments,27,0,13.2282,-2.9638,BFA,1
1429723,2021,10,15,900712,0,Strategic developments,27,0,13.159,-3.0871,BFA,1
1429724,2021,10,15,900712,0,Violence against civilians,27,0,13.1505,-2.9454,BFA,1
1429760,2021,10,11,900712,0,Explosions/Remote violence,12,0,12.9833,-3.4088,BFA,1
1429764,2021,10,11,900712,0,Strategic developments,27,0,12.9833,-3.4088,BFA,1
1430626,2021,9,21,900712,0,Strategic developments,27,0,12.7624,-3.3841,BFA,1
1430636,2021,9,20,900712,0,Strategic developments,27,0,12.7624,-3.3841,BFA,1
1430653,2021,9,16,900712,0,Strategic developments,37,0,12.0593,-4.078,BFA,1
1430986,2021,9,11,900712,0,Strategic developments,27,0,13.4992,-3.1669,BFA,1
1430987,2021,9,11,900712,0,Strategic developments,27,0,13.7006,-3.2416,BFA,1
1430991,2021,9,10,900712,0,Explosions/Remote violence,12,0,13.169,-3.4151,BFA,1
1430992,2021,9,10,900712,0,Explosions/Remote violence,12,0,13.3799,-3.2008,BFA,1
1431000,2021,9,9,900712,0,Strategic developments,27,0,13.4992,-3.1669,BFA,1
1431002,2021,9,8,900712,0,Strategic developments,27,0,13.0696,-3.2628,BFA,1
1431012,2021,9,6,900712,0,Violence against civilians,27,0,12.6672,-3.6123,BFA,1
1431030,2021,9,3,900712,0,Explosions/Remote violence,12,0,13.266,-3.3439,BFA,1
1431337,2021,9,2,900712,0,Violence against civilians,27,0,13.2366,-3.3405,BFA,1
1431343,2021,9,1,900712,0,Explosions/Remote violence,12,0,13.3049,-3.1985,BFA,1
1431344,2021,9,1,900712,0,Explosions/Remote violence,12,3,13.266,-3.3439,BFA,1
1431885,2021,8,12,900712,0,Explosions/Remote violence,12,0,12.6672,-3.6123,BFA,1
1431898,2021,8,10,900712,0,Explosions/Remote violence,11,0,13.3049,-3.1985,BFA,1
1432263,2021,8,8,900712,0,Battles,12,12,13.3049,-3.1985,BFA,1
1432265,2021,8,8,900712,0,Violence against civilians,17,1,12.6667,-3.5833,BFA,1
1432280,2021,8,7,900712,0,Battles,12,2,12.6672,-3.6123,BFA,1
1432286,2021,8,6,900712,0,Protests,60,0,11.8982,-4.3379,BFA,1
1432330,2021,8,2,900712,0,Riots,15,0,12.18,-4.09,BFA,1
1432726,2021,7,29,900712,0,Violence against civilians,27,0,12.987,-3.7673,BFA,1
1432742,2021,7,26,900712,0,Protests,60,0,12.18,-4.09,BFA,1
1433113,2021,7,20,900712,0,Violence against civilians,27,0,13.5003,-3.1695,BFA,1
1433128,2021,7,18,900712,0,Violence against civilians,27,0,12.9817,-3.81,BFA,1
1433131,2021,7,18,900712,0,Violence against civilians,27,0,13.0747,-3.2974,BFA,1
1433153,2021,7,16,900712,0,Violence against civilians,27,0,13.5874,-3.2306,BFA,1
1433180,2021,7,12,900712,0,Violence against civilians,27,0,13.6204,-3.2461,BFA,1
1433588,2021,7,6,900712,0,Violence against civilians,27,0,13.6204,-3.2461,BFA,1
1433615,2021,7,3,900712,0,Protests,60,0,12.4634,-3.4608,BFA,1
1434003,2021,6,26,900712,0,Violence against civilians,27,0,13.3799,-3.2008,BFA,1
1434369,2021,6,20,900712,0,Battles,12,0,11.9062,-2.8623,BFA,1
1434374,2021,6,20,900712,0,Violence against civilians,27,0,12.987,-3.7673,BFA,1
1434761,2021,6,11,900712,0,Violence against civilians,27,0,13.169,-3.4151,BFA,1
1435055,2021,5,29,900712,0,Strategic developments,27,0,13.3412,-3.0138,BFA,1
1435419,2021,5,20,900712,0,Violence against civilians,27,0,13.1582,-3.2794,BFA,1
1435428,2021,5,19,900712,0,Violence against civilians,27,0,13.1582,-3.2794,BFA,1
1435453,2021,5,17,900712,0,Violence against civilians,27,0,12.5189,-4.3468,BFA,1
1435464,2021,5,16,900712,0,Violence against civilians,27,0,13.0661,-3.4294,BFA,1
1435793,2021,5,12,900712,0,Violence against civilians,27,0,12.987,-3.7673,BFA,1
1435825,2021,5,8,900712,0,Strategic developments,27,0,13.0661,-3.4294,BFA,1
1436221,2021,4,26,900712,0,Strategic developments,27,0,12.9817,-3.81,BFA,1
1436561,2021,4,20,900712,0,Strategic developments,27,0,12.9817,-3.81,BFA,1
1436576,2021,4,15,900712,0,Violence against civilians,27,0,13.4992,-3.1669,BFA,1
1436577,2021,4,15,900712,0,Violence against civilians,27,0,13.7006,-3.2416,BFA,1
1437199,2021,4,7,900712,0,Violence against civilians,27,0,13.425,-2.9646,BFA,1
1437200,2021,4,7,900712,0,Violence against civilians,27,0,13.4022,-3.0943,BFA,1
1437201,2021,4,7,900712,0,Violence against civilians,27,0,13.4199,-2.9184,BFA,1
1437215,2021,4,5,900712,0,Violence against civilians,27,0,13.007,-3.956,BFA,1
1438483,2021,2,16,900712,0,Violence against civilians,27,0,13.5261,-2.9522,BFA,1
1438780,2021,2,14,900712,0,Strategic developments,27,0,13.0964,-3.4251,BFA,1
1438784,2021,2,12,900712,0,Violence against civilians,27,0,13.4975,-2.8814,BFA,1
1439120,2021,1,26,900712,0,Violence against civilians,27,0,13.4846,-2.7764,BFA,1
1439127,2021,1,24,900712,0,Violence against civilians,27,0,13.4975,-2.8814,BFA,1
1439548,2021,1,20,900712,0,Violence against civilians,27,0,12.8915,-3.6216,BFA,1
1439552,2021,1,19,900712,0,Strategic developments,27,0,13.4975,-2.8814,BFA,1
1439576,2021,1,12,900712,0,Violence against civilians,27,0,13.169,-3.4151,BFA,1
1439998,2021,1,9,900712,0,Violence against civilians,27,0,12.5591,-3.8362,BFA,1
1440020,2021,1,2,900712,0,Violence against civilians,27,0,13.2269,-3.2388,BFA,1
1440289,2020,12,25,900712,0,Strategic developments,27,0,13.4975,-2.8814,BFA,1
1440744,2020,12,3,900712,0,Violence against civilians,17,0,12.429,-3.5186,BFA,1
1440749,2020,12,2,900712,0,Protests,60,0,12.429,-3.5186,BFA,1
1441735,2020,11,3,900712,0,Strategic developments,27,0,13.3681,-3.9717,BFA,1
1441740,2020,11,2,900712,0,Violence against civilians,37,0,13.0725,-3.0694,BFA,1
1441742,2020,10,31,900712,0,Violence against civilians,27,1,13.4481,-3.9518,BFA,1
1443053,2020,10,5,900712,0,Violence against civilians,37,0,13.248,-2.5843,BFA,1
1443481,2020,10,1,900712,0,Violence against civilians,27,3,13.3681,-3.9717,BFA,1
1443520,2020,9,24,900712,0,Violence against civilians,37,1,12.3833,-4.0333,BFA,1
1443525,2020,9,24,900712,0,Explosions/Remote violence,12,2,13.3049,-3.1985,BFA,1
1443532,2020,9,23,900712,0,Violence against civilians,37,3,13.4367,-3.9395,BFA,1
1443952,2020,9,17,900712,0,Violence against civilians,37,0,13.1933,-3.8333,BFA,1
1443959,2020,9,16,900712,0,Violence against civilians,47,2,13.0951,-3.9097,BFA,1
1444892,2020,8,24,900712,0,Violence against civilians,27,0,12.6442,-3.7684,BFA,1
1445348,2020,8,16,900712,0,Battles,24,1,13.4481,-3.9518,BFA,1
1445349,2020,8,16,900712,0,Violence against civilians,27,1,13.0421,-4.0185,BFA,1
1445350,2020,8,16,900712,0,Violence against civilians,27,1,13.0534,-4.0472,BFA,1
1445364,2020,8,11,900712,0,Battles,24,4,13.4367,-3.9395,BFA,1
1445366,2020,8,10,900712,0,Battles,24,2,13.1375,-3.854,BFA,1
1446327,2020,7,26,900712,0,Violence against civilians,27,0,12.9046,-3.3959,BFA,1
1446330,2020,7,25,900712,0,Violence against civilians,37,2,13.1933,-3.8333,BFA,1
1446369,2020,7,19,900712,0,Violence against civilians,47,2,11.745,-2.93,BFA,1
1446854,2020,7,4,900712,0,Strategic developments,20,2,13.3799,-3.2008,BFA,1
1446855,2020,7,4,900712,0,Battles,24,0,12.6672,-3.6123,BFA,1
1447464,2020,6,27,900712,0,Violence against civilians,37,2,13.3448,-3.7982,BFA,1
1447469,2020,6,26,900712,0,Strategic developments,27,0,13.0503,-3.3422,BFA,1
1447907,2020,6,22,900712,0,Violence against civilians,47,6,13.2703,-3.9137,BFA,1
1447918,2020,6,20,900712,0,Strategic developments,27,0,12.4666,-3.7666,BFA,1
1447940,2020,6,14,900712,0,Battles,12,1,13.169,-3.4151,BFA,1
1448831,2020,5,28,900712,0,Battles,12,10,13.4022,-3.0943,BFA,1
1448849,2020,5,24,900712,0,Battles,12,0,13.0684,-4.2583,BFA,1
1449277,2020,5,19,900712,0,Violence against civilians,17,5,12.8258,-3.4932,BFA,1
1449278,2020,5,19,900712,0,Battles,12,2,13.0699,-3.5599,BFA,1
1450173,2020,4,23,900712,0,Battles,24,1,13.3628,-3.8732,BFA,1
1450577,2020,4,14,900712,0,Riots,57,0,12.2666,-3.0833,BFA,1
1450580,2020,4,14,900712,0,Violence against civilians,27,1,13.0986,-3.8498,BFA,1
1450613,2020,4,8,900712,0,Strategic developments,12,0,13.3799,-3.2008,BFA,1
1450619,2020,4,7,900712,0,Battles,24,0,13.4367,-3.9395,BFA,1
1450997,2020,4,3,900712,0,Explosions/Remote violence,12,3,13.0725,-3.0694,BFA,1
1451005,2020,3,31,900712,0,Battles,12,16,13.3799,-3.2008,BFA,1
1451012,2020,3,29,900712,0,Explosions/Remote violence,12,3,13.4846,-2.7764,BFA,1
1451450,2020,3,16,900712,0,Battles,12,0,12.6667,-3.5833,BFA,1
1452261,2020,2,19,900712,0,Riots,57,0,12.18,-4.09,BFA,1
1452699,2020,2,13,900712,0,Violence against civilians,27,0,12.5,-3.7,BFA,1
1453120,2020,2,7,900712,0,Battles,24,10,13.3628,-3.8732,BFA,1
1453125,2020,2,6,900712,0,Violence against civilians,47,20,13.3239,-3.8734,BFA,1
1453152,2020,1,30,900712,0,Violence against civilians,27,10,13.0725,-3.0694,BFA,1
1453557,2020,1,27,900712,0,Explosions/Remote violence,12,0,13.3967,-3.2007,BFA,1
1453602,2020,1,20,900712,0,Violence against civilians,27,0,12.6598,-3.4948,BFA,1
1454015,2020,1,19,900712,0,Explosions/Remote violence,12,0,13.3721,-3.1947,BFA,1
1454459,2020,1,6,900712,0,Battles,12,9,12.987,-3.7673,BFA,1
1454465,2020,1,4,900712,0,Explosions/Remote violence,27,14,13.3721,-3.1947,BFA,1
1454466,2020,1,4,900712,0,Strategic developments,12,0,13.3721,-3.1947,BFA,1
1454477,2020,1,1,900712,0,Violence against civilians,37,1,13.3799,-3.2008,BFA,1
1454486,2019,12,27,900712,0,Battles,13,0,13.169,-3.4151,BFA,1
1454904,2019,12,19,900712,0,Riots,50,0,13.0725,-3.0694,BFA,1
1454910,2019,12,15,900712,0,Battles,24,1,13.153,-3.2006,BFA,1
1454934,2019,12,10,900712,0,Violence against civilians,27,0,13.1271,-2.8146,BFA,1
1455232,2019,12,3,900712,0,Battles,12,24,13.3799,-3.2008,BFA,1
1455243,2019,11,30,900712,0,Violence against civilians,27,0,12.5667,-3.6333,BFA,1
1455674,2019,11,15,900712,0,Violence against civilians,37,0,12.7384,-3.8677,BFA,1
1455687,2019,11,11,900712,0,Strategic developments,12,0,13.0725,-3.0694,BFA,1
1456309,2019,10,31,900712,0,Battles,13,1,12.4087,-3.811,BFA,1
1456354,2019,10,20,900712,0,Violence against civilians,27,0,13.27,-3.3569,BFA,1
1457077,2019,10,18,900712,0,Strategic developments,27,0,12.987,-3.7673,BFA,1
1457096,2019,10,14,900712,0,Strategic developments,27,0,12.9833,-3.4088,BFA,1
1457097,2019,10,14,900712,0,Battles,12,0,12.9833,-3.4088,BFA,1
1457106,2019,10,12,900712,0,Violence against civilians,37,1,13.4846,-2.7764,BFA,1
1457130,2019,10,4,900712,0,Strategic developments,27,0,12.6667,-3.5833,BFA,1
1457564,2019,9,19,900712,0,Battles,12,5,13.3799,-3.2008,BFA,1
1457572,2019,9,16,900712,0,Protests,60,0,12.7384,-3.8677,BFA,1
1458137,2019,9,3,900712,0,Violence against civilians,27,0,13.2267,-3.9535,BFA,1
1458724,2019,8,13,900712,0,Explosions/Remote violence,12,4,13.3799,-3.2008,BFA,1
1459328,2019,7,26,900712,0,Violence against civilians,27,0,13.4975,-2.8814,BFA,1
1459349,2019,7,21,900712,0,Violence against civilians,27,0,13.1221,-4.1563,BFA,1
1459351,2019,7,20,900712,0,Battles,44,0,12.7384,-3.8677,BFA,1
1459367,2019,7,15,900712,0,Explosions/Remote violence,27,0,13.0903,-3.7001,BFA,1
1459699,2019,6,27,900712,0,Violence against civilians,17,13,13.3448,-3.7982,BFA,1
