SvyDate,Date,Dmgrph,DmgrphCode,Mean_crrnt,Pop,PopNmbr
2019-9-23_2019-10-20,2019-10-20,MOPTI,1931,25.80316165221828,2330137,601248
2019-9-23_2019-10-20,2019-10-20,SEGOU,1932,14.561812729090278,2709545,394558
2019-9-23_2019-10-20,2019-10-20,TOMBOUCTOU/TAOUDENI,1934,30.09708737864078,763824,229888
2019-7-29_2019-10-20,2019-10-20,BAMAKO,1926,18.00654783557656,2781741,500895
2019-7-29_2019-10-20,2019-10-20,KAYES,1928,21.734513274336248,2380144,517312
2019-7-29_2019-10-20,2019-10-20,KOULIKORO,1930,18.130841121495305,4036499,731851
2019-7-29_2019-10-20,2019-10-20,SIKASSO,1933,18.7837351565311,3284796,617007
2019-9-24_2019-10-21,2019-10-21,MOPTI,1931,27.42222222222221,2330137,638975
2019-9-24_2019-10-21,2019-10-21,SEGOU,1932,15.61910747957257,2709545,423206
2019-9-24_2019-10-21,2019-10-21,TOMBOUCTOU/TAOUDENI,1934,39.62920046349942,763824,302697
2019-7-30_2019-10-21,2019-10-21,BAMAKO,1926,18.00654783557656,2781741,500895
2019-7-30_2019-10-21,2019-10-21,KAYES,1928,21.734513274336248,2380144,517312
2019-7-30_2019-10-21,2019-10-21,KOULIKORO,1930,18.130841121495305,4036499,731851
2019-7-30_2019-10-21,2019-10-21,SIKASSO,1933,18.7837351565311,3284796,617007
2019-9-25_2019-10-22,2019-10-22,MOPTI,1931,28.34890965732084,2330137,660568
2019-9-25_2019-10-22,2019-10-22,SEGOU,1932,15.875968992248035,2709545,430166
2019-9-25_2019-10-22,2019-10-22,TOMBOUCTOU/TAOUDENI,1934,43.55362946912243,763824,332673
2019-7-31_2019-10-22,2019-10-22,BAMAKO,1926,18.00654783557656,2781741,500895
2019-7-31_2019-10-22,2019-10-22,KAYES,1928,21.734513274336248,2380144,517312
2019-7-31_2019-10-22,2019-10-22,KOULIKORO,1930,18.130841121495305,4036499,731851
2019-7-31_2019-10-22,2019-10-22,SIKASSO,1933,18.7837351565311,3284796,617007
2019-9-26_2019-10-23,2019-10-23,MOPTI,1931,26.74007078254027,2330137,623080
2019-9-26_2019-10-23,2019-10-23,SEGOU,1932,16.051364365971086,2709545,434918
2019-9-26_2019-10-23,2019-10-23,TOMBOUCTOU/TAOUDENI,1934,40.94319399785638,763824,312733
2019-8-1_2019-10-23,2019-10-23,BAMAKO,1926,18.00654783557656,2781741,500895
2019-8-1_2019-10-23,2019-10-23,KAYES,1928,21.734513274336248,2380144,517312
2019-8-1_2019-10-23,2019-10-23,KOULIKORO,1930,18.130841121495305,4036499,731851
2019-8-1_2019-10-23,2019-10-23,SIKASSO,1933,18.7837351565311,3284796,617007
2019-9-27_2019-10-24,2019-10-24,MOPTI,1931,26.898734177215157,2330137,626777
2019-9-27_2019-10-24,2019-10-24,SEGOU,1932,16.051364365971086,2709545,434918
2019-9-27_2019-10-24,2019-10-24,TOMBOUCTOU/TAOUDENI,1934,40.42328042328043,763824,308762
2019-8-2_2019-10-24,2019-10-24,BAMAKO,1926,18.00654783557656,2781741,500895
2019-8-2_2019-10-24,2019-10-24,KAYES,1928,21.734513274336248,2380144,517312
2019-8-2_2019-10-24,2019-10-24,KOULIKORO,1930,18.130841121495305,4036499,731851
2019-8-2_2019-10-24,2019-10-24,SIKASSO,1933,18.7837351565311,3284796,617007
2019-9-28_2019-10-25,2019-10-25,MOPTI,1931,26.898734177215157,2330137,626777
2019-9-28_2019-10-25,2019-10-25,SEGOU,1932,17.346335697399507,2709545,470006
2019-9-28_2019-10-25,2019-10-25,TOMBOUCTOU/TAOUDENI,1934,40.42328042328043,763824,308762
2019-8-3_2019-10-25,2019-10-25,BAMAKO,1926,17.863336801942395,2781741,496911
2019-8-3_2019-10-25,2019-10-25,KAYES,1928,22.21455674370468,2380144,528738
2019-8-3_2019-10-25,2019-10-25,KOULIKORO,1930,17.414155571128212,4036499,702922
2019-8-3_2019-10-25,2019-10-25,SIKASSO,1933,18.730912792670484,3284796,615272
2019-9-29_2019-10-26,2019-10-26,GAO/MENAKA,1927,53.086419753086425,724465,384592
2019-9-29_2019-10-26,2019-10-26,MOPTI,1931,27.671913835956897,2330137,644793
2019-9-29_2019-10-26,2019-10-26,SEGOU,1932,17.67291910902693,2709545,478855
2019-9-29_2019-10-26,2019-10-26,TOMBOUCTOU/TAOUDENI,1934,37.66081871345029,763824,287662
2019-8-4_2019-10-26,2019-10-26,BAMAKO,1926,16.946363935505072,2781741,471403
2019-8-4_2019-10-26,2019-10-26,KAYES,1928,20.5707118218877,2380144,489612
2019-8-4_2019-10-26,2019-10-26,KOULIKORO,1930,16.92202928157981,4036499,683057
2019-8-4_2019-10-26,2019-10-26,SIKASSO,1933,19.8898607061872,3284796,653341
2019-9-30_2019-10-27,2019-10-27,MOPTI,1931,27.066450567260908,2330137,630685
2019-9-30_2019-10-27,2019-10-27,SEGOU,1932,17.835497835497804,2709545,483260
2019-9-30_2019-10-27,2019-10-27,TOMBOUCTOU/TAOUDENI,1934,40.50314465408805,763824,309372
2019-8-5_2019-10-27,2019-10-27,BAMAKO,1926,16.946363935505072,2781741,471403
2019-8-5_2019-10-27,2019-10-27,KAYES,1928,20.5707118218877,2380144,489612
2019-8-5_2019-10-27,2019-10-27,KOULIKORO,1930,16.92202928157981,4036499,683057
2019-8-5_2019-10-27,2019-10-27,SIKASSO,1933,19.8898607061872,3284796,653341
2019-10-1_2019-10-28,2019-10-28,MOPTI,1931,26.546906187624717,2330137,618579
2019-10-1_2019-10-28,2019-10-28,SEGOU,1932,18.055956158061694,2709545,489234
2019-10-1_2019-10-28,2019-10-28,TOMBOUCTOU/TAOUDENI,1934,42.4802110817942,763824,324474
2019-8-6_2019-10-28,2019-10-28,BAMAKO,1926,16.946363935505072,2781741,471403
2019-8-6_2019-10-28,2019-10-28,KAYES,1928,20.5707118218877,2380144,489612
2019-8-6_2019-10-28,2019-10-28,KOULIKORO,1930,16.92202928157981,4036499,683057
2019-8-6_2019-10-28,2019-10-28,SIKASSO,1933,19.8898607061872,3284796,653341
2019-10-2_2019-10-29,2019-10-29,MOPTI,1931,28.14145974416852,2330137,655734
2019-10-2_2019-10-29,2019-10-29,SEGOU,1932,18.48928974069895,2709545,500975
2019-10-2_2019-10-29,2019-10-29,TOMBOUCTOU/TAOUDENI,1934,44.93506493506493,763824,343224
2019-8-7_2019-10-29,2019-10-29,BAMAKO,1926,16.946363935505072,2781741,471403
2019-8-7_2019-10-29,2019-10-29,KAYES,1928,20.5707118218877,2380144,489612
2019-8-7_2019-10-29,2019-10-29,KOULIKORO,1930,16.92202928157981,4036499,683057
2019-8-7_2019-10-29,2019-10-29,SIKASSO,1933,19.8898607061872,3284796,653341
2019-10-3_2019-10-30,2019-10-30,MOPTI,1931,26.51542006380712,2330137,617845
2019-10-3_2019-10-30,2019-10-30,SEGOU,1932,18.531367447239045,2709545,502115
2019-10-3_2019-10-30,2019-10-30,TOMBOUCTOU/TAOUDENI,1934,45.029940119760475,763824,343949
2019-8-8_2019-10-30,2019-10-30,BAMAKO,1926,16.946363935505072,2781741,471403
2019-8-8_2019-10-30,2019-10-30,KAYES,1928,20.5707118218877,2380144,489612
2019-8-8_2019-10-30,2019-10-30,KOULIKORO,1930,16.92202928157981,4036499,683057
2019-8-8_2019-10-30,2019-10-30,SIKASSO,1933,19.8898607061872,3284796,653341
2019-10-4_2019-10-31,2019-10-31,MOPTI,1931,26.002814919071035,2330137,605901
2019-10-4_2019-10-31,2019-10-31,SEGOU,1932,17.252098228162858,2709545,467453
2019-10-4_2019-10-31,2019-10-31,TOMBOUCTOU/TAOUDENI,1934,45.029940119760475,763824,343949
2019-8-9_2019-10-31,2019-10-31,BAMAKO,1926,16.946363935505072,2781741,471403
2019-8-9_2019-10-31,2019-10-31,KAYES,1928,20.5707118218877,2380144,489612
2019-8-9_2019-10-31,2019-10-31,KOULIKORO,1930,16.92202928157981,4036499,683057
2019-8-9_2019-10-31,2019-10-31,SIKASSO,1933,19.8898607061872,3284796,653341
2019-10-5_2019-11-1,2019-11-01,MOPTI,1931,25.866293314665693,2330137,602719
2019-10-5_2019-11-1,2019-11-01,SEGOU,1932,16.923076923076888,2709545,458538
2019-10-5_2019-11-1,2019-11-01,TOMBOUCTOU/TAOUDENI,1934,45.029940119760475,763824,343949
2019-8-10_2019-11-1,2019-11-01,BAMAKO,1926,18.874560375146498,2781741,525041
2019-8-10_2019-11-1,2019-11-01,KAYES,1928,20.24691358024688,2380144,481905
2019-8-10_2019-11-1,2019-11-01,KOULIKORO,1930,16.15141955835959,4036499,651951
2019-8-10_2019-11-1,2019-11-01,SIKASSO,1933,19.344870210135934,3284796,635439
2019-10-6_2019-11-2,2019-11-02,MOPTI,1931,25.758103868943838,2330137,600199
2019-10-6_2019-11-2,2019-11-02,SEGOU,1932,17.21581548599667,2709545,466470
2019-10-6_2019-11-2,2019-11-02,TOMBOUCTOU/TAOUDENI,1934,43.68098159509202,763824,333645
2019-8-11_2019-11-2,2019-11-02,BAMAKO,1926,18.874560375146498,2781741,525041
2019-8-11_2019-11-2,2019-11-02,KAYES,1928,20.26330852890665,2380144,482295
2019-8-11_2019-11-2,2019-11-02,KOULIKORO,1930,15.69589209074184,4036499,633564
2019-8-11_2019-11-2,2019-11-02,SIKASSO,1933,18.336262448740435,3284796,602308
2019-10-7_2019-11-3,2019-11-03,MOPTI,1931,24.514149335151682,2330137,571213
2019-10-7_2019-11-3,2019-11-03,SEGOU,1932,17.096081588835176,2709545,463225
2019-10-7_2019-11-3,2019-11-03,TOMBOUCTOU/TAOUDENI,1934,44.6533490011751,763824,341073
2019-8-12_2019-11-3,2019-11-03,BAMAKO,1926,18.874560375146498,2781741,525041
2019-8-12_2019-11-3,2019-11-03,KAYES,1928,20.26330852890665,2380144,482295
2019-8-12_2019-11-3,2019-11-03,KOULIKORO,1930,15.69589209074184,4036499,633564
2019-8-12_2019-11-3,2019-11-03,SIKASSO,1933,18.336262448740435,3284796,602308
2019-10-8_2019-11-4,2019-11-04,MOPTI,1931,25.419089976051964,2330137,592299
2019-10-8_2019-11-4,2019-11-04,SEGOU,1932,17.588075880758776,2709545,476556
2019-10-8_2019-11-4,2019-11-04,TOMBOUCTOU/TAOUDENI,1934,42.648709315375974,763824,325761
2019-8-13_2019-11-4,2019-11-04,BAMAKO,1926,18.874560375146498,2781741,525041
2019-8-13_2019-11-4,2019-11-04,KAYES,1928,20.26330852890665,2380144,482295
2019-8-13_2019-11-4,2019-11-04,KOULIKORO,1930,15.69589209074184,4036499,633564
2019-8-13_2019-11-4,2019-11-04,SIKASSO,1933,18.336262448740435,3284796,602308
2019-10-9_2019-11-5,2019-11-05,MOPTI,1931,24.62787550744245,2330137,573863
2019-10-9_2019-11-5,2019-11-05,SEGOU,1932,17.913331493237614,2709545,485369
2019-10-9_2019-11-5,2019-11-05,TOMBOUCTOU/TAOUDENI,1934,43.4108527131783,763824,331582
2019-8-14_2019-11-5,2019-11-05,BAMAKO,1926,18.874560375146498,2781741,525041
2019-8-14_2019-11-5,2019-11-05,KAYES,1928,20.26330852890665,2380144,482295
2019-8-14_2019-11-5,2019-11-05,KOULIKORO,1930,15.69589209074184,4036499,633564
2019-8-14_2019-11-5,2019-11-05,SIKASSO,1933,18.336262448740435,3284796,602308
2019-10-10_2019-11-6,2019-11-06,MOPTI,1931,25.604643663334365,2330137,596623
2019-10-10_2019-11-6,2019-11-06,SEGOU,1932,18.553459119496825,2709545,502714
2019-10-10_2019-11-6,2019-11-06,TOMBOUCTOU/TAOUDENI,1934,47.440944881889784,763824,362365
2019-8-15_2019-11-6,2019-11-06,BAMAKO,1926,18.874560375146498,2781741,525041
2019-8-15_2019-11-6,2019-11-06,KAYES,1928,20.26330852890665,2380144,482295
2019-8-15_2019-11-6,2019-11-06,KOULIKORO,1930,15.69589209074184,4036499,633564
2019-8-15_2019-11-6,2019-11-06,SIKASSO,1933,18.336262448740435,3284796,602308
2019-10-11_2019-11-7,2019-11-07,MOPTI,1931,26.25313283208015,2330137,611733
2019-10-11_2019-11-7,2019-11-07,SEGOU,1932,19.431137724550872,2709545,526495
2019-10-11_2019-11-7,2019-11-07,TOMBOUCTOU/TAOUDENI,1934,46.52509652509653,763824,355369
2019-8-16_2019-11-7,2019-11-07,BAMAKO,1926,18.874560375146498,2781741,525041
2019-8-16_2019-11-7,2019-11-07,KAYES,1928,20.26330852890665,2380144,482295
2019-8-16_2019-11-7,2019-11-07,KOULIKORO,1930,15.69589209074184,4036499,633564
2019-8-16_2019-11-7,2019-11-07,SIKASSO,1933,18.336262448740435,3284796,602308
2019-10-12_2019-11-8,2019-11-08,MOPTI,1931,24.846248462484574,2330137,578951
2019-10-12_2019-11-8,2019-11-08,SEGOU,1932,19.059976931949226,2709545,516438
2019-10-12_2019-11-8,2019-11-08,TOMBOUCTOU/TAOUDENI,1934,47.0703125,763824,359534
2019-8-17_2019-11-8,2019-11-08,BAMAKO,1926,18.655851680185357,2781741,518957
2019-8-17_2019-11-8,2019-11-08,KAYES,1928,19.477303988995832,2380144,463587
2019-8-17_2019-11-8,2019-11-08,KOULIKORO,1930,14.566145092460847,4036499,587962
2019-8-17_2019-11-8,2019-11-08,SIKASSO,1933,17.827595409661015,3284796,585600
2019-10-13_2019-11-9,2019-11-09,MOPTI,1931,25.126262626262587,2330137,585476
2019-10-13_2019-11-9,2019-11-09,SEGOU,1932,16.927016645326468,2709545,458645
2019-10-13_2019-11-9,2019-11-09,TOMBOUCTOU/TAOUDENI,1934,44.140625,763824,337156
2019-8-18_2019-11-9,2019-11-09,BAMAKO,1926,18.828680897646368,2781741,523765
2019-8-18_2019-11-9,2019-11-09,KAYES,1928,19.07911472907653,2380144,454110
2019-8-18_2019-11-9,2019-11-09,KOULIKORO,1930,14.566145092460847,4036499,587962
2019-8-18_2019-11-9,2019-11-09,SIKASSO,1933,17.827595409661015,3284796,585600
2019-10-14_2019-11-10,2019-11-10,MOPTI,1931,25.886178861788572,2330137,603183
2019-10-14_2019-11-10,2019-11-10,SEGOU,1932,16.471467729877865,2709545,446301
2019-10-14_2019-11-10,2019-11-10,TOMBOUCTOU/TAOUDENI,1934,51.481888035126225,763824,393231
2019-8-19_2019-11-10,2019-11-10,BAMAKO,1926,18.828680897646368,2781741,523765
2019-8-19_2019-11-10,2019-11-10,KAYES,1928,18.698578908002954,2380144,445053
2019-8-19_2019-11-10,2019-11-10,KOULIKORO,1930,14.566145092460847,4036499,587962
2019-8-19_2019-11-10,2019-11-10,SIKASSO,1933,17.73294398725772,3284796,582490
2019-10-15_2019-11-11,2019-11-11,MOPTI,1931,24.11167512690351,2330137,561835
2019-10-15_2019-11-11,2019-11-11,SEGOU,1932,16.70457417235276,2709545,452617
2019-10-15_2019-11-11,2019-11-11,TOMBOUCTOU/TAOUDENI,1934,49.21301154249737,763824,375900
2019-8-20_2019-11-11,2019-11-11,BAMAKO,1926,18.828680897646368,2781741,523765
2019-8-20_2019-11-11,2019-11-11,KAYES,1928,18.698578908002954,2380144,445053
2019-8-20_2019-11-11,2019-11-11,KOULIKORO,1930,14.566145092460847,4036499,587962
2019-8-20_2019-11-11,2019-11-11,SIKASSO,1933,17.73294398725772,3284796,582490
2019-10-16_2019-11-12,2019-11-12,MOPTI,1931,24.141104294478477,2330137,562520
2019-10-16_2019-11-12,2019-11-12,SEGOU,1932,17.2629929485505,2709545,467748
2019-10-16_2019-11-12,2019-11-12,TOMBOUCTOU/TAOUDENI,1934,49.368421052631575,763824,377087
2019-8-21_2019-11-12,2019-11-12,BAMAKO,1926,18.828680897646368,2781741,523765
2019-8-21_2019-11-12,2019-11-12,KAYES,1928,18.698578908002954,2380144,445053
2019-8-21_2019-11-12,2019-11-12,KOULIKORO,1930,14.566145092460847,4036499,587962
2019-8-21_2019-11-12,2019-11-12,SIKASSO,1933,17.73294398725772,3284796,582490
2019-10-17_2019-11-13,2019-11-13,MOPTI,1931,23.88289676425265,2330137,556504
2019-10-17_2019-11-13,2019-11-13,SEGOU,1932,17.86017548825357,2709545,483929
2019-10-17_2019-11-13,2019-11-13,TOMBOUCTOU/TAOUDENI,1934,48.004094165813726,763824,366666
2019-8-22_2019-11-13,2019-11-13,BAMAKO,1926,18.828680897646368,2781741,523765
2019-8-22_2019-11-13,2019-11-13,KAYES,1928,18.698578908002954,2380144,445053
2019-8-22_2019-11-13,2019-11-13,KOULIKORO,1930,14.566145092460847,4036499,587962
2019-8-22_2019-11-13,2019-11-13,SIKASSO,1933,17.73294398725772,3284796,582490
2019-10-18_2019-11-14,2019-11-14,MOPTI,1931,21.109399075500733,2330137,491877
2019-10-18_2019-11-14,2019-11-14,SEGOU,1932,17.947231081472854,2709545,486288
2019-10-18_2019-11-14,2019-11-14,TOMBOUCTOU/TAOUDENI,1934,47.1356783919598,763824,360033
2019-8-23_2019-11-14,2019-11-14,BAMAKO,1926,18.828680897646368,2781741,523765
2019-8-23_2019-11-14,2019-11-14,KAYES,1928,18.698578908002954,2380144,445053
2019-8-23_2019-11-14,2019-11-14,KOULIKORO,1930,14.566145092460847,4036499,587962
2019-8-23_2019-11-14,2019-11-14,SIKASSO,1933,17.73294398725772,3284796,582490
2019-10-19_2019-11-15,2019-11-15,MOPTI,1931,21.406249999999954,2330137,498794
2019-10-19_2019-11-15,2019-11-15,SEGOU,1932,18.48355663824601,2709545,500820
2019-10-19_2019-11-15,2019-11-15,TOMBOUCTOU/TAOUDENI,1934,47.1356783919598,763824,360033
2019-8-24_2019-11-15,2019-11-15,BAMAKO,1926,19.177304964538962,2781741,533462
2019-8-24_2019-11-15,2019-11-15,KAYES,1928,18.754688672168005,2380144,446388
2019-8-24_2019-11-15,2019-11-15,KOULIKORO,1930,14.560279557367467,4036499,587725
2019-8-24_2019-11-15,2019-11-15,SIKASSO,1933,17.73294398725772,3284796,582490
2019-10-20_2019-11-16,2019-11-16,MOPTI,1931,21.487867177522308,2330137,500696
2019-10-20_2019-11-16,2019-11-16,SEGOU,1932,18.348623853210984,2709545,497164
