"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2019,1,1,18.17,19.54
2019,1,2,9.406,16.814
2019,1,3,27.887,21.741
2019,2,1,27.091,15.778
2019,2,2,13.625,16.325
2019,2,3,20.222,11.528
2019,3,1,24.503,15.801
2019,3,2,24.121,16.665
2019,3,3,50.187,17.966
2019,4,1,35.736,15.775
2019,4,2,36.467,15.66
2019,4,3,17.198,11.958
2019,5,1,15.867,8.831
2019,5,2,1.132,6.042
2019,5,3,2.625,3.496
2019,6,1,0.94,0.323
2019,6,2,0.002,0.002
2019,6,3,0,0
2019,7,1,0,0
2019,7,2,0,0
2019,7,3,0,0
2019,8,1,0,0
2019,8,2,0,0
2019,8,3,0,0
2019,9,1,0.006,0.002
2019,9,2,0.013,0.013
2019,9,3,0.056,0.218
2019,10,1,1.68,3.495
2019,10,2,4.797,5.425
2019,10,3,7.15,9.741
2019,11,1,3.851,9.08
2019,11,2,2.68,9.505
2019,11,3,5.039,11.775
2019,12,1,28.768,13.404
2019,12,2,19.89,18.726
2019,12,3,18.062,16.618
2020,1,1,18.627,19.54
2020,1,2,11.728,16.814
2020,1,3,23.042,21.741
2020,2,1,12.207,15.778
2020,2,2,20.204,16.325
2020,2,3,8.85,11.528
2020,3,1,14.853,15.801
2020,3,2,40.474,16.665
2020,3,3,18.681,17.966
2020,4,1,18.981,15.775
2020,4,2,,15.66
2020,4,3,,11.958
2020,5,1,,8.831
2020,5,2,,6.042
2020,5,3,,3.496
2020,6,1,,0.323
2020,6,2,,0.002
2020,6,3,,0
2020,7,1,,0
2020,7,2,,0
2020,7,3,,0
2020,8,1,,0
2020,8,2,,0
2020,8,3,,0
2020,9,1,,0.002
2020,9,2,,0.013
2020,9,3,,0.218
2020,10,1,,3.495
2020,10,2,,5.425
2020,10,3,,9.741
2020,11,1,,9.08
2020,11,2,,9.505
2020,11,3,,11.775
2020,12,1,,13.404
2020,12,2,,18.726
2020,12,3,,16.618