"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2014,1,1,0.083,0
2014,1,2,0,0
2014,1,3,0.042,0
2014,2,1,1,0.333
2014,2,2,1,0.625
2014,2,3,1,0.208
2014,3,1,0.458,0.375
2014,3,2,0.792,0.583
2014,3,3,0.542,1
2014,4,1,0.167,0.083
2014,4,2,0,0.25
2014,4,3,0.5,0.625
2014,5,1,0.25,0
2014,5,2,1,0.042
2014,5,3,0,0
2014,6,1,0,0
2014,6,2,0,0
2014,6,3,0,0
2014,7,1,0.708,0.625
2014,7,2,0.583,0.833
2014,7,3,1,1
2014,8,1,1.542,0.292
2014,8,2,0.833,0.208
2014,8,3,3.167,0.708
2014,9,1,2.125,1.375
2014,9,2,1.667,1.833
2014,9,3,3.458,1.292
2014,10,1,4.25,0.292
2014,10,2,0.083,0
2014,10,3,0.042,0.042
2014,11,1,0,0
2014,11,2,0,0
2014,11,3,0.083,0
2014,12,1,1,1
2014,12,2,1.917,1
2014,12,3,2,1
2015,1,1,0.042,0
2015,1,2,0,0
2015,1,3,0.042,0
2015,2,1,1,0.333
2015,2,2,1,0.625
2015,2,3,0.042,0.208
2015,3,1,1.167,0.375
2015,3,2,1.208,0.583
2015,3,3,2.75,1
2015,4,1,0.167,0.083
2015,4,2,0,0.25
2015,4,3,0,0.625
2015,5,1,1.292,0
2015,5,2,0.042,0.042
2015,5,3,1.458,0
2015,6,1,0,0
2015,6,2,0,0
2015,6,3,0,0
2015,7,1,0.917,0.625
2015,7,2,0.875,0.833
2015,7,3,0.875,1
2015,8,1,0.375,0.292
2015,8,2,0.292,0.208
2015,8,3,1.333,0.708
2015,9,1,3.375,1.375
2015,9,2,7.5,1.833
2015,9,3,1.833,1.292
2015,10,1,0.542,0.292
2015,10,2,0.042,0
2015,10,3,0.042,0.042
2015,11,1,0,0
2015,11,2,0,0
2015,11,3,0.042,0
2015,12,1,1,1
2015,12,2,1.917,1
2015,12,3,2,1
2016,1,1,0.083,0
2016,1,2,0,0
2016,1,3,0.083,0
2016,2,1,1,0.333
2016,2,2,1,0.625
2016,2,3,1,0.208
2016,3,1,1.667,0.375
2016,3,2,1.208,0.583
2016,3,3,1,1
2016,4,1,0.583,0.083
2016,4,2,2.792,0.25
2016,4,3,0.083,0.625
2016,5,1,0,0
2016,5,2,0,0.042
2016,5,3,0.042,0
2016,6,1,0,0
2016,6,2,0,0
2016,6,3,0,0
2016,7,1,1.042,0.625
2016,7,2,1,0.833
2016,7,3,3.5,1
2016,8,1,1.375,0.292
2016,8,2,1,0.208
2016,8,3,1.25,0.708
2016,9,1,1,1.375
2016,9,2,1.833,1.833
2016,9,3,3.167,1.292
2016,10,1,0.417,0.292
2016,10,2,0,0
2016,10,3,0,0.042
2016,11,1,0.208,0
2016,11,2,0,0
2016,11,3,0.167,0
2016,12,1,1,1
2016,12,2,1.833,1
2016,12,3,2,1