1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Exchange rate (USD/LCU),FCS,Fatality,Lat,Lon,NDVI Anomaly,Population,Rainfall (mm),Ramadan,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,rCSI,subsample,h,r2,val_loss,train_loss
91,1,81,31,1,31,0,0,81,0,11,1,0.68,0.46,0.26,7,5.0,90,71,0.41000000000000003,22,0.9702863886351698,25.908785,3.591672
91,1,81,31,1,31,0,0,81,0,11,1,0.68,0.46,0.26,7,5.0,90,71,0.41000000000000003,23,0.9715909337609635,29.656984,3.441043
91,1,81,31,1,31,0,0,81,0,11,1,0.68,0.46,0.26,7,5.0,90,71,0.41000000000000003,24,0.971933974670948,27.46859,3.4062922
91,1,81,31,1,31,0,0,81,0,11,1,0.68,0.46,0.26,7,5.0,90,71,0.41000000000000003,25,0.9720706341527762,29.457901,3.396251
91,1,81,31,1,31,0,0,81,0,11,1,0.68,0.46,0.26,7,5.0,90,71,0.41000000000000003,26,0.9726671774532649,28.150526,3.3298187
91,1,81,31,1,31,0,0,81,0,11,1,0.68,0.46,0.26,7,5.0,90,71,0.41000000000000003,27,0.9733766790848984,31.468702,3.2490666
91,1,81,31,1,31,0,0,81,0,11,1,0.68,0.46,0.26,7,5.0,90,71,0.41000000000000003,28,0.9738974327640411,32.911446,3.1908474
91,1,81,31,1,31,0,0,81,0,11,1,0.68,0.46,0.26,7,5.0,90,71,0.41000000000000003,29,0.9756492852371488,31.737629,2.981339
91,1,81,31,1,31,0,0,81,0,11,1,0.68,0.46,0.26,7,5.0,90,71,0.41000000000000003,30,0.9773956554966446,30.868807,2.7714434
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,1,0.9997288189612317,0.29284942,0.029094761
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,2,0.99968490986056,1.0674477,0.03372957
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,3,0.999637094736006,2.1705704,0.0387698
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,4,0.9995697683677166,3.9041097,0.045874093
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,5,0.9994514752015026,5.4893007,0.058378708
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,6,0.9993761821345415,7.935,0.06626058
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,7,0.999397819513426,9.698509,0.06383067
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,8,0.9993347962896975,11.57888,0.07035496
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,9,0.9993154129908782,11.471819,0.07223933
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,10,0.9992274454732798,13.339479,0.081332594
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,11,0.9993615006942254,15.110343,0.067082606
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,12,0.9993084049380538,17.260681,0.07253459
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,13,0.999258590696278,16.76773,0.0776532
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,14,0.9992674999680796,19.883085,0.076648
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,15,0.9992644873268327,20.895802,0.07692522
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,16,0.9991829955533912,21.339619,0.085433185
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,17,0.9992628692645957,22.253094,0.07708569
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,18,0.9992496076827762,25.62239,0.07849488
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,19,0.9992654309660765,22.417404,0.07687693
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,20,0.9992173009308213,26.100285,0.08197383
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,21,0.9990768800735838,30.326027,0.09676727
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,22,0.9991307580448581,27.368294,0.09121939
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,23,0.9991679091289065,30.111454,0.087434806
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,24,0.9992029451789406,31.04839,0.083865575
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,25,0.9992622200705626,34.429447,0.07772643
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,26,0.9992323184413876,35.461792,0.08096504
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,27,0.9989768577473075,35.561768,0.10799491
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,28,0.9990946648093244,40.846764,0.095600076
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,29,0.9990389622211225,32.833096,0.10147171
71,91,21,91,61,51,0,0,71,0,91,91,1.0,0.2,0.2,9,9.0,80,81,0.43,30,0.9990687100563668,37.322586,0.09829853
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,1,0.9464792257169847,6.384946,6.1420445
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,2,0.94331844688181,7.42858,6.4810767
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,3,0.9404332778633614,8.841217,6.7864165
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,4,0.9382667151758688,10.934704,7.0081644
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,5,0.9364606278397485,13.603554,7.1873627
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,6,0.9354413591655555,16.393969,7.276437
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,7,0.9346259373235957,17.651068,7.34151
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,8,0.9338776660246433,20.42835,7.3980684
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,9,0.9337672559913737,21.793003,7.383232
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,10,0.9333772615040787,23.866375,7.400211
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,11,0.9327122437069505,25.990286,7.4477763
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,12,0.9324846929178006,27.97085,7.447101
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,13,0.9319282208626264,28.488968,7.4830027
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,14,0.9316112579278056,30.076666,7.4926405
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,15,0.9312910798566946,30.321775,7.50276
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,16,0.9308422941812864,32.85096,7.527091
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,17,0.9308217256412293,33.17256,7.505438
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,18,0.9303718585058743,34.96261,7.5312667
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,19,0.9302979028980718,37.38293,7.5169663
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,20,0.9299206017261773,36.567707,7.5372267
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,21,0.929855102886452,37.846233,7.525781
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,22,0.9295204903571632,38.76998,7.544647
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,23,0.9295176627419811,39.157032,7.5297503
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,24,0.9291083237787118,42.34187,7.558932
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,25,0.9293427251743464,41.24182,7.5199523
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,26,0.9288227581271075,41.152878,7.560293
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,27,0.9289644777031822,40.65519,7.529711
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,28,0.9286287279060459,42.24092,7.54855
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,29,0.9282792196623573,44.617283,7.568156
11,1,41,11,71,1,0,0,51,0,51,1,0.64,0.09,0.05,20,10.0,55,1,0.9,30,0.9277483730811795,43.3844,7.606469
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,1,0.9999629044920694,0.6013313,0.0039799428
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,2,0.999961547065256,1.3622499,0.0041162856
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,3,0.9999548458852573,2.6940627,0.0048238924
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,4,0.9999471261744125,4.1463747,0.005637751
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,5,0.9999404267493445,5.628585,0.0063402955
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,6,0.9999396311704721,6.9106197,0.0064122467
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,7,0.9999409126676198,8.178159,0.006263212
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,8,0.9999420104394342,9.541565,0.0061332393
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,9,0.9999393268501925,11.18201,0.006402382
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,10,0.9999456146659302,12.581577,0.005725551
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,11,0.9999418407791434,14.459842,0.0061103776
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,12,0.999942347771672,16.303295,0.006046574
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,13,0.9999490333665032,16.709845,0.0053381063
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,14,0.9999368178820973,16.615063,0.0066113076
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,15,0.9999521506283107,16.737041,0.0050044325
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,16,0.9999462275478016,17.888914,0.005622921
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,17,0.9999447627724507,18.830366,0.005776451
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,18,0.9999527167254589,20.366777,0.0049460726
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,19,0.9999480599773569,20.995874,0.005435826
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,20,0.9999529886886767,20.662249,0.0049236
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,21,0.9999502230503624,21.801037,0.0052179345
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,22,0.9999488575303477,22.340883,0.005366958
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,23,0.9999618397361703,26.260872,0.00400982
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,24,0.9999603961424532,24.419102,0.0041670916
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,25,0.9999564021667465,25.566593,0.0045931097
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,26,0.9999645583288526,26.274158,0.0037379253
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,27,0.9999630260657836,26.88425,0.0039026798
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,28,0.9999598639239359,28.449923,0.0042382223
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,29,0.9999633426434493,31.462746,0.003870488
71,31,41,1,1,11,0,0,91,0,51,61,0.8300000000000001,0.01,0.13,10,1.0,95,21,0.91,30,0.9999635850279842,31.197609,0.0038436346
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,1,0.9991231555429104,7.0670795,0.100626685
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,2,0.9989152441154004,9.015113,0.12403305
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,3,0.9987330880517186,7.5475802,0.14433886
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,4,0.9986114759412723,10.761603,0.15762979
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,5,0.9981174473186696,10.959813,0.2129481
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,6,0.9981151579145235,14.278729,0.21244152
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,7,0.998084366584434,15.924641,0.21512572
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,8,0.9980249670736513,16.650087,0.2209757
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,9,0.9978056609895847,18.347149,0.24461187
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,10,0.9978507681406602,19.672857,0.23872887
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,11,0.9978924503691491,20.072657,0.23327509
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,12,0.9976914191697489,20.690292,0.25464204
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,13,0.9978052392355281,22.50328,0.24126592
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,14,0.9979076249956613,23.36331,0.22923967
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,15,0.9977932426429532,24.394892,0.24096973
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,16,0.9978528419523246,24.466997,0.23369564
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,17,0.9977760880295188,27.468948,0.24128145
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,18,0.9978173807174942,24.458364,0.23608111
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,19,0.9980351615472363,23.196245,0.21189642
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,20,0.9980715130584138,21.86668,0.20741391
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,21,0.997862594896023,26.248177,0.22932021
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,22,0.9979129016686067,28.019659,0.2234184
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,23,0.99786393894862,22.50729,0.22819908
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,24,0.9980515484516884,26.453892,0.20775656
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,25,0.9977527419124261,28.7944,0.23917246
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,26,0.9977845659910141,27.625425,0.2353186
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,27,0.9979118460797086,24.619562,0.22134271
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,28,0.9978518351135021,26.785734,0.22719966
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,29,0.9977283314583374,30.83801,0.23971216
71,31,21,31,1,11,0,0,11,0,11,51,0.29,0.34,0.22,8,6.0,65,21,0.33,30,0.997301016666899,30.611927,0.2841422
61,71,31,11,41,51,0,0,91,0,71,91,0.41000000000000003,0.09,0.18,16,8.0,35,61,0.44,1,0.9993385266927645,0.67828614,0.07822236
61,71,31,11,41,51,0,0,91,0,71,91,0.41000000000000003,0.09,0.18,16,8.0,35,61,0.44,2,0.99904719853157,1.5381274,0.11236894
61,71,31,11,41,51,0,0,91,0,71,91,0.41000000000000003,0.09,0.18,16,8.0,35,61,0.44,3,0.9986661677765176,2.7159917,0.15689832
61,71,31,11,41,51,0,0,91,0,71,91,0.41000000000000003,0.09,0.18,16,8.0,35,61,0.44,4,0.9981438657315678,4.303065,0.21776776
61,71,31,11,41,51,0,0,91,0,71,91,0.41000000000000003,0.09,0.18,16,8.0,35,61,0.44,5,0.9979948571581376,6.9254932,0.2346195
