alpha,beta,bxcx,damped_factor,gamma,s,season,stationary,loss
0.25267849260632713,0.3743464917950266,False,0.28210224894142066,0.5688186033347792,169,additive,True,62905.24232208668
0.4407280731127239,0.3270390108530861,True,0.22920844322573256,0.5794428746830369,159,additive,False,87.55106645654261
0.6288422119258563,0.20399075564666147,True,0.09721756636533942,0.8510590600991059,57,multiplicative,False,78.94914744909008
0.675342144583923,0.8657545554010475,False,0.35919041171548494,0.2865102669941593,115,multiplicative,False,139.47999569399352
0.7731181459360271,0.6762799979140129,False,0.3410800839832204,0.6708622940148834,78,multiplicative,False,194.23508773113068
0.45070488167106826,0.14425346641748,True,0.10956890528080906,0.5917307447566109,159,additive,False,85.107335746753
0.4586414246277686,0.5680480670800525,True,0.44201719790603167,0.993753178673314,57,additive,False,216.35011595334922
0.6077649327411371,0.1776706446015864,True,0.007513838716848464,0.3775037897079926,44,multiplicative,False,61.902423675498085
0.6199437627652881,0.42146884351725666,True,0.0016768633626835644,0.3608016712899509,162,multiplicative,False,62.812500164938335
0.7910930658610416,0.4453295347458463,True,0.0014569103027030135,0.3531930887138457,5,multiplicative,False,12.779895063083709
0.8653872420018313,0.5386631487640786,True,0.7110458881342383,0.3967188721578623,230,multiplicative,False,147.03013934025122
0.9935570845514718,0.6492733531956268,True,0.44732474110046627,0.49911233968639024,67,multiplicative,False,126.42052225734619
0.7251314360957126,0.3181082324216802,True,0.031097661814351238,0.009431457773829421,124,multiplicative,False,87.8950479126496
0.8510005843919953,0.4917454096754241,True,0.1806946713572028,0.3485058739826695,226,multiplicative,False,59.15320379534368
0.8550050707468067,0.5179963158264693,False,0.1970221770524341,0.3151844778017691,122,multiplicative,False,81.30714489953733
0.8111428197850931,0.4575788345231496,True,0.4453561762412323,0.47079832572269653,231,multiplicative,False,141.2311497550492
0.9920462839628537,0.5967170435099226,True,0.05365349430904372,0.08759490926779562,11,multiplicative,False,17.00964349094424
0.988065261241643,0.7211476925705439,True,0.8493256908337752,0.08788270308353091,127,multiplicative,False,227.98792177905455
0.7197096780011485,0.8211726287885404,True,0.057760463073092926,0.17508283525929272,11,multiplicative,False,14.201522157422644
0.745375356081211,0.8111514644547451,False,0.13668306635768984,0.18679960266168205,5,multiplicative,False,11.956249850887778
0.6713954155944665,0.7993178300516502,False,0.5662924800298058,0.22967347010037586,5,multiplicative,False,10.687527016459946
0.6817527167688588,0.8003143771814979,False,0.7793246112154578,0.2156235768094379,5,multiplicative,False,17.945338622261847
0.09378564270738077,0.7754028640286835,False,0.521038348838332,0.29697991242255845,175,multiplicative,False,44.23394637605191
0.675893485086501,0.6836306997325516,False,0.6680153287626194,0.06912600522569867,161,multiplicative,False,52.48508880738376
0.5746687397726706,0.9602905579451949,False,0.4847491748565169,0.1341802633165396,43,multiplicative,False,102.9706325984374
0.22145118592865032,0.6376000230670176,False,0.8940732135087783,0.4262524670731057,229,additive,False,160.9973731511803
0.34262317342506576,0.8824557103191811,False,0.7567128621565327,0.3199907623239219,100,multiplicative,False,39.76172780498126
0.47960395064544226,0.7761231708513814,False,0.38736770695958184,0.7513449888271497,80,additive,False,278.6634113085091
0.9530837004259429,0.9035887691939692,False,0.4739170618351734,0.7205177202694966,86,additive,False,113.34123420635599
0.5604048807902998,0.8413052608824817,False,0.40677975147238704,0.5344727591838919,163,multiplicative,False,43.61297434643995
0.6454969163625952,0.35672206685975083,True,0.5078583324809178,0.36880051426936034,129,multiplicative,False,38.03605384829947
0.7972678317285664,0.2741539020274944,True,0.15641749067784338,0.20713042300438808,214,multiplicative,False,119.87664295479931
0.903274981033977,0.4676402065923614,True,0.019128280655925325,0.2528979139056676,194,multiplicative,False,37.71532375835275
0.8370893862118025,0.4242258917734315,True,0.13508293738319468,0.39520811293469676,181,multiplicative,False,43.63200751859188
0.7765799958816337,0.21951167907350452,True,0.10706663100519453,0.2936851371016762,156,multiplicative,False,302.00864381434246
0.7066013815700265,0.3109344777719676,False,0.06667182943655137,0.10955036341458378,75,multiplicative,False,76.4103439429869
0.9493762800650345,0.6551406458671527,True,0.42199993462154695,0.2732581285484404,5,multiplicative,False,11.227131895778834
0.6490905812620275,0.8728429119721559,False,0.6106974021755927,0.3937658148568579,137,multiplicative,False,67.93918906303334
0.739079938357456,0.572181234364725,True,0.8939087426989616,0.9364067895208397,142,multiplicative,False,996.7704443995893
0.934241595711671,0.6637198949736196,False,0.3688038482741039,0.5475996211242287,12,multiplicative,False,74.19011519796051
0.6173279071330887,0.7570842857647139,False,0.2861077144855238,0.0008340472448609693,105,additive,False,180.44138347046498
0.9686238708913457,0.7951518393524745,False,0.6883132963089948,0.321721192629945,5,multiplicative,False,7872.907621300766
0.6862806752532445,0.8299678762733339,True,0.2465681235006003,0.11991675747531526,5,multiplicative,False,11.686828448281
0.3596389482366345,0.835602376291838,True,0.2513354556200257,0.05045865186006376,5,additive,False,14.577525540740998
0.6690183353009488,0.8563622555841651,True,0.503648048613546,0.09834623672720916,216,multiplicative,False,191.89826572493493
0.5341157537578225,0.9779405233574531,True,0.18097725179994378,0.24476504150106415,90,multiplicative,False,69.40724024549314
0.31184734381525264,0.6722805419566824,True,0.5753395601489821,0.1967563118260772,64,multiplicative,False,73.18577783025307
0.47372493639436125,0.48363632381240124,True,0.29073939236384094,0.41309808029023365,134,additive,False,94.13511820420575
0.5462875826870296,0.9160244726774419,True,0.8100379494749911,0.26252529979032235,208,multiplicative,False,89.80046861325935
0.4315743334123567,0.5249535059327917,True,0.5661326569996425,0.13022176062808372,207,multiplicative,False,95.83773467474344
0.7213853078457378,0.39300623263143053,True,0.5193298874417752,0.6581960151434902,69,multiplicative,False,153.32764488743865
0.1931281285297764,0.8214601019435005,True,0.3263743376542895,0.37278178228089826,153,multiplicative,False,141.44338109329485
0.8480326904304407,0.9783656913706025,False,0.27046323535423017,0.16781112929120096,60,multiplicative,False,119.62049862264918
0.976547201165407,0.7157314497217413,True,0.15679095546335664,0.32486346492201873,74,multiplicative,False,82.39285468339551
0.9241940668184124,0.7638464285096853,False,0.40996221972341873,0.050997545220981044,19,additive,False,31.22224998552817
0.6351038682631699,0.6089279686844722,False,0.43081534325609927,0.00783783673377117,96,multiplicative,False,187.4492516585342
0.5736368084791404,0.9521722194804477,True,0.8823277438520397,0.8423993710762923,52,multiplicative,False,4262587040.7699122
0.995926778950765,0.809581324103898,False,0.9843267743638935,0.4373147728425348,72,multiplicative,False,15553.316366119529
0.3807045923327782,0.5686313132466279,True,0.19283477583953715,0.35389153870245016,176,multiplicative,False,32.04719551422702
0.7367211317082933,0.48972233529541054,False,0.12135781208168159,0.20617032975569896,83,multiplicative,False,176.05153015750022
0.6886091824531366,0.10602663693687592,False,0.3761380352609498,0.23242058945967345,89,additive,False,106.16082129699656
0.7593281094802038,0.9957154774636311,False,0.5581232061266646,0.5225222156550856,46,multiplicative,False,44.3630013318826
0.7795615823522488,0.35112439412780266,True,0.648087171245355,0.10658783060945523,118,multiplicative,False,131.3762334363559
0.5983038464554469,0.7944553974536384,False,0.30061465896054185,0.14384702447915448,132,additive,False,96.60381086288605
0.4125562179853531,0.6688922510221388,False,0.16533933023817465,0.037208012570488724,117,multiplicative,False,175.90131511083072
0.6591255534589616,0.7508856539925888,True,0.5365262241029541,0.17321037137827294,177,multiplicative,False,28.024181264851745
0.5523249698224911,0.9353942400591775,True,0.8281217607317641,0.2513153359880137,160,multiplicative,False,67.80439876664512
0.8532822975598318,0.4651177766432957,True,0.393913673044725,0.3066396397231875,5,multiplicative,False,10.639282329883125
0.9548889817427494,0.2984324388336207,True,0.4511290597661958,0.4380763193630045,24,multiplicative,False,86.39087295591231
0.8632779043874694,0.46877094572258615,False,0.7276548630092257,0.48692051206610026,29,multiplicative,False,241.00741212389627
0.8390221713069668,0.36817900564446426,True,0.407994903958522,0.3708434702358398,148,multiplicative,False,99.71638994923758
0.8198645106468294,0.336750615931638,False,0.4775237905367392,0.76202361561093,42,multiplicative,False,101.06915627253217
0.9028575396857567,0.5933199548274782,True,0.3904806853803956,0.3289286663880563,33,multiplicative,False,129.04648175234342
0.7431622796073809,0.5111103030076486,False,0.6744375740766513,0.5110853426454374,101,multiplicative,False,118.20207037694263
0.7218272447824184,0.38659442861384147,False,0.5976817477633439,0.2195367663980109,38,multiplicative,False,112.43088690853268
0.6277724945269011,0.4490860186952367,True,0.25168956540728077,0.12070836407924235,48,multiplicative,False,85.05414692557207
0.7782417300169695,0.5380334778014634,True,0.2736593147879992,0.16161572561860432,145,multiplicative,False,260.8048876955831
0.6813914091005702,0.7834165712592811,True,0.21319373657847326,0.18456320028146062,5,multiplicative,False,11.911100586537577
0.5695234451971022,0.5747805257874379,True,0.3734544156013765,0.20703909625819272,5,multiplicative,False,12.462799062178462
0.6519358515681316,0.6877365251557647,True,0.5534694231684394,0.4182274539052478,147,multiplicative,False,468.5288064466384
0.7258609627889546,0.5510755526622537,True,0.4970793105544514,0.26802486340851606,144,multiplicative,False,167.42800201942782
0.5862234311678876,0.47669779899151216,True,0.3328685220364027,0.0620273934323311,119,multiplicative,False,117.13330475218618
0.7908887199086866,0.7141632308129842,True,0.5250531843192001,0.38825001012413674,2,multiplicative,False,13.13218466494815
0.8721881905161595,0.5011992818124976,True,0.1172845793392685,0.13808144980620513,39,multiplicative,False,116.74739407334312
0.9522622255118357,0.5940715611361862,True,0.40015111472816267,0.029158529643204506,224,additive,False,48.00470766736586
0.5087326983094155,0.666294522346393,False,0.4546852144750241,0.09365752717713048,76,multiplicative,False,78.96800369124689
0.6693717064002301,0.920904548896874,True,0.25872370375456705,0.25801669773719704,202,multiplicative,False,87.186762377319
0.6062164984738089,0.431818927332643,True,0.4299854351718676,0.28552277746719,91,multiplicative,False,72.65920140443241
0.9968697477652385,0.22122823855712948,False,0.06965381348604316,0.33395710181263555,5,multiplicative,False,10.76773022106776
0.9310806482875964,0.024253118195546652,False,0.14470199143232565,0.41440473123169586,228,multiplicative,False,76.16500159917291
0.9998234720052522,0.21719133150549982,False,0.701826614373613,0.33847473887423285,6,multiplicative,False,16.659403308377048
0.9502621279446964,0.16800875890758463,False,0.8095878648800348,0.3182668214473071,123,multiplicative,False,67.26091030253497
0.8210818036847024,0.19869039577720998,False,0.9151089161474905,0.43788762724491714,173,multiplicative,False,35.540099614869234
0.9006388909933806,0.3324883345291976,False,0.6106420897419202,0.17933750458712033,14,additive,False,60.82974055680492
0.939916562134746,0.38377544134496466,False,0.5427448272787058,0.6385713736995788,211,multiplicative,False,295.1107078007742
0.8532051675952832,0.23697068278241468,False,0.09590864619198243,0.40134975491804686,63,multiplicative,False,94.54739811543818
0.7947131533023436,0.0827844585871978,False,0.632437893053992,0.24682488008627557,187,multiplicative,False,68.7883913607271
0.840285269488277,0.4573283118102722,False,0.4813050186247108,0.5148532230090836,178,additive,False,90.67666453632017
0.8789412916265191,0.1633778170644407,False,0.516857631428163,0.27244367812088477,36,multiplicative,False,49.26127302718006
