alpha,beta,bxcx,damped_factor,gamma,s,season,stationary,loss
0.31407656306667936,0.18054030651203307,False,0.5524042706231903,0.7416771845293751,149,additive,True,126073.32739180674
0.8204795349795779,0.587749728245549,True,0.7980831674450884,0.040533244842207834,179,additive,True,1741.9429199274712
0.8796881845399901,0.5374658547642781,True,0.053045704007109534,0.4569063619108547,198,multiplicative,False,12.827876224889769
0.138405083672927,0.469071184022677,True,0.3487276965775209,0.8230656177833883,165,additive,True,2281.191625332894
0.0329715862391852,0.550946003155382,False,0.5962471398854509,0.885591966806746,51,additive,True,150245.29275344362
0.7985330576532035,0.6035190046707647,False,0.5804083890076689,0.5349894160958063,129,additive,False,11.308779154808049
0.5739000938789726,0.9100535022656571,True,0.23650329203597725,0.9918420305537488,41,additive,False,18.23520149390324
0.6349964784432552,0.015518811349723383,True,0.33319597846320553,0.9842520090425849,175,multiplicative,False,17.81261644321717
0.7005071536683357,0.49241245025361824,False,0.17953697579129474,0.05881572432164152,200,multiplicative,False,10.341475015409989
0.8996888540755419,0.5401564118784007,False,0.40099255108535686,0.07390518966376676,183,additive,False,9.327976449472239
0.3587854423959009,0.5141625049472839,False,0.9665640585105737,0.7674728834597965,200,multiplicative,False,276.40839834506454
0.9990857269326245,0.39319084891701583,False,0.05864150802800859,0.017445521272661454,144,additive,False,22.574180908454412
0.4775927957975371,0.42861236222281374,False,0.4558236275760611,0.35797987995087077,183,additive,False,7.979829882514852
0.4947101400568897,0.3887123935462108,False,0.45993581057683114,0.3484859546573796,60,additive,False,27.623373346776074
0.4690945266601113,0.3923965255885332,False,0.4008380867484502,0.35675749419079295,117,additive,False,38.021844279122284
0.5732376795877874,0.8105596692740595,False,0.5231755567866749,0.20003218763745467,74,additive,False,21.496514760610978
0.7767025582578462,0.3203209182537056,False,0.4884792153048851,0.17885877043485687,235,additive,False,26.68340343991996
0.45121588377733546,0.8214086567511836,False,0.33860244809106965,0.3063586438358641,61,additive,False,16.661721372036556
0.55207405660576,0.6638753951650511,False,0.6294927951570257,0.3823081992772845,183,additive,False,11.485868644354193
0.3966864365532635,0.4191858120414902,False,0.12281671972799962,0.09729711104858603,158,additive,False,72.52467051082031
0.0007501457880397799,0.31094931283720484,True,0.39357919467793573,0.17263809056655163,183,additive,False,21.65966698728322
0.8628832980270744,0.17408654402947904,False,0.5374290765115756,0.26298585189548473,119,additive,False,83.72803256337669
0.2224388903985146,0.4467301659015123,True,0.7904909487373286,0.008080685894325257,147,additive,False,16.252776592761858
0.7519677867551778,0.8972613480655671,False,0.0028239043489919347,0.5957681395042567,228,additive,True,112805.81629267953
0.09709168803533358,0.3369936740799424,False,0.4693373187177787,0.3052080663781373,217,additive,False,42.41858776716098
0.5154904841565932,0.9904929831522873,False,0.31441996827162866,0.21973610762901485,89,additive,True,130212.063970613
0.9311887312640574,0.46406267971865767,False,0.8643592662548222,0.31299717795297544,90,additive,False,59.65920464627609
0.6143390678488047,0.7533878669545633,False,0.6176258942587594,0.23755837604885305,160,additive,False,79.33946633556737
0.5298348990213803,0.35533274725775793,False,0.21137526848366348,0.6912916855866642,65,multiplicative,False,27.805203377921526
0.16161490418760677,0.2626674285844097,True,0.6769314273517356,0.7961302889735599,176,additive,True,2344.9862074157168
0.31320329785887885,0.5168935490744577,False,0.4354777708142785,0.5380253258795598,189,additive,False,16.477546353556406
0.6857376474770047,0.09914604271811389,False,0.5021191251524206,0.047726552709153214,225,multiplicative,False,23.678743498555942
0.40372293341488785,0.2026933388950964,False,0.8368711975137367,0.8514023669538049,151,additive,True,93387.3076309072
0.6043099703972661,0.6252950508308042,True,0.29776765825904444,0.45278723008582344,25,multiplicative,False,16.754503016810453
0.9969959338389498,0.6879457368597443,False,0.7387378229287804,0.6422816585542979,133,additive,False,88.58371954207406
0.08198934055351226,0.5696175749332529,False,0.35946352223013056,0.4010013681504883,49,additive,False,22.618395041745615
0.33617902908134956,0.44027341279278775,False,0.4190191968031869,0.924832220702694,19,additive,False,13.765752856620553
0.8955973373628079,0.5131898614814816,False,0.02302399136588834,0.5632659445009003,208,additive,False,14.023001744984162
0.6758084959410228,0.5423595604678939,False,0.6469042224291519,0.12279276117618701,178,multiplicative,False,16.434136124365992
0.7094433988201269,0.42541554337492754,False,0.17841210382274447,0.026760351111655034,183,multiplicative,False,8.621086006602342
0.8494296424028207,0.4093762907792887,False,0.24827597766028123,0.011481917447269984,196,multiplicative,False,12.863981104565028
0.7147329947866309,0.2086069580554491,False,0.08143748234085911,0.04095763622972261,26,multiplicative,False,39.402392340205125
0.5477416973542596,0.3003123595939411,False,0.1551674946807125,0.19715437593882335,8,multiplicative,False,5.611354964830137
0.5747841940166891,0.42606389659665916,False,0.0030010980649581853,0.21284802604697292,8,multiplicative,False,5.6702760899847595
0.439163194085513,0.16487837172405512,False,0.034858065987509304,0.20769849782925226,14,multiplicative,False,6.171749910052678
0.5578712591816275,0.14369927905442226,False,0.014694843638871975,0.19609395403542867,180,multiplicative,False,11.307232359228275
0.5002851972163807,0.2852637186317646,False,0.08056330496077646,0.43386928645397504,134,multiplicative,False,10.855623848289133
0.6651172795512228,0.1026794868894294,False,0.061338834164763656,0.2714114099819309,14,multiplicative,False,6.697274341461497
0.37425603090515525,0.3134108317972481,True,0.1078314847483004,0.10450430024171646,6,multiplicative,True,1815.392222585504
0.28629370261861986,0.041952047068688506,False,0.05481970777346617,0.28633643592896063,93,multiplicative,False,40.804326949498616
0.6159853798371716,0.3436113986481696,False,0.151990814972726,0.3766196267537195,8,multiplicative,False,5.601083373600386
0.5510575137866006,0.3902416312161303,False,0.15590661737566436,0.3788055644608741,101,multiplicative,False,12.070324007002469
