alpha,beta,bxcx,damped_factor,gamma,s,season,stationary,loss
0.8474546007915224,0.3796440288699087,True,0.13883983821006762,0.026563199694032764,174,additive,False,28.09163021653767
0.917603612992307,0.3131010923727768,False,0.1839444587110446,0.9515196351655063,179,multiplicative,False,25.761170733052484
0.2244574938588736,0.08545069766149783,False,0.28472373880412344,0.9927543673216478,189,additive,True,303124.5016366593
0.42920931911310556,0.732035198202799,True,0.9409750087140168,0.670132271026383,155,multiplicative,False,1487.0762106876773
0.564611754895128,0.6196484102483907,True,0.7600274489762918,0.33443191601076583,208,multiplicative,False,19.035846769512546
0.017951706007755374,0.31551706550494985,False,0.8211199357082994,0.8800248270548426,72,additive,False,148.2267163393257
0.484743460832606,0.08021554282947689,False,0.6875688840430264,0.7021269280921433,195,multiplicative,False,51.446720169741305
0.520936470193645,0.9378999825925154,True,0.8919641560743404,0.6370534648830716,103,additive,False,286.2607181137459
0.8497948161045862,0.4686548318330372,True,0.7196992700389516,0.6588870333399445,85,additive,True,16897.362584202794
0.3445304004050983,0.06798933922643996,True,0.4342164248700132,0.16260979810090875,184,multiplicative,True,21321.946881918142
0.871758270507723,0.6465977650288368,True,0.3037701776267768,0.21805748571560332,84,multiplicative,True,16672.590310381518
0.9457406186552049,0.31672844186317106,True,0.9416448016479098,0.6622826716016851,202,multiplicative,True,16726.999825807496
0.9271445412687127,0.11005059019518841,False,0.9873702539753155,0.2653044461881147,231,additive,True,432386.81371441437
0.7395960395668914,0.5083653687412039,False,0.2701127096479299,0.8177481064271126,41,additive,False,50.84701069832078
0.912682553943161,0.12502390790164827,False,0.2491769369951052,0.9753714216616224,79,additive,False,158.2367730770263
0.6362018082521099,0.6100460426132087,True,0.6126198849392258,0.4322596840060243,26,multiplicative,False,46.81914373469902
0.6501934059968373,0.809354435279708,True,0.022399618197180088,0.37930659531468736,107,multiplicative,False,18.82218504986846
0.6298946695419919,0.8172768340122805,True,0.02351196508796649,0.40281862326021567,44,multiplicative,False,21.37500245525762
0.6444862589752187,0.758493159955117,True,0.778194901252295,0.5492141854502671,158,multiplicative,False,112.61303766340751
0.570418980269567,0.6193452745078059,True,0.01527069967177713,0.1424905820449814,117,multiplicative,False,21.230251958521603
0.707136357913516,0.7039818861974603,True,0.6008930442600874,0.34315501545832683,221,multiplicative,False,47.26861459413013
0.30270850856791687,0.8465437218874791,True,0.10567746125104019,0.5324653801193617,107,multiplicative,False,21.33834011597402
0.04888633788087626,0.5242364848468949,True,0.8139405976563729,0.429549161394335,134,multiplicative,False,27.913100859047585
0.48322990701606305,0.4364594680594324,True,0.4285123965137408,0.5728640606589401,95,multiplicative,False,105.3985521823809
0.14999647835279478,0.9916564194811968,True,0.19169346573645094,0.21549772246230003,208,multiplicative,False,37.543335598077455
0.39811369753450077,0.40128359450977713,True,0.5552395566621817,0.7856978359067935,49,multiplicative,False,70.64200807420252
0.593916155587399,0.5607225888401344,True,0.36617207549227737,0.0012592797968832281,201,multiplicative,False,19.383845262017715
0.25148231016565464,0.8875079073723271,True,0.47997247442621305,0.5981929311870253,96,multiplicative,True,16918.3266426261
0.444702348827651,0.7282732896439924,True,0.8605673468546666,0.2958150424983498,29,multiplicative,False,568.875546121314
0.5209478285566584,0.2191392981054815,True,0.16500652388659048,0.2025429650017367,64,additive,True,18634.661968796154
0.6977220640300051,0.3721228614595702,False,0.2227648298890923,0.9168922188432684,226,multiplicative,False,90.9031658887089
0.9965335841054617,0.6900831764958713,False,0.07568361837065835,0.607301691833846,133,multiplicative,False,38.66490511738045
0.30357396243158496,0.4734381733460677,True,0.8333363013935182,0.25270390044848173,125,multiplicative,True,19773.40168962209
0.53558669108052,0.6451164520332148,False,0.6573550931368656,0.748575013179698,151,multiplicative,False,143.3381560564456
0.6038990050328676,0.7416016055876874,False,0.7793754795705117,0.1803591779081548,62,additive,False,22.441173929188654
0.8741253725339351,0.5970086693830297,True,0.7188839489472273,0.08600913060456822,136,multiplicative,False,25.34905360107777
0.7325305450631701,0.9651335091856126,True,0.3247517729042597,0.43441697159581416,142,multiplicative,True,17926.591635835277
0.666273002881989,0.8139761220923438,True,0.4238025033329542,0.3861202063633,107,additive,False,18.100548297762874
0.6882595949178747,0.8927274926999172,True,0.44087999955150775,0.38488952544552796,107,additive,False,17.33891541392222
0.8243996939327058,0.9525049234758171,True,0.4198599044396194,0.5119512676326419,193,additive,True,19465.585425198533
0.6707518231126275,0.8885462529807023,True,0.2822096636487412,0.631435514769537,182,additive,False,51.33280544566264
0.5932700416118075,0.667676332770488,True,0.4045277073554056,0.306696232779085,77,additive,False,30.26252001125251
0.7572513649860985,0.7191015459222481,True,0.24421574295106083,0.5550010413682271,209,additive,True,16574.988965269156
0.7171678463314319,0.9262314881712993,True,0.46596734123190586,0.39724145396535965,17,additive,False,22.931471834850203
0.6670039778822339,0.8735712078952671,True,0.5807992057053045,0.3977640883665638,215,additive,False,39.07165386898203
0.5615617429554302,0.8978913464396532,True,0.3120780378030966,0.2870217519037267,114,additive,False,35.78881052977446
0.6892624530344895,0.8553361070104957,True,0.6528870636436703,0.13560258118624913,107,additive,False,9.674910561715576
0.9505834272326827,0.9656120916349535,True,0.5325940172975714,0.14879782792183194,145,additive,False,23.103017567885733
0.6900640298469433,0.9393423671929803,True,0.6496823579705202,0.11071849974779197,180,additive,False,45.7510857949755
0.845419026688403,0.8664794831405882,True,0.5883792129179279,0.06984673748230141,162,additive,False,63.3170199169848
0.728016741824739,0.9991360564280519,True,0.3485508024009411,0.011440757743958585,107,additive,False,17.844234711170827
0.791668010471827,0.9972187947835213,True,0.7031611598960966,0.026810322434193123,94,additive,False,157.68845017073554
0.9800803729956004,0.28471129690513486,True,0.3496765575928263,0.013114893232449867,154,additive,False,35.684435427812296
0.7229214854086863,0.9815361485319266,True,0.6364524222676449,0.1915833465580293,7,additive,True,17705.84233089494
0.9043734067141895,0.04146290829151833,True,0.5204919712476591,0.0610296126345682,107,additive,False,19.0530656980599
0.5862800115272411,0.3464247226755459,False,0.6764319365853151,0.23843789940659954,175,additive,False,15.247459067324824
0.44733266342624556,0.3518717823289908,False,0.7540841732429213,0.2305482318636806,82,additive,False,11.60391087219054
0.31661513278697606,0.3791029682910855,False,0.9176573437023738,0.2541799868793936,10,additive,False,8.697545238147029
0.17450154269453794,0.4275738408445211,False,0.9429627525680845,0.1737323389521687,20,additive,True,381316.72721756157
0.06722590662083766,0.15891741417631827,False,0.9080874798194518,0.223066050743088,61,additive,False,61.6748318890393
0.2830462788800435,0.4870393056981632,False,0.7649457050934394,0.12690449463751674,214,additive,False,23.906047494160998
0.35248462236465966,0.27355363529076837,False,0.8437867211648149,0.05831792160306887,59,additive,False,81.59101236352014
0.4173212875594711,0.44162858490664786,False,0.7945207656648284,0.1581035371633281,178,additive,True,263276.3842487988
0.2116052507993328,0.3559229877712217,False,0.7471264237693391,0.2760132256496201,10,additive,False,5.786180124250225
0.21765525450872159,0.5296497090399536,False,0.7318139624551756,0.26765459854954443,71,additive,False,21.3923630804203
0.25322893045442085,0.5925853975012589,False,0.8594602054055392,0.44864812393092374,12,additive,False,126.44154009516767
0.32424372930400674,0.4622667756264931,False,0.9609681900620393,0.3459205630195737,66,additive,True,753120.8438320727
0.27997356008152025,0.40796096568031254,False,0.7374333296888268,0.18717901962544525,73,additive,False,25.865175077074014
0.045445421560464994,0.3716892215808598,False,0.6973233276426443,0.9994960537696159,173,additive,False,134.08094266343122
