1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Exchange rate (USD/LCU),FCS,Fatality,Lat,Lon,NDVI Anomaly,Population,Rainfall (mm),Ramadan,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,rCSI,subsample,h,r2,val_loss,train_loss
13,9,11,21,7,9,0,0,11,0,1,7,0.52,0.31,0.48,18,1.0,70,19,0.4,19,0.9996250103315252,38.315754,0.046487577
13,9,11,21,7,9,0,0,11,0,1,7,0.52,0.31,0.48,18,1.0,70,19,0.4,20,0.9996354181197369,40.16341,0.045196705
13,9,11,21,7,9,0,0,11,0,1,7,0.52,0.31,0.48,18,1.0,70,19,0.4,21,0.9996135061787147,48.446045,0.047900308
13,9,11,21,7,9,0,0,11,0,1,7,0.52,0.31,0.48,18,1.0,70,19,0.4,22,0.9995986969455568,43.81266,0.04971609
13,9,11,21,7,9,0,0,11,0,1,7,0.52,0.31,0.48,18,1.0,70,19,0.4,23,0.9996176751546262,41.939297,0.047333155
13,9,11,21,7,9,0,0,11,0,1,7,0.52,0.31,0.48,18,1.0,70,19,0.4,24,0.9996330526680427,45.441307,0.045382656
13,9,11,21,7,9,0,0,11,0,1,7,0.52,0.31,0.48,18,1.0,70,19,0.4,25,0.9996153352435247,45.93557,0.04750449
13,9,11,21,7,9,0,0,11,0,1,7,0.52,0.31,0.48,18,1.0,70,19,0.4,26,0.9996276772318953,46.853188,0.045901027
13,9,11,21,7,9,0,0,11,0,1,7,0.52,0.31,0.48,18,1.0,70,19,0.4,27,0.999612705659894,55.651844,0.047654863
13,9,11,21,7,9,0,0,11,0,1,7,0.52,0.31,0.48,18,1.0,70,19,0.4,28,0.9996320688151288,60.773235,0.045175597
13,9,11,21,7,9,0,0,11,0,1,7,0.52,0.31,0.48,18,1.0,70,19,0.4,29,0.99963460060409,50.167778,0.04477379
13,9,11,21,7,9,0,0,11,0,1,7,0.52,0.31,0.48,18,1.0,70,19,0.4,30,0.9996018385992174,56.912987,0.0486908
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,1,0.9995881739450283,8.807043,0.05048051
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,2,0.9995903207831658,25.904505,0.050304122
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,3,0.9996036100324845,17.000952,0.048747458
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,4,0.9995832451363773,17.692575,0.051319145
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,5,0.9996046862060513,22.171164,0.048735272
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,6,0.9996133338558447,21.408615,0.047722172
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,7,0.9996206076040738,24.357597,0.04687457
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,8,0.9996246304336937,17.265907,0.04642224
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,9,0.9996228310368077,18.989803,0.046680633
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,10,0.9996164578650991,19.610094,0.04749204
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,11,0.9996040319921266,28.25987,0.049059965
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,12,0.9996050038940053,23.548756,0.048960805
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,13,0.9996018998095,26.197622,0.0493526
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,14,0.9996045261519787,28.973309,0.04902634
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,15,0.9995873444494059,25.608616,0.051142674
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,16,0.9995998306321845,25.272236,0.049575638
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,17,0.9996004357620137,25.99971,0.049467452
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,18,0.999610579342921,28.451984,0.048162073
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,19,0.9996201810026688,26.442877,0.046906058
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,20,0.9996062842268382,34.55171,0.048538417
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,21,0.9995902862091495,24.066246,0.05041348
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,22,0.999589937881876,27.549303,0.05034855
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,23,0.9995874077210954,26.006723,0.050556514
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,24,0.9995829484528784,30.086012,0.05100086
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,25,0.9995923051842805,29.274496,0.049744714
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,26,0.9995948080946044,30.065947,0.049332116
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,27,0.9996083192250164,30.826496,0.04757225
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,28,0.9996007138367237,32.007362,0.04837212
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,29,0.9996109269860868,33.46382,0.047022056
3,7,11,1,5,9,0,0,15,0,21,5,0.12,0.28,0.11,28,5.0,85,27,0.86,30,0.9996050874759325,35.435635,0.047597647
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,1,0.995788839760348,1.8544462,0.5161925
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,2,0.9940578520701643,3.9375744,0.7296308
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,3,0.9941961892584893,5.53879,0.71374404
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,4,0.9940266449631991,7.571578,0.7355582
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,5,0.9941971298754594,8.972479,0.71539223
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,6,0.9939430724500424,11.001562,0.74754345
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,7,0.9937422591421604,12.848766,0.7731545
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,8,0.9943295536792431,15.743292,0.70126843
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,9,0.9939000113016637,17.374935,0.7549702
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,10,0.9936137190694585,17.159458,0.79078007
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,11,0.9933476316341993,15.701555,0.8242205
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,12,0.9936217800968743,20.654318,0.79059714
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,13,0.993644975550144,22.49701,0.7878343
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,14,0.9931607338238371,23.365963,0.8478543
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,15,0.9936421866140842,21.63472,0.7879588
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,16,0.993563258444293,23.902287,0.79742634
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,17,0.9933551743376088,29.399584,0.82265276
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,18,0.9935041809501788,28.625824,0.80337834
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,19,0.993314007547412,32.822987,0.8256921
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,20,0.9930175611120482,34.31422,0.8608153
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,21,0.9930483449989205,30.869255,0.8553706
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,22,0.992686397746691,36.33493,0.8979841
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,23,0.9930611245924221,39.635986,0.8502471
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,24,0.9929157597621887,37.742012,0.8663254
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,25,0.9930464658513565,37.79628,0.84843254
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,26,0.993787883160069,38.72755,0.75632524
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,27,0.9938811877338519,46.54367,0.7431706
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,28,0.9929350743574562,49.613934,0.8558909
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,29,0.9938340943943491,49.742165,0.7451907
27,11,27,3,21,11,0,0,15,0,11,17,0.6,0.28,0.24,12,8.0,90,5,0.15,30,0.9937848378054518,51.374897,0.74909514
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,1,0.9989764240771539,1.425067,0.12501183
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,2,0.9988058993322989,3.0320685,0.1461073
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,3,0.9989060855191216,4.813122,0.13408904
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,4,0.9991144902131137,7.8766847,0.10873091
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,5,0.9987990865473362,8.98183,0.14768657
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,6,0.9988113290309348,11.340358,0.1463728
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,7,0.9988967904487477,15.453986,0.13600641
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,8,0.9988977032164039,17.49081,0.13604501
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,9,0.9988581366367776,18.674051,0.14107916
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,10,0.9987111042627916,22.852644,0.15939872
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,11,0.9987001391721385,24.625278,0.16087838
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,12,0.9986434038083822,24.15013,0.1679803
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,13,0.9987129877333123,24.964342,0.1594593
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,14,0.9986901269318772,30.806425,0.16236222
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,15,0.9985023836078524,30.984142,0.18565995
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,16,0.9985697376011643,35.463375,0.17730762
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,17,0.9985975731792041,37.73532,0.1738105
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,18,0.9986931145867819,37.00356,0.16190565
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,19,0.9985567825928885,44.581055,0.17867538
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,20,0.9984593456211971,42.145485,0.19054231
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,21,0.9986355259091644,38.74407,0.16850683
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,22,0.9985088581050153,44.980366,0.18383227
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,23,0.9984543868249686,41.560326,0.1901809
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,24,0.9986533605978309,46.30168,0.16534406
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,25,0.998885647786761,43.099377,0.13654585
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,26,0.9988030364677823,50.072525,0.1463756
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,27,0.99882141113139,46.76442,0.14380501
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,28,0.9986812052068054,51.356953,0.16056328
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,29,0.9989787550686906,53.111668,0.12403702
23,3,25,15,19,5,0,0,9,0,9,3,0.7000000000000001,0.32,0.48,14,2.0,25,3,0.7000000000000001,30,0.9986866868180838,48.28829,0.15910329
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,1,0.9740443367612595,3.4712527,3.170029
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,2,0.9716393331219554,5.0180383,3.4701433
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,3,0.970819904834621,7.1607575,3.5768163
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,4,0.9705872566558816,8.823484,3.6115632
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,5,0.970672516604067,10.656274,3.6066506
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,6,0.9709315975011312,13.28079,3.57948
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,7,0.9711108788164656,15.844577,3.561523
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,8,0.9713249841113475,18.268217,3.5390582
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,9,0.971385578054477,19.770395,3.53536
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,10,0.9713889321730357,21.920612,3.5383527
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,11,0.971758650810778,23.78826,3.4953144
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,12,0.971724794841524,25.999434,3.5011718
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,13,0.9718275337419711,29.53221,3.4905348
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,14,0.9718669586485916,31.859413,3.4871647
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,15,0.9719710696514603,34.742794,3.4747548
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,16,0.9719506174182815,35.849495,3.4772427
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,17,0.971807173889135,39.481865,3.4940922
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,18,0.9718071270664705,40.93493,3.4927201
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,19,0.9718329685523834,44.008385,3.487177
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,20,0.9719494711935147,43.468384,3.4691834
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,21,0.9717709876958562,44.55588,3.486165
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,22,0.9719694971699572,44.5265,3.4556813
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,23,0.9718550792787263,45.771084,3.4631083
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,24,0.9718019933272617,46.47105,3.4622283
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,25,0.9717155430716513,46.428055,3.4658031
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,26,0.9717921486730545,47.38868,3.449513
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,27,0.9718629092794698,49.907173,3.4331353
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,28,0.9717476999884367,50.644688,3.4397173
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,29,0.9721873711606632,49.31331,3.3780298
5,5,9,19,25,7,0,0,13,0,21,19,0.86,0.18,0.04,14,9.0,80,19,0.76,30,0.9719968328696469,48.668694,3.3924854
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,1,0.9983725594391478,1.1475244,0.20014025
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,2,0.9984638661938643,2.812646,0.18915933
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,3,0.9984944851099169,4.4642453,0.18560363
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,4,0.9983940489562851,6.723907,0.19820578
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,5,0.9985266612143815,8.919715,0.18203352
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,6,0.9987383525158128,11.335803,0.15602891
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,7,0.9985119689807853,13.134544,0.1841674
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,8,0.9984468780724727,15.822936,0.19231504
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,9,0.9985536691958744,18.11305,0.17919865
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,10,0.9985045200141355,18.957548,0.18536869
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,11,0.9986157564351462,21.876396,0.1716051
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,12,0.9985036117082138,25.009201,0.18550517
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,13,0.998611030793642,29.177565,0.17214261
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,14,0.9985834251246952,32.00066,0.1754947
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,15,0.9985689579046335,34.75066,0.17716803
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,16,0.9985925482910643,34.356472,0.1740683
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,17,0.9986338110002387,37.48695,0.16871862
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,18,0.9986521600856882,36.82865,0.1661656
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,19,0.9986179823205132,41.29737,0.17005119
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,20,0.9985396205255507,42.11117,0.17930937
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,21,0.9987695702471785,37.872456,0.15076928
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,22,0.9986374212923312,42.52069,0.16662854
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,23,0.998525847669231,40.82938,0.17986807
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,24,0.9984728502867758,45.986214,0.18593049
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,25,0.9986668354610402,46.185867,0.16192175
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,26,0.9985754066024469,47.19422,0.17258449
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,27,0.9986952991970324,48.343792,0.15768175
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,28,0.9986377953078459,51.539043,0.16418253
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,29,0.9982820154543584,55.88526,0.20650029
29,15,5,19,21,3,0,0,23,0,13,1,0.72,0.43,0.34,14,7.0,25,19,0.9,30,0.998532959430034,53.45445,0.17579246
13,7,23,9,27,7,0,0,5,0,23,27,0.41000000000000003,0.25,0.05,22,6.0,85,9,0.2,1,0.9915266744963452,1.8804227,1.038637
13,7,23,9,27,7,0,0,5,0,23,27,0.41000000000000003,0.25,0.05,22,6.0,85,9,0.2,2,0.9891834400272641,3.2483985,1.3281554
13,7,23,9,27,7,0,0,5,0,23,27,0.41000000000000003,0.25,0.05,22,6.0,85,9,0.2,3,0.9882064532162078,4.5418835,1.450353
13,7,23,9,27,7,0,0,5,0,23,27,0.41000000000000003,0.25,0.05,22,6.0,85,9,0.2,4,0.9878654906012427,6.447743,1.4942421
13,7,23,9,27,7,0,0,5,0,23,27,0.41000000000000003,0.25,0.05,22,6.0,85,9,0.2,5,0.9875548380075648,8.240706,1.5342705
