AdminStrata,Bamako,Bamako,Bamako,Bamako,Bamako,Bamako,Bamako,Bamako,Bamako,Bamako,Bamako,Bamako,Bamako,Bamako,Kayes,Kayes,Kayes,Kayes,Kayes,Kayes,Kayes,Kayes,Kayes,Kayes,Kayes,Kayes,Kayes,Kayes,Koulikoro,Koulikoro,Koulikoro,Koulikoro,Koulikoro,Koulikoro,Koulikoro,Koulikoro,Koulikoro,Koulikoro,Koulikoro,Koulikoro,Koulikoro,Koulikoro,Mopti,Mopti,Mopti,Mopti,Mopti,Mopti,Mopti,Mopti,Mopti,Mopti,Mopti,Mopti,Mopti,Mopti,Segou,Segou,Segou,Segou,Segou,Segou,Segou,Segou,Segou,Segou,Segou,Segou,Segou,Segou,Sikasso,Sikasso,Sikasso,Sikasso,Sikasso,Sikasso,Sikasso,Sikasso,Sikasso,Sikasso,Sikasso,Sikasso,Sikasso,Sikasso,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni
Indicator,1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Code,FCG,Fatalities,Lat,Lon,NDVI,NDVI Anomaly,Population,Price cereals and tubers,Rainfalls (mm),Ramadan,rCSI,1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Code,FCG,Fatalities,Lat,Lon,NDVI,NDVI Anomaly,Population,Price cereals and tubers,Rainfalls (mm),Ramadan,rCSI,1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Code,FCG,Fatalities,Lat,Lon,NDVI,NDVI Anomaly,Population,Price cereals and tubers,Rainfalls (mm),Ramadan,rCSI,1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Code,FCG,Fatalities,Lat,Lon,NDVI,NDVI Anomaly,Population,Price cereals and tubers,Rainfalls (mm),Ramadan,rCSI,1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Code,FCG,Fatalities,Lat,Lon,NDVI,NDVI Anomaly,Population,Price cereals and tubers,Rainfalls (mm),Ramadan,rCSI,1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Code,FCG,Fatalities,Lat,Lon,NDVI,NDVI Anomaly,Population,Price cereals and tubers,Rainfalls (mm),Ramadan,rCSI,1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Code,FCG,Fatalities,Lat,Lon,NDVI,NDVI Anomaly,Population,Price cereals and tubers,Rainfalls (mm),Ramadan,rCSI
2019-03-23,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-03-24,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-03-25,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-03-26,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-03-27,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-03-28,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-03-29,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-03-30,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-03-31,119.780437147661,119.780437147661,23,,,12.609212547637313,-7.980041294199702,0.1935333,95.6449594732902,2781741,0.21636524621033007,1.778,,,102.448939123538,102.448939123538,25,,,13.876871631485093,-10.229539887636488,0.2402742,102.124541093565,2380144,0.2197045373473253,0.293,,,108.48772916868799,108.48772916868799,27,,,13.623264670475061,-7.644289116366853,0.2299762,101.050071679465,4036499,0.16767871385986485,0.93,,,100.17,100.17,28,,,14.690778789008636,-3.55388494879152,0.1847406,103.31151418274099,2330137,0.15728655119485488,0.014,,,101.152852315643,101.16279069767401,29,,,13.812658488252833,-5.700589968316099,0.2093138,103.57111617999901,2709545,0.10195994786605853,0.151,,,119.817695053544,121.93125,30,,,11.428011844884656,-6.5467238792565645,0.325509,99.45898785755381,3284796,0.1697361338039529,5.13,,,100.0,100.05,31,,,20.06128074033313,-3.5965640525756286,0.11163,102.02497127924102,763824,0.2265998456232108,0.0,,
2019-04-01,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-02,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-03,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-04,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-05,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-06,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-07,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-08,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-09,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-10,97.32401157184192,97.32401157184192,23,,,12.609212547637313,-7.980041294199702,0.1931889,95.66833202202992,2781741,,0.0,,,100.298191612159,100.43285879184299,25,,,13.876871631485093,-10.229539887636488,0.2409234,102.560166846929,2380144,,0.108,,,99.09917789050199,99.7728860936408,27,,,13.623264670475061,-7.644289116366853,0.23015410000000006,101.07276627584999,4036499,,0.238,,,99.81206726013849,99.81206726013849,28,,,14.690778789008636,-3.55388494879152,0.1814927,102.73191184569599,2330137,,0.07400000000000001,,,98.5675498548825,98.59590002808201,29,,,13.812658488252833,-5.700589968316099,0.2061154,102.86634846019,2709545,,0.354,,,85.42100027132129,90.5354866128347,30,,,11.428011844884656,-6.5467238792565645,0.333165,99.2578297023547,3284796,,1.794,,,100.0,100.05,31,,,20.06128074033313,-3.5965640525756286,0.1112143,101.77111484407101,763824,,0.0,,
2019-04-11,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-12,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-13,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-14,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-15,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-16,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-17,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-18,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-19,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-20,69.7418285172904,71.7136428233065,23,,,12.609212547637313,-7.980041294199702,0.1956333,95.57303167061659,2781741,,0.0,,,96.24532944500143,96.60105704392201,25,,,13.876871631485093,-10.229539887636488,0.2435113,102.84802730361099,2380144,,0.16,,,85.40342481118671,86.990537217793,27,,,13.623264670475061,-7.644289116366853,0.2334887,100.88745351340799,4036499,,0.253,,,99.5252398023447,99.55430675322157,28,,,14.690778789008636,-3.55388494879152,0.1784113,102.72906683985201,2330137,,0.184,,,96.13335624677781,96.332560336683,29,,,13.812658488252833,-5.700589968316099,0.2032125,101.88457031941601,2709545,,0.6829999999999999,,,60.6481481481482,68.2514839205032,30,,,11.428011844884656,-6.5467238792565645,0.3503681,98.355122710494,3284796,,1.809,,,100.01,100.06,31,,,20.06128074033313,-3.5965640525756286,0.1109735,101.726217898041,763824,,0.001,,
2019-04-21,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-22,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-23,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-24,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-25,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-26,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-27,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-28,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-29,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-04-30,65.1418190826142,73.5204668748973,23,,,12.609212547637313,-7.980041294199702,0.1995333,95.84738523279171,2781741,0.21111243011725792,5.778,,,101.46687311547599,103.455531277818,25,,,13.876871631485093,-10.229539887636488,0.2478491,103.555455269888,2380144,0.2299183464171877,2.1830000000000003,,,82.43292240754171,87.9456605564454,27,,,13.623264670475061,-7.644289116366853,0.2372158,100.81769463817699,4036499,0.18350639505151747,3.15,,,101.087850809032,101.243258067465,28,,,14.690778789008636,-3.55388494879152,0.1802045,103.976410192018,2330137,0.18059858867665088,0.8,,,105.049026781794,105.878496503497,29,,,13.812658488252833,-5.700589968316099,0.2060256,102.824664527913,2709545,0.09775769499160084,3.319,,,58.5570893722581,70.6562771261885,30,,,11.428011844884656,-6.5467238792565645,0.3636949,98.587068086446,3284796,0.17635101261836908,11.890999999999998,,,100.08,100.13,31,,,20.06128074033313,-3.5965640525756286,0.1111645,101.92975543486901,763824,0.21950924488214293,0.006999999999999999,,
2019-05-01,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-05-02,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-05-03,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-05-04,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-05-05,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-05-06,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-05-07,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-05-08,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
2019-05-09,,,23,,,12.609212547637313,-7.980041294199702,,,2781741,,,,,,,25,,,13.876871631485093,-10.229539887636488,,,2380144,,,,,,,27,,,13.623264670475061,-7.644289116366853,,,4036499,,,,,,,28,,,14.690778789008636,-3.55388494879152,,,2330137,,,,,,,29,,,13.812658488252833,-5.700589968316099,,,2709545,,,,,,,30,,,11.428011844884656,-6.5467238792565645,,,3284796,,,,,,,31,,,20.06128074033313,-3.5965640525756286,,,763824,,,,
