"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2014,1,1,0.631,0
2014,1,2,0.296,0.006
2014,1,3,0.542,0.274
2014,2,1,1.374,1.123
2014,2,2,1.469,1.235
2014,2,3,0.894,0.732
2014,3,1,1.257,2.43
2014,3,2,1.128,3.296
2014,3,3,1.721,6.553
2014,4,1,13.279,9.464
2014,4,2,1.52,12.039
2014,4,3,7.676,13.832
2014,5,1,6.089,15.408
2014,5,2,21.615,14.771
2014,5,3,9.821,13.346
2014,6,1,1.38,2.022
2014,6,2,0,0
2014,6,3,1.123,1.665
2014,7,1,5.268,10.385
2014,7,2,5.022,15.346
2014,7,3,13.514,18.927
2014,8,1,24.425,23.821
2014,8,2,23.425,25.274
2014,8,3,27.559,24.095
2014,9,1,19.782,7.754
2014,9,2,3.983,4.726
2014,9,3,4.497,2.782
2014,10,1,9.927,2.944
2014,10,2,1.212,1.218
2014,10,3,1.363,1.799
2014,11,1,0.944,0.749
2014,11,2,1.62,0.927
2014,11,3,1.011,0.603
2014,12,1,0.844,0.341
2014,12,2,0.994,0.274
2014,12,3,1.045,0.57
2015,1,1,0.81,0
2015,1,2,0.268,0.006
2015,1,3,0.76,0.274
2015,2,1,1.095,1.123
2015,2,2,1.218,1.235
2015,2,3,0.709,0.732
2015,3,1,2.291,2.43
2015,3,2,1.888,3.296
2015,3,3,8.508,6.553
2015,4,1,2.531,9.464
2015,4,2,3.067,12.039
2015,4,3,3.145,13.832
2015,5,1,31.637,15.408
2015,5,2,8.352,14.771
2015,5,3,34.302,13.346
2015,6,1,2.24,2.022
2015,6,2,0,0
2015,6,3,1.358,1.665
2015,7,1,7.598,10.385
2015,7,2,12.028,15.346
2015,7,3,13.95,18.927
2015,8,1,30.81,23.821
2015,8,2,18.693,25.274
2015,8,3,27.704,24.095
2015,9,1,10.553,7.754
2015,9,2,10.888,4.726
2015,9,3,6.793,2.782
2015,10,1,2.212,2.944
2015,10,2,5.547,1.218
2015,10,3,1.05,1.799
2015,11,1,3.564,0.749
2015,11,2,1.257,0.927
2015,11,3,0.944,0.603
2015,12,1,0.866,0.341
2015,12,2,0.983,0.274
2015,12,3,1.022,0.57
2016,1,1,0.827,0
2016,1,2,0.603,0.006
2016,1,3,1.067,0.274
2016,2,1,2.145,1.123
2016,2,2,2.307,1.235
2016,2,3,1.508,0.732
2016,3,1,4.128,2.43
2016,3,2,2.855,3.296
2016,3,3,4.497,6.553
2016,4,1,4.687,9.464
2016,4,2,27.302,12.039
2016,4,3,10.76,13.832
2016,5,1,25.235,15.408
2016,5,2,19.14,14.771
2016,5,3,14.894,13.346
2016,6,1,3.251,2.022
2016,6,2,0,0
2016,6,3,2.475,1.665
2016,7,1,11.128,10.385
2016,7,2,12.95,15.346
2016,7,3,51.883,18.927
2016,8,1,40.911,23.821
2016,8,2,19.318,25.274
2016,8,3,10.592,24.095
2016,9,1,6.676,7.754
2016,9,2,2.894,4.726
2016,9,3,3.24,2.782
2016,10,1,1.307,2.944
2016,10,2,1.899,1.218
2016,10,3,1.061,1.799
2016,11,1,3.67,0.749
2016,11,2,1.073,0.927
2016,11,3,1.011,0.603
2016,12,1,0.749,0.341
2016,12,2,0.966,0.274
2016,12,3,1.475,0.57