batch_size,lags,epoch,val_loss,train_loss
128,41,127,0.013915973715484142,0.0005534369829355886
128,72,108,0.012025774456560612,0.0007763950925975762
128,99,121,0.010568761266767979,0.0012368736935227558
128,91,108,0.012349439784884453,0.0011075164292915127
128,90,108,0.010786443948745728,0.0010525314112906747
128,84,145,0.011418979614973068,0.0007111346055142055
128,9,125,0.011319824494421482,0.001060351165138001
128,71,112,0.014641986228525639,0.0006594604775444537
128,40,112,0.010753978975117207,0.0006831076037989389
128,101,117,0.009564194828271866,0.0014039221142108241
128,50,126,0.012224542908370495,0.0004999417246641378
128,76,113,0.010954723693430424,0.0008835576762392269
128,37,120,0.014998404309153557,0.0005561451233612994
128,89,110,0.010331791825592518,0.0008831680236783411
128,44,120,0.013448299840092659,0.0006233381996777538
128,35,127,0.015578321181237698,0.000663050943493419
128,85,108,0.012819616124033928,0.0010031005057195821
128,113,144,0.01314775925129652,0.0021791926585137842
128,100,117,0.011006508022546768,0.0014284986605429474
128,77,111,0.012870406731963158,0.0007102123065851629
128,58,119,0.014975789934396744,0.0007101176869608252
128,98,111,0.012140367180109024,0.0016589515254293618
128,96,111,0.012696764431893826,0.0014473497867584229
128,28,120,0.013004029169678688,0.00062604515284844
128,22,119,0.014915271662175655,0.0007561907009630088
128,12,137,0.014095981605350971,0.0008782113502393403
128,25,120,0.012859467417001724,0.0006361167577594735
128,19,121,0.011239442974328995,0.0007127049096327808
128,54,123,0.01093299500644207,0.000564945657323632
128,56,124,0.014209470711648464,0.0005053359386956452
128,33,125,0.009461329318583012,0.0005208858745246534
128,57,115,0.012698664329946041,0.0006378789002903633
128,24,126,0.012465965934097767,0.0006491260649386032
128,116,219,0.013879327103495598,0.0010521754156798124
128,6,137,0.009741435758769512,0.0015995892367462764
128,64,107,0.012093987315893173,0.0007720984588816481
128,18,115,0.01336131151765585,0.0008300940494401135
128,34,125,0.011501341126859188,0.0005676953135578178
128,43,126,0.011347085237503052,0.0005698205865416172
128,15,126,0.010880143381655216,0.0007630865433515092
128,117,212,0.012550272978842258,0.0011893236078321934
128,48,119,0.013710365630686283,0.0006898981080377016
128,1,250,0.005266866181045771,0.003566700084156346
128,42,122,0.015128361992537975,0.0006046712284183337
128,36,114,0.014377606101334095,0.0006397971654418136
128,119,229,0.01805579848587513,0.001198653015308082
128,27,115,0.009747503325343132,0.0006631249561905861
128,62,241,0.009685954079031944,0.00021999742659373266
128,1,236,0.005796147510409355,0.0036730519619010303
128,1,187,0.00518850889056921,0.003854527090001723
128,29,118,0.015244525857269764,0.0006349121276853662
128,1,250,0.004712744150310755,0.0035068166244175583
128,63,105,0.01288769580423832,0.0007287425870064324
