"Year","Month","Dekad","NDVI","Average"
2016,1,1,0.5363488,0.5320867
2016,1,2,0.507272,0.5081241
2016,1,3,0.4602837,0.476045
2016,2,1,0.4452108,0.4693026
2016,2,2,0.437975,0.4688938
2016,2,3,0.4394352,0.4744711
2016,3,1,0.4775035,0.503066
2016,3,2,0.5153796,0.5257805
2016,3,3,0.5631457,0.5538699
2016,4,1,0.6157025,0.5862317
2016,4,2,0.7103057,0.656279
2016,4,3,0.7403002,0.689032
2016,5,1,0.7585416,0.7176485
2016,5,2,0.7698635,0.741437
2016,5,3,0.7846938,0.773957
2016,6,1,0.7908593,0.7839846
2016,6,2,0.79704,0.791151
2016,6,3,0.8028294,0.7964728
2016,7,1,0.809855,0.8035436
2016,7,2,0.81044,0.8045989
2016,7,3,0.8088653,0.8042103
2016,8,1,0.8019152,0.8010287
2016,8,2,0.7980701,0.7990605
2016,8,3,0.7945057,0.7970586
2016,9,1,0.7906342,0.795257
2016,9,2,0.7829232,0.7913427
2016,9,3,0.7795623,0.788809
2016,10,1,0.7766502,0.7855405
2016,10,2,0.7734439,0.780989
2016,10,3,0.7590304,0.7653708
2016,11,1,0.7439635,0.7528113
2016,11,2,0.7238566,0.7362547
2016,11,3,0.6729667,0.6892297
2016,12,1,0.6434959,0.6593021
2016,12,2,0.6109734,0.6266255
2016,12,3,0.5785952,0.5929159
2017,1,1,0.525349,0.5320867
2017,1,2,0.5066067,0.5081241
2017,1,3,0.479175,0.476045
2017,2,1,0.4688184,0.4693026
2017,2,2,0.4614207,0.4688938
2017,2,3,0.4571903,0.4744711
2017,3,1,0.4608722,0.503066
2017,3,2,0.4725368,0.5257805
2017,3,3,0.4932853,0.5538699
2017,4,1,0.5242156,0.5862317
2017,4,2,0.6099728,0.656279
2017,4,3,0.6572152,0.689032
2017,5,1,0.7005351,0.7176485
2017,5,2,0.7370682,0.741437
2017,5,3,0.785515,0.773957
2017,6,1,0.8002366,0.7839846
2017,6,2,0.8107938,0.791151
2017,6,3,0.8177678,0.7964728
2017,7,1,0.8224083,0.8035436
2017,7,2,0.8219736,0.8045989
2017,7,3,0.8202812,0.8042103
2017,8,1,0.8128798,0.8010287
2017,8,2,0.8084997,0.7990605
2017,8,3,0.8042745,0.7970586
2017,9,1,0.8004352,0.795257
2017,9,2,0.7906168,0.7913427
2017,9,3,0.7845805,0.788809
2017,10,1,0.7780757,0.7855405
2017,10,2,0.771025,0.780989
2017,10,3,0.7539133,0.7653708
2017,11,1,0.7427767,0.7528113
2017,11,2,0.7290988,0.7362547
2017,11,3,0.6876533,0.6892297
2017,12,1,0.6583216,0.6593021
2017,12,2,0.6218331,0.6266255
2017,12,3,0.5832611,0.5929159
2018,1,1,N/A,0.5320867
2018,1,2,0.4971313,0.5081241
2018,1,3,0.4764842,0.476045
2018,2,1,0.4777276,0.4693026
2018,2,2,0.4876941,0.4688938
2018,2,3,0.5056237,0.4744711
2018,3,1,0.5536266,0.503066
2018,3,2,0.5803501,0.5257805
2018,3,3,0.6097425,0.5538699
2018,4,1,0.6388634,0.5862317
2018,4,2,0.6959747,0.656279
2018,4,3,0.7197048,0.689032
2018,5,1,0.7395519,0.7176485
2018,5,2,0.7554566,0.741437
2018,5,3,0.7775547,0.773957
2018,6,1,0.7856035,0.7839846
2018,6,2,0.7917798,0.791151
2018,6,3,0.7965703,0.7964728
2018,7,1,0.8036649,0.8035436
2018,7,2,0.8060328,0.8045989
2018,7,3,0.8066625,0.8042103
2018,8,1,0.8078009,0.8010287
2018,8,2,0.8072432,0.7990605
2018,8,3,0.8051795,0.7970586
2018,9,1,0.802274,0.795257
2018,9,2,0.7964922,0.7913427
2018,9,3,0.793302,0.788809
2018,10,1,0.7896678,0.7855405
2018,10,2,0.785238,0.780989
2018,10,3,0.7709595,0.7653708
2018,11,1,0.7597818,0.7528113
2018,11,2,0.7448134,0.7362547
2018,11,3,0.7020935,0.6892297
2018,12,1,0.6728625,0.6593021
2018,12,2,0.6410071,0.6266255
2018,12,3,0.6092547,0.5929159