split,h,1 Month Anomaly Rainfalls (%),Code,Day,FCG,Fatalities,Month,NDVI Anomaly,Population,Rainfalls (mm),Ramadan,Year,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,rCSI,reg_alpha,reg_lambda,subsample,attempt,r2_train,r2_val,shape_train,shape_val,r2_difference,loss_to_minimize
1,22,1,1,1,1,1,1,0,1,1,1,1,0.6000000000000001,0.685,0.188,3,7.4,77,0,0.645,0.155,0.9,426,0.8021302691880774,0.7673740370057164,"(8000, 25)","(2000, 25)",0.03475623218236101,0.08369028177122949
1,23,1,1,1,1,0,1,0,1,0,1,1,0.7000000000000001,0.755,0.258,3,1.4,66,1,0.17,0.46,0.75,496,0.7795612050039307,0.7608422566837921,"(7980, 26)","(2000, 26)",0.01871894832013854,0.07923490232291777
1,24,1,1,1,1,0,1,0,1,0,1,1,0.65,0.945,0.281,3,5.1000000000000005,67,1,0.44,0.055,0.75,473,0.7837659143382828,0.7610260874474973,"(7960, 26)","(2000, 26)",0.022739826890785464,0.08078810452206497
1,25,1,1,1,1,0,1,0,1,0,1,1,0.75,0.185,0.24600000000000002,3,4.1000000000000005,69,1,0.47,0.095,0.75,469,0.7903720521670362,0.7522461225450009,"(7940, 26)","(2000, 26)",0.0381259296220352,0.08957653508531377
1,26,1,1,1,1,1,1,0,1,0,1,1,0.7000000000000001,0.065,0.3,3,3.7,63,0,0.455,0.355,0.65,410,0.762117368229932,0.7271194772508169,"(7920, 24)","(2000, 24)",0.0349978909791151,0.09586331321640096
1,27,0,1,1,1,1,1,0,1,1,1,1,0.65,0.675,0.28500000000000003,3,9.7,67,0,0.745,0.22,0.65,214,0.778703885061789,0.7361749905806203,"(7920, 24)","(1980, 24)",0.0425288944811687,0.0961590606182814
1,28,0,1,1,1,0,1,0,1,1,1,1,0.8500000000000001,0.685,0.278,3,1.8,64,1,0.75,0.64,0.75,595,0.7639328526481025,0.7258446194207605,"(7900, 26)","(1980, 26)",0.038088233227342005,0.09748190746470864
1,29,0,1,1,1,0,1,0,1,0,1,1,1.0,0.43,0.259,3,1.4,71,1,0.995,0.525,0.75,70,0.7819912810433516,0.7250878501501248,"(7880, 25)","(1980, 25)",0.0569034308932268,0.10523501731225328
1,30,0,1,1,1,0,1,0,1,1,1,1,0.8,0.76,0.27399999999999997,3,7.9,64,0,0.845,0.51,0.6000000000000001,444,0.7421675689272443,0.7041851036802129,"(7860, 19)","(1980, 19)",0.037982465247031416,0.10393745499474867
2,1,1,1,1,1,0,1,1,1,1,1,1,0.9,0.09,0.14400000000000002,3,9.2,125,0,0.105,0.295,0.65,324,0.9858145030302334,0.9843576674919224,"(8800, 21)","(2200, 21)",0.0014568355383109965,0.005275433967747667
2,2,0,1,1,1,0,1,1,1,0,1,1,1.0,0.84,0.162,3,8.4,107,0,0.07,0.115,0.6000000000000001,551,0.9737071455605484,0.9711190400677476,"(8780, 19)","(2200, 19)",0.002588105492800752,0.009699530176796044
2,3,0,1,1,1,0,1,1,1,0,1,1,0.9,0.92,0.17500000000000002,3,5.5,100,0,0.93,0.385,0.9,457,0.9624080812488948,0.9584298728068736,"(8760, 19)","(2200, 19)",0.003978208442021125,0.014062321534746356
2,4,0,1,1,1,0,1,1,1,0,1,1,0.9,0.8200000000000001,0.29100000000000004,3,6.800000000000002,76,0,0.455,0.525,0.6000000000000001,344,0.9494844541213072,0.9456355332583708,"(8740, 19)","(2200, 19)",0.003848920862936423,0.01784890836766333
2,5,0,1,1,1,0,1,0,1,0,1,1,0.9,0.585,0.223,3,9.6,75,0,0.17,0.21,0.7000000000000001,374,0.9361548008408104,0.9317202637972134,"(8720, 18)","(2200, 18)",0.0044345370435968645,0.022257735678274725
2,6,0,1,1,1,0,1,0,1,0,1,1,0.95,0.745,0.273,3,8.1,71,0,0.665,0.5700000000000001,0.9,551,0.9259387415694024,0.9183589425236992,"(8720, 18)","(2180, 18)",0.0075797990457033846,0.027524236861171624
2,7,0,1,1,1,1,1,1,1,0,1,1,0.8500000000000001,0.355,0.28800000000000003,3,3.1,67,0,0.5,0.045,0.75,511,0.9122292790473492,0.9042332894711228,"(8700, 24)","(2180, 24)",0.007995989576226381,0.031928408989153736
2,8,1,1,1,1,1,1,1,1,0,1,1,0.95,1.0,0.265,3,1.2000000000000002,70,1,0.465,0.46,0.75,336,0.903524499744036,0.8921974290834895,"(8680, 32)","(2180, 32)",0.011327070660546612,0.03687159953917178
2,9,0,1,1,1,1,1,1,1,0,1,1,0.8500000000000001,0.055,0.244,3,3.5,67,1,0.5,0.155,0.8500000000000001,514,0.8861457412864052,0.8787580539637959,"(8660, 31)","(2180, 31)",0.007387687322609194,0.03932765873990487
2,10,0,1,1,1,1,1,1,1,1,1,1,0.7000000000000001,0.585,0.235,3,5.9,67,1,0.955,0.16,0.7000000000000001,465,0.8723562176453622,0.8638244793391056,"(8640, 32)","(2180, 32)",0.008531738306256642,0.04426535152077099
2,11,0,1,1,1,0,1,1,1,1,1,1,1.0,0.35000000000000003,0.25,3,4.9,67,0,0.67,0.555,0.8500000000000001,569,0.8679869870784239,0.8532573030195769,"(8640, 20)","(2160, 20)",0.014729684058847003,0.04991468271766572
2,12,0,1,1,1,1,1,0,1,0,1,1,1.0,0.085,0.252,3,1.7000000000000002,68,1,0.105,0.04,0.65,597,0.860607764617614,0.8444194596194351,"(8620, 30)","(2160, 30)",0.016188304998179026,0.05314948411344112
2,13,0,1,1,1,0,1,0,1,0,1,1,0.8,0.26,0.271,3,3.0,67,1,0.055,0.335,0.7000000000000001,518,0.8492224276996924,0.8336192266743216,"(8600, 25)","(2160, 25)",0.015603201025370715,0.05615551240785178
2,14,0,1,1,1,0,1,1,1,1,1,1,0.95,0.305,0.188,3,9.4,69,0,0.885,0.745,0.95,472,0.8310117597711941,0.8203169131119457,"(8580, 20)","(2160, 20)",0.010694846659248358,0.058182864730115635
2,15,0,1,1,1,1,1,1,1,1,1,1,1.0,0.28500000000000003,0.22399999999999998,3,6.300000000000002,65,0,0.28500000000000003,0.54,0.7000000000000001,534,0.816416769053891,0.814579402102831,"(8560, 25)","(2160, 25)",0.0018373669510600712,0.05636112614957474
2,16,0,1,1,1,1,1,1,1,1,1,1,0.9,0.725,0.233,3,7.1000000000000005,64,1,0.155,0.95,0.7000000000000001,493,0.8030714664221711,0.798956105489321,"(8560, 32)","(2140, 32)",0.004115360932850143,0.06195931272634377
2,17,0,1,1,1,1,1,0,1,1,1,1,1.0,0.24,0.278,3,1.0,63,1,0.47,0.745,0.9,580,0.8091818485866131,0.7944696893707699,"(8540, 31)","(2140, 31)",0.014712159215843238,0.06754395687510632
2,18,0,1,1,1,1,1,0,1,1,1,1,0.65,0.395,0.299,3,8.8,60,1,0.05,0.24,0.7000000000000001,419,0.7780274438114996,0.7746822846248523,"(8520, 31)","(2140, 31)",0.0033451591866472397,0.06893337828720318
2,19,0,1,1,1,1,1,0,1,1,1,1,0.95,0.07,0.162,3,5.7,71,1,0.72,0.27,0.8,480,0.7857090438825145,0.7777987797954102,"(8500, 31)","(2140, 31)",0.007910264087104268,0.06982447169621864
2,20,1,1,1,1,0,1,0,1,1,1,1,0.8500000000000001,0.3,0.145,3,5.5,76,0,0.465,0.53,0.8,462,0.78982375303858,0.7772895772603781,"(8480, 20)","(2140, 20)",0.012534175778201928,0.07182679713316735
2,21,1,1,1,1,1,1,1,1,1,1,1,0.8,0.205,0.261,3,7.5,65,1,0.2,0.7000000000000001,0.75,551,0.7862215608783409,0.7758659527499782,"(8480, 33)","(2120, 33)",0.01035560812836278,0.07138245742635166
2,22,1,1,1,1,0,1,0,1,1,1,1,0.9,0.415,0.172,3,1.4,71,0,0.725,0.24,0.8,424,0.7712116516545106,0.7660152694590147,"(8460, 20)","(2120, 20)",0.005196382195495897,0.07227397204049396
2,23,1,1,1,1,1,1,0,1,1,1,1,0.7000000000000001,0.775,0.294,3,5.300000000000002,61,1,0.32,0.435,0.8500000000000001,585,0.7591469088561625,0.7590807656969513,"(8440, 32)","(2120, 32)",6.614315921127378e-05,0.07230222755459913
2,24,0,1,1,1,1,1,0,1,1,1,1,1.0,1.0,0.27,3,7.800000000000002,62,1,0.8,0.22,1.0,549,0.7552064694645829,0.7547600709160801,"(8420, 31)","(2120, 31)",0.0004463985485029242,0.07375053814457712
2,25,0,1,1,1,1,1,0,1,0,1,1,0.75,0.065,0.3,3,4.0,63,0,0.615,0.79,0.7000000000000001,494,0.7614927059709504,0.7522882336724457,"(8400, 23)","(2120, 23)",0.00920447229850474,0.07799531881766819
2,26,0,1,1,1,0,1,0,1,1,1,1,0.7000000000000001,0.5650000000000001,0.26899999999999996,3,6.2,63,1,0.34500000000000003,0.14,0.65,598,0.7501355056581955,0.7492409120283805,"(8400, 26)","(2100, 26)",0.0008945936298150324,0.07558556384341186
2,27,0,1,1,1,1,1,0,1,1,1,1,0.8,0.8300000000000001,0.207,3,4.800000000000002,66,1,0.36,0.065,1.0,287,0.7353551423181282,0.7339797506776143,"(8380, 31)","(2100, 31)",0.0013753916405138122,0.08035623145292123
2,28,1,1,1,1,0,1,0,1,0,1,1,0.6000000000000001,0.72,0.28400000000000003,3,2.5,62,1,0.0,0.62,0.6000000000000001,438,0.7461123803552138,0.738039381784072,"(8360, 26)","(2100, 26)",0.008072998571141743,0.08181738489323509
2,29,0,1,1,1,0,1,0,1,1,1,1,0.6000000000000001,0.365,0.231,3,7.9,64,1,0.435,0.715,0.65,454,0.7289965309543608,0.7234915252923946,"(8340, 26)","(2100, 26)",0.005505005661966211,0.08515454467706811
2,30,1,1,1,1,0,1,0,1,1,1,1,0.6000000000000001,0.525,0.16399999999999998,3,5.1000000000000005,73,1,0.39,0.865,0.7000000000000001,583,0.7380673310757329,0.7189745556368292,"(8320, 27)","(2100, 27)",0.019092775438903642,0.09194474348451268
3,1,1,1,1,1,0,1,0,1,0,1,1,1.0,0.305,0.006,3,6.300000000000002,1000,0,0.25,0.78,0.6000000000000001,490,0.985544776819183,0.9844943278348623,"(9280, 19)","(2340, 19)",0.0010504489843206066,0.0050718812432695385
3,2,0,1,1,1,1,1,0,1,0,1,1,1.0,0.75,0.221,3,4.9,74,1,0.895,0.225,0.8,598,0.9725994131286833,0.9696516226768196,"(9280, 30)","(2320, 30)",0.0029477904518636637,0.01028362937769962
3,3,1,1,1,1,0,1,1,1,1,1,1,0.65,0.34500000000000003,0.258,3,9.2,67,0,0.44,0.8300000000000001,0.8500000000000001,579,0.9593658758323618,0.9544323404604228,"(9260, 21)","(2320, 21)",0.0049335353719388575,0.01564371201064867
3,4,1,1,1,1,0,1,1,1,1,1,1,0.95,0.91,0.16399999999999998,3,9.0,78,0,0.8,0.51,0.9,408,0.9480942391986056,0.9405240094452652,"(9240, 21)","(2320, 21)",0.0075702297533402066,0.020870889067756502
3,5,1,1,1,1,0,1,1,1,1,1,1,0.7000000000000001,0.395,0.22399999999999998,3,1.2000000000000002,69,0,0.405,0.455,0.75,541,0.9348221526352448,0.9257393009332768,"(9220, 21)","(2320, 21)",0.009082851701967877,0.02591135040080407
3,6,0,1,1,1,1,1,1,1,1,1,1,1.0,0.595,0.17600000000000002,3,3.3000000000000003,73,0,0.68,0.77,0.65,592,0.9222343471547584,0.9112333637643868,"(9200, 25)","(2320, 25)",0.011000983390371477,0.031030384226832557
3,7,0,1,1,1,0,1,1,1,1,1,1,0.9,0.41,0.252,3,2.6,65,1,0.685,0.96,0.8500000000000001,448,0.9084886381722777,0.8948458745971793,"(9200, 27)","(2300, 27)",0.013642763575098305,0.03700334305088551
3,8,1,1,1,1,0,1,1,1,0,1,1,1.0,0.545,0.158,3,1.5,75,1,0.635,0.505,0.6000000000000001,509,0.8975910089694527,0.8808704061954603,"(9180, 27)","(2300, 27)",0.016720602773992344,0.042427119250958836
3,9,1,1,1,1,1,1,1,1,1,1,1,0.95,0.47,0.102,3,1.3,90,1,0.26,0.98,0.95,451,0.8884520959234112,0.8659782231528482,"(9160, 33)","(2300, 33)",0.022473872770563008,0.04919608216237073
3,10,0,1,1,1,1,1,1,1,1,1,1,0.8500000000000001,0.445,0.19899999999999998,3,3.5,68,1,0.32,0.33,0.8500000000000001,383,0.8703534129394201,0.8490883875392189,"(9140, 32)","(2300, 32)",0.021265025400201254,0.05377949389831483
3,11,0,1,1,1,1,1,1,1,1,1,1,0.9,0.945,0.114,3,4.0,83,1,0.785,0.16,0.95,587,0.8619755682927587,0.8357419190561034,"(9120, 32)","(2300, 32)",0.02623364923665528,0.05977088397783109
3,12,1,1,1,1,0,1,1,1,1,1,1,0.65,0.605,0.132,3,7.2,81,0,0.545,0.36,0.65,269,0.8567824981174267,0.8272321938009908,"(9120, 21)","(2280, 21)",0.029550304316435905,0.06365046358627713
3,13,0,1,1,1,1,1,1,1,1,1,1,0.8500000000000001,0.6900000000000001,0.126,3,5.300000000000002,80,1,0.785,0.225,1.0,500,0.8442054152496963,0.8149212840863731,"(9100, 32)","(2280, 32)",0.029284131163323183,0.06723726723941734
3,14,1,1,1,1,0,1,0,1,0,1,1,0.7000000000000001,0.8200000000000001,0.239,3,9.6,65,0,0.74,0.255,0.65,349,0.8299815191320975,0.8003231879594428,"(9080, 19)","(2280, 19)",0.029658331172654706,0.07176637608122904
3,15,1,1,1,1,1,1,1,1,1,1,1,0.7000000000000001,0.515,0.253,3,8.0,65,0,0.875,0.81,0.6000000000000001,441,0.8281001125782959,0.7916369492758338,"(9060, 26)","(2280, 26)",0.03646316330246202,0.07709418053823466
3,16,0,1,1,1,1,1,1,1,1,1,1,0.8500000000000001,0.64,0.267,3,4.800000000000002,62,1,0.22,0.375,0.65,595,0.8103051431961152,0.7822139570791892,"(9040, 32)","(2280, 32)",0.02809118611692629,0.07657228732301383
3,17,0,1,1,1,1,1,0,1,0,1,1,0.8,1.0,0.251,3,3.6,67,1,0.805,0.495,0.8,592,0.8189451666788437,0.7835702746696486,"(9040, 30)","(2260, 30)",0.03537489200919508,0.07907887440278348
3,18,0,1,1,1,1,1,0,1,1,1,1,0.95,0.62,0.159,3,6.1000000000000005,75,1,0.73,0.305,0.8500000000000001,434,0.8114642551966149,0.7676462726833067,"(9020, 31)","(2260, 31)",0.04381798251330826,0.0872333112003313
3,19,0,1,1,1,1,1,1,1,1,1,1,0.8,0.085,0.003,3,4.800000000000002,1000,1,0.755,0.5750000000000001,1.0,277,0.7528523417998307,0.7327957696991758,"(9000, 32)","(2260, 32)",0.020056572100654924,0.08818389793050922
3,20,1,1,1,1,0,1,0,1,0,1,1,0.6000000000000001,0.775,0.24100000000000002,3,3.7,65,0,0.76,0.38,0.9,597,0.7823392488410608,0.7510011506560768,"(8980, 19)","(2260, 19)",0.031338098184984016,0.08723489407717057
3,21,0,1,1,1,0,1,0,1,1,1,1,0.8500000000000001,0.775,0.257,3,7.800000000000002,63,0,0.25,0.785,0.65,9,0.7758746176292546,0.7407979763596028,"(8960, 19)","(2260, 19)",0.03507664126965182,0.0917912635999799
3,22,1,1,1,1,0,1,1,1,1,1,1,0.65,0.17,0.222,3,6.7,65,0,0.365,0.75,0.65,542,0.7651012678331038,0.7346795909351798,"(8960, 21)","(2240, 21)",0.03042167689792408,0.0917647934786157
3,23,1,1,1,1,0,1,0,1,0,1,1,0.7000000000000001,0.41,0.23399999999999999,3,8.5,65,0,0.585,0.51,0.65,322,0.7626118917722169,0.7285557638592329,"(8940, 19)","(2240, 19)",0.03405612791298385,0.09505572200742364
3,24,1,1,1,1,1,1,0,1,0,1,1,0.9,0.12,0.16399999999999998,3,3.8,74,1,0.48,0.73,0.8500000000000001,493,0.773849154364447,0.7257855548277508,"(8920, 31)","(2240, 31)",0.048063599536696255,0.10148977336635327
3,25,1,1,1,1,0,1,0,1,1,1,1,0.8500000000000001,0.37,0.28800000000000003,3,4.2,64,0,0.885,0.1,0.6000000000000001,530,0.7684850068330156,0.7243317891597651,"(8900, 20)","(2240, 20)",0.044153217673250415,0.10036175032137062
3,26,0,1,1,1,1,1,0,1,1,1,1,0.65,0.865,0.185,3,8.8,69,0,0.685,0.76,0.95,598,0.7537648616516093,0.7065967890324418,"(8880, 24)","(2240, 24)",0.04716807261916745,0.10688819233793442
3,27,0,1,1,1,1,1,1,1,1,1,1,0.6000000000000001,0.39,0.261,3,9.3,63,0,0.37,0.76,0.8500000000000001,114,0.7374252015540861,0.7031840681185104,"(8880, 25)","(2220, 25)",0.034241133435575666,0.10274123293867714
3,28,1,1,1,1,0,1,0,1,0,1,1,0.65,0.67,0.28300000000000003,3,6.0,62,0,0.34,0.275,0.75,578,0.7392630937059221,0.7102085590633287,"(8860, 19)","(2220, 19)",0.029054534642593444,0.09855924613803876
3,29,1,1,1,1,0,1,0,1,1,1,1,0.8500000000000001,0.45,0.21100000000000002,3,6.800000000000002,67,0,0.995,0.865,0.8500000000000001,299,0.7465488544965422,0.6993955901166202,"(8840, 20)","(2220, 20)",0.04715326437992196,0.1090426287169827
3,30,0,1,1,1,1,1,0,1,1,1,1,0.8500000000000001,0.375,0.239,3,3.9,63,1,0.18,0.735,0.7000000000000001,413,0.7248721240631649,0.6884426438689852,"(8820, 31)","(2220, 31)",0.036429480194179686,0.1080389989169763
4,1,1,1,1,1,0,1,0,1,0,1,1,0.95,0.77,0.172,4,8.200000000000001,96,1,0.015,0.78,0.9,554,0.9866590330076686,0.98665966798747,"(9760, 26)","(2460, 26)",6.349798015170549e-07,0.004002734583560497
4,2,1,1,1,1,0,1,0,1,0,1,1,1.0,0.31,0.061,3,7.9,197,1,0.45,0.685,1.0,523,0.9741133395476279,0.974116408028908,"(9760, 26)","(2440, 26)",3.0684812799552934e-06,0.007768146072607562
4,3,0,1,1,1,0,1,1,1,0,1,1,0.95,0.28,0.14800000000000002,3,1.0,98,0,0.075,0.48,0.95,439,0.9619689847608334,0.9619840092834008,"(9740, 19)","(2440, 19)",1.502452256729736e-05,0.011419821737547098
4,4,0,1,1,1,1,1,1,1,0,1,1,1.0,0.17,0.098,3,4.9,122,0,0.985,0.145,0.8500000000000001,484,0.9505222960525695,0.9505075413257774,"(9720, 24)","(2440, 24)",1.4754726792243213e-05,0.014853639492983671
4,5,0,1,1,1,1,1,1,1,0,1,1,1.0,0.095,0.092,3,9.6,119,1,0.035,0.255,0.8500000000000001,259,0.9390267952593412,0.9388044328354812,"(9700, 31)","(2440, 31)",0.00022236242386008964,0.01844761511889971
4,6,0,1,1,1,1,1,1,1,0,1,1,1.0,0.595,0.124,3,1.1,99,0,0.49,0.78,0.95,225,0.9273283766737764,0.9271114313082668,"(9680, 24)","(2440, 24)",0.00021694536550964652,0.02195334875372379
4,7,0,1,1,1,0,1,1,1,0,1,1,0.9,0.65,0.276,3,2.4000000000000004,69,1,0.2,0.295,0.65,601,0.9140784526879696,0.913133303740072,"(9680, 26)","(2420, 26)",0.000945148947897656,0.02643806845713744
4,8,0,1,1,1,1,1,1,1,0,1,1,1.0,0.8250000000000001,0.226,3,6.800000000000002,73,0,0.315,0.075,0.95,359,0.9033993654185364,0.9031606290268248,"(9660, 24)","(2420, 24)",0.00023873639171145825,0.029147305848637138
4,9,0,1,1,1,1,1,1,1,0,1,1,0.75,0.715,0.27699999999999997,3,5.300000000000002,68,0,0.85,0.1,0.8500000000000001,383,0.8900459572957187,0.8896913094579356,"(9640, 24)","(2420, 24)",0.00035464783778305087,0.03323446629773253
4,10,1,1,1,1,1,1,1,1,0,1,1,0.95,0.255,0.22699999999999998,3,5.5,70,1,0.74,0.605,0.8,498,0.8792470416236448,0.876663092420121,"(9620, 32)","(2420, 32)",0.0025839492035237828,0.03803465195537322
4,11,0,1,1,1,0,1,1,1,0,1,1,0.8,0.41,0.27899999999999997,3,5.5,67,1,0.105,0.16,0.75,498,0.8680181623845908,0.8640376114489725,"(9600, 26)","(2420, 26)",0.003980550935618332,0.04238093693955558
4,12,0,1,1,1,0,1,0,1,0,1,1,0.75,0.505,0.21,3,2.4000000000000004,74,1,0.76,0.38,0.6000000000000001,432,0.8601622222591498,0.8526969449009671,"(9600, 25)","(2400, 25)",0.007465277358182698,0.047177027472982934
4,13,0,1,1,1,0,1,0,1,0,1,1,0.6000000000000001,0.875,0.254,3,4.3,72,1,0.8200000000000001,0.64,0.95,407,0.8518358064604242,0.8461145757117674,"(9580, 25)","(2400, 25)",0.005721230748656825,0.048454119585932515
4,14,0,1,1,1,1,1,1,1,0,1,1,0.65,0.535,0.23199999999999998,3,4.4,71,1,0.53,0.015,1.0,502,0.8476150626235753,0.8391003545953577,"(9560, 31)","(2400, 31)",0.00851470802821763,0.051675776832679744
4,15,0,1,1,1,0,1,0,1,0,1,1,0.8,0.925,0.196,3,10.0,78,1,0.625,0.035,0.95,337,0.8406966279701639,0.827777764988759,"(9540, 25)","(2400, 25)",0.012918862981404877,0.05683421569593425
4,16,0,1,1,1,1,1,0,1,0,1,1,0.95,0.615,0.28200000000000003,3,4.9,68,0,0.34,0.44,0.65,311,0.8306095753533833,0.8194347963988201,"(9520, 23)","(2400, 23)",0.011174778954563204,0.05863947266217925
4,17,0,1,1,1,1,1,1,1,0,1,1,0.65,0.84,0.204,3,8.9,99,0,0.545,0.38,0.7000000000000001,504,0.8589673978697746,0.8303326150450517,"(9520, 24)","(2380, 24)",0.028634782824722867,0.06235412861637363
4,18,0,1,1,1,0,1,0,1,0,1,1,0.95,0.395,0.17800000000000002,3,3.1,88,0,0.54,0.18,0.8,590,0.8291385672479926,0.8081998213832722,"(9500, 18)","(2380, 18)",0.020938745864720443,0.06591555193090652
4,19,0,1,1,1,0,1,1,1,0,1,1,0.9,0.81,0.27699999999999997,3,2.0,70,1,0.09,0.08,0.8500000000000001,406,0.819714569701405,0.8029740195101563,"(9480, 26)","(2380, 26)",0.01674055019124865,0.06580401422345256
4,20,0,1,1,1,0,1,0,1,0,1,1,0.6000000000000001,0.17500000000000002,0.172,3,7.300000000000002,88,0,0.765,0.335,0.7000000000000001,601,0.8102353574844012,0.7908617940797986,"(9460, 18)","(2380, 18)",0.019373563404602608,0.07049088713790146
4,21,1,1,1,1,0,1,0,1,0,1,1,0.95,0.43,0.21100000000000002,3,8.700000000000001,74,1,0.97,0.7000000000000001,0.95,514,0.8060982083627877,0.7803399917565061,"(9440, 26)","(2380, 26)",0.025758216606281525,0.07620128911556076
