Split,,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3
Type,,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive
Country,AdminStrata,,,,,,
Cameroon,Adamawa,1.4201872986986361,0.7730072810388686,6.8339290334612315,5.29893025302687,0.6475629074535334,0.1796720421195882
Cameroon,Central,11.735963922642563,18.027039019840075,106.94409916457631,79.81181880545108,323.55301721471426,49.57428510193852
Cameroon,East,6.870189280849701,3.0654709995621516,0.9854966743042246,0.27742678315357044,0.42417765275964575,0.1619647831447361
Cameroon,Far-North,0.4631856838025451,0.28637405401308824,18.120541279234992,12.12948416951378,7.795132581891241,5.595460977504925
Cameroon,Littoral,0.8414169715930044,0.050647972112552335,0.8953255310508585,0.11389941286001752,1.1904496339982955,0.005774601571963361
Cameroon,North,11.588087581609209,5.091674975882281,5.619079674681367,1.8324153210860537,2.848802865130735,4.956755586051639
Cameroon,North-West,23.47492514603312,77.7516762647142,24.73449003794085,10.075326715100209,5.554233682461347,0.7913783240522783
Cameroon,South-West,5.075001163293835,7.010298302468943,31.71148131242371,26.27201919159685,20.34714286514249,23.993708800969372
Cameroon,West,34.55828159193671,4.4989977507766925,1.8285215149076015,0.41904187400459725,8.141694267882645,2.951656652904578
