"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2017,1,1,0.997,0.245
2017,1,2,0.673,0.078
2017,1,3,1.007,0.725
2017,2,1,1.882,1.536
2017,2,2,2.34,2.18
2017,2,3,1.585,1.072
2017,3,1,2.768,1.863
2017,3,2,1.16,2.281
2017,3,3,10.304,4.278
2017,4,1,1.131,3.716
2017,4,2,1.134,4.837
2017,4,3,5.611,4.618
2017,5,1,8.997,1.954
2017,5,2,5.944,0.856
2017,5,3,3.268,0.814
2017,6,1,0,0
2017,6,2,0,0
2017,6,3,0.761,1.023
2017,7,1,7.605,6.804
2017,7,2,25.046,10.291
2017,7,3,13.301,10.343
2017,8,1,18.654,14.958
2017,8,2,27.601,13.075
2017,8,3,30.706,13.258
2017,9,1,1.964,2.755
2017,9,2,0.288,0.716
2017,9,3,1.438,0.34
2017,10,1,0.31,0.588
2017,10,2,0.444,0.092
2017,10,3,0.673,0.32
2017,11,1,1,0.523
2017,11,2,1,0.745
2017,11,3,0.99,0.83
2017,12,1,1.304,1.023
2017,12,2,1.846,1.092
2017,12,3,2,1.075
2018,1,1,1,0.245
2018,1,2,0.67,0.078
2018,1,3,1.007,0.725
2018,2,1,2.105,1.536
2018,2,2,2.176,2.18
2018,2,3,1.382,1.072
2018,3,1,1.693,1.863
2018,3,2,1.183,2.281
2018,3,3,1.255,4.278
2018,4,1,8.716,3.716
2018,4,2,2.693,4.837
2018,4,3,12.124,4.618
2018,5,1,4.415,1.954
2018,5,2,4.222,0.856
2018,5,3,1.608,0.814
2018,6,1,0.078,0
2018,6,2,0,0
2018,6,3,1.987,1.023
2018,7,1,16.758,6.804
2018,7,2,3.111,10.291
2018,7,3,3.216,10.343
2018,8,1,15.395,14.958
2018,8,2,14.242,13.075
2018,8,3,8.301,13.258
2018,9,1,1.111,2.755
2018,9,2,1.641,0.716
2018,9,3,0.095,0.34
2018,10,1,0.542,0.588
2018,10,2,2.366,0.092
2018,10,3,1.559,0.32
2018,11,1,1,0.523
2018,11,2,1,0.745
2018,11,3,1.049,0.83
2018,12,1,1.304,1.023
2018,12,2,1.85,1.092
2018,12,3,2,1.075
2019,1,1,0.974,0.245
2019,1,2,0.637,0.078
2019,1,3,1.007,0.725
2019,2,1,1.915,1.536
2019,2,2,2.088,2.18
2019,2,3,2.706,1.072
2019,3,1,2.699,1.863
2019,3,2,1.739,2.281
2019,3,3,2.902,4.278
2019,4,1,8.078,3.716
2019,4,2,12.337,4.837
2019,4,3,2.245,4.618
2019,5,1,0.703,1.954
2019,5,2,4.31,0.856
2019,5,3,4.382,0.814
2019,6,1,0,0
2019,6,2,0,0
2019,6,3,0.595,1.023
2019,7,1,10.324,6.804
2019,7,2,7.984,10.291
2019,7,3,11.059,10.343
2019,8,1,11.895,14.958
2019,8,2,5.559,13.075
2019,8,3,10.585,13.258
2019,9,1,3.026,2.755
2019,9,2,2.252,0.716
2019,9,3,2.144,0.34
2019,10,1,2.183,0.588
2019,10,2,1.042,0.092
2019,10,3,0.631,0.32
2019,11,1,0.987,0.523
2019,11,2,1,0.745
2019,11,3,1.333,0.83
2019,12,1,1.284,1.023
2019,12,2,1.824,1.092
2019,12,3,2,1.075