AdminStrata,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Aleppo,Aleppo,Aleppo,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,As-Sweida,As-Sweida,As-Sweida,Damascus,Damascus,Damascus,Dar'a,Dar'a,Dar'a,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,Hama,Hama,Hama,Homs,Homs,Homs,Lattakia,Lattakia,Lattakia,Rural Damascus,Rural Damascus,Rural Damascus,Tartous,Tartous,Tartous
2018-09-20,100.02852656080492,117.90343493439967,0.022000000000000002,104.09390644248298,161.05574189610633,1.3092999999999992,,,,100.0,106.9703388621366,0.0,100.0,119.40934371523919,0.0,100.0,106.54284078990565,0.0,,,,106.36898971691589,161.80986028039993,1.8554999999999995,100.51617940482532,114.34020825809084,0.14400000000000002,126.5038895900012,288.3785804691475,12.987599999999999,100.0,113.12515798621708,0.0,112.03353941524024,232.13520440172275,6.2337
2018-09-21,100.02793931911643,115.53909261775085,0.034800000000000005,104.34529843185915,157.73868626782374,1.3849999999999996,,,,100.040918639568,105.90462697545102,0.12819999999999998,100.03225806451613,117.20295277581153,0.1,100.04203225806451,105.39526563162367,0.13030000000000003,,,,106.74272652270218,159.07946288156168,1.9218999999999995,100.55338669769337,112.69590645219124,0.17390000000000003,127.40682488327373,282.60917649947464,13.186599999999999,100.02289864607722,111.25843846471231,0.07120000000000001,112.55100186761447,226.78274747547715,6.4268
2018-09-22,100.02451015324708,113.35967027823114,0.0476,104.58660762669783,154.4841390890838,1.4606999999999997,,,,100.12275591870402,104.9816580712814,0.25639999999999996,100.09677419354838,115.18171705935892,0.2,100.12609677419354,104.40868347304088,0.26060000000000005,,,,107.095296920685,156.38965931542572,1.9882999999999995,100.59600886543942,111.18076184173533,0.20380000000000004,128.18836363569434,276.61466031664366,13.385599999999998,100.0686959382317,109.57632134152688,0.14240000000000003,112.9889813663823,221.30847235130824,6.6199
2018-09-23,100.01823906319686,111.36516791584053,0.0604,104.81783402699901,151.29210035988658,1.5363999999999998,,,,100.24551183740803,104.2014321496277,0.38459999999999994,100.19354838709677,113.34563656588129,0.30000000000000004,100.25219354838708,103.58309431415724,0.3909000000000001,,,,107.42670091086434,153.740449581992,2.0546999999999995,100.6440459080635,109.79477442672302,0.23370000000000005,128.84850584726303,270.39503192065445,13.584599999999998,100.13739187646341,108.07880661666073,0.21360000000000004,113.34747791154372,215.71237902921595,6.8130000000000015
2018-09-24,100.00912604896577,109.55558553057905,0.0732,105.03897763276265,148.1625700802321,1.6121,,,,100.40918639568004,103.56394921048998,0.5127999999999999,100.3225806451613,111.69471129537871,0.4,100.42032258064515,102.91849815497277,0.5212000000000001,,,,107.73693849324019,151.1318336812606,2.1210999999999998,100.6974978255656,108.5379442071544,0.26360000000000006,129.38725151797982,263.95029131150704,13.7836,100.22898646077235,106.76589429011388,0.28480000000000005,113.62649150309876,209.99446750920026,7.006100000000002
2018-09-25,99.9971711105538,107.93092312244666,0.08600000000000001,105.2500384439888,145.09554825012023,1.6878000000000002,,,,100.61377959352005,103.06920925386814,0.6409999999999999,100.48387096774194,110.22894124785117,0.5,100.63048387096772,102.41489499548746,0.6515000000000002,,,,108.02600966781254,148.56381161323142,2.1874999999999996,100.7563646179457,107.4102711830294,0.29350000000000004,129.8046006478447,257.2804384892016,13.9826,100.34347969115852,105.63758436188634,0.3560000000000001,113.82602214104737,204.15473779126123,7.199200000000002
2018-09-26,99.98237424796096,106.49118069144342,0.09880000000000001,105.45101646067745,142.091034869551,1.7635000000000003,,,,100.85929143092807,102.7172122797623,0.7691999999999999,100.6774193548387,108.94832642329862,0.6,100.88267741935483,102.07228483570131,0.7818000000000003,,,,108.29391443458135,146.03638337790454,2.2539,100.82064628520388,106.41175535434807,0.3234,130.10055323685765,250.38547345373786,14.1816,100.48087156762193,104.69387683197813,0.42720000000000014,113.9460698253896,198.19318987539882,7.392300000000001
2018-09-27,99.96473546118725,105.23635823756926,0.11160000000000002,105.6419116828286,139.1490299385245,1.8392000000000004,,,,101.1457219079041,102.50795828817236,0.8973999999999999,100.90322580645162,107.8528668217211,0.7,101.17690322580646,101.89066767561432,0.9121000000000004,,,,108.54065279354673,143.54954897527995,2.3203,100.89034282734006,105.54239672111039,0.35329999999999995,130.2751092850187,243.26539620511605,14.3806,100.6411620901626,103.9347717003892,0.4984000000000002,113.9866345561254,192.10982376161303,7.585400000000003
2018-09-28,99.94425475023267,104.16645576082423,0.12440000000000002,105.82272411044224,136.26953345704075,1.9149000000000005,,,,101.47307102444812,102.4414472790984,1.0255999999999998,101.16129032258064,106.94256244311862,0.7999999999999999,101.51316129032257,101.87004351522651,1.0424000000000004,,,,108.76622474470861,141.1033084053577,2.3867,100.96545424435426,104.80219528331637,0.38319999999999993,130.3282687923278,235.92020674333602,14.5796,100.82435125878048,103.36026896711958,0.5696000000000002,113.94771633325482,185.90463944990387,7.778500000000002
2018-09-29,99.92093211509722,103.28147326120829,0.13720000000000002,105.99345374351836,133.4525454250996,1.9906000000000006,100.04935483870968,102.916087206256,0.030600000000000002,101.84133878056015,102.51767925254033,1.1538,101.45161290322581,106.21741328749114,0.8999999999999999,101.89145161290324,102.01041235453788,1.1727000000000005,100.01191832183389,101.46001530113936,0.022800000000000004,108.97063028806699,138.6976616681377,2.4530999999999996,101.0459805362465,104.19115104096596,0.4130999999999999,130.26003175878498,228.34990506839787,14.7786,101.03043907347559,102.97036863216927,0.6408000000000003,113.82931515677781,179.57763694027136,7.971600000000002
2018-09-30,99.89476755578092,102.58141073872149,0.15000000000000002,106.15410058205698,130.69806584270114,2.0663000000000005,100.06032258064516,102.36712495896471,0.034,102.25052517624017,102.73665420849824,1.282,101.7741935483871,105.6774193548387,0.9999999999999999,102.3117741935484,102.3117741935484,1.3030000000000006,100.01385013525935,101.1630396778267,0.025,109.15386942362187,136.33260876361993,2.5194999999999994,101.13192170301676,103.70926399405923,0.4429999999999999,130.07039818439029,220.55449118030154,14.977599999999999,101.25942553424795,102.76507069553828,0.7120000000000003,113.6314310266944,173.12881623271548,8.164700000000002
2018-10-01,99.93685894984162,102.13747399809468,0.7876000000000001,106.31069475276932,128.030349967569,2.4755000000000003,100.16916747064487,102.07763398010789,0.5503,102.72185310638127,103.11959504186514,1.634,102.09970674486803,105.29325513196481,1.1199999999999999,102.7669243784511,102.7669243784511,1.5920000000000005,100.07079020416434,101.01103619353762,0.3098000000000001,109.33971719694091,134.07674531261537,3.0238,101.25553300157554,103.39183173694353,0.6898999999999998,129.86601568208974,212.73771805528526,17.1261,101.5135722386655,102.74663675479452,0.9056000000000003,113.46298073567208,166.72720146871094,10.049600000000002
2018-10-02,100.0470450392084,101.8102245377059,1.4245,106.44367800944694,125.55964909931967,2.8083000000000005,100.37588950870877,101.92469418520484,1.0666,103.25532257098344,103.57351611937054,1.9859999999999998,102.42815249266862,104.98299120234603,1.2399999999999998,103.25690216761136,103.25690216761136,1.8810000000000007,100.18273852854887,100.9349353200475,0.5946000000000001,109.48668066032967,131.93875918603177,3.3705999999999996,101.41340122086406,103.15474867331466,0.9243999999999999,129.48119390155023,205.1754000936024,18.3504,101.79287918672826,102.78055660608307,1.0992000000000002,113.24173182338987,160.71289703654662,11.505700000000003
2018-10-03,100.22532582388119,101.59966235755516,2.0614,106.55305035208985,123.28596323795308,3.1411000000000002,100.68048869483688,101.90830557425555,1.5829,103.85093357004665,104.09841744101439,2.3379999999999996,102.75953079178886,104.7466275659824,1.3600000000000003,103.78170756102915,103.78170756102915,2.170000000000001,100.34969510841294,100.93473705735633,0.8794000000000002,109.59475981378814,129.91865038386916,3.7173999999999996,101.60552636088227,102.99801480317264,1.1588999999999998,128.91593284277175,197.86753729525287,19.5747,102.0973463784362,102.86683024940395,1.2928000000000002,112.96768428984772,155.08590293622245,12.961800000000002
2018-10-04,100.4717013038601,101.50578745764244,2.6983,106.63881178069809,121.20929238346935,3.4739,101.0829650290292,102.02846814726004,2.0991999999999997,104.50868610357095,104.69429900679675,2.6899999999999995,103.09384164222874,104.5841642228739,1.4800000000000004,104.34134055870447,104.34134055870447,2.459000000000001,100.57165994375656,101.01044140546409,1.1642000000000001,109.66395465731632,128.01641890612757,4.0642,101.83190842163017,102.92163012651746,1.3933999999999997,128.17023250575434,190.8141296602368,20.799000000000003,102.42697381378933,103.00545768475708,1.4864000000000002,112.6408381350457,149.8462191677384,14.417900000000001
2018-10-05,100.78617147914504,101.52859983796777,3.3352,106.70096229527158,119.32963653586835,3.8067,101.58331851128573,102.28518190421836,2.6155,105.2285801715563,105.36116081671759,3.0419999999999994,103.43108504398828,104.49560117302053,1.6000000000000005,104.93580116063737,104.93580116063737,2.748000000000001,100.84863303457972,101.16204836437083,1.4490000000000003,109.69426519091424,126.23206475280693,4.411,102.09254740310784,102.92559464334913,1.6278999999999997,127.24409289049795,184.01517718855408,22.023300000000003,102.78176149278768,103.19643891214253,1.6800000000000002,112.26119335898376,144.9938457310945,15.874
2018-10-06,101.16873634973605,101.66809949853113,3.9720999999999997,106.7395018958104,117.64699569515017,4.1395,102.18154914160647,102.6784468451304,3.1318,106.01061577400274,106.09900287077693,3.3939999999999992,103.77126099706746,104.48093841642229,1.7200000000000006,105.56508936682782,105.56508936682782,3.0370000000000013,101.18061438088243,101.38955793407649,1.7338000000000005,109.68569141458184,124.56558792390733,4.7578000000000005,102.38744330531523,103.00990835366764,1.8623999999999996,126.13751399700263,177.4706798802047,23.247600000000002,103.16170941543122,103.43977393156025,1.8736000000000002,111.82874996166193,140.52878262629073,17.3301
2018-10-07,101.61939591563308,101.92428643933252,4.609,106.75443058231451,116.16136986131477,4.472300000000001,102.87765691999142,103.20826296999621,3.6481000000000003,106.85479291091022,106.90782516897472,3.745999999999999,104.11436950146627,104.54017595307917,1.8400000000000007,106.22920517727577,106.22920517727577,3.3260000000000014,101.56760398266466,101.69297011458109,2.0186000000000006,109.63823332831915,123.01698841942869,5.1046000000000005,102.71659612825232,103.17457125747299,2.0968999999999998,124.85049582526833,171.18063773518878,24.4719,103.56681758171995,103.73546274301027,2.0672,111.34350794308018,136.45102985332716,18.7862
2018-10-08,102.1381501768362,102.29716066037192,5.2459,106.74574835478391,114.87275903436215,4.8050999999999995,103.6716418464406,103.87463027881581,4.1644000000000005,107.76111158227877,107.78762771131103,4.097999999999999,104.46041055718476,104.6733137829912,1.9600000000000009,106.9281485919813,106.9281485919813,3.615000000000001,102.00960183992646,102.07228490588469,2.303400000000001,109.55189093212618,121.58626623937106,5.4514000000000005,103.08000587191913,103.4195833547652,2.3314,123.38303837529507,165.1450507535062,25.6962,103.99708599165388,104.08350534649259,2.2608,110.80546730323852,132.7605874122038,20.2423
2018-10-09,102.72499913334538,102.78672216164937,5.8828000000000005,106.71345521321862,113.78116321429232,5.1379,104.56350392095395,104.67754877158919,4.680700000000001,108.72957178810837,108.7384104977858,4.449999999999999,104.80938416422289,104.88035190615838,2.080000000000001,107.66191961094435,107.66191961094435,3.9040000000000012,102.50660795266779,102.52750230798718,2.588200000000001,109.42666422600296,120.27342138373442,5.798200000000001,103.47767253631567,103.74494464554424,2.5659,121.73514164708284,159.36391893515702,26.920500000000004,104.452514645233,104.48390174200719,2.4544,110.21462804213697,129.45745530292055,21.698400000000007
2018-10-10,103.3799427851606,103.39297094316485,6.5197,106.65755115761861,112.88658240110527,5.470700000000001,105.55324314353155,105.61701844831633,5.197000000000001,109.76017352839906,109.76017352839906,4.802,105.16129032258065,105.16129032258065,2.2000000000000006,108.43051823416499,108.43051823416499,4.193000000000001,103.05862232088867,103.05862232088867,2.873000000000001,109.26255320994942,119.07845385251875,6.145000000000001,103.90959612144194,104.15065512981013,2.8004000000000002,119.90680564063169,153.8372422801412,28.1448,104.93310354245733,104.9366519295541,2.648,109.57099015977555,126.54163352547751,23.154500000000006
2018-10-11,104.14406267369581,104.15675355188462,7.8205,106.61103230830612,112.20542243478104,6.046000000000001,106.72396874022672,106.77614853505064,6.342200000000001,110.84492879594504,110.84492879594504,5.3225999999999996,105.59214978569818,105.59214978569818,2.7400000000000007,109.22709804703433,109.22709804703433,4.598500000000001,103.75885045743588,103.75884389797113,3.680000000000001,109.12995972714076,118.0349032304717,6.914000000000001,104.44996172448856,104.70685057617943,3.4441,117.9867461691466,148.57669964147217,30.443800000000003,105.50150359654832,105.50440682235475,3.1948,108.94185647558375,124.03163884452574,25.907900000000005
2018-10-12,105.01745584684373,105.02981132636945,9.1205,106.59258216011732,111.62180815469301,6.668900000000001,108.07568071103945,108.11742454689862,7.487400000000001,111.98383759074632,111.98383759074632,5.8432,106.10196255357548,106.10196255357548,3.2800000000000007,110.05165904955244,110.05165904955244,5.0040000000000004,104.60726011069522,104.607240432301,4.486700000000001,109.07283389706143,117.15754261192329,7.814,105.10241652577415,105.37528777960956,4.0982,116.19969097522498,143.73457278010468,33.4741,106.15771480750591,106.16003738815108,3.7416,108.4356839757983,121.80518389417583,28.93800000000001
2018-10-13,106.00012230460432,106.0121442666194,10.4205,106.6022007130522,111.13573956084122,7.291800000000002,109.60837905596982,109.64084648386026,8.6326,113.17689991280292,113.17689991280292,6.3638,106.69072862621252,106.69072862621252,3.8200000000000007,110.90420124171929,110.90420124171929,5.409500000000001,105.60385128066673,105.60381192387828,5.293400000000001,109.09117571971144,116.44637199687354,8.714,105.86696052529872,106.15596674010052,4.752300000000001,114.54564005886677,139.3108616960388,36.504400000000004,106.90173717533018,106.90354362694308,4.2884,108.05247266041923,119.86226867442778,31.968100000000014
2018-10-14,107.09206204697759,107.10375237263446,11.720500000000001,106.63988796711077,110.7472166532256,7.914700000000002,111.32206377501777,111.34641434593559,9.7778,114.42411576211482,114.42411576211482,6.8844,107.35844800360931,107.35844800360931,4.36,111.78472462353487,111.78472462353487,5.815,106.7486239673504,106.74855837270297,6.100100000000002,109.18498519509082,115.90139138532244,9.614,106.74359372306229,107.0488874576523,5.406400000000001,113.02459342007201,135.30556638927442,39.5347,107.7335707000211,107.73492553873078,4.8352,107.79222252944652,118.20289318528157,34.99820000000001
2018-10-15,108.29327507396358,108.30463564441459,13.020500000000002,106.70564392229308,110.4562394318462,8.537600000000001,113.2167348681833,113.2341281331246,10.922999999999998,115.72548513868203,115.72548513868203,7.405,108.10512068576587,108.10512068576587,4.9,112.69322919499922,112.69322919499922,6.2205,108.0415781707462,108.0414797787751,6.906800000000002,109.35426232319949,115.52260077727001,10.514,107.73231611906483,108.05404993226487,6.060500000000001,111.63655105884068,131.71868685981158,42.56500000000001,108.65321538157865,108.65418312351412,5.382000000000001,107.65493358288016,116.82705742673723,38.028300000000016
2018-10-16,109.60376138556225,109.6147940819598,14.320500000000004,106.79946857859903,110.262807896703,9.1605,115.2923923354664,115.3039878454273,12.068199999999997,117.08100804250455,117.08100804250455,7.925599999999999,108.93074667268218,108.93074667268218,5.44,113.62971495611231,113.62971495611231,6.626,109.48271389085417,109.4825761420946,7.7135000000000025,109.59900710403753,115.31000017271624,11.413999999999998,108.83312771330633,109.17145416393826,6.714600000000001,110.38151297517278,128.5502231076503,45.59530000000001,109.66067122000284,109.66131638129318,5.928800000000001,107.6406058207202,115.73476139879475,41.05840000000001
2018-10-17,111.02352098177361,111.0342276852701,15.620500000000005,106.92136193602872,110.16692204779602,9.7834,117.5490361768671,117.55599348284365,13.213399999999996,118.49068447358239,118.49068447358239,8.4462,109.83532596435825,109.83532596435825,5.9799999999999995,114.59418190687413,114.59418190687413,7.0315,111.07203112767426,111.0718474626615,8.520200000000003,109.91921953760492,115.26358957166114,12.313999999999998,110.04602850578684,110.40110015267248,7.368700000000001,109.25947916906831,125.80017513279056,48.62560000000002,110.75593821529368,110.75632531206787,6.475600000000001,107.74923924296657,114.9260051014541,44.08850000000001
2018-10-18,112.55255386259766,112.5629364543455,16.920500000000004,107.07132399458206,110.16858188512525,10.4063,119.98666639238542,119.99014504537367,14.358599999999996,119.95451443191551,119.95451443191551,8.9668,110.81885856079406,110.81885856079406,6.5200000000000005,115.58663004728473,115.58663004728473,7.437,112.80952988120652,112.80929374047581,9.326900000000004,110.31489962390161,115.38336897410468,13.213999999999999,111.37101849650631,111.74298789846752,8.022800000000002,108.27044964052729,123.46854293523238,51.65590000000002,111.93901636745116,111.93920991583826,7.022400000000001,107.98083384961927,114.40078853471533,47.118600000000015
2018-10-19,114.19086002803441,114.200920389186,18.220500000000005,107.2493547542591,110.26778740869068,11.0292,122.60528298202132,122.6064425330174,15.503799999999995,121.47249791750393,121.47249791750393,9.4874,111.88134446198963,111.88134446198963,7.0600000000000005,116.60705937734403,116.60705937734403,7.8425,114.6952101514509,114.69491497553751,10.133600000000003,110.78604736292768,115.66933838004692,14.113999999999997,112.80809768546476,113.19711740132337,8.676900000000002,107.4144243895497,121.55532651497573,54.686200000000014,113.2099056764753,113.20997019260433,7.569200000000001,108.33538964067837,114.15911169857841,50.14870000000001
2018-10-20,115.93843947808384,115.94817948979157,19.520500000000006,107.45545421505986,110.46453861849228,11.652099999999999,125.4048859457748,125.4048859457748,16.648999999999994,123.0446349303477,123.0446349303477,10.008,113.02278366794492,113.02278366794492,7.6000000000000005,117.6554698970521,117.6554698970521,8.248000000000001,116.72907193840747,116.72871116784664,10.940300000000004,111.33266275468306,116.12149778948779,15.013999999999996,114.35726607266216,114.76348866124003,9.331000000000001,106.69140341613551,120.06052587202065,57.716500000000025,114.56860614236608,114.56860614236608,8.116000000000001,108.81290661614383,114.20097459304334,53.17880000000001
