AdminStrata,Agadez,Agadez,Agadez,Diffa,Diffa,Diffa,Dosso,Dosso,Dosso,Maradi,Maradi,Maradi,Niamey,Niamey,Niamey,Tahoua,Tahoua,Tahoua,Tillaberi,Tillaberi,Tillaberi,Zinder,Zinder,Zinder
Indicator,1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm)
2019-09-29,122.21783306186002,125.27686278583386,42.302299999999995,136.63705394274297,145.38604826177826,3.6762000000000006,97.87460858166907,105.77446693343626,389.84009999999984,105.40164902526799,103.47537998741008,47.653400000000005,102.9491979228362,105.75244483602864,386.3006000000001,108.20367931405147,103.68838789629937,33.730300000000014,104.03863514302215,100.85060066152872,45.391099999999994,123.94849548581753,129.81191205304418,207.70349999999996
2019-09-30,122.06443128263639,125.53970238817452,42.16929999999999,133.5946243964248,144.97934680047857,3.5108000000000006,98.08490019396446,105.5283975895823,386.18849999999986,104.38840139449864,103.24395311344001,45.87200000000001,102.82182664356047,105.61897753636917,383.2577000000001,107.2835549204201,103.47436666929158,32.412800000000004,103.16127158237876,100.65462142347283,43.2718,123.35051001407956,129.70282913755537,206.35749999999996
2019-10-01,121.92369818831544,125.80637682758511,42.038,130.66265490882023,144.61130577119982,3.4820000000000007,98.3324280052859,105.2918404898038,383.92179999999985,103.49182948781034,103.04867608236835,44.65650000000001,102.70675175283775,105.49930242737983,381.0148000000001,106.53246647016837,103.30784929093309,31.7497,102.3269778701068,100.47689570306622,41.752399999999994,122.79671489206757,129.61634694766795,205.34849999999997
2019-10-02,121.79563377889718,126.07688610406565,41.90669999999999,127.84114547992931,144.281925173942,3.4532000000000007,98.61719201563338,105.06479563410068,381.6550999999999,102.71193330520305,102.88954889419514,43.441,102.60397325066805,105.39341950906066,378.7719000000001,105.9504139632963,103.18883576122388,31.086599999999997,101.53575400620626,100.31742350030889,40.23299999999999,122.28711011978157,129.55246548338195,204.3395
2019-10-03,121.66901392959235,126.34811590517904,41.61939999999999,125.13009610975205,143.9912050087051,3.4244000000000008,98.92659929056782,104.84721395254694,379.57409999999993,102.04871284667676,102.76657154892038,42.22550000000001,102.49782557092034,105.30206090088862,376.9862000000001,105.53739739980385,103.117326080164,30.423499999999997,100.78759999067714,100.17620481520076,38.71359999999999,121.79070237939032,129.49850309463164,202.21
2019-10-04,121.54383864040089,126.62006623092537,41.33209999999999,122.52950679828844,143.7391452754891,3.395600000000001,99.26064983008924,104.63909544514254,377.4930999999999,101.50216811223152,102.67974404654407,41.010000000000005,102.38830871359457,105.22522660286371,375.20050000000015,105.29341677969107,103.09332024775343,29.760399999999997,100.08251582351942,100.05323964774196,37.19419999999999,121.30749167089373,129.45445978141703,200.08050000000003
2019-10-05,121.42010791132286,126.89273708130456,41.044799999999995,120.03937754553844,143.5257459742941,3.3668000000000005,99.61934363419756,104.4404401118875,375.4120999999999,101.07229910186732,102.62906638706617,39.794500000000006,102.27542267869075,105.16291661498596,373.4148000000001,105.21847210295792,103.11681826399214,29.097299999999997,99.42050150473311,99.94852799793242,35.67479999999999,120.83747799429186,129.42033554373813,197.95100000000005
2019-10-06,121.29782174235818,127.1661284563167,40.75749999999999,117.6597083515021,143.35100710511992,3.3380000000000005,100.00268070289286,104.25124795278172,373.3310999999999,100.75910581558412,102.61453857048677,38.57900000000001,102.1591674662089,105.11513093725534,371.6291000000001,105.3125633696044,103.18782012888016,28.434199999999997,98.80155703431826,99.86206986577214,34.15539999999999,120.3806613495847,129.3961303815949,195.82150000000004
2019-10-07,121.17698013350694,127.44024035596173,40.47019999999999,115.39049921617939,143.21492866796672,3.3092000000000006,100.41066103617511,104.07151896782531,371.2500999999999,100.56258825338196,102.63616059680577,37.363500000000016,102.03954307614904,105.08186956967185,369.8434000000001,105.57569057963057,103.30632584241745,27.771099999999997,98.2256824122748,99.79386525126115,32.636,119.93704173677224,129.38184429498745,193.69200000000006
2019-10-08,121.05758308476912,127.71507278023964,40.18289999999999,113.23175013957034,143.1175106628344,3.2804000000000006,100.84328463404431,103.90125315701826,369.1690999999999,100.48274641526085,102.69393246602327,36.14800000000001,101.91654950851114,105.06313251223553,368.05770000000007,106.00785373303636,103.47233540460407,27.107999999999997,97.6928776386028,99.74391415439943,31.1166,119.50661915585447,129.37747728391565,191.56250000000006
2019-10-09,120.93963059614468,127.99062572915045,39.89559999999999,111.22038671443275,143.0322229206203,3.270200000000001,101.30055149650046,103.74045052036055,367.08809999999994,100.49374174268652,102.7623000421656,35.05570000000001,101.79018676329518,105.0589197649463,366.27200000000016,106.48334041981798,103.65860025510517,26.804599999999994,97.15983291107274,99.70903130632591,30.5164,119.08939360683144,129.38302934837958,189.43300000000005
2019-10-10,120.82312266763363,128.2668992026942,39.608299999999986,109.35640894076664,142.95906544132433,3.2600000000000007,101.78246162354355,103.5891110578522,365.0070999999999,100.59557423565902,102.84126332523283,33.963400000000014,101.66045484050119,105.06923132780423,364.48630000000014,107.00215063997543,103.86512039392083,26.501199999999997,96.62654822968469,99.6892167070407,29.9162,118.68536508970311,129.3985004883792,187.30350000000004
2019-10-11,120.7088641909953,128.54169542899123,39.2575,107.59344724711373,142.88206566504022,3.2024000000000004,102.25962890443627,103.44527988751328,361.0170999999999,100.73065372207908,102.93634323248068,31.845300000000012,101.55033171957928,105.09578745092725,361.4149000000001,107.50384990687613,104.07976428037139,25.136699999999998,96.11090356487352,99.68552506140513,28.326100000000004,118.3013990468116,129.42093974583193,184.75090000000003
2019-10-12,120.59685516622962,128.81501440804163,38.906699999999994,105.93150163347399,142.80122359176798,3.1448000000000005,102.7320533391787,103.30895700934386,357.0270999999999,100.89898020194671,103.04753976390919,29.72720000000001,101.45981740052945,105.1385881343153,358.34350000000006,107.98843822052007,104.30253191445695,23.772199999999998,95.61289891663922,99.69795636941929,26.736000000000004,117.93749547815688,129.45034712073777,182.19830000000005
2019-10-13,120.48782372243654,129.085483837593,38.3846,104.37057209984744,142.71653922150762,3.0872000000000006,103.18686154491984,103.17596308823609,351.7969999999999,101.1005536752619,103.17485291951832,27.60910000000001,101.3784402915694,105.18170966201173,352.21490000000006,108.45591558090727,104.53342329617742,22.407699999999995,95.13253428498176,99.72651063108313,25.145900000000005,117.61573758825118,129.4924579641229,179.99410000000003
2019-10-14,120.38176985961603,129.3531037176453,37.8625,102.91065864623407,142.62801255425913,3.0296000000000003,103.62405352165968,103.04629812419002,346.5668999999999,101.33537414202465,103.31828269930809,25.491000000000007,101.30620039269921,105.22515203401653,346.08630000000005,108.90628198803775,104.77243842553283,21.0432,94.6698096699012,99.77118784639666,23.555800000000005,117.33612537709446,129.5472722759873,177.78990000000005
2019-10-15,120.27869357776808,129.61787404819856,37.3404,101.5517612726339,142.53564359002252,2.9720000000000004,104.04362926939822,102.91996211720559,341.3367999999999,101.60344160223495,103.47782910327848,23.37290000000001,101.24309770391883,105.26891525032971,339.95770000000005,109.33953744191149,105.01957730252317,19.6787,94.22472507139744,99.83198801535987,21.965700000000005,117.09865884468681,129.61479005633095,175.58570000000003
2019-10-16,120.17859487689272,129.8797948292528,36.8183,100.29387997904689,142.43943232879775,2.9144000000000005,104.44558878813548,102.79695506728282,336.10669999999993,101.90475605589283,103.65349213142952,21.254800000000007,101.18913222522828,105.31299931095126,333.82910000000004,109.75568194252848,105.27483992714845,18.3142,93.79728048947061,99.9089111379728,20.375600000000006,116.90333799102812,129.69501130515388,173.38150000000002
2019-10-17,120.08147375698994,130.13886606080794,36.296200000000006,99.13701476547305,142.3393787705849,2.8568000000000007,104.82993207787145,102.67727697442172,330.87659999999994,102.23931750299825,103.84527178376119,19.136700000000005,101.14430395662755,105.35740421588119,327.70050000000003,110.15471548988873,105.53822629940872,16.9497,93.3874759241206,100.00195721423539,18.785500000000006,116.75016281611848,129.78793602245614,171.1773
2019-10-18,119.98733021805968,130.3950877428641,35.774100000000004,98.08116563191243,142.2354829153839,2.7992000000000004,105.19665913860611,102.56092783862229,325.64649999999995,102.60712594355125,104.05316806027349,17.018600000000006,101.10861289811666,105.40212996511946,321.5719,110.53663808399223,105.80973641930386,15.585200000000004,92.99531137534744,100.11112624414771,17.195400000000006,116.63913331995779,129.89356420823762,168.97310000000002
