AdminStrata,Agadez,Agadez,Diffa,Diffa,Dosso,Dosso,Maradi,Maradi,Niamey,Niamey,Tahoua,Tahoua,Tillaberi,Tillaberi,Zinder,Zinder
Indicator,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly
2019-09-29,0.10805678809523808,101.9893338846983,0.1389549260714286,99.35260820193125,0.33421507071428574,103.75136314065858,0.3433789346428571,102.37999444107557,0.222582713452381,95.27109907222714,0.24276759857142857,104.33150771697979,0.28788659321428567,103.54991729452652,0.1934117258333333,99.8565085671072
2019-09-30,0.10814182499999998,102.00920673182775,0.13881333535714285,99.55012598976965,0.33613455452380947,103.70605312129194,0.34330066107142854,102.45954728476792,0.22341363226190478,95.15269818117955,0.24261466714285715,104.47417628318442,0.2875534939285714,103.52532806654541,0.19425668440476193,99.8580407097393
2019-10-01,0.10822597541666665,102.02923395561031,0.1386436225,99.74664625578994,0.33800265511904765,103.66268653914271,0.3430923207142857,102.53860503711982,0.2242266088690477,95.03814805072683,0.2423406707142857,104.60596428743293,0.2870808989285714,103.48711935272331,0.1950765419047619,99.86099289708889
2019-10-02,0.10830923934523809,102.04941555604594,0.1384457875,99.94216899999209,0.3398193725,103.62126339421086,0.3427539135714285,102.61716769813118,0.22502164327380958,94.92744868086899,0.24194560928571426,104.72687172972539,0.2864688082142857,103.43529115306019,0.19587129833333336,99.86536512915602
2019-10-03,0.10839143761904763,102.06978428790671,0.13821983035714286,100.13669422237614,0.34159798202380953,103.58195567630757,0.3422854396428571,102.6952352678021,0.22579667761904765,94.818334999629,0.24142948285714289,104.83689861006174,0.28571722178571424,103.36984346755602,0.1966394466666667,99.87055379714853
2019-10-04,0.10847257023809524,102.09034015119262,0.13796575107142856,100.33022192294207,0.34333848369047615,103.54476338543277,0.34168689892857135,102.7728077461325,0.22655171190476192,94.71080700700684,0.24079229142857145,104.93604492844202,0.28482613964285713,103.29077629621086,0.1973809869047619,99.87655890106639
2019-10-05,0.10855263720238094,102.11108314590369,0.13768354964285714,100.52275210168985,0.34504087749999995,103.50968652158647,0.3409582914285713,102.84988513312244,0.22728674613095234,94.6048647030025,0.240034035,105.0243106848662,0.28379556178571425,103.19808963902464,0.19809591904761906,99.88338044090965
2019-10-06,0.10863163851190477,102.1320132720399,0.13737322607142857,100.71428475861951,0.34670516345238095,103.47672508476866,0.3400996171428571,102.92646742877186,0.22800178029761906,94.50050808761598,0.23915471357142856,105.1016958793343,0.2826254882142857,103.09178349599743,0.1987842430952381,99.89101841667828
2019-10-07,0.10870957416666667,102.15313052960126,0.13703478035714284,100.90481989373104,0.348331341547619,103.44587907497937,0.33911087607142854,103.00255463308083,0.2286968144047619,94.3977371608473,0.23815432714285714,105.16820051184631,0.2813159189285714,102.97185786712919,0.19944595904761903,99.8994728283723
2019-10-08,0.10878644416666668,102.17443491858776,0.1366682125,101.09435750702447,0.3499194117857143,103.41714849221857,0.3379920682142857,103.07814674604926,0.22937184845238096,94.29655192269645,0.23703287571428572,105.22382458240224,0.2798668539285714,102.83831275241991,0.20008106690476185,99.90874367599169
2019-10-09,0.10886224851190475,102.19592643899941,0.13628867285714283,101.27390957260998,0.3514693741666667,103.39053333648629,0.33680855821428574,103.1510417312081,0.2300268824404762,94.19695237316341,0.2358525242857143,105.26705021237511,0.2783695357142857,102.70299768564203,0.20068956666666662,99.91883095953645
2019-10-10,0.10893698720238097,102.21760509083623,0.13589616142857142,101.44347609048758,0.3529812286904762,103.36603360778251,0.3355603460714286,103.2212395885573,0.2306619163690476,94.09893851224822,0.23461327285714287,105.29787740176494,0.27682396428571426,102.56591266679554,0.20127145833333332,99.92973467900659
2019-10-11,0.10901098321428572,102.23962675392973,0.13549155714285716,101.60048531424744,0.35445394297619054,103.34462233404663,0.3342524510714286,103.2907028962064,0.23127596392857144,94.00311380480446,0.2333281096428572,105.31961287693657,0.2752379475,102.42994450565298,0.20182922535714276,99.94160585605466
2019-10-12,0.10908423654761905,102.26199142827993,0.13507486,101.74493724388961,0.35588751702380955,103.3262995152786,0.33288487321428567,103.35943165415533,0.23186902511904758,93.90947825083211,0.23199703464285718,105.33225663788998,0.2736114853571428,102.29509320221437,0.20236286773809523,99.95444449068063
2019-10-13,0.10915614143939396,102.28441689484455,0.13464606999999998,101.87683187941404,0.35727931943722946,103.31086195353386,0.33145761249999994,103.42742586240415,0.23243769866883118,93.81735011342265,0.23062004785714282,105.33580868462522,0.2719445778571429,102.16135875647969,0.2028690383982684,99.96811873721944
2019-10-14,0.1092266978896104,102.30690315362364,0.13420518714285715,101.99616922082079,0.35862935021645026,103.29830964881248,0.3299706689285714,103.49468552095284,0.23298198457792205,93.72672939257609,0.2291971492857143,105.33026901714224,0.27023722499999997,102.02874116844896,0.20334773733766232,99.98262859567114
2019-10-15,0.10929590589826839,102.32945020461715,0.13375221142857144,102.10294926810981,0.35993760936147184,103.28864260111438,0.3284240425,103.56121062980142,0.2335018828463204,93.6376160882924,0.22772833892857144,105.3156376354411,0.26848942678571425,101.89724043812217,0.20379896455627705,99.99797406603564
2019-10-16,0.10936376546536795,102.35205804782511,0.13328714285714283,102.19717202128109,0.3612040968722943,103.28186081043961,0.3268177332142857,103.62700118894986,0.23399739347402596,93.55001020057162,0.2262136167857143,105.29191453952178,0.2667011832142857,101.76685656549931,0.20422272005411257,100.014155148313
2019-10-17,0.10943027659090906,102.37472668324753,0.13280998142857142,102.27883748033469,0.36242881274891775,103.27796427678815,0.3251517410714285,103.69205719839817,0.23446851646103894,93.46391172941372,0.22465298285714286,105.25909972938425,0.2648724942857143,101.63758955058042,0.2046190038311688,100.03117184250318
2019-10-18,0.10949543927489175,102.3974561108844,0.13232072714285711,102.34794564527056,0.363611756991342,103.27695300015996,0.3234260660714285,103.75637865814636,0.23491525180735934,93.37932067481871,0.22304643714285713,105.2171932050285,0.26300335999999996,101.50943939336541,0.20498781588744588,100.04902414860624
2019-10-19,0.10955925351731602,102.4202463307357,0.13182553035714284,102.41024580100677,0.36475292959956707,103.27882698055517,0.32169375928571436,103.82333622679816,0.23533759951298702,93.29623703678661,0.22144852178571428,105.17897885755767,0.2611341242857143,101.38519066180488,0.2053291562229437,100.06771206662216
2019-10-20,0.10962171931818182,102.44309734280147,0.13132439107142854,102.46573794754336,0.3658523305735931,103.28358621797358,0.31995482071428566,103.89292990435362,0.23573555957792205,93.21466081531737,0.21985923678571426,105.14445668697168,0.2592647871428571,101.26484335589876,0.20564302483766228,100.0872355965509
2019-10-21,0.10968257808441557,102.46600544850385,0.1308173709415584,102.51464938778234,0.366890741504329,103.29255707851296,0.31817424386363635,103.96888335267055,0.23610442256493505,93.13717596270364,0.21826966220779218,105.11611131942301,0.2573745991233766,101.1515476082917,0.20592880524891774,100.10915950279126
2019-10-22,0.1097418298160173,102.48897064784285,0.13030446996753245,102.55698012172373,0.3678681623917749,103.3057395621732,0.3163520287337662,104.05119657174896,0.23644418847402596,93.0637824789454,0.216679798051948,105.0939427549117,0.25546356022727273,101.04530341898365,0.20618649745670992,100.13348378534326
2019-10-23,0.10979947451298704,102.51199294081846,0.12978568814935063,102.59273014936751,0.3687845932359307,103.32313366895431,0.31448817532467527,104.13986956158885,0.2367548573051948,92.99448036404266,0.21508964431818178,105.07795099343771,0.25353167045454544,100.94611078797467,0.20641610146103892,100.16020844420687
2019-10-24,0.10985337525974026,102.53469694829285,0.129261025487013,102.62189947071366,0.36960243971861473,103.3456857154513,0.3125826836363636,104.23490232219028,0.23701233027056276,92.92898795781323,0.21349920100649347,105.06813603500102,0.2515789298051948,100.8539697152647,0.20659605767316014,100.19169530364405
2019-10-25,0.10990353205627706,102.55708267026607,0.12873048198051948,102.64448808576229,0.3703217018398269,103.37339570166412,0.31063555366883117,104.33629485355313,0.2372166073701299,92.86730526025711,0.21190846811688305,105.06449787960166,0.24960533827922077,100.76888020085379,0.20672636609307357,100.22794436365481
