"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2019,1,1,0,0
2019,1,2,0,0
2019,1,3,0,0
2019,2,1,0.001,0.001
2019,2,2,0.005,0.002
2019,2,3,0.002,0.001
2019,3,1,0.248,0.06
2019,3,2,0.36,0.261
2019,3,3,2.762,1.191
2019,4,1,2.213,3.396
2019,4,2,2.382,5.893
2019,4,3,12.697,8.389
2019,5,1,13.646,16.195
2019,5,2,18.247,17.924
2019,5,3,34.508,23.225
2019,6,1,42.107,33.723
2019,6,2,36.81,32.283
2019,6,3,37.65,39.72
2019,7,1,85.533,50.616
2019,7,2,51.391,51.473
2019,7,3,91.346,62.342
2019,8,1,68.236,73.562
2019,8,2,59.859,78.445
2019,8,3,78.939,85.467
2019,9,1,37.79,52.476
2019,9,2,64.767,46.141
2019,9,3,19.387,30.399
2019,10,1,33.185,16.99
2019,10,2,21.145,7.733
2019,10,3,3.597,3.979
2019,11,1,0.446,0.388
2019,11,2,0.017,0.005
2019,11,3,0.005,0
2019,12,1,0,0
2019,12,2,0,0
2019,12,3,0,0
2020,1,1,0,0
2020,1,2,0,0
2020,1,3,0.001,0
2020,2,1,0.001,0.001
2020,2,2,0.003,0.002
2020,2,3,0.002,0.001
2020,3,1,0.121,0.06
2020,3,2,0.492,0.261
2020,3,3,1.573,1.191
2020,4,1,6.205,3.396
2020,4,2,,5.893
2020,4,3,,8.389
2020,5,1,,16.195
2020,5,2,,17.924
2020,5,3,,23.225
2020,6,1,,33.723
2020,6,2,,32.283
2020,6,3,,39.72
2020,7,1,,50.616
2020,7,2,,51.473
2020,7,3,,62.342
2020,8,1,,73.562
2020,8,2,,78.445
2020,8,3,,85.467
2020,9,1,,52.476
2020,9,2,,46.141
2020,9,3,,30.399
2020,10,1,,16.99
2020,10,2,,7.733
2020,10,3,,3.979
2020,11,1,,0.388
2020,11,2,,0.005
2020,11,3,,0
2020,12,1,,0
2020,12,2,,0
2020,12,3,,0