"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2018,1,1,0.027,0.008
2018,1,2,0.02,0.017
2018,1,3,0.033,0.022
2018,2,1,1.886,0.174
2018,2,2,1.133,0.731
2018,2,3,9.018,0.784
2018,3,1,5.234,3.658
2018,3,2,34.507,6.192
2018,3,3,17.116,8.138
2018,4,1,17.509,16.496
2018,4,2,8.889,18.292
2018,4,3,30.196,23.439
2018,5,1,21.214,29.662
2018,5,2,28.415,32.38
2018,5,3,28.328,36.008
2018,6,1,38.279,48.469
2018,6,2,51.833,39.69
2018,6,3,57.967,45.254
2018,7,1,60.148,56.108
2018,7,2,66.527,58.484
2018,7,3,87.285,68.081
2018,8,1,51.939,74.453
2018,8,2,106.925,81.119
2018,8,3,95.09,95.363
2018,9,1,110.245,69.367
2018,9,2,60.171,65.687
2018,9,3,117.61,58.348
2018,10,1,48.723,35.892
2018,10,2,26.056,23.877
2018,10,3,33.43,20.955
2018,11,1,1.663,5.191
2018,11,2,5.378,1.856
2018,11,3,0.914,0.905
2018,12,1,0.753,0.385
2018,12,2,0.196,0.065
2018,12,3,0.073,0.028
2019,1,1,0.02,0.008
2019,1,2,0.018,0.017
2019,1,3,0.033,0.022
2019,2,1,1.448,0.174
2019,2,2,0.755,0.731
2019,2,3,1.051,0.784
2019,3,1,2.393,3.658
2019,3,2,3.849,6.192
2019,3,3,12.869,8.138
2019,4,1,4.577,16.496
2019,4,2,8.177,18.292
2019,4,3,15.67,23.439
2019,5,1,35.214,29.662
2019,5,2,52.413,32.38
2019,5,3,55.655,36.008
2019,6,1,39.98,48.469
2019,6,2,18.746,39.69
2019,6,3,49.738,45.254
2019,7,1,61.542,56.108
2019,7,2,96.851,58.484
2019,7,3,80.277,68.081
2019,8,1,116.143,74.453
2019,8,2,45.774,81.119
2019,8,3,99.854,95.363
2019,9,1,122.25,69.367
2019,9,2,97.697,65.687
2019,9,3,41.766,58.348
2019,10,1,51.317,35.892
2019,10,2,51.237,23.877
2019,10,3,28.26,20.955
2019,11,1,5.066,5.191
2019,11,2,0.645,1.856
2019,11,3,1.624,0.905
2019,12,1,0.813,0.385
2019,12,2,0.25,0.065
2019,12,3,0.116,0.028
2020,1,1,0.022,0.008
2020,1,2,0.023,0.017
2020,1,3,0.083,0.022
2020,2,1,0.267,0.174
2020,2,2,0.72,0.731
2020,2,3,0.801,0.784
2020,3,1,2.033,3.658
2020,3,2,15.766,6.192
2020,3,3,14.703,8.138
2020,4,1,6.362,16.496
2020,4,2,,18.292
2020,4,3,,23.439
2020,5,1,,29.662
2020,5,2,,32.38
2020,5,3,,36.008
2020,6,1,,48.469
2020,6,2,,39.69
2020,6,3,,45.254
2020,7,1,,56.108
2020,7,2,,58.484
2020,7,3,,68.081
2020,8,1,,74.453
2020,8,2,,81.119
2020,8,3,,95.363
2020,9,1,,69.367
2020,9,2,,65.687
2020,9,3,,58.348
2020,10,1,,35.892
2020,10,2,,23.877
2020,10,3,,20.955
2020,11,1,,5.191
2020,11,2,,1.856
2020,11,3,,0.905
2020,12,1,,0.385
2020,12,2,,0.065
2020,12,3,,0.028