"SvyDate","Date","Dmgrph","DmgrphCode","Mean_crrnt","Pop","PopNmbr"
"2020-4-1_2020-5-1",2020-05-01,Homs,900226,43.724581275402066,1484771,649209
"2020-4-1_2020-5-1",2020-05-01,Lattakia,900228,47.113369999999996,1189194,560269
"2020-4-1_2020-5-1",2020-05-01,Quneitra,900229,41.92308,106182,44514
"2020-4-1_2020-5-1",2020-05-01,Rural Damascus,900230,32.418790257386085,3248272,1053050
"2020-4-1_2020-5-1",2020-05-01,Tartous,900231,36.23781,831296,301243
"2020-4-1_2020-5-1",2020-05-01,Al-Hasakeh,900218,33.79674,1033315,349226
"2020-4-1_2020-5-1",2020-05-01,Aleppo,900219,46.07456833913627,3879933,1787662
"2020-4-1_2020-5-1",2020-05-01,Ar-Raqqa,900220,30.644667027414506,686352,210330
"2020-4-1_2020-5-1",2020-05-01,As-Sweida,900221,26.86257,371993,99926
"2020-4-1_2020-5-1",2020-05-01,Damascus,900222,19.06446,1852560,353180
"2020-4-1_2020-5-1",2020-05-01,Dar'a,900223,25.170782718132944,1005992,253216
"2020-4-1_2020-5-1",2020-05-01,Deir-ez-Zor,900224,26.920708115951896,704982,189786
"2020-4-1_2020-5-1",2020-05-01,Hama,900225,44.257548746758246,1572450,695927
"2020-4-2_2020-5-2",2020-05-02,Al-Hasakeh,900218,35.5497,1033315,367340
"2020-4-2_2020-5-2",2020-05-02,Aleppo,900219,45.620763013090695,3879933,1770055
"2020-4-2_2020-5-2",2020-05-02,Ar-Raqqa,900220,29.77945037598783,686352,204391
"2020-4-2_2020-5-2",2020-05-02,As-Sweida,900221,24.450840000000003,371993,90955
"2020-4-2_2020-5-2",2020-05-02,Damascus,900222,19.18895,1852560,355486
"2020-4-2_2020-5-2",2020-05-02,Dar'a,900223,25.01764778003205,1005992,251675
"2020-4-2_2020-5-2",2020-05-02,Deir-ez-Zor,900224,26.472981134114065,704982,186629
"2020-4-2_2020-5-2",2020-05-02,Hama,900225,43.11148858235237,1572450,677906
"2020-4-2_2020-5-2",2020-05-02,Homs,900226,42.574853586337554,1484771,632139
"2020-4-2_2020-5-2",2020-05-02,Lattakia,900228,47.89016999999999,1189194,569507
"2020-4-2_2020-5-2",2020-05-02,Quneitra,900229,37.33766,106182,39645
"2020-4-2_2020-5-2",2020-05-02,Rural Damascus,900230,30.85945356437515,3248272,1002398
"2020-4-2_2020-5-2",2020-05-02,Tartous,900231,36.05566,831296,299729
"2020-4-3_2020-5-3",2020-05-03,Al-Hasakeh,900218,35.76751,1033315,369591
"2020-4-3_2020-5-3",2020-05-03,Aleppo,900219,46.336917312992256,3879933,1797841
"2020-4-3_2020-5-3",2020-05-03,Ar-Raqqa,900220,32.431579282816976,686352,222594
"2020-4-3_2020-5-3",2020-05-03,As-Sweida,900221,23.6288,371993,87897
"2020-4-3_2020-5-3",2020-05-03,Damascus,900222,20.82968,1852560,385882
"2020-4-3_2020-5-3",2020-05-03,Dar'a,900223,21.98536435425928,1005992,221171
"2020-4-3_2020-5-3",2020-05-03,Deir-ez-Zor,900224,31.43075979735653,704982,221581
"2020-4-3_2020-5-3",2020-05-03,Hama,900225,40.558814359451816,1572450,637767
"2020-4-3_2020-5-3",2020-05-03,Homs,900226,41.1950166032607,1484771,611651
"2020-4-3_2020-5-3",2020-05-03,Lattakia,900228,50.15181,1189194,596402
"2020-4-3_2020-5-3",2020-05-03,Quneitra,900229,32.1875,106182,34177
"2020-4-3_2020-5-3",2020-05-03,Rural Damascus,900230,32.20083295092282,3248272,1045970
"2020-4-3_2020-5-3",2020-05-03,Tartous,900231,35.04222,831296,291304
"2020-4-4_2020-5-4",2020-05-04,Al-Hasakeh,900218,36.0428,1033315,372435
"2020-4-4_2020-5-4",2020-05-04,Aleppo,900219,46.02853635426178,3879933,1785876
"2020-4-4_2020-5-4",2020-05-04,Ar-Raqqa,900220,33.38256173907849,686352,229121
"2020-4-4_2020-5-4",2020-05-04,As-Sweida,900221,22.39948,371993,83324
"2020-4-4_2020-5-4",2020-05-04,Damascus,900222,21.38017,1852560,396080
"2020-4-4_2020-5-4",2020-05-04,Dar'a,900223,22.86626659567869,1005992,230032
"2020-4-4_2020-5-4",2020-05-04,Deir-ez-Zor,900224,31.755593740421745,704982,223871
"2020-4-4_2020-5-4",2020-05-04,Hama,900225,39.83174023348279,1572450,626334
"2020-4-4_2020-5-4",2020-05-04,Homs,900226,40.701100668904495,1484771,604318
"2020-4-4_2020-5-4",2020-05-04,Lattakia,900228,50.40544,1189194,599418
"2020-4-4_2020-5-4",2020-05-04,Quneitra,900229,35.40541,106182,37594
"2020-4-4_2020-5-4",2020-05-04,Rural Damascus,900230,31.972451194702913,3248272,1038552
"2020-4-4_2020-5-4",2020-05-04,Tartous,900231,35.04852,831296,291356
"2020-4-5_2020-5-5",2020-05-05,Al-Hasakeh,900218,36.9357,1033315,381662
"2020-4-5_2020-5-5",2020-05-05,Aleppo,900219,41.8648230683468,3879933,1624327
"2020-4-5_2020-5-5",2020-05-05,Ar-Raqqa,900220,34.626357320675105,686352,237658
"2020-4-5_2020-5-5",2020-05-05,As-Sweida,900221,24.230070000000005,371993,90134
"2020-4-5_2020-5-5",2020-05-05,Damascus,900222,21.493900000000004,1852560,398187
"2020-4-5_2020-5-5",2020-05-05,Dar'a,900223,21.412234305411967,1005992,215405
"2020-4-5_2020-5-5",2020-05-05,Deir-ez-Zor,900224,32.538058888425525,704982,229387
"2020-4-5_2020-5-5",2020-05-05,Hama,900225,37.96057829653089,1572450,596911
"2020-4-5_2020-5-5",2020-05-05,Homs,900226,38.30608805373354,1484771,568757
"2020-4-5_2020-5-5",2020-05-05,Lattakia,900228,47.93558000000001,1189194,570047
"2020-4-5_2020-5-5",2020-05-05,Quneitra,900229,32.72251,106182,34745
"2020-4-5_2020-5-5",2020-05-05,Rural Damascus,900230,29.08304816216745,3248272,944696
"2020-4-5_2020-5-5",2020-05-05,Tartous,900231,32.12826,831296,267080
"2020-4-6_2020-5-6",2020-05-06,Al-Hasakeh,900218,37.110929999999996,1033315,383472
"2020-4-6_2020-5-6",2020-05-06,Aleppo,900219,40.2818158582094,3879933,1562907
"2020-4-6_2020-5-6",2020-05-06,Ar-Raqqa,900220,30.184004660057816,686352,207168
"2020-4-6_2020-5-6",2020-05-06,As-Sweida,900221,23.19336,371993,86277
"2020-4-6_2020-5-6",2020-05-06,Damascus,900222,20.966099999999997,1852560,388409
"2020-4-6_2020-5-6",2020-05-06,Dar'a,900223,20.473159683397082,1005992,205958
"2020-4-6_2020-5-6",2020-05-06,Deir-ez-Zor,900224,30.717887086535544,704982,216555
