AdminStrata,Abyan,Aden,Al Bayda,Al Dhale'e,Al Hudaydah,Al Jawf,Al Maharah,Al Mahwit,Amanat Al Asimah,Amran,Dhamar,Hadramaut,Hajjah,Ibb,Lahj,Marib,Raymah,Sa'ada,Sana'a,Shabwah,Taizz
Indicator,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population
2017-01-02,583193.0,953907.0,770257.0,753302.0,3315493.0,589218.0,159396.0,749952.0,2963191.0,1173354.0,2064401.0,1468072.0,2187109.0,3016766.0,1027981.0,368454.0,622101.0,923595.0,1497112.0,649970.0,3011994.0
2017-01-03,583193.0,953907.0,770257.0,753302.0,3315493.0,589218.0,159396.0,749952.0,2963191.0,1173354.0,2064401.0,1468072.0,2187109.0,3016766.0,1027981.0,368454.0,622101.0,923595.0,1497112.0,649970.0,3011994.0
2017-01-04,583193.0,953907.0,770257.0,753302.0,3315493.0,589218.0,159396.0,749952.0,2963191.0,1173354.0,2064401.0,1468072.0,2187109.0,3016766.0,1027981.0,368454.0,622101.0,923595.0,1497112.0,649970.0,3011994.0
2017-01-05,583193.0,953907.0,770257.0,753302.0,3315493.0,589218.0,159396.0,749952.0,2963191.0,1173354.0,2064401.0,1468072.0,2187109.0,3016766.0,1027981.0,368454.0,622101.0,923595.0,1497112.0,649970.0,3011994.0
2017-01-06,583193.0,953907.0,770257.0,753302.0,3315493.0,589218.0,159396.0,749952.0,2963191.0,1173354.0,2064401.0,1468072.0,2187109.0,3016766.0,1027981.0,368454.0,622101.0,923595.0,1497112.0,649970.0,3011994.0
2017-01-07,583193.0,953907.0,770257.0,753302.0,3315493.0,589218.0,159396.0,749952.0,2963191.0,1173354.0,2064401.0,1468072.0,2187109.0,3016766.0,1027981.0,368454.0,622101.0,923595.0,1497112.0,649970.0,3011994.0
2017-01-08,583193.0,953907.0,770257.0,753302.0,3315493.0,589218.0,159396.0,749952.0,2963191.0,1173354.0,2064401.0,1468072.0,2187109.0,3016766.0,1027981.0,368454.0,622101.0,923595.0,1497112.0,649970.0,3011994.0
2017-01-09,583193.0,953907.0,770257.0,753302.0,3315493.0,589218.0,159396.0,749952.0,2963191.0,1173354.0,2064401.0,1468072.0,2187109.0,3016766.0,1027981.0,368454.0,622101.0,923595.0,1497112.0,649970.0,3011994.0
2017-01-10,583193.0,953907.0,770257.0,753302.0,3315493.0,589218.0,159396.0,749952.0,2963191.0,1173354.0,2064401.0,1468072.0,2187109.0,3016766.0,1027981.0,368454.0,622101.0,923595.0,1497112.0,649970.0,3011994.0
2017-01-11,583193.0,953907.0,770257.0,753302.0,3315493.0,589218.0,159396.0,749952.0,2963191.0,1173354.0,2064401.0,1468072.0,2187109.0,3016766.0,1027981.0,368454.0,622101.0,923595.0,1497112.0,649970.0,3011994.0
