"SvyDate","Date","Dmgrph","DmgrphCode","Mean_crrnt","Pop","PopNmbr"
"2019-7-15_2019-9-8",2019-09-08,BOUCLE-DU-MOUHOUN,900712,30.921699999999998,1816310,561633
"2019-7-15_2019-9-8",2019-09-08,CASCADES,900713,22.732400000000002,755896,171833
"2019-7-15_2019-9-8",2019-09-08,CENTRE,900714,22.09378,2623394,579606
"2019-7-15_2019-9-8",2019-09-08,CENTRE-EST,900715,44.18605,2623394,1159174
"2019-7-15_2019-9-8",2019-09-08,CENTRE-NORD,900716,61.94884,1551284,961002
"2019-7-15_2019-9-8",2019-09-08,CENTRE-OUEST,900717,37.85264,1510412,571730
"2019-7-15_2019-9-8",2019-09-08,CENTRE-SUD,900718,45.020920000000004,801374,360785
"2019-7-15_2019-9-8",2019-09-08,EST,900719,51.91793,1633891,848282
"2019-7-15_2019-9-8",2019-09-08,HAUTS-BASSINS,900720,15.695709999999998,1983881,311384
"2019-7-15_2019-9-8",2019-09-08,NORD,900721,44.60564000000001,1500082,669121
"2019-7-15_2019-9-8",2019-09-08,PLATEAU-CENTRAL,900722,44.77659,872851,390832
"2019-7-15_2019-9-8",2019-09-08,SAHEL,900723,36.42857,1282223,467095
"2019-7-15_2019-9-8",2019-09-08,SUD-OUEST,900724,36.2381,796535,288649
"2019-7-16_2019-9-9",2019-09-09,BOUCLE-DU-MOUHOUN,900712,31.103929999999995,1816310,564943
"2019-7-16_2019-9-9",2019-09-09,CASCADES,900713,23.83459,755896,180164
"2019-7-16_2019-9-9",2019-09-09,CENTRE,900714,21.567790000000002,2623394,565808
"2019-7-16_2019-9-9",2019-09-09,CENTRE-EST,900715,43.90676,2623394,1151847
"2019-7-16_2019-9-9",2019-09-09,CENTRE-NORD,900716,62.25956,1551284,965822
"2019-7-16_2019-9-9",2019-09-09,CENTRE-OUEST,900717,37.5657,1510412,567396
"2019-7-16_2019-9-9",2019-09-09,CENTRE-SUD,900718,44.07216,801374,353182
"2019-7-16_2019-9-9",2019-09-09,EST,900719,53.05476,1633891,866856
"2019-7-16_2019-9-9",2019-09-09,HAUTS-BASSINS,900720,17.36668,1983881,344534
"2019-7-16_2019-9-9",2019-09-09,NORD,900721,44.78044,1500082,671743
"2019-7-16_2019-9-9",2019-09-09,PLATEAU-CENTRAL,900722,44.84152000000001,872851,391399
"2019-7-16_2019-9-9",2019-09-09,SAHEL,900723,36.70951,1282223,470697
"2019-7-16_2019-9-9",2019-09-09,SUD-OUEST,900724,35.82863,796535,285387
"2019-7-17_2019-9-10",2019-09-10,BOUCLE-DU-MOUHOUN,900712,32.0303,1816310,581769
"2019-7-17_2019-9-10",2019-09-10,CASCADES,900713,23.623239999999996,755896,178567
"2019-7-17_2019-9-10",2019-09-10,CENTRE,900714,18.63057,2623394,488753
"2019-7-17_2019-9-10",2019-09-10,CENTRE-EST,900715,41.93071,2623394,1100007
"2019-7-17_2019-9-10",2019-09-10,CENTRE-NORD,900716,61.38517999999999,1551284,952258
"2019-7-17_2019-9-10",2019-09-10,CENTRE-OUEST,900717,38.05868,1510412,574842
"2019-7-17_2019-9-10",2019-09-10,CENTRE-SUD,900718,44.53125,801374,356861
"2019-7-17_2019-9-10",2019-09-10,EST,900719,52.192609999999995,1633891,852770
"2019-7-17_2019-9-10",2019-09-10,HAUTS-BASSINS,900720,16.500239999999998,1983881,327345
"2019-7-17_2019-9-10",2019-09-10,NORD,900721,44.046980000000005,1500082,660740
"2019-7-17_2019-9-10",2019-09-10,PLATEAU-CENTRAL,900722,44.11489000000001,872851,385057
"2019-7-17_2019-9-10",2019-09-10,SAHEL,900723,36.33588,1282223,465907
"2019-7-17_2019-9-10",2019-09-10,SUD-OUEST,900724,36.25421,796535,288777
"2019-7-18_2019-9-11",2019-09-11,BOUCLE-DU-MOUHOUN,900712,32.1673,1816310,584257
"2019-7-18_2019-9-11",2019-09-11,CASCADES,900713,23.374670000000002,755896,176688
"2019-7-18_2019-9-11",2019-09-11,CENTRE,900714,20.02577,2623394,525354
"2019-7-18_2019-9-11",2019-09-11,CENTRE-EST,900715,41.57336,2623394,1090633
"2019-7-18_2019-9-11",2019-09-11,CENTRE-NORD,900716,61.208819999999996,1551284,949522
"2019-7-18_2019-9-11",2019-09-11,CENTRE-OUEST,900717,36.36364,1510412,549240
"2019-7-18_2019-9-11",2019-09-11,CENTRE-SUD,900718,43.03627,801374,344881
"2019-7-18_2019-9-11",2019-09-11,EST,900719,52.27273000000001,1633891,854079
"2019-7-18_2019-9-11",2019-09-11,HAUTS-BASSINS,900720,16.547999999999995,1983881,328292
"2019-7-18_2019-9-11",2019-09-11,NORD,900721,43.04547,1500082,645717
"2019-7-18_2019-9-11",2019-09-11,PLATEAU-CENTRAL,900722,44.91979,872851,392082
"2019-7-18_2019-9-11",2019-09-11,SAHEL,900723,35.13097,1282223,450457
"2019-7-18_2019-9-11",2019-09-11,SUD-OUEST,900724,35.88378,796535,285826
"2019-7-19_2019-9-12",2019-09-12,BOUCLE-DU-MOUHOUN,900712,31.77005,1816310,577042
"2019-7-19_2019-9-12",2019-09-12,CASCADES,900713,23.65392,755896,178799
"2019-7-19_2019-9-12",2019-09-12,CENTRE,900714,19.98443,2623394,524270
"2019-7-19_2019-9-12",2019-09-12,CENTRE-EST,900715,41.39942,2623394,1086069
"2019-7-19_2019-9-12",2019-09-12,CENTRE-NORD,900716,59.33315999999999,1551284,920425
"2019-7-19_2019-9-12",2019-09-12,CENTRE-OUEST,900717,35.9159,1510412,542478
"2019-7-19_2019-9-12",2019-09-12,CENTRE-SUD,900718,46.0679,801374,369176
"2019-7-19_2019-9-12",2019-09-12,EST,900719,52.83907,1633891,863332
"2019-7-19_2019-9-12",2019-09-12,HAUTS-BASSINS,900720,14.84315,1983881,294470
"2019-7-19_2019-9-12",2019-09-12,NORD,900721,42.18201,1500082,632764
"2019-7-19_2019-9-12",2019-09-12,PLATEAU-CENTRAL,900722,44.81541,872851,391171
"2019-7-19_2019-9-12",2019-09-12,SAHEL,900723,35.3756,1282223,453594
"2019-7-19_2019-9-12",2019-09-12,SUD-OUEST,900724,34.99501,796535,278747
"2019-7-20_2019-9-13",2019-09-13,BOUCLE-DU-MOUHOUN,900712,31.173470000000002,1816310,566206
"2019-7-20_2019-9-13",2019-09-13,CASCADES,900713,23.712490000000003,755896,179241
"2019-7-20_2019-9-13",2019-09-13,CENTRE,900714,19.72127,2623394,517366
"2019-7-20_2019-9-13",2019-09-13,CENTRE-EST,900715,41.92949999999999,2623394,1099975
"2019-7-20_2019-9-13",2019-09-13,CENTRE-NORD,900716,58.52037,1551284,907817
"2019-7-20_2019-9-13",2019-09-13,CENTRE-OUEST,900717,35.40779,1510412,534803
"2019-7-20_2019-9-13",2019-09-13,CENTRE-SUD,900718,48.06794,801374,385203
"2019-7-20_2019-9-13",2019-09-13,EST,900719,52.806050000000006,1633891,862793
"2019-7-20_2019-9-13",2019-09-13,HAUTS-BASSINS,900720,13.77262,1983881,273232
"2019-7-20_2019-9-13",2019-09-13,NORD,900721,42.897090000000006,1500082,643491
"2019-7-20_2019-9-13",2019-09-13,PLATEAU-CENTRAL,900722,46.39275000000001,872851,404939
"2019-7-20_2019-9-13",2019-09-13,SAHEL,900723,36.00204,1282223,461626
"2019-7-20_2019-9-13",2019-09-13,SUD-OUEST,900724,35.52632,796535,282979
"2019-7-21_2019-9-14",2019-09-14,BOUCLE-DU-MOUHOUN,900712,30.60109,1816310,555810
"2019-7-21_2019-9-14",2019-09-14,CASCADES,900713,22.725570000000005,755896,171781
"2019-7-21_2019-9-14",2019-09-14,CENTRE,900714,19.04004,2623394,499495
"2019-7-21_2019-9-14",2019-09-14,CENTRE-EST,900715,41.16505,2623394,1079921
"2019-7-21_2019-9-14",2019-09-14,CENTRE-NORD,900716,57.809749999999994,1551284,896793
"2019-7-21_2019-9-14",2019-09-14,CENTRE-OUEST,900717,36.42403000000001,1510412,550152
