Country,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria
Split,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3,Split 4,Split 4,Split 5,Split 5,Split 6,Split 6,Split 7,Split 7
Type,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive
Prediction horizon,,,,,,,,,,,,,,
20,0.008490984229499565,-0.19502918915524825,0.24212726812624563,0.2728103230542144,0.4237265856698791,0.4938493741644855,0.5862379969977742,0.0179103920745608,-0.8498130975447442,-0.600245600138607,-0.0019937279767183735,-0.5708440007963913,0.6033667980039932,0.7822203391268437
21,0.021522986277167977,-0.19502918915524825,0.25197165827649515,0.265708132674482,0.4490367887239676,0.49102089135186977,0.4623692471092268,-0.18396052630683135,-0.891231878316677,-0.6066609331792825,-0.029667693721566524,-0.5179385710579221,0.6019448813243691,0.7710324406545317
22,0.05941125264784397,-0.19502918915524825,0.251395328815026,0.2658603496530929,0.5427404798739238,0.5709579394846123,0.4317924118874147,-0.27658699464926273,-1.086629344287115,-0.741792201540983,-0.2480021690760128,-0.6738931384035609,0.6327508810221719,0.7832536107714535
23,0.0504474848101083,-0.19502918915524825,0.2725347708006496,0.313179268392226,0.5660634042285374,0.614257474748765,0.4390609424347014,-0.12871643849615477,-1.130723842264174,-0.7302771724407173,-0.23939838706010885,-0.7575158664124404,0.5948345147913456,0.7568990840741662
24,0.049948146579574804,-0.19502918915524825,0.2771937057409257,0.3276824753353912,0.5590913038303519,0.616715624921255,0.3812846536470551,-0.3050867554223964,-1.2092012922081938,-0.8109109575370963,-0.3203260149196876,-0.7827895699652576,0.5994846461398007,0.7629339518050996
25,0.04659391358857179,-0.19502918915524825,0.2648754009201554,0.32281460001060214,0.5639652966924721,0.6307698426553833,0.379079910629867,-0.3050867554223964,-1.2072634360267358,-0.8180568858505266,-0.5899811840788152,-0.8614874295362027,0.6021191942429511,0.7677884574528949
26,0.042937042161968586,-0.19502918915524825,0.24756622854219879,0.3181292136096894,0.5450972375555231,0.625993638253465,0.36490247043451396,-0.2243443076340672,-1.2097286578540292,-0.8396860351621318,-0.8968843596966036,-1.2332362889868946,0.5963228820747934,0.7579154970695406
27,0.04095748393642218,-0.19502918915524825,0.22842237609945226,0.3181292136096894,0.5552923714500826,0.6615587430420288,0.3249751608628839,-0.18243579641586916,-1.288478554164461,-0.9606898053576092,-0.89651179949426,-1.2259216308927132,0.5888899854082973,0.7424883963423584
28,0.03964197594329355,-0.19502918915524825,0.1977584778270658,0.31640971704954923,0.557773537212171,0.6790121224706362,0.28176249505176687,-0.17704515450527225,-1.2929026910553474,-1.0495705560529163,-0.8476130610091237,-1.060276822903338,0.5938806445776923,0.7224447425862477
29,0.03154622041723543,-0.19502918915524825,0.15360374320747727,0.31755751427609846,0.43443146020503276,0.5652068128996706,0.21802371510068297,-0.15756514422681067,-1.343554235231521,-1.2026145847366254,-1.1608674581897271,-1.2761190448723574,0.6141753536772085,0.7227684886355957
30,0.16937510432605396,0.0813609742874416,0.08565231434936882,0.31999785579224405,0.4377552306338034,0.5710465690584616,0.23639452354867974,-0.037351644973955045,-1.4974059587287423,-1.5233097342920194,-1.2686385353879732,-1.1906632194531577,0.6343782080975026,0.7192436581513433
