"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2019,1,1,1.026,0.737
2019,1,2,0.865,0.729
2019,1,3,1.211,1.011
2019,2,1,1.008,0.977
2019,2,2,1.023,0.992
2019,2,3,1.271,0.902
2019,3,1,2.241,2.492
2019,3,2,2.132,2.741
2019,3,3,2.831,5.368
2019,4,1,9.421,12.474
2019,4,2,15.192,15.523
2019,4,3,6.974,15.274
2019,5,1,2.801,6.613
2019,5,2,11.726,6.538
2019,5,3,19.391,5.985
2019,6,1,1.218,0.289
2019,6,2,0,0
2019,6,3,1.117,0.011
2019,7,1,7.041,6.94
2019,7,2,5.056,9.628
2019,7,3,6.744,9.808
2019,8,1,11.647,16.865
2019,8,2,6.019,14.673
2019,8,3,9.82,14.188
2019,9,1,2.335,1.624
2019,9,2,1.335,0.722
2019,9,3,0.992,0.425
2019,10,1,0.523,0.094
2019,10,2,0.177,0.008
2019,10,3,0.03,0.023
2019,11,1,0.861,0.609
2019,11,2,1.011,1.184
2019,11,3,2.064,1.004
2019,12,1,1.32,0.992
2019,12,2,1.989,0.898
2019,12,3,1.617,0.936
2020,1,1,1.086,0.737
2020,1,2,1.177,0.729
2020,1,3,1.38,1.011
2020,2,1,1.233,0.977
2020,2,2,1.034,0.992
2020,2,3,1.12,0.902
2020,3,1,1.774,2.492
2020,3,2,2.398,2.741
2020,3,3,3.271,5.368
2020,4,1,,12.474
2020,4,2,,15.523
2020,4,3,,15.274
2020,5,1,,6.613
2020,5,2,,6.538
2020,5,3,,5.985
2020,6,1,,0.289
2020,6,2,,0
2020,6,3,,0.011
2020,7,1,,6.94
2020,7,2,,9.628
2020,7,3,,9.808
2020,8,1,,16.865
2020,8,2,,14.673
2020,8,3,,14.188
2020,9,1,,1.624
2020,9,2,,0.722
2020,9,3,,0.425
2020,10,1,,0.094
2020,10,2,,0.008
2020,10,3,,0.023
2020,11,1,,0.609
2020,11,2,,1.184
2020,11,3,,1.004
2020,12,1,,0.992
2020,12,2,,0.898
2020,12,3,,0.936