,Abyan,Aden,Al Bayda,Al Dhale'e,Al Hudaydah,Al Jawf,Al Maharah,Al Mahwit,Amanat Al Asimah,Amran,Dhamar,Hadramaut,Hajjah,Ibb,Lahj,Marib,Raymah,Sa'ada,Sana'a,Shabwah,Taizz
2018-08-02,2890.453860058632,3226.918836229727,2972.1631482161224,3165.7043967272994,2245.541285377434,3405.8321498573073,3471.386321370622,1756.6995007337391,2830.8483157372093,3265.6994673138756,3796.746226681312,3651.3399532169383,2847.0585700159,2146.363773494431,2133.1745444355715,4450.892483559282,2260.727653918199,2166.5000923666626,2580.371871667815,3055.594489178456,2660.023334976037
2018-08-03,2919.9070456929176,3242.8577357198947,3013.98493760292,3195.1508150348013,2250.836036433694,3408.641770430433,3478.572179162646,1757.7237101413564,2841.687621420078,3268.423516989071,3829.6598324276106,3654.6510914847363,2856.040777594757,2149.6734693742223,2138.7650287313436,4464.031029393066,2263.4211599492037,2162.5966635680925,2580.537348372036,3070.4112670852605,2663.7489555953694
2018-08-04,2950.7174176035314,3259.9020037459795,3059.2843308263377,3227.033062511222,2256.8532089413316,3411.64629444908,3487.019041375019,1758.816606528521,2853.2044859632506,3271.0161582954856,3862.7988458094164,3657.8394063084907,2865.616600220887,2153.338212612243,2144.548130602913,4477.57158745342,2266.6042932979863,2158.6901244641285,2580.7487094659896,3086.4791624418795,2667.7719735403425
2018-08-05,2982.8849757904763,3278.051640307983,3108.061327886375,3261.3511391565617,2263.5928029003467,3414.845721913248,3496.7269080077413,1759.9781898952317,2865.3989093667255,3273.4773912331184,3896.1632668267307,3660.9048976882027,2875.786037894291,2157.358003208491,2150.5238500502837,4491.514157740348,2270.277053964547,2154.7804750547716,2581.005954949678,3103.798175248312,2672.0923888109533
2018-08-06,3016.4097202537496,3297.306645405902,3160.3159287830285,3298.1050449708164,2271.0548183107394,3418.2400528229364,3507.695779060811,1761.2084602414889,2878.2708916305046,3275.807215801971,3929.753095479551,3663.847565623867,2886.5490906149653,2161.7328411629624,2156.6921870734523,4505.858740253847,2274.4394419488867,2150.8677153400195,2581.3090848230986,3122.368305504557,2676.710201407203
2018-08-07,3051.2916509933516,3317.6670190397376,3216.0481335163017,3337.2947799539897,2279.2392551725097,3421.829287178146,3519.9256545342305,1762.5074175672926,2891.8204327545873,3278.0056320020412,3963.568331767879,3666.6674101154895,2897.905758382912,2166.4627264756623,2163.0531416724207,4520.605334993918,2279.0914572510023,2146.9518453198743,2581.658099086253,3142.1895532106164,2681.6254113290915
2018-08-08,3087.5307680092833,3339.1327612094924,3275.2579420861925,3378.920344106081,2288.146113485657,3425.613424978876,3533.4165344279995,1763.8750618726422,2906.047532738973,3280.0726398333304,3997.608975691714,3669.364431163066,2909.856041198132,2171.5476591465886,2169.606713847189,4535.753941960559,2284.2330998708985,2143.0328649943344,2582.0529977391407,3163.2619183664888,2686.838018576618
2018-08-09,3125.1270713015438,3361.703871915163,3337.9453544927023,3422.9817374270897,2297.7753932501832,3429.5924662251277,3548.168418742116,1765.3113931575394,2920.9521915836613,3282.0082392958393,4031.8750272510556,3671.938628766596,2922.3999390606223,2176.987639175741,2176.3529035977563,4551.304561153773,2289.864369808571,2139.1107743633997,2582.49378078176,3185.585400972175,2692.3480231497847
2018-08-10,3164.080560870134,3385.380351156752,3404.1103707358307,3469.4789599170167,2308.1270944660873,3433.7664109168995,3564.1813074765814,1766.8164114219824,2936.534409288654,3283.812430389567,4066.366486445908,3674.3900029260853,2935.537451970386,2182.78266656312,2183.2917109241225,4567.2571925735565,2295.9852670640225,2135.1855734270716,2582.980448214114,3209.1600010276743,2698.155425048589
2018-08-11,3204.3912367150533,3410.162198934258,3473.752990815577,3518.4120115758615,2319.201217133367,3438.1352590541946,3581.4552006313966,1768.390116665972,2952.79418585395,3285.4852131145135,4101.083353276265,3676.7185536415295,2949.2685799274223,2188.9327413087262,2190.4231358262887,4583.611836219914,2302.595791637252,2131.2572621853496,2583.5130000362014,3233.985718532988,2704.260224273032
2018-08-12,3246.0590988363006,3436.0494152476804,3546.8732147319424,3569.780892403624,2330.997761252026,3442.699010637008,3599.99009820656,1770.0325088895077,2969.731521279549,3287.0265874706784,4136.02562774213,3678.9242809129264,2963.5933229317297,2195.4378634125596,2197.7471783042542,4600.368492092841,2309.695943528259,2127.325840638234,2584.0914362480216,3260.0625534881146,2710.662420823113
2018-08-13,3289.0841472338784,3463.042000097021,3623.471042484926,3623.5856024003033,2343.516726822062,3447.457665665344,3619.7860002020716,1771.7435880925902,2987.346415565451,3288.436553458063,4171.193309843506,3681.007184740282,2978.51168098331,2202.298032874618,2205.2638383580197,4617.527160192343,2317.285722737044,2123.391308785723,2584.7157568495745,3287.390505893054,2717.3620146988333
2018-08-14,3333.4663819077846,3491.139953482277,3703.5464740745297,3679.826141565901,2356.7581138434757,3452.4112241392004,3640.8429066179315,1773.5233542752194,3005.638868711657,3289.7151110766663,4206.586399580386,3682.967265123591,2994.0236540821625,2209.513249694904,2212.9731159875846,4635.087840518412,2325.365129263607,2119.4536666278195,2585.3859618408605,3315.9695757478094,2724.3590059001936
2018-08-15,3379.20580285802,3520.343275403453,3787.09950950075,3738.5025099004174,2370.7219223162683,3457.559686058577,3663.1608174541407,1775.3718074373949,3024.608880718166,3290.862260326489,4242.204896952773,3684.8045220628564,3010.1292422282872,2217.0835138734174,2220.875011192949,4653.050533071057,2333.9341631079487,2115.5129141645216,2586.10205122188,3345.799763052375,2731.6533944271905
2018-08-16,3425.787450899979,3550.343905928549,3873.2196043822346,3798.8990322353875,2385.274165536079,3462.8723403163667,3686.5604118726824,1777.3688961330904,3044.1879803182264,3291.874656610454,4277.749739369115,3686.54079476961,3026.731061432837,2224.9733835187517,2228.934167558645,4671.303440971462,2342.9794360129677,2111.7197849899226,2586.862449504562,3376.488585799169,2739.1876260164076
2018-08-17,3470.121570926042,3579.2934854656073,3956.443492430859,3856.72165756004,2399.610923276767,3468.1649202699214,3709.965764845454,1779.9943116861464,3063.9653399113386,3292.732232346119,4311.42655128009,3688.307118513049,3043.2448077627373,2232.970207282488,2236.9384465918724,4689.175782946767,2352.420618436063,2108.9786806685916,2587.6577037604816,3405.6811519426715,2746.6163750873275
2018-08-18,3511.693203751601,3606.883954082633,4035.8606292652694,3911.254710705914,2413.5982088339756,3473.4067148121317,3733.197555534439,1783.328002650537,3083.8724882307465,3293.431642936409,4342.9362700941465,3690.1253325047064,3059.5730972291435,2241.0385432732223,2244.852491877165,4706.555762118161,2362.2443221201356,2107.4403347946213,2588.486238501564,3432.9849794752968,2753.8820873765317
2018-08-19,3550.502349376656,3633.1153117796257,4111.471014885466,3962.49819167301,2427.236022207703,3478.5977239429976,3756.2557839396377,1787.3699690262622,3103.909425276453,3293.972888381321,4372.27889581128,3691.9954367445844,3075.715929832052,2249.1783914909533,2252.676303414521,4723.443378485646,2372.4505470651834,2107.104747368011,2589.3480537278133,3458.4000683970435,2760.9847628840193
2018-08-20,3586.5490078012103,3657.9875585565856,4183.274649291446,4010.452100461325,2440.52436339795,3483.73794766252,3779.1404500610493,1792.1202108133216,3124.0761510484576,3294.3559686808576,4399.454428431497,3693.917431232678,3091.673305571466,2257.389751935682,2260.409881203942,4739.838632049221,2383.0392932712075,2107.971918388763,2590.2431494392285,3481.926418707912,2767.924401609791
2018-08-21,3619.8331790252587,3681.5006944135107,4251.27153248321,4055.1164370708584,2453.463232404716,3488.8273859706983,3801.851553898674,1797.5787280117158,3144.3726655467603,3294.580883835018,4424.462867954791,3695.89131596899,3107.4452244473828,2265.672624607407,2268.0532252454263,4755.741522808885,2394.0105607382084,2110.041847856875,2591.171525635809,3503.5640304079025,2774.7010035538456
2018-08-22,3650.3548630488067,3703.6547193504043,4315.46166446076,4096.491201501614,2466.0526292280024,3493.8660388675344,3824.3890954525136,1803.7455206214443,3164.798968771363,3294.647633843805,4447.304214381167,3697.917090953522,3123.0316864598044,2274.0270095061314,2275.6063355389756,4771.15205076464,2405.3643494661856,2113.314535772349,2592.133182317555,3523.312903497015,2781.314568716185
2018-08-23,3678.1140598718507,3724.449633367264,4375.845045224095,4134.576393753591,2478.292553867808,3498.853906353025,3846.753074722567,1810.6205886425073,3185.355060722262,3294.5562187072132,4467.978467710623,3699.994756186271,3138.432691608731,2282.4529066318523,2283.069212084589,4786.070215916484,2417.100659455138,2117.789982135184,2593.128119484467,3541.1730379752503,2787.765097096806
2018-08-24,3703.1107694943908,3743.8854364640906,4432.421674773215,4169.372013826787,2490.1830063241323,3503.790988427171,3868.943491708829,1818.2039320749045,3206.040941399459,3294.306638425248,4486.485627943159,3702.1243116672376,3153.648239894161,2290.95031598457,2290.4418548822664,4800.496018264418,2429.2194907050675,2123.4681869453802,2594.1563371365432,3557.144433842607,2794.0525886957134
2018-08-25,3725.3449919164304,3761.962128640885,4485.191553108122,4200.878061721203,2501.7239865969773,3508.677285089975,3890.9603464113106,1826.4955509186357,3226.8566108029545,3293.8988929979046,4502.825695078772,3704.3057573964243,3168.678331316094,2299.5192375642846,2297.724263932008,4814.429457808441,2441.7208432159723,2130.3491502029356,2595.217835273785,3571.2270910990865,2800.1770435129033
2018-08-26,3744.8167271379643,3778.679709897645,4534.154680228813,4229.094537436842,2512.915494686341,3513.5127963414348,3912.803638830003,1835.4954451737021,3247.802068932749,3293.3329824251864,4516.998669117468,3706.539093373829,3183.5229658745334,2308.1596713709987,2304.9164392338143,4827.870534548557,2454.6047169878534,2138.4328719078535,2596.312613896193,3583.421009744687,2806.1384615483757
2018-08-27,3761.525975158996,3794.0381802343736,4579.311056135289,4254.021440973699,2523.7575305922237,3518.2975221815486,3934.473368964908,1845.2036148401025,3268.8773157888404,3292.6089067070916,4529.004550059244,3708.824319599452,3198.182143569475,2316.8716174047086,2312.0183807876847,4840.8192484847605,2467.8711120207113,2147.719352060132,2597.4406730037667,3593.72618977941,2811.936842802134
2018-08-28,3775.4727359795265,3808.037539651068,4620.660680827551,4275.658772331777,2534.250094314626,3523.03146261032,3955.969536816028,1855.6200599178371,3290.082351371232,3291.726665843621,4538.843337904099,3711.161436073293,3212.6558644009215,2325.655075665416,2319.0300885936194,4853.275599617055,2481.5200283145455,2158.208590659772,2598.602012596505,3602.1426312032554,2817.572187274175
2018-08-29,3786.657009599553,3820.6777881477283,4658.203554305598,4294.006531511075,2544.3931858535493,3527.714617627747,3977.29214238336,1866.7447804069063,3311.4171756799196,3290.6862598347734,4546.515032652033,3713.550442795353,3226.9441283688725,2334.510046153122,2325.9515626516186,4865.239587945438,2495.5514658693555,2169.9005877067725,2599.796632674409,3608.670334016223,2823.0444949645
2018-08-30,3795.0787960190737,3831.9589257243574,4691.93967656943,4309.064718511594,2554.186805208991,3532.346987233832,3998.4411856669067,1878.5777763073097,3332.881788714906,3289.487688680551,4552.019634303048,3715.9913397656296,3241.0469354733264,2343.4365288678237,2332.7828029616826,4876.711213469911,2509.9654246851414,2182.7953432011336,2601.0245332374793,3613.3092982183125,2828.3537658731075
2018-08-31,3800.7380952380954,3841.8809523809523,4721.869047619048,4320.833333333333,2563.6309523809523,3536.9285714285716,4019.4166666666665,1891.1190476190477,3354.4761904761904,3288.1309523809523,4555.357142857143,3718.484126984127,3254.964285714286,2352.434523809524,2339.5238095238096,4887.690476190476,2524.7619047619046,2196.8928571428573,2602.285714285714,3616.059523809524,2833.5
2018-09-01,3803.6349072566118,3850.443868117514,4747.991667454449,4329.312375976292,2572.725627369433,3541.459370211967,4040.2185853826377,1904.3685943421192,3376.200380963773,3286.616050935977,4556.5275583143175,3721.0288044508407,3268.696179091748,2361.50403097822,2346.1745823380006,4898.177376107126,2539.9409060996427,2212.1931295319405,2603.5801758191146,3616.9210107898557,2838.483197345175
2018-09-02,3803.769232074627,3857.6476729340434,4770.307536075636,4334.501846440473,2581.4708301744326,3545.9393835840187,4060.8469418148256,1918.3264164765271,3398.0543601776535,3284.942984345627,4555.5308806745725,3723.6253721657745,3282.2426156057154,2370.6450503739156,2352.7351214042574,4908.171913219873,2555.502428698358,2228.6961603683853,2604.907917837681,3615.893759159312,2843.3033579086346
2018-09-03,3801.1410696921384,3863.492366830539,4788.816653482609,4336.401744725874,2589.8665607959524,3550.3686115447267,4081.3017359632254,1932.9925140222676,3420.0381281178325,3283.1117526099006,4552.367109937906,3726.273830128925,3295.6035952561865,2379.857581996607,2359.205426722577,4917.674087528705,2571.446472558049,2246.401949652192,2606.268940341413,3612.9777689178895,2847.9604816903775
2018-09-04,3795.7504201091456,3867.977949807001,4803.519019675365,4335.012070832493,2597.9128192339913,3554.7470540940903,4101.582967827838,1948.3668869793432,3442.1516847843095,3281.122355728798,4547.036246104321,3728.974178340295,3308.7791180431614,2389.1416258462964,2365.585498292962,4926.68389903363,2587.7730376787163,2265.3104973833583,2607.66324333031,3608.1730400655892,2852.454568690405
2018-09-05,3787.5972833256506,3871.1044218634315,4814.414634653909,4330.332824760336,2605.6096054885497,3559.0747112321105,4121.690637408665,1964.4495353477528,3464.395030177086,3278.974793702319,4539.538289173817,3731.726416799883,3321.769183966641,2398.4971819229827,2371.875336115411,4935.201347734644,2604.4821240603596,2285.4218035618856,2609.090826804372,3601.47957260241,2856.785618908715
2018-09-06,3776.6816593416534,3872.871782999828,4821.5034984182375,4322.364006509395,2612.9569195596277,3563.3515829587873,4141.624744705704,1981.2404591274978,3486.768164296157,3276.669066530463,4529.87323914639,3734.5305455076877,3334.573793026625,2407.924250226667,2378.074940189924,4943.226433631746,2621.5737317029802,2306.735868187774,2610.5516907636,3592.8973665283543,2860.9536323453103
2018-09-07,3763.0035481571526,3873.280033216191,4824.78561096835,4311.105616079678,2619.954761447226,3567.577669274119,4161.385289718958,1998.7396583185764,3509.2710871415293,3274.205174213234,4518.041096022045,3737.386564463714,3347.1929452231125,2417.422830757349,2384.184310516502,4950.759156724938,2639.047860606576,2329.252691261024,2612.045835207994,3582.4264218434205,2864.9586090001876
2018-09-08,3746.5629497721507,3872.329172512522,4824.260972304248,4296.55765347118,2626.6031311513425,3571.7529701781073,4180.972272448426,2016.9471329209891,3531.903798713199,3271.583116750627,4504.04185980078,3740.2944736679574,3359.6266405561046,2426.992923515028,2390.2034470951435,4957.799517014222,2656.9045107711477,2352.9722727816343,2613.5732601375526,3570.0667385476063,2868.8005488733497
2018-09-09,3727.359864186644,3870.0192008888184,4819.929582425932,4278.720118683904,2632.9020286719788,3575.8774856707523,4200.385692894105,2035.862882934737,3554.6662990111677,3268.8028941426446,4487.8755304825945,3743.2542731204185,3371.8748790256004,2436.6345284997037,2396.1323499258497,4964.347514499595,2675.1436821966963,2377.894612749607,2615.133965552278,3555.818316640917,2872.479451964795
2018-09-10,3705.3942914006343,3866.3501183450826,4811.7914413334,4257.593011717846,2638.851454009135,3579.951215752052,4219.6255510559995,2055.486908359819,3577.558588035433,3265.864506389287,4469.54210806749,3746.265962821098,3383.9376606315996,2446.3476457113766,2401.97101900862,4970.403149181056,2693.7653748832213,2404.0197111649395,2616.727951452168,3539.681156123348,2875.995318274523
2018-09-11,3680.666231414122,3861.321924881314,4799.846549026652,4233.176332573009,2644.4514071628105,3583.97416042201,4238.691846934107,2075.8192091962355,3600.5806657859966,3262.7679534905524,4449.0415925554635,3749.329542769995,3395.8149853741043,2456.1322751500484,2407.7194543434543,4975.966421058609,2712.769588830722,2431.3475680276333,2618.3552178372233,3521.655256994903,2879.3481478025365
2018-09-12,3653.175684227108,3854.934620497512,4784.094905505692,4205.470081249395,2649.7018881330046,3587.9463196806214,4257.584580528426,2096.859785443985,3623.7325322628594,3259.5132354464413,4426.37398394652,3752.4450129671127,3407.5068532531136,2465.988416815717,2413.3776559303524,4981.0373301322525,2732.156324039198,2459.8781833376875,2620.0157647074443,3501.740619255578,2882.5379405488325
2018-09-13,3622.9226498395897,3847.188205193677,4764.536510770517,4174.474257746997,2654.602896919719,3591.86769352789,4276.303751838959,2118.608637103071,3647.01418746602,3256.100352256956,4401.539282240653,3755.6123734124467,3419.013264268626,2475.9160707083824,2418.945623769316,4985.615876401985,2751.9255805086527,2489.6115570951038,2621.7095920628303,3479.9372429053765,2885.5646965134133
2018-09-14,3589.907128251568,3838.082678969808,4741.171364821128,4140.188862065824,2659.1544335229532,3595.738281963815,4294.849360865706,2141.0657641734906,3670.425631395478,3252.5293039220933,4374.537487437869,3758.8316241060015,3430.3342184206435,2485.915236828046,2424.423357860342,4989.702059867807,2772.0773582390816,2520.5476892998804,2623.436699903383,3456.245127944297,2888.4284156962776
2018-09-15,3554.129119463043,3827.6180418259078,4713.99946765752,4102.613894205868,2663.356497942705,3599.5580849883963,4313.221407608669,2164.2311666552446,3693.9668640512355,3248.8000904418545,4345.368599538162,3762.102765047773,3441.469715709164,2495.9859151747055,2429.8108582034347,4993.295880529719,2792.6116572304877,2552.6865799520183,2625.1970882291,3430.6642743723387,2891.1290980974245
2018-09-16,3518.0052539512494,3816.76379457477,4685.496517024789,4064.3712896143497,2667.377509893974,3603.4393293739276,4331.161962474473,2187.3522921000636,3717.2581266984935,3244.9367280095403,4315.54193784362,3765.6429466670725,3452.481355207254,2506.0261102542054,2435.234431341331,4996.800309237718,2813.08009598831,2585.036034337915,2627.010169103892,3404.802330954107,2893.7950879863834
2018-09-17,3483.95216219342,3806.4894380291953,4658.138210668025,4028.082983738478,2671.385889091752,3607.494241892701,4348.4130958697515,2209.676588059676,3739.9196606024593,3240.9632328184503,4286.566821656324,3769.669319393214,3463.4307359879786,2515.9338265723836,2440.8203838167756,5000.618316841796,2833.0342930179895,2616.603857743972,2628.895354591668,3380.2669464542087,2896.554729632681
2018-09-18,3451.9698441895544,3796.794972189182,4631.924548587222,3993.7489765782543,2675.3816355360377,3611.722822544718,4364.974807794502,2231.2040545340838,3761.9514657631307,3236.8796048685867,4258.4432509762755,3774.1818832261965,3474.3178580513368,2525.7090641292425,2446.568715629765,5004.749903341954,2852.4742483195273,2647.3900501701874,2630.852644692428,3357.0581208726444,2899.408023036318
2018-09-19,3422.0582999396547,3787.680397054731,4606.855530782385,3961.3692681336797,2679.3647492268346,3616.125071329979,4380.847098248729,2251.9346915232854,3783.3535421805086,3232.6858441599447,4231.171225803473,3779.180638166019,3485.1427213973316,2535.3518229247807,2452.479426780302,5009.19506873819,2871.399961892922,2677.3946116165607,2632.8820394061718,3335.175854209411,2902.3549681972927
2018-09-20,3394.217529443717,3779.1457126258415,4582.931157253514,3930.9438584047534,2683.3352301641416,3620.7009882484826,4396.029967232428,2271.8684990272823,3804.125889854592,3228.381950692529,4204.750746137918,3784.6655842126834,3495.905326025959,2544.8621029589995,2458.552517268385,5013.953813030508,2889.811433738174,2706.6175420830928,2634.9835387328985,3314.6201464645114,2905.395565115607
2018-09-21,3368.447532701745,3771.1909189025146,4560.151428000607,3902.47274739148,2687.2930783479583,3625.450573300231,4410.523414745602,2291.005477046074,3824.2685087853843,3223.967924466338,4179.181811979611,3790.636721366188,3506.6056719372227,2554.2399042318975,2464.7879870940164,5019.026136218907,2907.708663855284,2735.0588415697844,2637.15714267261,3295.390997637944,2908.529813791259
2018-09-22,3344.7483097137365,3763.8160158847495,4538.516343023666,3875.9559350938516,2691.2382937782836,3630.373826485221,4424.327440788247,2309.345625579659,3843.78139897288,3219.4437654813705,4154.46442332855,3797.094049626533,3517.24375913112,2563.4852267434753,2471.185836257192,5024.412038303385,2925.091652244251,2762.7185100766333,2639.402851225306,3277.4884077297097,2911.757714224251
2018-09-23,3323.119860479693,3757.0210035725445,4518.025902322687,3851.3934215118734,2695.17087645512,3635.470747803455,4437.442045360368,2326.88894462804,3862.6645604170835,3214.8094737376273,4130.5985801847355,3804.0375689937173,3527.819587607652,2572.5980704937324,2477.746064757916,5030.111519283942,2941.9603989050756,2789.596547603642,2641.720664390985,3260.9123767398073,2915.0792664145815
2018-09-24,3303.5621849996123,3750.805881965904,4498.680105897675,3828.7852066455434,2699.090826378464,3640.741337254931,4449.867228461962,2343.6354341912156,3880.9179931179942,3210.06504923511,4107.584282548169,3811.467279467745,3538.333157366818,2581.5784354826706,2484.4686725961865,5036.124579160581,2958.3149038377574,2815.6929541508093,2644.110582169648,3245.662904668239,2918.49447036225
2018-09-25,3286.0752832734966,3745.1706510648246,4480.478953748627,3808.1312904948627,2702.9981435483187,3646.1855948396524,4461.602990093031,2359.5850942691845,3898.54169707561,3205.2104919738154,4085.421530418848,3819.3831810486117,3548.784468408618,2590.426321710288,2491.3536597720026,5042.4512179333005,2974.1551670422978,2841.0077297181347,2646.572604561294,3231.7399915150027,2922.0033260672594
2018-09-26,3270.659155301345,3740.1153108693065,4463.422445875543,3789.43167305983,2706.892827964684,3651.803520557616,4472.649330253572,2374.7379248619495,3915.5356722899314,3200.245801953747,4064.1103237967764,3827.7852737363187,3559.1735207330544,2599.1417291765842,2498.401026285366,5049.0914356020985,2989.4811885186946,2865.5408743056187,2649.106731565925,3219.1436372800977,2925.605833529606
2018-09-27,3257.313801083157,3735.6398613793517,4447.510582278424,3772.6863543404484,2710.7748796275578,3657.595114408823,4483.006248943588,2389.0939259695087,3931.89991876096,3195.170979174901,4043.65066268195,3836.6735575308676,3569.5003143401236,2607.7246578815616,2505.610772136276,5056.045232166978,3004.2929682669483,2889.292387913262,2651.712963183539,3207.873841963527,2929.301992749291
2018-09-28,3246.039220618935,3731.7443025949588,4432.743362957271,3757.8953343367134,2714.644298536941,3663.560376393273,4492.673746163076,2402.6530975918613,3947.6344364886954,3189.986023637282,4024.0425470743703,3846.0480324322552,3579.764849229831,2616.175107825219,2512.982897324732,5063.312607627936,3018.590506287061,2912.262270541063,2654.3912994141374,3197.930605565288,2933.0918037263154
2018-09-29,3236.835413908674,3728.428634516126,4419.120787912081,3745.0586130486267,2718.5010846928344,3669.6993065109673,4501.651821912038,2415.415439729009,3962.739225473137,3184.6909353408855,4005.2859769740357,3855.9086984404858,3589.967125402168,2624.493079007555,2520.517401850736,5070.893561984975,3032.3738025790294,2934.4505221890226,2657.1417402577185,3189.313928085383,2936.975266460678
2018-09-30,3229.7023809523807,3725.692857142857,4406.642857142857,3734.17619047619,2722.345238095238,3676.0119047619046,4509.940476190476,2427.3809523809523,3977.214285714286,3179.285714285714,3987.3809523809523,3866.2555555555564,3600.1071428571427,2632.6785714285716,2528.214285714286,5078.788095238096,3045.6428571428573,2955.8571428571427,2659.964285714286,3182.0238095238096,2940.9523809523807
2018-10-01,3224.6401217500497,3723.536970475149,4395.309570649596,3725.2480666194024,2726.1767587441504,3682.4981711460837,4517.539708998384,2438.54963554769,3991.059617212139,3173.770360471767,3970.327473295113,3877.0886037774653,3610.184901594752,2640.731585088268,2536.0735489153813,5086.996207387295,3058.3976699785408,2976.4821325454195,2662.858935783835,3176.060249880569,2945.0231472014225
2018-10-02,3221.6486363016834,3721.9609745130037,4385.120928432302,3718.274241478263,2729.995646639573,3689.158105663508,4524.44952033577,2448.9214892292202,4004.2752199666998,3168.144873899044,3954.125539716521,3888.4078431062158,3620.200401614994,2648.6521199866424,2544.095191454025,5095.517898432574,3070.6382410860824,2996.3254912538564,2665.8256904663685,3171.4232491556613,2949.1875652078015
2018-10-03,3220.7279246072817,3720.9648692564197,4376.076930490972,3713.254715052773,2733.8019017815045,3695.991708314176,4530.669910202629,2458.4965134255476,4016.861093977968,3162.4092545675467,3938.775151645177,3900.2132735418077,3630.153642917871,2656.4401761236986,2552.2792133302146,5104.353168373934,3082.364570465482,3015.387218982451,2668.8645497618863,3168.1128073490872,2953.4456349715197
2018-10-04,3221.877986666842,3720.548654705397,4368.177576825606,3710.18948734293,2737.595524169946,3702.9989790980853,4536.200878598959,2467.2747081366683,4028.817239245939,3156.5635024772732,3924.276309081079,3912.50489508424,3640.0446255033826,2664.0957534994345,2560.6256145439497,5113.502017211372,3093.5766581167377,3033.6673157312043,2671.9755136703875,3166.1289244608433,2957.797356492576
2018-10-05,3225.098822480369,3720.7123308599366,4361.422867436205,3709.0785583487386,2741.3765138048975,3710.1799180152384,4541.042425524765,2475.256073362584,4040.1436557706193,3150.6076176282245,3910.629012024227,3925.282707733515,3649.87334937153,2671.6188521138497,2569.1343950952323,5122.964444944892,3104.2745040398527,3051.165781500117,2675.1585821918716,3165.471600490934,2962.2427297709723
2018-10-06,3230.39043204786,3721.4558977200386,4355.812802322768,3709.9219280701946,2745.144870686359,3717.5345250656364,4545.194550980044,2482.440609103294,4050.8403435520054,3144.5416000204,3897.833260474622,3938.5467114896296,3659.6398145223106,2679.0094719669446,2577.8055549840624,5132.740451574493,3114.458108234824,3067.8826162891883,2678.413755326341,3166.1408354393566,2966.7817548067082
2018-10-07,3237.752815369314,3722.7793552857015,4351.347381485298,3712.7195965072974,2748.9005948143285,3725.0628002492763,4548.657254964795,2488.8283153587986,4060.9073025900966,3138.3654496537993,3885.889054432266,3952.296906352584,3669.344020955726,2686.2676130587197,2586.639094210438,5142.830037100173,3124.127470701653,3083.8178200984166,2681.741033073794,3168.1366293061124,2971.4144315997805
2018-10-08,3247.185972444733,3724.6827035569304,4348.026604923791,3717.4715636600527,2752.643686188809,3732.76474356616,4551.430537479024,2494.4191921290976,4070.3445328848943,3132.0791665284246,3874.796393897155,3966.533292322378,3678.985968671775,2693.393275389174,2595.635012774362,5153.233201521933,3133.28259144034,3098.9713929278055,2685.140415434231,3171.4589820912,2976.140760150193
2018-10-09,3258.6899032741153,3727.1659425337166,4345.850472638248,3724.1778295284553,2756.3741448097994,3740.6403550162863,4553.514398522723,2499.213239414192,4079.1520344364,3125.6827506442733,3864.5552788692926,3981.255869399015,3688.565657670459,2700.38645895831,2604.7933106758314,5163.949944839773,3141.9234704508826,3113.343334777352,2688.61190240765,3176.1078937946213,2980.9607404579447
2018-10-10,3272.264607857463,3730.2290722160665,4344.8189846286705,3732.8383941125057,2760.0919706772984,3748.6896345996565,4554.9088380958965,2503.2104572140797,4087.3298072446105,3119.1762020013466,3855.165709348674,3996.464637582492,3698.083087951778,2707.2471637661224,2614.1139879148473,5174.980267053692,3150.050107733284,3126.9336456470573,2692.155493994055,3182.083364416374,2985.874372523034
2018-10-11,3287.9100861947745,3733.872092603978,4344.932140895059,3743.453257412208,2763.7971637913083,3756.9125823162703,4555.613856198544,2506.4108455287633,4094.8778513095276,3112.5595205996447,3846.6276853353056,4012.1595968728093,3707.538259515732,2713.9753898126173,2623.59704449141,5186.324168163695,3157.6625032875427,3139.7423255369226,2695.771190193443,3189.385393956462,2990.8816563454634
2018-10-12,3305.6263382860498,3738.0950036974523,4346.189941437411,3756.022419427556,2767.4897241518274,3765.3091981661264,4555.629452830665,2508.81440435824,4101.796166631152,3105.832706439167,3838.941206829183,4028.340747269967,3716.9311723623196,2720.571137097791,2633.24248040552,5197.9816481697735,3164.7606571136594,3151.7693744469448,2699.458991005816,3198.0139824148805,2995.9825919252303
2018-10-13,3325.4133641312897,3742.897805496487,4348.5923862557265,3770.5458801585532,2771.1696517588557,3773.879482149227,4554.95562799226,2510.421133702513,4108.084753209482,3098.9957595199144,3832.106273830307,4045.0080887739655,3726.2618264915427,2727.0344056216445,2643.050295657175,5209.952707071935,3171.3445692116325,3163.0147923771265,2703.218896431171,3207.9691297916315,3001.1771792623376
2018-10-14,3347.2711637304933,3748.280498001085,4352.139475350009,3787.0236396052005,2774.8369466123945,3782.62343426557,4553.59238168333,2511.2310335615794,4113.743611044518,3092.048679841884,3826.1228863386787,4062.161621384804,3735.5302219034,2733.3651953841786,2653.0204902463774,5222.2373448701765,3177.414239581463,3173.478579327467,2707.0509064695098,3219.2508360867164,3006.465418356782
