AdminStrata,Agadez,Diffa,Dosso,Maradi,Niamey,Tahoua,Tillaberi,Zinder
Indicator,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities
2019-09-29,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2019-09-30,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2019-10-01,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
2019-10-02,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
2019-10-03,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
2019-10-04,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2019-10-05,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2019-10-06,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0
2019-10-07,0.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0
2019-10-08,0.0,5.0,2.0,3.0,0.0,0.0,5.0,0.0
2019-10-09,0.0,5.0,2.0,3.0,0.0,0.0,5.0,0.0
2019-10-10,0.0,5.0,2.0,3.0,0.0,0.0,5.0,0.0
2019-10-11,0.0,5.0,2.0,3.0,0.0,0.0,5.0,0.0
2019-10-12,0.0,5.0,2.0,3.0,0.0,0.0,10.0,0.0
2019-10-13,0.0,5.0,2.0,3.0,0.0,0.0,10.0,0.0
2019-10-14,0.0,5.0,2.0,3.0,0.0,0.0,10.0,0.0
2019-10-15,0.0,5.0,2.0,4.0,0.0,0.0,10.0,0.0
2019-10-16,0.0,5.0,2.0,3.0,0.0,0.0,10.0,0.0
2019-10-17,0.0,5.0,2.0,3.0,0.0,0.0,10.0,0.0
2019-10-18,0.0,5.0,2.0,3.0,0.0,0.0,10.0,0.0
2019-10-19,0.0,6.0,2.0,4.0,0.0,0.0,10.0,0.0
2019-10-20,0.0,6.0,2.0,4.0,0.0,0.0,15.0,0.0
2019-10-21,0.0,6.0,2.0,3.0,0.0,0.0,15.0,0.0
2019-10-22,0.0,6.0,2.0,3.0,0.0,0.0,15.0,0.0
2019-10-23,0.0,6.0,2.0,3.0,0.0,0.0,15.0,0.0
2019-10-24,0.0,6.0,2.0,3.0,0.0,0.0,15.0,0.0
2019-10-25,0.0,6.0,2.0,3.0,0.0,0.0,15.0,0.0
2019-10-26,0.0,6.0,2.0,3.0,0.0,0.0,15.0,0.0
2019-10-27,0.0,6.0,2.0,3.0,0.0,0.0,15.0,0.0
2019-10-28,0.0,6.0,2.0,3.0,0.0,0.0,15.0,0.0
2019-10-29,0.0,5.0,2.0,3.0,0.0,0.0,15.0,0.0
2019-10-30,0.0,17.0,2.0,3.0,0.0,0.0,15.0,0.0
2019-10-31,0.0,17.0,2.0,3.0,0.0,0.0,15.0,0.0
2019-11-01,0.0,17.0,2.0,3.0,0.0,0.0,16.0,0.0
2019-11-02,0.0,17.0,2.0,3.0,0.0,0.0,16.0,0.0
2019-11-03,0.0,14.0,2.0,3.0,0.0,0.0,16.0,0.0
2019-11-04,0.0,14.0,2.0,2.0,0.0,0.0,15.0,0.0
2019-11-05,0.0,14.0,2.0,2.0,0.0,0.0,11.0,0.0
2019-11-06,0.0,14.0,2.0,2.0,0.0,0.0,11.0,0.0
2019-11-07,0.0,14.0,2.0,2.0,0.0,0.0,11.0,0.0
2019-11-08,0.0,14.0,2.0,2.0,0.0,0.0,11.0,0.0
2019-11-09,0.0,14.0,2.0,2.0,0.0,0.0,6.0,0.0
2019-11-10,0.0,15.0,2.0,2.0,0.0,0.0,6.0,0.0
2019-11-11,0.0,15.0,2.0,2.0,0.0,0.0,7.0,0.0
2019-11-12,0.0,15.0,2.0,1.0,0.0,0.0,7.0,0.0
2019-11-13,0.0,15.0,2.0,1.0,0.0,0.0,7.0,0.0
2019-11-14,0.0,15.0,2.0,1.0,0.0,0.0,7.0,0.0
2019-11-15,0.0,15.0,2.0,1.0,0.0,0.0,7.0,0.0
2019-11-16,0.0,14.0,2.0,0.0,0.0,0.0,7.0,0.0
2019-11-17,0.0,14.0,2.0,0.0,0.0,0.0,2.0,0.0
2019-11-18,0.0,14.0,2.0,0.0,0.0,0.0,2.0,0.0
2019-11-19,0.0,14.0,5.0,0.0,0.0,0.0,2.0,0.0
2019-11-20,0.0,14.0,5.0,0.0,0.0,0.0,2.0,0.0
2019-11-21,0.0,17.0,5.0,0.0,0.0,0.0,2.0,0.0
2019-11-22,0.0,19.0,5.0,0.0,0.0,0.0,5.0,0.0
2019-11-23,0.0,19.0,5.0,0.0,0.0,0.0,5.0,0.0
2019-11-24,0.0,19.0,5.0,0.0,0.0,0.0,5.0,0.0
2019-11-25,0.0,19.0,5.0,0.0,0.0,0.0,5.0,0.0
2019-11-26,0.0,19.0,5.0,0.0,0.0,0.0,5.0,0.0
2019-11-27,0.0,7.0,5.0,0.0,0.0,0.0,5.0,0.0
2019-11-28,0.0,7.0,5.0,0.0,0.0,0.0,5.0,0.0
2019-11-29,0.0,7.0,5.0,0.0,0.0,0.0,5.0,0.0
2019-11-30,0.0,7.0,5.0,0.0,0.0,0.0,7.0,0.0
2019-12-01,0.0,10.0,5.0,2.0,0.0,0.0,7.0,0.0
2019-12-02,0.0,10.0,5.0,2.0,0.0,0.0,7.0,0.0
2019-12-03,0.0,9.0,5.0,2.0,0.0,0.0,7.0,0.0
2019-12-04,0.0,9.0,5.0,2.0,0.0,0.0,7.0,0.0
2019-12-05,0.0,9.0,5.0,2.0,0.0,0.0,7.0,0.0
2019-12-06,0.0,9.0,5.0,2.0,0.0,0.0,7.0,0.0
2019-12-07,0.0,9.0,5.0,2.0,0.0,0.0,7.0,0.0
2019-12-08,0.0,8.0,5.0,2.0,0.0,0.0,7.0,0.0
2019-12-09,0.0,8.0,5.0,2.0,0.0,17.0,7.0,0.0
2019-12-10,0.0,8.0,5.0,2.0,0.0,17.0,135.0,0.0
2019-12-11,0.0,8.0,5.0,2.0,0.0,17.0,135.0,0.0
2019-12-12,0.0,8.0,5.0,2.0,0.0,17.0,135.0,0.0
2019-12-13,0.0,8.0,5.0,4.0,0.0,17.0,135.0,0.0
2019-12-14,0.0,8.0,5.0,4.0,0.0,17.0,135.0,0.0
2019-12-15,0.0,8.0,5.0,4.0,0.0,17.0,135.0,0.0
2019-12-16,0.0,8.0,5.0,4.0,0.0,17.0,135.0,0.0
2019-12-17,0.0,8.0,5.0,4.0,0.0,17.0,135.0,0.0
2019-12-18,0.0,8.0,5.0,4.0,0.0,17.0,135.0,0.0
2019-12-19,0.0,5.0,5.0,4.0,0.0,17.0,135.0,0.0
