AdminStrata,Abyan,Aden,Al Bayda,Al Dhale'e,Al Hudaydah,Al Jawf,Al Maharah,Al Mahwit,Amanat Al Asimah,Amran,Dhamar,Hadramaut,Hajjah,Ibb,Lahj,Marib,Raymah,Sa'ada,Sana'a,Shabwah,Socotra,Taizz
Indicator,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality
2017-07-31,15.0,2.0,75.0,1.0,23.0,211.0,0.0,0.0,0.0,0.0,2.0,5.0,113.0,14.0,46.0,156.0,0.0,74.0,83.0,93.0,0.0,502.0
2017-08-01,13.0,2.0,75.0,3.0,23.0,220.0,0.0,0.0,0.0,0.0,2.0,6.0,112.0,14.0,56.0,146.0,0.0,75.0,83.0,83.0,0.0,492.0
2017-08-02,33.0,2.0,85.0,3.0,23.0,220.0,0.0,0.0,0.0,0.0,2.0,6.0,100.0,14.0,56.0,133.0,0.0,75.0,83.0,93.0,0.0,491.0
2017-08-03,33.0,2.0,85.0,3.0,23.0,220.0,0.0,0.0,0.0,0.0,2.0,6.0,90.0,14.0,56.0,133.0,0.0,65.0,83.0,100.0,0.0,506.0
2017-08-04,33.0,2.0,85.0,3.0,23.0,210.0,0.0,0.0,0.0,0.0,2.0,6.0,116.0,14.0,66.0,121.0,0.0,78.0,113.0,107.0,0.0,528.0
2017-08-05,33.0,2.0,85.0,3.0,23.0,200.0,0.0,0.0,0.0,0.0,2.0,6.0,132.0,14.0,66.0,121.0,0.0,78.0,122.0,107.0,0.0,535.0
2017-08-06,33.0,2.0,85.0,3.0,23.0,200.0,0.0,0.0,0.0,0.0,2.0,6.0,148.0,14.0,56.0,121.0,0.0,78.0,122.0,107.0,0.0,535.0
2017-08-07,33.0,2.0,85.0,3.0,23.0,200.0,0.0,0.0,0.0,0.0,0.0,6.0,148.0,14.0,56.0,131.0,0.0,88.0,122.0,107.0,0.0,532.0
2017-08-08,37.0,4.0,84.0,3.0,23.0,203.0,0.0,0.0,0.0,0.0,0.0,6.0,158.0,14.0,56.0,150.0,0.0,81.0,125.0,107.0,0.0,525.0
2017-08-09,37.0,4.0,84.0,3.0,23.0,223.0,0.0,0.0,0.0,0.0,0.0,6.0,158.0,14.0,55.0,121.0,0.0,54.0,135.0,107.0,0.0,540.0
2017-08-10,27.0,5.0,84.0,13.0,23.0,223.0,0.0,0.0,0.0,0.0,1.0,6.0,148.0,14.0,55.0,121.0,0.0,54.0,135.0,118.0,0.0,580.0
2017-08-11,27.0,4.0,84.0,13.0,23.0,238.0,0.0,0.0,0.0,0.0,1.0,6.0,148.0,14.0,50.0,121.0,0.0,54.0,125.0,118.0,0.0,586.0
2017-08-12,27.0,4.0,114.0,13.0,23.0,234.0,0.0,0.0,0.0,0.0,1.0,6.0,148.0,4.0,50.0,124.0,0.0,65.0,135.0,118.0,0.0,586.0
2017-08-13,30.0,4.0,126.0,13.0,23.0,224.0,0.0,0.0,0.0,0.0,1.0,6.0,128.0,4.0,50.0,124.0,0.0,65.0,135.0,118.0,0.0,589.0
2017-08-14,37.0,5.0,116.0,25.0,23.0,204.0,0.0,0.0,0.0,0.0,1.0,7.0,138.0,4.0,50.0,124.0,0.0,69.0,135.0,131.0,0.0,575.0
2017-08-15,38.0,5.0,106.0,25.0,23.0,184.0,0.0,0.0,0.0,0.0,1.0,7.0,126.0,4.0,50.0,113.0,0.0,69.0,135.0,137.0,0.0,593.0
2017-08-16,38.0,5.0,96.0,25.0,23.0,206.0,0.0,0.0,0.0,0.0,1.0,7.0,115.0,4.0,50.0,128.0,0.0,66.0,125.0,142.0,0.0,544.0
2017-08-17,38.0,5.0,100.0,25.0,23.0,206.0,0.0,0.0,0.0,0.0,1.0,7.0,115.0,4.0,50.0,128.0,0.0,66.0,115.0,143.0,0.0,502.0
2017-08-18,38.0,5.0,99.0,25.0,16.0,192.0,0.0,0.0,0.0,0.0,1.0,7.0,112.0,4.0,50.0,114.0,0.0,76.0,93.0,133.0,0.0,480.0
2017-08-19,38.0,5.0,99.0,24.0,16.0,192.0,0.0,0.0,0.0,0.0,1.0,7.0,114.0,4.0,50.0,114.0,0.0,68.0,73.0,121.0,0.0,482.0
2017-08-20,38.0,6.0,148.0,24.0,16.0,192.0,0.0,0.0,0.0,0.0,1.0,7.0,110.0,4.0,60.0,114.0,0.0,68.0,73.0,121.0,0.0,494.0
2017-08-21,38.0,6.0,149.0,34.0,11.0,192.0,0.0,0.0,0.0,0.0,1.0,7.0,110.0,4.0,60.0,114.0,0.0,69.0,73.0,121.0,0.0,498.0
2017-08-22,38.0,6.0,129.0,34.0,3.0,186.0,0.0,0.0,0.0,0.0,1.0,7.0,110.0,4.0,60.0,134.0,0.0,72.0,73.0,121.0,0.0,506.0
2017-08-23,40.0,6.0,129.0,34.0,3.0,176.0,0.0,0.0,0.0,0.0,1.0,7.0,110.0,4.0,60.0,124.0,0.0,75.0,120.0,131.0,0.0,483.0
2017-08-24,42.0,6.0,129.0,34.0,0.0,146.0,0.0,0.0,0.0,0.0,1.0,9.0,110.0,4.0,50.0,124.0,0.0,75.0,130.0,142.0,0.0,466.0
2017-08-25,42.0,6.0,129.0,34.0,0.0,146.0,0.0,0.0,16.0,0.0,1.0,6.0,110.0,3.0,50.0,124.0,0.0,75.0,120.0,142.0,0.0,469.0
2017-08-26,42.0,6.0,119.0,34.0,0.0,153.0,0.0,0.0,19.0,0.0,1.0,6.0,120.0,3.0,50.0,115.0,0.0,75.0,129.0,130.0,0.0,483.0
2017-08-27,42.0,6.0,110.0,34.0,0.0,153.0,0.0,0.0,19.0,0.0,1.0,6.0,132.0,3.0,40.0,121.0,0.0,73.0,129.0,130.0,0.0,483.0
2017-08-28,42.0,6.0,114.0,44.0,0.0,173.0,0.0,0.0,19.0,0.0,1.0,6.0,152.0,3.0,40.0,141.0,0.0,76.0,129.0,142.0,0.0,477.0
2017-08-29,42.0,6.0,113.0,44.0,0.0,163.0,0.0,0.0,19.0,0.0,1.0,6.0,152.0,3.0,30.0,131.0,0.0,76.0,129.0,142.0,0.0,456.0
2017-08-30,42.0,5.0,113.0,44.0,9.0,183.0,0.0,0.0,19.0,0.0,1.0,5.0,152.0,0.0,30.0,133.0,0.0,77.0,146.0,136.0,0.0,420.0
