Country,Mali,Mali,Mali,Mali,Mali,Mali
Split,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3
Type,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive
Prediction horizon,,,,,,
1,0.8896499734898269,0.9268817732004471,0.9717032096830094,0.9888684480532014,0.9883938968890649,0.9972592161432832
2,0.8701414705095591,0.8976338977588048,0.9337157964521777,0.9781596217249448,0.993209527606807,0.9941834789223478
3,0.8712919593852018,0.8758608334946886,0.8911661054959754,0.9655610771851864,0.9901391474149684,0.9977319383626699
4,0.8209105418667957,0.7963415126079597,0.8238721421126726,0.9354435277121971,0.984476781766233,0.9949295635770753
5,0.8208386344108562,0.8062878266217418,0.8154937954709527,0.9291879426324915,0.9869400621641455,0.986826412172221
6,0.674541200407771,0.7166124411712005,0.8009058919066816,0.8969319067114226,0.985484733407146,0.979060547429943
7,0.41502286562602353,0.5581877637823529,0.8194895746560102,0.9002023118024732,0.9834728286500153,0.9349237422590657
8,0.03679827923305301,0.32283156746417974,0.7715206654961917,0.8578141179986831,0.9851375938288562,0.924271439134871
9,-0.28967065721502894,0.1912828145221489,0.7591373797379333,0.8517537393966483,0.977530322749881,0.8991565598089523
10,-0.5288363863539072,0.07186475951238214,0.7452657122049642,0.8576444580029337,0.9625284889156644,0.8566979554861959
11,-0.4755313389223781,0.12967540072218942,0.7018928155778735,0.82829036820857,0.9673620266516061,0.8159026760056762
12,-0.5454305776356685,0.07504748299785213,0.5605422450769451,0.7617978443399971,0.9699995358422251,0.7880736804065713
13,-0.6881155188590025,-0.09508722954054649,0.45608850900777376,0.7659190422587046,0.9601979537136588,0.7394842332182021
14,-0.5873745597310913,-0.1066555141552672,0.2945047340999034,0.7777245582767232,0.9348152159778012,0.7420391147822923
15,-0.524319297006645,-0.15057548161186673,0.18703897708183048,0.7443732332724342,0.8770768384320029,0.6204826675806523
16,-0.49500396796830426,-0.18044241710382347,-0.0034333564853192833,0.7385935483507343,0.7524307167758759,0.4955695580739522
17,-0.8406158541887467,-0.5901181084013158,0.11956527993425481,0.7558815425733794,0.7486198483838714,0.4402790394428777
18,-0.9095743026081966,-0.7205186300696766,0.010813401902962871,0.7324680049801648,0.6860043553811082,0.2554691000128144
19,-0.8388131574957491,-0.5836163364824667,-0.10825774555832757,0.7257130179941005,0.6187269633816097,0.036847651509460455
20,-0.8237232869596955,-0.4708135506604163,-0.14215484954304536,0.7512729542264377,0.21767991259112307,-0.19332017472386753
21,-0.7972546838937353,-0.4139242027359469,-0.13422660534729247,0.745054003976179,0.3916002035077256,-0.49332942977159844
22,-0.8195751737853434,-0.3901016730575422,-0.29479531236190737,0.7487752627220899,0.3864393882079259,-0.5461353416036909
23,-1.0417220869767418,-0.5027002846331798,-0.24615858588402006,0.727871099339673,0.4499761546250365,-0.5401971797042169
24,-1.308264721983405,-0.7014489169701918,-0.13474323463346072,0.6945526416452972,0.5126595612626337,-0.6574964792093925
25,-1.2962936912226697,-0.597060959528769,-0.16243190825295906,0.6949772509447956,0.6109578224033734,-0.7009912263120504
26,-2.5525463376536104,-1.5786053329866085,-0.13307840091223544,0.709121502977233,0.5170551862327742,-1.0113056239124552
27,-2.930116279996504,-1.80763629160676,-0.05932001421794486,0.7594630376123654,0.4158617863873839,-2.2439442733988675
28,-2.6067272671562183,-1.4766422726822364,0.020737732224192618,0.7502295862835349,0.5468931512103146,-2.606275836311201
29,-2.1265529433335417,-1.0232449573066291,0.0442864265924664,0.7262369043865149,0.7390051399778585,-2.6861416049972715
30,-2.189443151298717,-1.067002933069181,-0.030306049638134436,0.7211623846366086,0.8231615594957697,-3.5556598839579427
