"Year","Month","Dekad","1 Month Anomaly (%)","3 Months Anomaly (%)","Value","Average"
2018,1,1,75.3853274704929,99.8842912359501,3.636,4.393
2018,1,2,86.8213722962326,113.326010493474,3.086,3.186
2018,1,3,89.527027027027,151.005657237937,5.273,6.989
2018,2,1,95.1409548094631,132.173120901853,8.505,8.061
2018,2,2,135.979458342897,102.06301800343,23.619,9.806
2018,2,3,258.921102320801,168.388716743242,66.206,13.972
2018,3,1,246.27234748418,193.255326543723,60.518,31.33
2018,3,2,170.749355067474,159.068642183086,29.41,41.995
2018,3,3,96.0183334942838,132.348196924165,29.329,51.292
2018,4,1,72.1071594892032,120.437558129703,48.937,59.909
2018,4,2,71.8862506662026,110.026990416544,43.917,62.677
2018,4,3,74.652249037372,103.326647605229,42.747,62.453
2018,5,1,70.8065110326909,97.4650265315967,49.407,71.166
2018,5,2,63.4177735666911,86.6556133654209,39.742,80.129
2018,5,3,62.5083764120238,73.4472481975873,57.562,89.409
2018,6,1,65.1425130622682,67.7702982076815,63.628,82.859
2018,6,2,72.1070289091629,68.2268362806199,61.816,85.398
2018,6,3,103.689550206737,80.433270396502,132.636,80.284
2018,7,1,133.13939268675,92.4913530395622,182.045,114.613
2018,7,2,141.786762743528,96.8213930462169,121.59,109.851
2018,7,3,120.599869954656,98.5044503873065,107.39,114.645
2018,8,1,88.5754376215616,95.9242296592396,79.803,125.404
2018,8,2,82.5631374333508,98.5887025869648,136.656,154.307
2018,8,3,95.9046911515944,105.960552685522,216.332,171.988
2018,9,1,98.1677320214707,104.232120428855,96.972,132.25
2018,9,2,85.2087603605255,99.4172205116949,67.045,143.871
2018,9,3,60.2813394275218,90.5385123223112,80.659,136.358
2018,10,1,62.8987647554378,83.7081935940433,90.175,103.863
2018,10,2,76.3963461596857,81.4253839500496,95.911,112.028
2018,10,3,95.6550693803943,83.2613650243158,128.53,113.47
2018,11,1,110.737589537698,89.0520687176576,84.955,52.928
2018,11,2,126.495816803865,90.2737732159925,39.897,31.816
2018,11,3,125.670337920268,82.25286564221,12.455,22.473
2018,12,1,89.6997696645575,83.3314364685798,5.409,11.253
2018,12,2,61.2687602471938,91.846323889659,1.284,3.848
2018,12,3,66.1865448796768,101.229993785521,2.147,3.364
2019,1,1,79.0233742189308,105.103495061178,3.642,4.393
2019,1,2,88.6501456333859,113.385605945523,2.777,3.186
2019,1,3,138.688537935526,119.946755407654,17.654,6.989
2019,2,1,141.638334041649,99.4724006718351,9.562,8.061
2019,2,2,110.26509065871,79.3398342389023,1.218,9.806
2019,2,3,102.284949449079,101.116572283364,22.015,13.972
2019,3,1,148.597714566566,140.933553802568,63.516,31.33
2019,3,2,140.682652085881,130.642543727836,41.349,41.995
2019,3,3,127.467556103612,126.204812621531,56.728,51.292
2019,4,1,93.5286404078531,113.882218652236,44.558,59.909
2019,4,2,98.2803815573369,113.511760592641,69.43,62.677
2019,4,3,78.0618235327294,98.6184725245025,28.263,62.453
2019,5,1,81.245879706829,95.7527737578389,59.914,71.166
2019,5,2,78.5021542091996,97.5913701762961,77.47,80.129
2019,5,3,96.2126651349799,97.2683631950889,93.825,89.409
2019,6,1,86.2753766239705,86.0656099390576,45.089,82.859
2019,6,2,68.1057736133838,79.1492952759991,33.382,85.398
2019,6,3,48.2430252841909,72.8042742487037,36.257,80.284
2019,7,1,92.2664875385384,86.8533724498909,188.206,114.613
2019,7,2,124.009048508648,92.6347241408259,155.853,109.851
2019,7,3,150.115007060832,103.775016281905,170.006,114.645
2019,8,1,134.100861350375,107.19993009124,146.77,125.404
2019,8,2,107.172145337277,101.985891163358,106.581,154.307
2019,8,3,93.0736258904611,100.873303352841,166.369,171.988
2019,9,1,95.5842021577437,107.243660920691,164.905,132.25
2019,9,2,100.385497774547,109.188887439045,118.601,143.871
2019,9,3,96.6642128957889,110.622713339878,114.88,136.358
2019,10,1,95.905778346173,107.143563981815,134.476,103.863
2019,10,2,92.6837617219095,100.353942927533,76.39,112.028
2019,10,3,99.7179994165505,96.092440710272,117.538,113.47
2019,11,1,101.59278289752,97.1503797754855,89.092,52.928
2019,11,2,124.845111279741,102.676457407106,43.315,31.816
2019,11,3,138.729023947038,103.532594461136,20.207,22.473
2019,12,1,100.992825183342,98.5379237460369,2.77,11.253
2019,12,2,81.370076091983,102.736452761284,5.734,3.848
2019,12,3,72.5768487616371,107.877551108177,2.155,3.364
2020,1,1,89.8727146493867,100.863302267946,1.528,4.393
2020,1,2,71.966766938834,114.410803525869,1.389,3.186
2020,1,3,59.7525236079453,118.437936772047,1.763,6.989
2020,2,1,58.4714548802947,87.5084216619379,3.358,8.061
2020,2,2,45.1141840716089,59.3813344847852,0.604,9.806
2020,2,3,42.3169769831975,44.1339886740036,3.743,13.972
2020,3,1,74.766541746022,68.0428440531232,34.332,31.33
2020,3,2,66.8941488432326,57.0137344473162,17.011,41.995
2020,3,3,95.0972016907226,77.5598815626657,66.674,51.292
2020,4,1,98.5802348096767,87.1176122431724,67.194,59.909
2020,4,2,126.207594165697,98.9352466464661,88.2,62.677
2020,4,3,99.3647424361282,90.9037112903455,28.406,62.453
2020,5,1,98.6989568387172,94.831162566329,77.006,71.166
2020,5,2,86.4959686790496,97.064276184054,78.121,80.129
2020,5,3,90.5159072053098,94.3579127703619,61.8,89.409
2020,6,1,97.193565475215,97.97920864732,105.112,82.859
2020,6,2,108.575612890692,106.245917850363,113.708,85.398
2020,6,3,127.881071087371,106.878430593146,101.805,80.284
2020,7,1,134.194181780602,112.07272648541,164.046,114.613
