AdminStrata,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Cascades,Cascades,Cascades,Cascades,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Est,Est,Est,Est,Est,Est,Est,Est,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Nord,Nord,Nord,Nord,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest
2018-09-30,176.0,209.11111111111111,210.0,391.6666666666667,400.0,310.2,192.5,184.66666666666666,165.0,286.5,350.0,223.5,202.0,272.5,210.0,,350.0,200.0,241.0,163.6,231.2,210.0,458.0,410.0,320.6666666666667,195.0,187.66666666666666,196.66666666666666,239.5,190.0,,390.0,344.0,180.0,212.25,181.4,231.6,,320.0,196.2,187.25,234.0,359.0,198.33333333333334,180.2,225.14285714285714,220.0,450.0,380.0,333.6666666666667,200.0,205.83333333333334,152.83333333333334,232.4,225.0,372.5,400.0,327.3333333333333,200.0,186.0,191.0,237.75,374.0,206.75,186.66666666666666,239.66666666666666,,317.0,180.5,231.0,265.1666666666667,260.0,400.0,350.0,,225.0,243.5,173.8,263.8,416.3333333333333,351.3333333333333,214.2
2018-10-31,153.875,190.66666666666666,202.5,403.0,400.0,303.6,167.5,162.11111111111111,111.0,264.0,363.0,229.5,184.5,264.5,215.0,,350.0,170.0,243.5,146.8,222.8,200.0,460.0,410.0,297.6666666666667,180.0,172.66666666666666,188.66666666666666,225.0,180.0,,390.0,321.0,180.0,197.75,161.0,221.8,,316.0,178.2,156.0,219.0,338.0,186.33333333333334,149.6,219.71428571428572,210.0,450.0,380.0,328.6666666666667,190.0,186.33333333333334,112.33333333333333,223.6,225.0,369.5,400.0,334.6666666666667,200.0,172.2,189.5,214.5,367.0,185.0,173.0,219.33333333333334,,322.0,140.5,216.5,229.33333333333334,250.0,400.0,340.0,,220.0,202.33333333333334,156.8,259.0,413.3333333333333,344.3333333333333,202.6
2018-11-30,125.75,166.33333333333334,167.5,398.3333333333333,400.0,290.0,125.0,139.33333333333334,95.0,252.5,317.0,212.5,167.0,251.0,200.0,400.0,350.0,150.0,219.5,136.6,218.2,170.0,460.0,410.0,280.3333333333333,160.0,158.33333333333334,168.66666666666666,201.0,180.0,,390.0,310.0,180.0,180.25,147.6,200.2,,314.0,160.8,144.75,225.75,331.3333333333333,172.66666666666666,135.0,172.85714285714286,210.0,450.0,380.0,320.3333333333333,190.0,139.33333333333334,100.5,193.4,225.0,365.5,400.0,301.3333333333333,200.0,150.8,172.75,203.5,366.5,164.5,169.0,217.66666666666666,,283.0,144.25,211.5,212.83333333333334,235.0,401.0,350.0,,215.0,189.83333333333334,134.0,233.2,407.3333333333333,341.3333333333333,196.8
2018-12-31,124.75,154.88888888888889,160.0,402.6666666666667,400.0,288.6,120.0,127.55555555555556,111.5,250.5,286.0,168.0,163.0,235.0,190.0,400.0,350.0,150.0,218.0,136.6,193.6,165.0,383.0,410.0,254.66666666666666,140.0,148.33333333333334,160.66666666666666,179.0,170.0,,380.0,309.0,165.0,166.0,138.8,183.8,,314.0,145.4,150.25,218.0,316.3333333333333,165.0,133.0,176.0,190.0,450.0,380.0,312.0,155.0,145.16666666666666,104.33333333333333,179.2,225.0,360.0,400.0,295.6666666666667,200.0,132.0,161.25,196.75,322.5,150.75,170.33333333333334,209.66666666666666,,288.0,136.75,209.0,219.33333333333334,225.0,401.0,350.0,,175.0,189.5,132.2,224.2,431.3333333333333,334.6666666666667,170.4
2019-01-31,123.75,158.33333333333334,155.0,380.3333333333333,400.0,284.6,120.0,127.11111111111111,113.5,231.5,267.0,177.0,161.0,232.5,185.0,400.0,350.0,130.0,218.5,136.2,185.8,175.0,460.0,410.0,252.33333333333334,140.0,148.33333333333334,160.0,179.75,170.0,,390.0,309.0,165.0,166.75,142.2,182.8,,317.0,147.8,147.0,210.5,310.6666666666667,163.33333333333334,149.8,193.28571428571428,185.0,450.0,380.0,335.5,165.0,161.33333333333334,108.5,170.8,225.0,354.0,400.0,299.0,200.0,133.6,158.25,193.25,350.0,154.25,170.33333333333334,201.66666666666666,,275.0,138.75,209.0,222.33333333333334,220.0,401.0,350.0,,175.0,189.5,129.8,209.0,423.6666666666667,331.6666666666667,166.4
2019-02-28,126.5,146.11111111111111,152.5,386.3333333333333,400.0,282.2,123.75,123.55555555555556,119.0,249.0,300.0,147.5,157.5,227.5,175.0,400.0,350.0,140.0,214.0,138.0,175.6,175.0,435.0,410.0,253.66666666666666,140.0,141.33333333333334,161.0,182.75,170.0,,390.0,315.0,165.0,171.0,141.6,178.8,,317.0,147.8,150.5,192.0,289.0,174.33333333333334,148.2,189.42857142857142,185.0,450.0,380.0,315.0,150.0,167.5,111.5,172.6,225.0,366.0,400.0,308.6666666666667,200.0,130.4,158.0,186.5,376.5,162.25,164.0,203.66666666666666,,283.0,145.5,198.5,223.0,220.0,400.0,350.0,,175.0,191.57142857142858,131.4,201.8,416.3333333333333,329.6666666666667,170.6
2019-03-31,126.0,148.66666666666666,147.5,382.3333333333333,400.0,283.6,122.5,125.22222222222223,123.5,249.0,306.0,157.0,157.5,222.5,165.0,400.0,350.0,135.0,216.0,136.0,170.6,170.0,460.0,410.0,255.66666666666666,140.0,143.33333333333334,159.66666666666666,181.5,170.0,,390.0,314.0,165.0,170.75,136.2,174.4,,316.0,148.8,150.25,188.0,300.3333333333333,166.66666666666666,149.0,186.85714285714286,185.0,450.0,380.0,316.6666666666667,150.0,163.83333333333334,111.66666666666667,161.4,225.0,354.0,400.0,302.0,200.0,129.8,161.0,192.75,374.0,160.5,164.0,194.66666666666666,,283.0,149.5,201.5,225.57142857142858,210.0,400.0,350.0,,170.0,193.0,135.4,215.8,420.0,335.6666666666667,167.8
2019-04-30,125.75,146.88888888888889,140.0,382.6666666666667,400.0,284.0,120.0,125.55555555555556,140.0,245.0,276.0,150.5,160.0,226.5,160.0,400.0,350.0,135.0,209.0,135.0,171.4,170.0,306.0,410.0,258.3333333333333,135.0,140.0,160.0,181.75,175.0,,390.0,316.0,165.0,169.25,136.2,172.4,,317.0,148.8,151.5,188.75,291.3333333333333,151.0,153.2,192.42857142857142,190.0,450.0,380.0,318.0,130.0,171.16666666666666,108.5,167.6,175.0,354.0,400.0,297.6666666666667,150.0,129.8,159.75,195.0,376.0,163.0,162.0,177.66666666666666,,283.0,139.5,201.0,228.57142857142858,200.0,401.5,350.0,,170.0,192.85714285714286,133.4,212.6,417.3333333333333,339.6666666666667,166.8
2019-05-31,126.0,147.55555555555554,150.0,381.3333333333333,400.0,288.4,120.0,121.88888888888889,140.5,244.5,306.0,162.5,163.0,232.5,170.0,400.0,350.0,135.0,218.5,138.8,176.4,160.0,460.0,420.0,253.33333333333334,130.0,151.0,161.0,183.25,175.0,,390.0,316.0,165.0,168.0,135.0,169.8,,317.0,144.4,147.25,200.25,292.3333333333333,160.66666666666666,158.0,191.42857142857142,180.0,450.0,380.0,314.6666666666667,130.0,160.83333333333334,106.16666666666667,173.0,225.0,354.0,400.0,289.3333333333333,225.0,130.6,160.25,186.25,374.5,159.25,156.33333333333334,172.66666666666666,,283.0,136.0,202.0,220.28571428571428,200.0,402.0,350.0,,165.0,191.28571428571428,133.2,203.2,423.6666666666667,333.0,161.6
2019-06-30,119.75,135.22222222222223,147.5,378.0,400.0,278.2,110.0,116.55555555555556,130.5,233.5,305.0,140.0,163.0,231.0,170.0,400.0,350.0,135.0,214.0,130.6,166.0,160.0,460.0,420.0,248.0,130.0,147.66666666666666,161.0,175.75,175.0,,390.0,316.0,165.0,163.25,129.4,158.6,,312.0,135.8,136.5,202.75,279.6666666666667,156.66666666666666,147.8,188.14285714285714,180.0,450.0,380.0,314.6666666666667,130.0,156.0,103.16666666666667,159.0,200.0,352.5,400.0,298.0,150.0,123.2,157.25,180.25,372.5,151.25,149.66666666666666,162.0,,275.0,124.0,203.5,222.42857142857142,200.0,400.0,350.0,,170.0,190.0,123.2,192.6,423.6666666666667,324.6666666666667,155.0
2019-07-31,115.75,130.55555555555554,140.0,377.6666666666667,400.0,311.4,102.5,109.44444444444444,117.5,212.5,255.0,141.5,159.0,224.5,155.0,400.0,350.0,120.0,206.0,124.6,160.2,150.0,454.0,420.0,245.0,125.0,143.66666666666666,159.0,182.25,175.0,,390.0,315.0,155.0,155.75,129.6,160.8,,314.0,136.8,128.75,184.0,276.6666666666667,126.0,137.4,170.0,180.0,450.0,380.0,314.6666666666667,130.0,142.83333333333334,99.16666666666667,154.2,175.0,352.5,400.0,289.3333333333333,110.0,109.0,158.25,172.0,370.5,142.75,154.0,165.33333333333334,,287.0,121.25,200.0,220.28571428571428,200.0,400.0,350.0,,190.0,193.57142857142858,125.0,185.4,422.0,321.0,148.0
2019-08-31,113.375,130.88888888888889,150.0,388.0,400.0,285.75,102.5,106.11111111111111,116.0,201.0,304.0,144.0,152.0,215.5,160.0,400.0,350.0,120.0,191.0,118.6,156.6,160.0,460.0,420.0,238.66666666666666,130.0,142.66666666666666,176.33333333333334,167.5,175.0,,360.0,314.0,150.0,154.0,129.0,163.0,,318.0,129.0,119.75,179.5,261.3333333333333,135.0,134.0,152.42857142857142,160.0,450.0,380.0,313.3333333333333,120.0,145.33333333333334,95.5,152.8,175.0,438.5,400.0,297.3333333333333,120.0,114.2,156.5,165.25,371.0,146.0,151.66666666666666,165.66666666666666,,275.0,120.25,192.5,220.71428571428572,190.0,400.0,350.0,,150.0,189.85714285714286,117.8,194.8,423.6666666666667,320.6666666666667,146.2
2019-09-30,114.375,142.44444444444446,150.0,395.0,360.0,282.4,102.5,105.66666666666667,105.5,244.0,331.0,142.0,151.5,207.5,160.0,400.0,350.0,110.0,185.0,118.2,155.0,150.0,460.0,420.0,239.33333333333334,130.0,136.66666666666666,153.33333333333334,166.0,175.0,,360.0,314.0,155.0,151.75,124.2,160.2,,317.0,128.0,122.5,181.75,274.3333333333333,139.33333333333334,131.0,146.57142857142858,170.0,450.0,380.0,315.0,120.0,141.83333333333334,97.5,159.0,165.0,378.5,400.0,303.0,95.0,115.8,154.25,168.25,367.5,140.75,150.66666666666666,166.33333333333334,,269.0,120.0,185.0,212.42857142857142,190.0,401.0,350.0,,140.0,180.14285714285714,109.6,175.8,413.6666666666667,311.6666666666667,138.8
2019-10-31,109.75,131.66666666666666,150.0,379.5,370.0,281.4,100.0,107.0,97.0,232.5,314.0,152.0,147.5,203.0,160.0,400.0,350.0,110.0,181.5,110.8,156.4,145.0,460.0,420.0,231.66666666666666,125.0,129.66666666666666,153.66666666666666,164.5,175.0,,360.0,314.0,155.0,152.5,123.4,159.4,,317.0,126.8,120.0,161.75,278.0,144.0,113.2,148.0,170.0,450.0,380.0,319.6666666666667,120.0,138.0,92.0,159.8,165.0,429.5,400.0,302.3333333333333,100.0,112.2,151.5,167.25,366.5,138.0,148.0,162.33333333333334,,267.0,115.75,184.5,201.85714285714286,190.0,401.0,350.0,,140.0,167.71428571428572,110.6,177.2,411.3333333333333,318.6666666666667,138.8
2019-11-30,108.0,127.88888888888889,135.0,384.0,360.0,290.2,92.5,104.0,90.0,228.5,284.0,129.0,146.0,193.5,155.0,400.0,350.0,110.0,184.5,110.4,158.8,140.0,460.0,410.0,238.0,125.0,129.0,151.66666666666666,161.0,175.0,,360.0,314.0,155.0,147.25,125.2,154.8,,313.0,122.0,122.5,168.25,275.3333333333333,131.66666666666666,115.4,134.66666666666666,170.0,450.0,380.0,308.3333333333333,120.0,128.66666666666666,88.16666666666667,156.4,165.0,354.5,400.0,300.3333333333333,120.0,104.16666666666667,152.75,170.5,368.0,134.5,142.33333333333334,166.66666666666666,,267.0,115.75,182.5,200.85714285714286,185.0,401.0,350.0,,135.0,164.85714285714286,113.2,175.2,414.0,322.0,135.8
2019-12-31,103.375,130.44444444444446,140.0,388.3333333333333,360.0,284.6,100.0,103.0,93.0,234.5,258.0,131.5,150.5,206.0,165.0,400.0,350.0,115.0,189.0,112.0,158.2,150.0,460.0,410.0,233.66666666666666,120.0,128.66666666666666,148.66666666666666,150.0,175.0,,360.0,316.0,155.0,137.75,120.8,155.0,,317.0,122.0,127.25,172.5,269.6666666666667,130.66666666666666,131.8,146.0,160.0,450.0,380.0,305.3333333333333,110.0,130.33333333333334,93.83333333333333,160.2,165.0,384.5,400.0,300.0,125.0,106.8,151.0,165.5,375.0,130.0,132.66666666666666,161.33333333333334,,267.0,117.75,189.5,196.28571428571428,185.0,400.0,350.0,,130.0,162.0,113.6,176.8,418.3333333333333,319.6666666666667,137.6
2020-01-31,109.25,133.88888888888889,150.0,380.0,360.0,287.6,102.5,103.88888888888889,97.5,228.0,250.0,117.5,160.0,213.0,165.0,400.0,350.0,120.0,198.5,99.0,159.0,160.0,460.0,410.0,241.0,120.0,130.0,152.33333333333334,157.5,175.0,,360.0,315.0,155.0,145.25,120.75,158.75,,320.0,121.75,134.0,187.5,277.3333333333333,149.66666666666666,133.6,157.42857142857142,170.0,450.0,380.0,308.6666666666667,120.0,131.33333333333334,96.83333333333333,162.8,165.0,354.5,400.0,300.3333333333333,125.0,111.2,152.5,169.5,364.0,133.5,138.66666666666666,165.66666666666666,,275.0,122.75,194.5,206.42857142857142,190.0,400.0,350.0,,140.0,169.42857142857142,114.2,173.2,423.3333333333333,316.6666666666667,137.8
2020-02-29,115.625,138.22222222222223,150.0,378.0,360.0,276.8,105.0,108.55555555555556,96.5,225.0,261.0,119.0,155.5,213.0,165.0,400.0,350.0,120.0,193.0,109.8,160.6,150.0,457.0,410.0,238.33333333333334,115.0,129.0,155.66666666666666,191.5,175.0,,360.0,315.0,155.0,145.0,121.25,157.5,,323.0,121.5,126.0,174.0,274.6666666666667,131.0,136.0,158.57142857142858,170.0,450.0,380.0,308.6666666666667,120.0,134.0,98.33333333333333,162.6,165.0,429.5,400.0,297.3333333333333,125.0,114.2,153.0,168.25,375.0,140.75,148.33333333333334,167.0,,283.0,124.75,194.5,215.28571428571428,195.0,401.0,350.0,,145.0,180.42857142857142,121.0,180.4,412.0,321.3333333333333,147.4
2020-03-31,114.375,145.77777777777777,150.0,378.0,360.0,281.0,105.0,110.55555555555556,100.0,223.5,276.0,148.0,154.5,211.5,165.0,420.0,350.0,120.0,187.5,113.4,165.2,155.0,422.0,410.0,275.3333333333333,120.0,133.33333333333334,157.0,169.5,175.0,,360.0,315.0,155.0,146.25,124.2,160.2,,326.0,125.2,130.25,180.25,275.3333333333333,132.33333333333334,132.4,160.57142857142858,170.0,450.0,380.0,308.3333333333333,120.0,147.0,100.66666666666667,167.6,165.0,444.5,400.0,295.0,125.0,119.6,153.0,172.75,349.5,145.5,147.33333333333334,176.33333333333334,,283.0,123.5,187.0,219.0,195.0,400.0,350.0,,145.0,184.28571428571428,122.2,188.8,417.0,317.0,151.6
2020-04-30,118.85714285714286,150.125,150.0,393.75,360.0,280.57142857142856,110.0,117.375,114.5,232.5,281.0,148.5,157.5,216.0,165.0,404.5,350.0,130.0,188.5,121.6,168.2,170.0,460.0,410.0,290.8,125.0,135.0,157.0,175.5,165.0,386.5,360.0,316.0,150.0,149.5,128.8,167.8,387.5,274.0,129.2,132.5,190.5,293.5,146.75,138.75,162.0,170.0,450.0,380.0,310.0,120.0,146.66666666666666,106.8,179.75,175.0,363.0,400.0,311.3333333333333,130.0,124.0,153.25,171.25,382.5,139.25,145.33333333333334,172.5,414.0,357.0,123.0,197.0,225.57142857142858,195.0,398.0,350.0,347.0,140.0,185.14285714285714,134.25,219.75,438.6666666666667,325.3333333333333,160.5
