AdminStrata,Al-Hasakeh,Aleppo,Ar-Raqqa,As-Sweida,Damascus,Dar'a,Deir-ez-Zor,Hama,Homs,Lattakia,Rural Damascus,Tartous
Indicator,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities
2018-08-31,89.5,168.0,,79.0,1.0,37.0,,55.0,22.0,44.0,387.5,0.0
2018-09-01,88.0,168.5,,62.0,2.0,37.0,,54.0,24.0,44.0,365.5,0.0
2018-09-02,58.0,146.5,,61.0,5.0,37.0,,74.0,34.0,45.0,349.5,0.0
2018-09-03,68.0,153.5,,61.0,5.0,37.0,,64.0,34.0,45.0,353.5,0.0
2018-09-04,68.0,153.5,,60.0,5.0,33.0,,62.0,34.0,48.0,353.5,1.0
2018-09-05,68.0,169.5,,60.0,6.0,31.0,,63.0,34.0,48.0,351.5,1.0
2018-09-06,68.0,163.5,,50.0,6.0,29.0,,73.0,34.0,50.0,354.5,1.0
2018-09-07,74.0,162.5,,34.0,8.0,28.0,,86.0,34.0,32.0,351.5,4.0
2018-09-08,90.5,159.5,,34.0,8.0,28.0,,91.0,34.0,31.0,362.5,4.0
2018-09-09,91.5,152.0,,33.0,8.0,28.0,,110.0,34.0,31.0,374.5,4.0
2018-09-10,81.5,117.5,,11.0,8.0,8.0,,110.0,44.0,31.0,373.5,4.0
2018-09-11,78.5,118.5,,11.0,8.0,8.0,,107.0,44.0,31.0,387.5,4.0
2018-09-12,79.5,120.5,,11.0,8.0,8.0,,107.0,44.0,31.0,391.0,4.0
2018-09-13,80.5,121.5,,11.0,8.0,8.0,,106.0,42.0,17.0,396.0,4.0
2018-09-14,82.5,122.5,,11.0,8.0,6.0,,106.0,42.0,17.0,369.0,4.0
2018-09-15,82.5,127.5,,11.0,8.0,6.0,,107.0,47.0,17.0,358.0,4.0
2018-09-16,87.5,123.5,,11.0,7.0,5.0,,108.0,52.0,18.0,344.0,4.0
2018-09-17,86.5,126.5,,12.0,7.0,5.0,,108.0,52.0,18.0,348.0,21.0
2018-09-18,76.5,127.5,,10.0,9.0,3.0,,107.0,52.0,18.0,348.0,21.0
2018-09-19,90.5,128.5,,5.0,10.0,3.0,,107.0,55.0,18.0,362.0,21.0
2018-09-20,90.5,141.5,,5.0,10.0,3.0,,107.0,55.0,18.0,372.0,21.0
2018-09-21,96.5,133.5,,4.0,11.0,3.0,,106.0,55.0,18.0,362.0,21.0
2018-09-22,96.5,123.0,,4.0,11.0,3.0,,105.0,35.0,18.0,362.0,21.0
2018-09-23,95.5,124.0,,4.0,12.0,3.0,,105.0,35.0,18.0,362.0,21.0
2018-09-24,100.5,125.0,,4.0,12.0,3.0,,109.0,35.0,8.0,329.0,21.0
2018-09-25,105.5,125.0,,4.0,12.0,3.0,,109.0,35.0,12.0,323.0,21.0
2018-09-26,109.5,128.0,,4.0,12.0,3.0,,110.0,35.0,11.0,333.0,21.0
2018-09-27,109.5,128.0,,4.0,13.0,9.0,,111.0,35.0,11.0,346.0,21.0
2018-09-28,109.5,127.0,,4.0,13.0,8.0,,111.0,35.0,11.0,348.0,21.0
2018-09-29,109.5,119.0,24.0,3.0,13.0,11.0,781.5,111.0,35.0,11.0,349.0,21.0
2018-09-30,99.5,120.0,25.0,2.0,13.0,11.0,795.5,101.0,35.0,11.0,342.0,21.0
2018-10-01,97.5,123.0,25.0,2.0,14.0,12.0,804.5,101.0,35.0,11.0,331.0,21.0
2018-10-02,97.0,114.5,22.0,3.0,13.0,12.0,802.5,101.0,33.0,11.0,327.0,21.0
2018-10-03,85.0,115.5,21.0,3.0,10.0,12.0,784.5,81.0,23.0,10.0,318.0,21.0
2018-10-04,78.0,95.5,23.0,3.0,10.0,12.0,809.5,81.0,23.0,10.0,325.0,21.0
2018-10-05,78.0,104.5,23.0,3.0,10.0,12.0,807.5,78.0,23.0,12.0,331.0,20.0
2018-10-06,78.0,103.5,20.0,3.0,9.0,12.0,820.5,79.0,23.0,12.0,341.0,20.0
2018-10-07,78.0,103.5,19.0,3.0,9.0,12.0,812.5,70.0,23.0,11.0,343.0,20.0
2018-10-08,82.0,104.5,16.0,3.0,7.0,12.0,821.5,57.0,23.0,11.0,353.0,17.0
2018-10-09,68.0,101.5,16.0,3.0,7.0,12.0,836.5,51.0,23.0,11.0,354.0,17.0
2018-10-10,67.0,103.0,19.0,3.0,7.0,12.0,874.5,26.0,23.0,11.0,363.0,17.0
2018-10-11,67.0,101.5,19.0,2.0,7.0,11.0,902.5,15.0,13.0,11.0,394.0,17.0
2018-10-12,68.0,103.5,18.0,2.0,7.0,11.0,967.0,15.0,13.0,11.0,369.0,17.0
2018-10-13,68.0,103.5,18.0,2.0,7.0,13.0,935.0,15.0,13.0,11.0,354.0,17.0
2018-10-14,67.0,100.5,19.0,2.0,7.0,15.0,926.0,15.0,13.0,11.0,339.0,17.0
2018-10-15,65.0,99.5,19.0,2.0,7.0,15.0,890.0,15.0,13.0,11.0,342.0,17.0
2018-10-16,65.0,109.5,20.0,2.0,7.0,15.0,895.0,16.0,8.0,11.0,342.0,17.0
2018-10-17,57.0,110.5,30.0,2.0,7.0,14.0,874.0,17.0,3.0,10.0,338.0,17.0
