"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2017,1,1,0.806,0.822
2017,1,2,0.751,0.855
2017,1,3,1.062,1.239
2017,2,1,3.147,1.085
2017,2,2,7.133,1.405
2017,2,3,4.246,1.552
2017,3,1,3.059,6.291
2017,3,2,3.185,7.161
2017,3,3,6.528,7.718
2017,4,1,2.261,12.517
2017,4,2,2.135,15.943
2017,4,3,22.265,14.699
2017,5,1,16.019,4.386
2017,5,2,13.59,4.173
2017,5,3,6.239,3.765
2017,6,1,0.19,0.166
2017,6,2,0,0
2017,6,3,0.014,0
2017,7,1,8.372,2.908
2017,7,2,5.227,4.171
2017,7,3,14.417,3.834
2017,8,1,7.081,7.718
2017,8,2,13.962,6.725
2017,8,3,18.296,6.457
2017,9,1,0.865,0.82
2017,9,2,0.744,0.263
2017,9,3,0.578,0.223
2017,10,1,0.209,0.666
2017,10,2,0.453,0.512
2017,10,3,0.28,0.566
2017,11,1,0.526,0.427
2017,11,2,0.803,0.668
2017,11,3,0.848,0.808
2017,12,1,1,1.095
2017,12,2,1,1.021
2017,12,3,1.045,1.057
2018,1,1,0.803,0.822
2018,1,2,0.751,0.855
2018,1,3,1.22,1.239
2018,2,1,2.37,1.085
2018,2,2,2.363,1.405
2018,2,3,2.63,1.552
2018,3,1,6.685,6.291
2018,3,2,6.756,7.161
2018,3,3,6.768,7.718
2018,4,1,18.424,12.517
2018,4,2,7.758,15.943
2018,4,3,17.382,14.699
2018,5,1,8.628,4.386
2018,5,2,8.047,4.173
2018,5,3,7.666,3.765
2018,6,1,1.701,0.166
2018,6,2,0,0
2018,6,3,0.019,0
2018,7,1,6.659,2.908
2018,7,2,2.815,4.171
2018,7,3,6.69,3.834
2018,8,1,11.936,7.718
2018,8,2,11.358,6.725
2018,8,3,12.521,6.457
2018,9,1,1.533,0.82
2018,9,2,1.927,0.263
2018,9,3,1.348,0.223
2018,10,1,2.185,0.666
2018,10,2,2.841,0.512
2018,10,3,5.246,0.566
2018,11,1,0.256,0.427
2018,11,2,0.246,0.668
2018,11,3,1.002,0.808
2018,12,1,1.626,1.095
2018,12,2,1.974,1.021
2018,12,3,1.991,1.057
2019,1,1,0.815,0.822
2019,1,2,0.749,0.855
2019,1,3,1.04,1.239
2019,2,1,1.005,1.085
2019,2,2,1.318,1.405
2019,2,3,2.092,1.552
2019,3,1,5.514,6.291
2019,3,2,5.737,7.161
2019,3,3,5.751,7.718
2019,4,1,12.555,12.517
2019,4,2,16.206,15.943
2019,4,3,5.609,14.699
2019,5,1,3.057,4.386
2019,5,2,5.732,4.173
2019,5,3,8.936,3.765
2019,6,1,1.211,0.166
2019,6,2,0,0
2019,6,3,0.18,0
2019,7,1,2.194,2.908
2019,7,2,1.607,4.171
2019,7,3,2.763,3.834
2019,8,1,6.235,7.718
2019,8,2,3.557,6.725
2019,8,3,3.595,6.457
2019,9,1,1.287,0.82
2019,9,2,0.315,0.263
2019,9,3,0.244,0.223
2019,10,1,1.038,0.666
2019,10,2,0.718,0.512
2019,10,3,0.299,0.566
2019,11,1,0.301,0.427
2019,11,2,0.519,0.668
2019,11,3,1.457,0.808
2019,12,1,1.128,1.095
2019,12,2,2.104,1.021
2019,12,3,2,1.057