"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2015,1,1,3.13,3.186
2015,1,2,3.022,3.169
2015,1,3,2.963,2.949
2015,2,1,1.531,1.25
2015,2,2,1.252,0.951
2015,2,3,1.137,0.945
2015,3,1,2.414,2.984
2015,3,2,2.286,3.474
2015,3,3,11.262,3.706
2015,4,1,1.504,2.095
2015,4,2,1.446,2.629
2015,4,3,1.73,2.158
2015,5,1,1.12,0.675
2015,5,2,0.381,0.372
2015,5,3,1.846,0.441
2015,6,1,0.181,0.156
2015,6,2,0.209,0.168
2015,6,3,0.283,0.185
2015,7,1,1.8,2.114
2015,7,2,2.592,2.849
2015,7,3,2.278,2.47
2015,8,1,4.088,2.882
2015,8,2,1.569,2.097
2015,8,3,1.619,1.869
2015,9,1,0.089,0.102
2015,9,2,0.036,0.047
2015,9,3,0.028,0.02
2015,10,1,0.094,0.021
2015,10,2,0.139,0.078
2015,10,3,0.436,0.407
2015,11,1,4.642,1.537
2015,11,2,2.436,1.769
2015,11,3,2.59,2.049
2015,12,1,2.699,2.248
2015,12,2,2.856,2.353
2015,12,3,3.423,2.816
2016,1,1,3.601,3.186
2016,1,2,3.554,3.169
2016,1,3,3.337,2.949
2016,2,1,1.571,1.25
2016,2,2,1.299,0.951
2016,2,3,2.073,0.945
2016,3,1,2.942,2.984
2016,3,2,2.714,3.474
2016,3,3,2.406,3.706
2016,4,1,2.668,2.095
2016,4,2,4.694,2.629
2016,4,3,3.373,2.158
2016,5,1,0.833,0.675
2016,5,2,0.409,0.372
2016,5,3,0.347,0.441
2016,6,1,0.181,0.156
2016,6,2,0.255,0.168
2016,6,3,0.788,0.185
2016,7,1,1.996,2.114
2016,7,2,2.433,2.849
2016,7,3,5.955,2.47
2016,8,1,5.915,2.882
2016,8,2,1.997,2.097
2016,8,3,1.373,1.869
2016,9,1,0.223,0.102
2016,9,2,0.102,0.047
2016,9,3,0.087,0.02
2016,10,1,0.154,0.021
2016,10,2,0.117,0.078
2016,10,3,0.437,0.407
2016,11,1,2.571,1.537
2016,11,2,2.666,1.769
2016,11,3,2.523,2.049
2016,12,1,2.613,2.248
2016,12,2,3.183,2.353
2016,12,3,3.5,2.816
2017,1,1,3.587,3.186
2017,1,2,3.569,3.169
2017,1,3,3.505,2.949
2017,2,1,1.594,1.25
2017,2,2,1.693,0.951
2017,2,3,1.196,0.945
2017,3,1,4.173,2.984
2017,3,2,2.809,3.474
2017,3,3,8.566,3.706
2017,4,1,1.494,2.095
2017,4,2,1.428,2.629
2017,4,3,1.773,2.158
2017,5,1,3.011,0.675
2017,5,2,2.139,0.372
2017,5,3,0.649,0.441
2017,6,1,0.221,0.156
2017,6,2,0.186,0.168
2017,6,3,0.258,0.185
2017,7,1,2.893,2.114
2017,7,2,6.961,2.849
2017,7,3,3.968,2.47
2017,8,1,2.312,2.882
2017,8,2,1.981,2.097
2017,8,3,2.394,1.869
2017,9,1,0.089,0.102
2017,9,2,0.018,0.047
2017,9,3,0.15,0.02
2017,10,1,0.094,0.021
2017,10,2,0.147,0.078
2017,10,3,0.432,0.407
2017,11,1,1.614,1.537
2017,11,2,2.35,1.769
2017,11,3,2.575,2.049
2017,12,1,2.652,2.248
2017,12,2,2.958,2.353
2017,12,3,3.353,2.816