"Year","Month","Dekad","NDVI","Average"
2017,1,1,0.251814,0.2633296
2018,1,1,0.258113,0.2633296
2018,1,1,0.26024,0.2633296
2018,1,2,0.2428653,0.2566415
2017,1,2,0.2580481,0.2566415
2019,1,2,0.2558384,0.2566415
2019,1,3,0.2488954,0.2452508
2017,1,3,0.2525457,0.2452508
2018,1,3,0.2344979,0.2452508
2018,2,1,0.2312577,0.2402519
2017,2,1,0.2475183,0.2402519
2019,2,1,0.2448956,0.2402519
2019,2,2,0.2388987,0.2354245
2017,2,2,0.2416295,0.2354245
2018,2,2,0.2304086,0.2354245
2018,2,3,0.2321336,0.2311889
2017,2,3,0.236214,0.2311889
2019,2,3,0.2327353,0.2311889
2019,3,1,0.2223094,0.2248677
2017,3,1,0.2271391,0.2248677
2018,3,1,0.2353678,0.2248677
2018,3,2,0.2328883,0.2232902
2017,3,2,0.2233035,0.2232902
2019,3,2,0.219076,0.2232902
2019,3,3,0.2180702,0.2231156
2017,3,3,0.2206829,0.2231156
2018,3,3,0.2285777,0.2231156
2018,4,1,0.2237948,0.2243845
2017,4,1,0.2190784,0.2243845
2019,4,1,0.2191309,0.2243845
2019,4,2,0.224308,0.2320977
2017,4,2,0.2216972,0.2320977
2018,4,2,0.2196357,0.2320977
2018,4,3,0.2207952,0.2382768
2017,4,3,0.2265033,0.2382768
2019,4,3,0.2288115,0.2382768
2019,5,1,0.2363744,0.2459131
2017,5,1,0.2367551,0.2459131
2018,5,1,0.224413,0.2459131
2018,5,2,0.2323085,0.2556529
2017,5,2,0.2543587,0.2556529
2019,5,2,0.2474327,0.2556529
2019,5,3,0.2728471,0.2832728
2017,5,3,0.3104847,0.2832728
2018,5,3,0.2676269,0.2832728
2018,6,1,0.2929548,0.3020647
2017,6,1,0.3428841,0.3020647
2019,6,1,0.2883286,0.3020647
2019,6,2,0.3083319,0.3239271
2017,6,2,0.3753888,0.3239271
2018,6,2,0.3182302,0.3239271
2018,6,3,0.3440669,0.3492204
2017,6,3,0.4091509,0.3492204
2019,6,3,0.3326038,0.3492204
2019,7,1,0.3979279,0.4138892
2019,7,1,0.3925684,0.4138892
2017,7,1,0.4741951,0.4138892
2018,7,1,0.4043845,0.4138892
2018,7,2,0.4387495,0.4497684
2017,7,2,0.502638,0.4497684
2019,7,2,0.4305126,0.4497684
2019,7,3,0.4700809,0.4875254
2017,7,3,0.5275103,0.4875254
2018,7,3,0.475251,0.4875254
2018,8,1,0.538295,0.5575176
2017,8,1,0.565693,0.5575176
2019,8,1,0.5450151,0.5575176
2019,8,2,0.5768804,0.5853261
2017,8,2,0.5796988,0.5853261
2018,8,2,0.5665926,0.5853261
2018,8,3,0.5912543,0.6062156
2017,8,3,0.5917475,0.6062156
2019,8,3,0.5995486,0.6062156
2019,9,1,0.6105554,0.619294
2017,9,1,0.6011944,0.619294
2018,9,1,0.6096162,0.619294
2018,9,2,0.6157993,0.6197401
2017,9,2,0.5997799,0.6197401
2019,9,2,0.6024536,0.6197401
2019,9,3,0.5858101,0.6062802
2017,9,3,0.5828701,0.6062802
2018,9,3,0.6026743,0.6062802
2018,10,1,0.5806064,0.5834178
2017,10,1,0.5542944,0.5834178
2019,10,1,0.5645827,0.5834178
2019,10,2,0.5386099,0.5524
2017,10,2,0.5172333,0.5524
2018,10,2,0.5505534,0.5524
2018,10,3,0.477206,0.4751537
2017,10,3,0.4334875,0.4751537
2019,10,3,0.4760065,0.4751537
2019,11,1,0.4424512,0.4346925
2017,11,1,0.3939969,0.4346925
2018,11,1,0.4367701,0.4346925
2018,11,2,0.3963711,0.3962628
2017,11,2,0.3584947,0.3962628
2019,11,2,0.4091582,0.3962628
2019,11,3,0.349955,0.3332713
2017,11,3,0.3060547,0.3332713
2018,11,3,0.3315846,0.3332713
2018,12,1,0.3088999,0.3107079
2017,12,1,0.2884854,0.3107079
2019,12,1,0.3259494,0.3107079
2019,12,2,0.3050172,0.2934686
2017,12,2,0.2745995,0.2934686
2018,12,2,0.2915857,0.2934686
2018,12,3,0.2792292,0.2807323
2017,12,3,0.2636243,0.2807323
2019,12,3,0.2886015,0.2807323