Split,,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3
Type,,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive
Country,Prediction horizon,,,,,,
Cameroon,1,0.17346311941951364,0.010513200694724422,0.9924669458777122,0.2160958023965447,0.35740601953529805,0.1250837265583225
Cameroon,2,0.5325805817107635,0.18116615534647115,0.7312973652607327,0.35482875805688985,0.3583687444193401,0.18030465716288738
Cameroon,3,0.6905692371501979,0.5249882589813155,1.2618330560067617,0.527082847150637,0.943317615419844,0.6812810768774171
Cameroon,4,1.018842587870312,0.5610026601782271,2.4104366086569913,1.098922892859322,1.3537527738212423,0.8427538726052245
Cameroon,5,1.5777190787585336,0.6121790232590727,2.335649450096333,1.925748244115077,2.1559085752258533,1.3064137849124995
Cameroon,6,2.2293739530895027,1.3110919695722016,2.5610074779163097,2.1082127961343584,3.6007823743730896,1.5728889526172747
Cameroon,7,4.81608949339784,4.857840660110671,3.5218975428686714,4.7609130614283295,4.880603066970927,1.8699661949752513
Cameroon,8,3.279749140897903,4.157372430532103,3.8820656197653753,4.569303063170773,7.195901647893324,2.738565815157115
Cameroon,9,3.208191304112458,5.7530599620509655,5.2557160463990105,4.397978701952067,9.448007992359571,3.2355959777330323
Cameroon,10,3.074888863799151,5.453727745367724,4.555754778874889,4.366658269880394,10.50883959151035,3.0270480652932585
Cameroon,11,3.1793663295483756,4.740682236826459,4.510889999159374,3.8026092132595832,12.374328194690426,3.450127349074973
Cameroon,12,2.979449302454791,5.299676406999862,3.7319616947004803,3.3612988986344394,15.816126555296314,4.824184499637067
Cameroon,13,4.410304637625825,5.504258789255084,5.013590221079557,5.189687838126174,16.88229964332184,5.448215063350494
Cameroon,14,5.3681936968659745,8.387384685326346,8.023348856084716,6.447733934560684,20.031869040109527,7.087509841635335
Cameroon,15,7.369778636651075,9.314318487390373,12.388939405138464,9.629262077534626,23.461197528701476,8.29254760760514
Cameroon,16,9.559723239052357,12.217472158090313,14.46299199141853,12.14728883324271,29.870257562414945,10.852520016550027
Cameroon,17,11.555393050742452,10.342324982878516,23.390575078842772,17.1266385683091,30.86353664029959,10.528435898397568
Cameroon,18,16.83383202254181,14.329528309648278,21.841115435965023,17.19531837851,38.25758849302659,10.414249170788922
Cameroon,19,21.291531359031744,14.944266426398027,25.547982089541946,19.852296799838385,43.36207725931401,11.287707940572203
Cameroon,20,28.72300973066541,17.017213524412277,23.255249248835284,23.237580162374528,45.542075507950855,11.24040945076659
Cameroon,21,42.466626288340635,20.01581688332423,19.333219976631973,23.99628908204572,47.46874876323423,11.179554672086988
Cameroon,22,49.9016585181894,17.289445721307075,16.838321741345446,24.500669215461027,51.086629916890644,12.576569291467914
Cameroon,23,56.61090718365054,21.5420172673025,13.874757679065727,24.2592368225754,55.71667478731631,14.575676033588186
Cameroon,24,65.55287396247962,22.602071525201683,15.70848902488876,28.08834933995827,60.01605278660819,14.379366649245744
Cameroon,25,74.42247324560408,20.37636023593539,14.653842020796882,27.13533010269621,72.78837961660594,21.282546249534825
Cameroon,26,74.81829487041838,24.77811969855576,18.496524578773364,35.32373123032787,74.74686656157336,22.364458370540184
Cameroon,27,67.28334683212454,32.35041821664408,16.705119632816096,33.933978031314226,73.572001634623,22.05927774424138
Cameroon,28,48.478755616693796,31.065846033217976,14.800929368958883,34.050934153471616,73.82735306465882,23.093597948207442
Cameroon,29,37.974230056671374,34.53977360399141,13.250759611841387,38.804185116939614,78.75373814720443,27.203896023256643
Cameroon,30,37.23195582784774,38.43735147589706,17.48058513527283,41.69304618298552,76.24551773892118,26.31477095641876
