"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2019,1,1,0.73,0.494
2019,1,2,0.59,0.499
2019,1,3,1.125,0.871
2019,2,1,2.356,2.42
2019,2,2,3.059,2.524
2019,2,3,2.252,1.626
2019,3,1,2.667,1.522
2019,3,2,2.265,1.367
2019,3,3,2.492,2.043
2019,4,1,3.304,4.098
2019,4,2,4.286,4.628
2019,4,3,3.07,5.118
2019,5,1,2.769,5.499
2019,5,2,3.546,6.345
2019,5,3,7.982,6.154
2019,6,1,1.066,0.44
2019,6,2,0.143,0.05
2019,6,3,0.778,0.281
2019,7,1,8.093,5.741
2019,7,2,7.041,7.855
2019,7,3,8.603,9.655
2019,8,1,9.714,12.859
2019,8,2,8.646,13.955
2019,8,3,11.172,14.601
2019,9,1,6.052,4.909
2019,9,2,8.088,5.24
2019,9,3,6.188,4.138
2019,10,1,6.66,4.533
2019,10,2,6.735,2.154
2019,10,3,1.392,2.043
2019,11,1,0.723,0.433
2019,11,2,0.415,0.288
2019,11,3,0.803,0.274
2019,12,1,0.982,1.179
2019,12,2,1.576,1.014
2019,12,3,1.819,1.32
2020,1,1,0.726,0.494
2020,1,2,0.703,0.499
2020,1,3,1.395,0.871
2020,2,1,2.646,2.42
2020,2,2,3.222,2.524
2020,2,3,2.24,1.626
2020,3,1,2.175,1.522
2020,3,2,1.803,1.367
2020,3,3,2.796,2.043
2020,4,1,,4.098
2020,4,2,,4.628
2020,4,3,,5.118
2020,5,1,,5.499
2020,5,2,,6.345
2020,5,3,,6.154
2020,6,1,,0.44
2020,6,2,,0.05
2020,6,3,,0.281
2020,7,1,,5.741
2020,7,2,,7.855
2020,7,3,,9.655
2020,8,1,,12.859
2020,8,2,,13.955
2020,8,3,,14.601
2020,9,1,,4.909
2020,9,2,,5.24
2020,9,3,,4.138
2020,10,1,,4.533
2020,10,2,,2.154
2020,10,3,,2.043
2020,11,1,,0.433
2020,11,2,,0.288
2020,11,3,,0.274
2020,12,1,,1.179
2020,12,2,,1.014
2020,12,3,,1.32