Country,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso
11,0.9697449234638461,0.967016251783951,0.9337651147644962,0.9309386632913063,0.9049964327592254,0.9366919649507846,0.8661927423263752,0.914777888260453,0.7613879029013761,0.9094517398551066
12,0.9588067107420428,0.9598721767029114,0.9034774767358147,0.9069958284128279,0.9034326797420893,0.9473089231068637,0.8436407060792952,0.9102781523973165,0.6809504026406357,0.878196522353178
13,0.9573051161112937,0.9600085474704366,0.8840935621736827,0.8879125380854269,0.8881632558508878,0.9439796285858176,0.8458191630402863,0.9037876587572659,0.6212637466885866,0.8660809297949856
14,0.9537488221998629,0.9561740048598995,0.8879492743876972,0.8828048901162555,0.8757870577764669,0.9386921599813021,0.7935835819596744,0.8617087355766315,0.56045166907989,0.8423793786999362
15,0.9446180649090327,0.9505890476934297,0.8844935884908216,0.8760071938976206,0.8757723059022886,0.9367096538441246,0.8158630511310943,0.8758210635602024,0.5284186441562434,0.8281676186076469
16,0.94527831338899,0.9514187403521538,0.8816679965859162,0.8669370704706849,0.8926704013028656,0.9412783538020135,0.8422425978834193,0.8912750906145813,0.517545144447854,0.8177012626741128
17,0.9365867994911546,0.9464811537846206,0.8790906601433977,0.8571968300447924,0.9002974832165543,0.94857015207205,0.848135358026459,0.8924233019243393,0.500359530656544,0.8252248334304355
18,0.9365161112387917,0.9439097726677049,0.874938618860969,0.8517582003574943,0.8973924630896281,0.9520860166139544,0.8172373272582837,0.8837547178171649,0.5617019693494119,0.8510641514655863
19,0.9307858927622072,0.9445863998033401,0.8393791233822804,0.8136501000829912,0.9279190764732926,0.9556080664856846,0.8010991775350412,0.8695133280595542,0.5372321133896003,0.8396397941260637
20,0.9336577142237118,0.941578639447694,0.8465478526302508,0.8235438770753528,0.9236561187546379,0.9548106734263321,0.7812792127769395,0.8494133367675346,0.552022443610356,0.8412019841255168
21,0.9368385532703117,0.9365817369734228,0.8256946063833983,0.8022951524795705,0.9007787394860947,0.9423367057819476,0.7762934341541703,0.8330178710694074,0.45713462713878694,0.8090910494886248
22,0.9468340454061127,0.9414412171734575,0.778147698247831,0.7556166839745053,0.8791944739222964,0.9360385372305433,0.7580330233340928,0.8255572358681218,0.386701252958362,0.7714082243359266
23,0.9553110478183896,0.9480297398105213,0.7518116256405254,0.757373390798981,0.8892663020995515,0.9386744634129343,0.6704017708913048,0.7938937286507999,0.35751420227245556,0.7656063407614512
24,0.9389510311790807,0.927632573153193,0.6947707219562202,0.7125160997695466,0.8564671767067683,0.9311595970128853,0.5901555285934814,0.7494731688832919,0.32311494814369435,0.752328700237533
25,0.93900874168121,0.9139435368959429,0.6591951266652896,0.7071102657083064,0.8444952810427181,0.9447139760384498,0.6092987566670394,0.7743829944729274,0.29272757269273475,0.7630626184957633
26,0.9367279152544485,0.9140945553514673,0.5693788445287838,0.6274841451840554,0.8260672430134925,0.9410046011283548,0.5702299751584985,0.7670597455983572,0.2852026386814396,0.748991161071459
27,0.9253903929614359,0.9115532891338233,0.5521864059347641,0.624818020797388,0.8046515739700778,0.931493284917597,0.5741518555861906,0.7763964410530214,0.31317540860109927,0.7570963097116681
28,0.923509422034955,0.897248006613283,0.5502546522982456,0.6259991448659561,0.7971085946400287,0.9439297459579912,0.6160502273020343,0.7803191249060033,0.2702177103456671,0.7442576891727826
29,0.9226972310332485,0.8924954031291928,0.4635572236573229,0.5348828688198513,0.7711776666929934,0.9389512993321419,0.5472153956361805,0.6970586063814799,0.36741176627799854,0.7543338096647978
30,0.8938222100444657,0.8807290156492201,0.414445938019949,0.47532922872121497,0.744534816546207,0.9399487502266117,0.5551475882015399,0.6733618191033925,0.38183585165260625,0.7226409393081658
