Split,,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3,Split 4,Split 4,Split 5,Split 5
Type,,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive
Country,AdminStrata,,,,,,,,,,
Burkina Faso,Boucle-Du-Mouhoun,9.583042636743977,28.968366261333326,149.3807173309396,202.03387384266674,25.041318621656448,4.56357105166668,10.797541952077841,33.06183082433337,4.171421119693691,1.574603287999993
Burkina Faso,Cascades,8.763442150851441,5.900095790333337,19.05268286054714,22.71899162666667,11.008598696967702,2.1983833953333356,32.08463343088499,17.622632846999995,61.75057440008376,7.197155505666673
Burkina Faso,Centre,3.543207388267223,1.559820225666665,9.807543558937207,4.905981509000002,6.611810509441921,5.155096058999997,9.098092815163833,21.961546643,27.0295406866411,2.461007868666664
Burkina Faso,Centre-Est,13.578825729928663,13.307782170000003,17.803679140147427,6.990049169333334,44.34380074943542,26.362644169999992,32.07283606171091,48.42164948533331,15.687420732926233,7.148135211666664
Burkina Faso,Centre-Nord,12.218131547909621,1.5475669830000078,5.466796389475564,1.1641063776666607,2.6069602269381043,8.221960660666666,22.902975113791047,18.904929055333334,4.550093042023906,4.055987272333335
Burkina Faso,Centre-Ouest,4.638970483718765,2.150216275,3.6808114240476555,4.358914876666673,16.79892053616686,5.33525884633334,89.58128614494608,28.82128762600001,2.9518554452374186,33.87253137133335
Burkina Faso,Centre-Sud,9.13306044828474,16.765873689333358,34.04091079614333,29.266233380666733,17.113445673556285,6.975732035666672,4.202055948738889,3.475809044999995,11.344912992795129,2.6193051566666705
Burkina Faso,Est,26.409517009498213,67.66769734333339,18.34684472203346,14.094737915666693,17.178797553529858,1.2982612630000003,8.427414224045815,5.370970439000004,1.6858859419461176,2.785308120666667
Burkina Faso,Hauts-Bassins,5.246167131024402,7.009522559333333,1.2456081608024439,1.662957412333329,9.658773926409431,7.655871656999992,5.711424548327036,20.414660590333312,13.131021292872507,9.202609703333327
Burkina Faso,Nord,3.840973408601063,1.57534380933333,10.833585088751368,5.827519074333332,4.657480250187306,7.784404819333333,62.25324128159483,29.394262573333354,48.537444931846444,13.461696589999981
Burkina Faso,Plateau-Central,2.297354771473461,12.672240527999909,20.15730838178211,4.146628038000011,5.585482223987716,2.784973684000002,28.883161323258438,9.717214884000025,17.30435276451644,4.212446275
Burkina Faso,Sahel,53.792787488720165,7.272993254999991,24.086184931903315,2.180701502666668,7.692183722591897,2.258446313333339,18.278988978842143,5.589224519999997,43.423686568904856,14.132187168666658
Burkina Faso,Sud-Ouest,8.742223011544684,5.721878003666672,13.982015273308521,17.61863632666668,1.9285276516464056,1.4423475443333371,11.870155768340096,10.980695011999991,165.94267592790996,51.431737118000015
